Date,KEXStock_Open_average,KEXStock_Open_max,KEXStock_Open_min,KEXStock_Open_volatility,KEXStock_Open_change,KEXStock_High_average,KEXStock_High_max,KEXStock_High_min,KEXStock_High_volatility,KEXStock_High_change,KEXStock_Low_average,KEXStock_Low_max,KEXStock_Low_min,KEXStock_Low_volatility,KEXStock_Low_change,KEXStock_Close_average,KEXStock_Close_max,KEXStock_Close_min,KEXStock_Close_volatility,KEXStock_Close_change,KEXStock_Volume_average,KEXStock_Volume_max,KEXStock_Volume_min,KEXStock_Volume_volatility,KEXStock_Volume_change
2018-01-14,74.39999999999999,75.1,74.1,1.0,-0.7999999999999972,75.0125,75.85,74.65,1.1999999999999886,-1.1999999999999886,73.7625,73.9,73.45,0.45000000000000284,0.3999999999999915,74.0875,74.55,73.6,0.9500000000000028,0.9500000000000028,482902,773473,208238,565235,-401256
2018-01-21,77.69,78.35,76.9,1.4499999999999886,0.8499999999999943,78.548,79.65,77.65,2.0,-1.1899999999999977,76.5,77.3,75.45,1.8499999999999943,0.7000000000000028,77.61,78.25,77.3,0.9500000000000028,-0.9000000000000057,452370,852511,241601,610910,-610910
2018-01-28,76.48,78.35,75.4,2.9499999999999886,1.3499999999999943,77.45,78.35,76.55,1.7999999999999972,0.29999999999999716,74.974,76.3,73.9,2.3999999999999915,-0.6499999999999915,75.85000000000001,77.25,74.9,2.3499999999999943,-0.75,549491,699048,410429,288619,152050
2018-02-04,75.61,76.7,73.3,3.4000000000000057,-1.9500000000000028,77.87,80.9,73.85,7.050000000000011,-7.050000000000011,73.92999999999999,76.4,70.1,6.300000000000011,-4.400000000000006,75.34,77.75,72.45,5.299999999999997,-5.299999999999997,835546,1507000,463113,1043887,-925999
2018-02-11,74.05,75.4,72.85,2.5500000000000114,2.0500000000000114,75.348,76.7,74.09,2.6099999999999994,2.6099999999999994,73.39,74.9,72.55,2.3500000000000085,2.3500000000000085,74.78,75.95,73.3,2.6500000000000057,2.6500000000000057,561318,892522,421268,471254,166575
2018-02-18,75.8,75.95,75.7,0.25,0.14999999999999147,76.9875,77.8,76.55,1.25,-0.20000000000000284,75.4125,75.55,75.25,0.29999999999999716,0.0,75.7875,76.45,75.35,1.1000000000000085,0.6000000000000085,373056,524070,179659,344411,-205129
2018-02-25,75.75,76.8,74.45,2.3499999999999943,-2.049999999999997,76.43,77.5,74.95,2.549999999999997,-2.5,74.85000000000001,76.4,73.45,2.950000000000003,-2.950000000000003,75.39,76.85,74.55,2.299999999999997,-2.299999999999997,355325,493824,284955,208869,80907
2018-03-04,74.89,75.6,74.15,1.4499999999999886,1.4499999999999886,75.9,76.95,75.05,1.9000000000000057,1.9000000000000057,74.49,75.45,73.8,1.6500000000000057,1.6500000000000057,75.23,76.4,74.55,1.8500000000000085,1.8500000000000085,324696,373433,268696,104737,-7046
2018-03-11,76.56,77.85,75.5,2.3499999999999943,-0.9500000000000028,77.39,78.35,76.5,1.8499999999999943,-1.2000000000000028,75.75,76.45,74.75,1.7000000000000028,-0.9500000000000028,76.43,77.6,75.5,2.0999999999999943,-1.0999999999999943,347698,488588,237173,251415,133218
2018-03-18,75.41,76.3,74.65,1.6499999999999915,-1.6499999999999915,76.294,77.15,75.5,1.6500000000000057,-1.1799999999999926,74.65,75.2,74.05,1.1500000000000057,-0.8500000000000085,75.11999999999999,75.85,74.3,1.5499999999999972,-1.25,378274,561112,160724,400388,-33375
