Date,iShares Russell Top 200 Growth_Open_average,iShares Russell Top 200 Growth_Open_max,iShares Russell Top 200 Growth_Open_min,iShares Russell Top 200 Growth_Open_volatility,iShares Russell Top 200 Growth_Open_change,iShares Russell Top 200 Growth_High_average,iShares Russell Top 200 Growth_High_max,iShares Russell Top 200 Growth_High_min,iShares Russell Top 200 Growth_High_volatility,iShares Russell Top 200 Growth_High_change,iShares Russell Top 200 Growth_Low_average,iShares Russell Top 200 Growth_Low_max,iShares Russell Top 200 Growth_Low_min,iShares Russell Top 200 Growth_Low_volatility,iShares Russell Top 200 Growth_Low_change,iShares Russell Top 200 Growth_Close_average,iShares Russell Top 200 Growth_Close_max,iShares Russell Top 200 Growth_Close_min,iShares Russell Top 200 Growth_Close_volatility,iShares Russell Top 200 Growth_Close_change
2018-03-25,73.25,73.25,73.25,0.0,0.0,73.31,73.31,73.31,0.0,0.0,71.27,71.27,71.27,0.0,0.0,71.93,71.93,71.93,0.0,0.0
2018-04-01,73.18,73.18,73.18,0.0,0.0,74.06,74.06,74.06,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2018-04-08,74.82,74.82,74.82,0.0,0.0,75.12,75.12,75.12,0.0,0.0,74.61,74.61,74.61,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2018-04-15,74.9,74.9,74.9,0.0,0.0,75.11,75.11,75.11,0.0,0.0,74.24,74.24,74.24,0.0,0.0,74.62,74.62,74.62,0.0,0.0
2018-04-22,74.81,74.81,74.81,0.0,0.0,75.11,75.11,75.11,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2018-04-29,75.59,75.59,75.59,0.0,0.0,75.96,75.96,75.96,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.7,75.7,75.7,0.0,0.0
2018-05-06,77.46,77.46,77.46,0.0,0.0,77.72,77.72,77.72,0.0,0.0,77.24,77.24,77.24,0.0,0.0,77.31,77.31,77.31,0.0,0.0
2018-05-13,77.34,77.34,77.34,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2018-05-20,77.5,77.5,77.5,0.0,0.0,77.8,77.8,77.8,0.0,0.0,77.45,77.45,77.45,0.0,0.0,77.55,77.55,77.55,0.0,0.0
2018-05-27,78.63,78.63,78.63,0.0,0.0,79.07,79.07,79.07,0.0,0.0,78.63,78.63,78.63,0.0,0.0,79.02,79.02,79.02,0.0,0.0
2018-06-03,79.76,79.76,79.76,0.0,0.0,80.06,80.06,80.06,0.0,0.0,79.74,79.74,79.74,0.0,0.0,79.85,79.85,79.85,0.0,0.0
2018-06-10,79.8,79.8,79.8,0.0,0.0,80.24,80.24,80.24,0.0,0.0,79.58,79.58,79.58,0.0,0.0,80.24,80.24,80.24,0.0,0.0
2018-06-17,79.0,79.0,79.0,0.0,0.0,79.01,79.01,79.01,0.0,0.0,77.46,77.46,77.46,0.0,0.0,78.08,78.08,78.08,0.0,0.0
2018-06-24,77.74,77.74,77.74,0.0,0.0,78.77,78.77,78.77,0.0,0.0,77.74,77.74,77.74,0.0,0.0,78.77,78.77,78.77,0.0,0.0
2018-07-01,80.15,80.15,80.15,0.0,0.0,80.33,80.33,80.33,0.0,0.0,79.83,79.83,79.83,0.0,0.0,80.33,80.33,80.33,0.0,0.0
2018-07-08,81.47,81.47,81.47,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.09,81.09,81.09,0.0,0.0,81.18,81.18,81.18,0.0,0.0
2018-07-15,81.27,81.27,81.27,0.0,0.0,81.41,81.41,81.41,0.0,0.0,80.94,80.94,80.94,0.0,0.0,81.41,81.41,81.41,0.0,0.0
2018-07-22,81.02,81.02,81.02,0.0,0.0,81.02,81.02,81.02,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2018-07-29,81.86,81.86,81.86,0.0,0.0,82.33,82.33,82.33,0.0,0.0,81.82,81.82,81.82,0.0,0.0,82.31,82.31,82.31,0.0,0.0
2018-08-05,82.35,82.35,82.35,0.0,0.0,82.62,82.62,82.62,0.0,0.0,81.95,81.95,81.95,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2018-08-12,82.53,82.53,82.53,0.0,0.0,82.53,82.53,82.53,0.0,0.0,82.18,82.18,82.18,0.0,0.0,82.35,82.35,82.35,0.0,0.0
2018-08-19,83.75,83.75,83.75,0.0,0.0,84.04,84.04,84.04,0.0,0.0,83.73,83.73,83.73,0.0,0.0,84.04,84.04,84.04,0.0,0.0
2018-08-26,84.64,84.64,84.64,0.0,0.0,85.06,85.06,85.06,0.0,0.0,84.62,84.62,84.62,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2018-09-02,83.97,83.97,83.97,0.0,0.0,83.97,83.97,83.97,0.0,0.0,83.41,83.41,83.41,0.0,0.0,83.58,83.58,83.58,0.0,0.0
2018-09-09,84.7,84.7,84.7,0.0,0.0,84.7,84.7,84.7,0.0,0.0,83.77,83.77,83.77,0.0,0.0,83.87,83.87,83.87,0.0,0.0
2018-09-16,84.8,84.8,84.8,0.0,0.0,85.0,85.0,85.0,0.0,0.0,84.27,84.27,84.27,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2018-09-23,85.97,85.97,85.97,0.0,0.0,86.21,86.21,86.21,0.0,0.0,85.62,85.62,85.62,0.0,0.0,85.82,85.82,85.82,0.0,0.0
2018-09-30,83.36,83.36,83.36,0.0,0.0,83.68,83.68,83.68,0.0,0.0,82.43,82.43,82.43,0.0,0.0,83.31,83.31,83.31,0.0,0.0
2018-10-07,80.32,80.32,80.32,0.0,0.0,80.48,80.48,80.48,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2018-10-14,80.23,80.23,80.23,0.0,0.0,80.48,80.48,80.48,0.0,0.0,79.69,79.69,79.69,0.0,0.0,80.05,80.05,80.05,0.0,0.0
2018-10-21,77.94,77.94,77.94,0.0,0.0,78.26,78.26,78.26,0.0,0.0,74.31,74.31,74.31,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2018-10-28,78.07,78.07,78.07,0.0,0.0,78.32,78.32,78.32,0.0,0.0,77.44,77.44,77.44,0.0,0.0,78.13,78.13,78.13,0.0,0.0
2018-11-04,79.34,79.34,79.34,0.0,0.0,79.34,79.34,79.34,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.74,77.74,77.74,0.0,0.0
2018-11-11,77.35,77.35,77.35,0.0,0.0,77.35,77.35,77.35,0.0,0.0,75.2,75.2,75.2,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2018-11-18,74.65,74.65,74.65,0.0,0.0,75.18,75.18,75.18,0.0,0.0,74.35,74.35,74.35,0.0,0.0,75.15,75.15,75.15,0.0,0.0
2018-11-25,80.16,80.16,80.16,0.0,0.0,80.17,80.17,80.17,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.73,79.73,79.73,0.0,0.0
2018-12-02,74.75,74.75,74.75,0.0,0.0,75.76,75.76,75.76,0.0,0.0,73.78,73.78,73.78,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2018-12-09,73.79,73.79,73.79,0.0,0.0,74.22,74.22,74.22,0.0,0.0,71.98,71.98,71.98,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2018-12-16,67.63,67.63,67.63,0.0,0.0,68.39,68.39,68.39,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2018-12-23,71.62,71.62,71.62,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.75,71.75,71.75,0.0,0.0
2018-12-30,72.35,72.35,72.35,0.0,0.0,73.18,73.18,73.18,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2019-01-06,73.58,73.58,73.58,0.0,0.0,73.92,73.92,73.92,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.68,73.68,73.68,0.0,0.0
2019-01-13,76.08,76.08,76.08,0.0,0.0,76.54,76.54,76.54,0.0,0.0,75.66,75.66,75.66,0.0,0.0,76.28,76.28,76.28,0.0,0.0
2019-01-20,75.32,75.32,75.32,0.0,0.0,75.32,75.32,75.32,0.0,0.0,74.74,74.74,74.74,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2019-01-27,77.41,77.41,77.41,0.0,0.0,78.26,78.26,78.26,0.0,0.0,77.41,77.41,77.41,0.0,0.0,78.26,78.26,78.26,0.0,0.0
2019-02-03,78.13,78.13,78.13,0.0,0.0,78.13,78.13,78.13,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.86,77.86,77.86,0.0,0.0
2019-02-10,79.62,79.62,79.62,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.25,79.25,79.25,0.0,0.0,79.58,79.58,79.58,0.0,0.0
2019-02-17,80.54,80.54,80.54,0.0,0.0,80.66,80.66,80.66,0.0,0.0,80.16,80.16,80.16,0.0,0.0,80.19,80.19,80.19,0.0,0.0
2019-02-24,80.91,80.91,80.91,0.0,0.0,81.03,81.03,81.03,0.0,0.0,79.56,79.56,79.56,0.0,0.0,80.26,80.26,80.26,0.0,0.0
2019-03-03,79.04,79.04,79.04,0.0,0.0,80.25,80.25,80.25,0.0,0.0,79.04,79.04,79.04,0.0,0.0,80.25,80.25,80.25,0.0,0.0
2019-03-10,81.49,81.49,81.49,0.0,0.0,81.84,81.84,81.84,0.0,0.0,81.4,81.4,81.4,0.0,0.0,81.74,81.74,81.74,0.0,0.0
2019-03-17,81.05,81.05,81.05,0.0,0.0,81.42,81.42,81.42,0.0,0.0,80.76,80.76,80.76,0.0,0.0,81.28,81.28,81.28,0.0,0.0
2019-03-24,82.95,82.95,82.95,0.0,0.0,83.17,83.17,83.17,0.0,0.0,82.73,82.73,82.73,0.0,0.0,83.15,83.15,83.15,0.0,0.0
2019-03-31,83.9,83.9,83.9,0.0,0.0,84.21,84.21,84.21,0.0,0.0,83.62,83.62,83.62,0.0,0.0,84.17,84.17,84.17,0.0,0.0
2019-04-07,84.54,84.54,84.54,0.0,0.0,84.56,84.56,84.56,0.0,0.0,84.08,84.08,84.08,0.0,0.0,84.54,84.54,84.54,0.0,0.0
2019-04-14,84.27,84.27,84.27,0.0,0.0,84.85,84.85,84.85,0.0,0.0,84.27,84.27,84.27,0.0,0.0,84.83,84.83,84.83,0.0,0.0
2019-04-21,86.17,86.17,86.17,0.0,0.0,86.41,86.41,86.41,0.0,0.0,86.15,86.15,86.15,0.0,0.0,86.26,86.26,86.26,0.0,0.0
2019-04-28,84.57,84.57,84.57,0.0,0.0,85.97,85.97,85.97,0.0,0.0,84.5,84.5,84.5,0.0,0.0,85.85,85.85,85.85,0.0,0.0
2019-05-05,82.25,82.25,82.25,0.0,0.0,82.59,82.59,82.59,0.0,0.0,81.45,81.45,81.45,0.0,0.0,81.68,81.68,81.68,0.0,0.0
2019-05-12,82.7,82.7,82.7,0.0,0.0,83.15,83.15,83.15,0.0,0.0,82.56,82.56,82.56,0.0,0.0,82.73,82.73,82.73,0.0,0.0
2019-05-19,82.7,82.7,82.7,0.0,0.0,82.82,82.82,82.82,0.0,0.0,82.21,82.21,82.21,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2019-05-26,80.33,80.33,80.33,0.0,0.0,80.47,80.47,80.47,0.0,0.0,78.78,78.78,78.78,0.0,0.0,79.21,79.21,79.21,0.0,0.0
2019-06-02,84.55,84.55,84.55,0.0,0.0,85.19,85.19,85.19,0.0,0.0,84.47,84.47,84.47,0.0,0.0,84.51,84.51,84.51,0.0,0.0
2019-06-09,84.43,84.43,84.43,0.0,0.0,84.74,84.74,84.74,0.0,0.0,84.34,84.34,84.34,0.0,0.0,84.57,84.57,84.57,0.0,0.0
2019-06-16,86.59,86.59,86.59,0.0,0.0,86.69,86.69,86.69,0.0,0.0,86.39,86.39,86.39,0.0,0.0,86.42,86.42,86.42,0.0,0.0
2019-06-23,86.97,86.97,86.97,0.0,0.0,87.0,87.0,87.0,0.0,0.0,86.3,86.3,86.3,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2019-06-30,87.14,87.14,87.14,0.0,0.0,87.16,87.16,87.16,0.0,0.0,86.86,86.86,86.86,0.0,0.0,87.09,87.09,87.09,0.0,0.0
2019-07-07,88.72,88.72,88.72,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.56,88.56,88.56,0.0,0.0,88.69,88.69,88.69,0.0,0.0
2019-07-14,87.68,87.68,87.68,0.0,0.0,88.09,88.09,88.09,0.0,0.0,87.68,87.68,87.68,0.0,0.0,87.94,87.94,87.94,0.0,0.0
2019-07-21,89.0,89.0,89.0,0.0,0.0,89.25,89.25,89.25,0.0,0.0,88.56,88.56,88.56,0.0,0.0,88.84,88.84,88.84,0.0,0.0
2019-07-28,84.62,84.62,84.62,0.0,0.0,84.62,84.62,84.62,0.0,0.0,82.72,82.72,82.72,0.0,0.0,83.45,83.45,83.45,0.0,0.0
2019-08-04,85.71,85.71,85.71,0.0,0.0,86.02,86.02,86.02,0.0,0.0,85.07,85.07,85.07,0.0,0.0,85.39,85.39,85.39,0.0,0.0
2019-08-11,86.78,86.78,86.78,0.0,0.0,87.06,87.06,87.06,0.0,0.0,86.59,86.59,86.59,0.0,0.0,86.86,86.86,86.86,0.0,0.0
2019-08-18,85.68,85.68,85.68,0.0,0.0,85.84,85.84,85.84,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.84,85.84,85.84,0.0,0.0
2019-08-25,87.64,87.64,87.64,0.0,0.0,87.64,87.64,87.64,0.0,0.0,86.6,86.6,86.6,0.0,0.0,87.06,87.06,87.06,0.0,0.0
2019-09-01,88.76,88.76,88.76,0.0,0.0,88.76,88.76,88.76,0.0,0.0,87.53,87.53,87.53,0.0,0.0,87.91,87.91,87.91,0.0,0.0
2019-09-08,87.76,87.76,87.76,0.0,0.0,88.03,88.03,88.03,0.0,0.0,87.71,87.71,87.71,0.0,0.0,87.9,87.9,87.9,0.0,0.0
2019-09-15,87.7,87.7,87.7,0.0,0.0,88.08,88.08,88.08,0.0,0.0,87.68,87.68,87.68,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2019-09-22,86.68,86.68,86.68,0.0,0.0,87.29,87.29,87.29,0.0,0.0,86.68,86.68,86.68,0.0,0.0,87.06,87.06,87.06,0.0,0.0
2019-09-29,86.65,86.65,86.65,0.0,0.0,87.21,87.21,87.21,0.0,0.0,86.56,86.56,86.56,0.0,0.0,86.62,86.62,86.62,0.0,0.0
2019-10-06,87.61,87.61,87.61,0.0,0.0,87.98,87.98,87.98,0.0,0.0,87.61,87.61,87.61,0.0,0.0,87.74,87.74,87.74,0.0,0.0
2019-10-13,88.36,88.36,88.36,0.0,0.0,88.57,88.57,88.57,0.0,0.0,88.13,88.13,88.13,0.0,0.0,88.57,88.57,88.57,0.0,0.0
2019-10-20,89.31,89.31,89.31,0.0,0.0,89.72,89.72,89.72,0.0,0.0,89.31,89.31,89.31,0.0,0.0,89.62,89.62,89.62,0.0,0.0
2019-10-27,90.86,90.86,90.86,0.0,0.0,90.96,90.96,90.96,0.0,0.0,90.6,90.6,90.6,0.0,0.0,90.65,90.65,90.65,0.0,0.0
2019-11-03,90.78,90.78,90.78,0.0,0.0,91.16,91.16,91.16,0.0,0.0,90.76,90.76,90.76,0.0,0.0,91.1,91.1,91.1,0.0,0.0
2019-11-10,92.41,92.41,92.41,0.0,0.0,92.71,92.71,92.71,0.0,0.0,92.28,92.28,92.28,0.0,0.0,92.63,92.63,92.63,0.0,0.0
2019-11-17,92.5,92.5,92.5,0.0,0.0,93.11,93.11,93.11,0.0,0.0,92.5,92.5,92.5,0.0,0.0,93.11,93.11,93.11,0.0,0.0
2019-11-24,93.78,93.78,93.78,0.0,0.0,93.78,93.78,93.78,0.0,0.0,92.28,92.28,92.28,0.0,0.0,92.56,92.56,92.56,0.0,0.0
2019-12-01,93.45,93.45,93.45,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.25,93.25,93.25,0.0,0.0,93.25,93.25,93.25,0.0,0.0
2019-12-08,94.61,94.61,94.61,0.0,0.0,95.07,95.07,95.07,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.95,94.95,94.95,0.0,0.0
2019-12-15,96.3,96.3,96.3,0.0,0.0,96.38,96.38,96.38,0.0,0.0,96.2,96.2,96.2,0.0,0.0,96.23,96.23,96.23,0.0,0.0
2019-12-22,97.03,97.03,97.03,0.0,0.0,97.03,97.03,97.03,0.0,0.0,96.07,96.07,96.07,0.0,0.0,96.41,96.41,96.41,0.0,0.0
2019-12-29,96.76,96.76,96.76,0.0,0.0,97.65,97.65,97.65,0.0,0.0,96.7,96.7,96.7,0.0,0.0,97.21,97.21,97.21,0.0,0.0
