Date,KAMNStock_Open_average,KAMNStock_Open_max,KAMNStock_Open_min,KAMNStock_Open_volatility,KAMNStock_Open_change,KAMNStock_High_average,KAMNStock_High_max,KAMNStock_High_min,KAMNStock_High_volatility,KAMNStock_High_change,KAMNStock_Low_average,KAMNStock_Low_max,KAMNStock_Low_min,KAMNStock_Low_volatility,KAMNStock_Low_change,KAMNStock_Close_average,KAMNStock_Close_max,KAMNStock_Close_min,KAMNStock_Close_volatility,KAMNStock_Close_change,KAMNStock_Volume_average,KAMNStock_Volume_max,KAMNStock_Volume_min,KAMNStock_Volume_volatility,KAMNStock_Volume_change
2018-01-14,60.6175,61.12,60.28,0.8399999999999963,0.3999999999999986,61.3525,61.98,60.9,1.0799999999999983,0.75,60.292500000000004,61.08,59.95,1.1299999999999955,1.1299999999999955,60.9025,61.72,60.39,1.3299999999999983,1.1899999999999977,244473,539110,106473,432637,-50021
2018-01-21,61.934,62.91,61.57,1.3399999999999963,1.3099999999999952,62.272,62.91,61.72,1.1899999999999977,1.1899999999999977,61.292,61.81,60.89,0.9200000000000017,0.9200000000000017,61.966,62.61,61.49,1.1199999999999974,0.7399999999999949,98173,120021,69414,50607,-3611
2018-01-28,62.382,62.68,61.95,0.7299999999999969,0.259999999999998,63.034,63.89,62.31,1.5799999999999983,-0.3200000000000003,61.78,62.17,61.11,1.0600000000000023,-0.8599999999999994,62.234,62.99,61.21,1.7800000000000011,-0.990000000000002,137986,198692,104038,94654,-51210
2018-02-04,59.734,60.82,58.71,2.1099999999999994,-1.1099999999999994,60.906,61.59,60.58,1.0100000000000051,-0.75,58.794,59.21,58.0,1.2100000000000009,0.2700000000000031,59.674,60.36,59.26,1.1000000000000014,1.0399999999999991,195374,309263,143648,165615,-87024
2018-02-11,61.449999999999996,62.54,60.48,2.0600000000000023,1.980000000000004,62.15,62.96,61.11,1.8500000000000014,1.8500000000000014,60.903999999999996,62.06,59.83,2.230000000000004,2.230000000000004,61.846000000000004,62.64,60.7,1.9399999999999977,1.759999999999998,147548,214123,105428,108695,37212
2018-02-18,62.465,63.0,62.15,0.8500000000000014,0.7999999999999972,63.03,63.25,62.76,0.490000000000002,0.490000000000002,61.955,62.53,61.61,0.9200000000000017,0.9200000000000017,62.4825,63.04,62.06,0.9799999999999969,0.9799999999999969,163011,215785,98222,117563,-100458
2018-02-25,61.754,63.31,59.78,3.530000000000001,-2.219999999999999,62.612,63.52,61.63,1.8900000000000006,-1.8699999999999974,61.02,62.52,59.37,3.1500000000000057,-1.8000000000000043,61.914,63.23,61.22,2.009999999999998,-1.8899999999999935,166729,230826,101756,129070,22394
2018-03-04,61.536,62.18,60.81,1.3699999999999974,1.1799999999999997,62.252,63.17,61.0,2.1700000000000017,2.1700000000000017,60.81,61.79,59.67,2.1199999999999974,2.1199999999999974,61.91,63.12,60.59,2.529999999999994,2.529999999999994,213936,332604,125043,207561,-145595
2018-03-11,62.598,63.28,61.57,1.7100000000000009,-1.6000000000000014,63.072,63.46,62.5,0.9600000000000009,-0.8900000000000006,61.974000000000004,62.65,60.93,1.7199999999999989,-0.9699999999999989,62.474,62.97,61.76,1.2100000000000009,-0.5600000000000023,172059,348108,109149,238959,238959
2018-03-18,62.236000000000004,62.5,61.77,0.7299999999999969,-0.3299999999999983,62.852000000000004,63.17,62.32,0.8500000000000014,-0.28000000000000114,61.432,62.12,60.42,1.6999999999999957,-1.1700000000000017,61.926,62.72,60.42,2.299999999999997,-2.049999999999997,146328,196009,110311,85698,-43730
2018-03-25,61.75,62.25,61.18,1.0700000000000003,0.9200000000000017,62.5925,63.06,62.12,0.9400000000000048,0.8700000000000045,61.35,62.09,60.95,1.1400000000000006,1.1400000000000006,61.8775,62.13,61.38,0.75,-0.010000000000005116,143233,181271,104902,76369,29302
2018-04-01,61.634,63.0,60.59,2.4099999999999966,1.0499999999999972,62.616,63.57,61.52,2.049999999999997,0.8100000000000023,60.786,61.74,60.05,1.6900000000000048,1.1200000000000045,61.73,63.49,60.58,2.9100000000000037,1.1499999999999986,124975,168289,94360,73929,73929
2018-04-08,62.146,62.55,61.7,0.8499999999999943,0.4199999999999946,62.538,62.81,62.31,0.5,0.0799999999999983,61.702,61.86,61.48,0.38000000000000256,0.3500000000000014,61.994,62.31,61.51,0.8000000000000043,0.5300000000000011,78772,128410,58540,69870,18191
2018-04-15,63.526,64.42,62.39,2.030000000000001,1.6700000000000017,64.22,65.23,63.0,2.230000000000004,1.5799999999999983,63.284,64.18,62.18,2.000000000000007,1.5900000000000034,63.772,64.5,62.82,1.6799999999999997,1.1300000000000026,103584,172669,49216,123453,-43666
2018-04-22,63.046,64.04,62.11,1.9300000000000068,-1.9300000000000068,63.376,64.45,62.16,2.2900000000000063,-2.2900000000000063,61.942,63.32,61.28,2.039999999999999,-2.039999999999999,62.53,63.75,61.78,1.9699999999999989,-1.9699999999999989,89080,115703,50609,65094,-30651
2018-04-29,60.522,61.78,59.85,1.9299999999999997,-1.9299999999999997,61.248,62.02,60.6,1.4200000000000017,-0.1700000000000017,59.844,60.5,59.53,0.9699999999999989,-0.7000000000000028,60.476,61.31,60.1,1.2100000000000009,0.6700000000000017,143339,187041,101004,86037,-31875
2018-05-06,65.97,68.98,61.45,7.530000000000001,7.530000000000001,67.458,69.93,62.2,7.730000000000004,7.730000000000004,65.05,68.35,61.21,7.1399999999999935,7.1399999999999935,67.134,69.89,62.08,7.810000000000002,7.810000000000002,217900,476790,89743,387047,52592
2018-05-13,70.498,72.05,69.37,2.6799999999999926,2.049999999999997,71.312,72.56,70.12,2.4399999999999977,2.4399999999999977,70.082,71.92,69.13,2.7900000000000063,2.680000000000007,70.956,72.15,69.72,2.430000000000007,2.430000000000007,169646,219973,138394,81579,28153
2018-05-20,72.976,74.65,72.19,2.460000000000008,0.06999999999999318,73.796,75.08,72.8,2.280000000000001,-2.280000000000001,72.196,72.51,72.03,0.480000000000004,-0.010000000000005116,73.088,74.66,72.41,2.25,-2.239999999999995,194376,373715,92954,280761,-280761
2018-05-27,72.015,72.71,71.4,1.309999999999988,-0.5499999999999972,72.67,72.94,72.04,0.8999999999999915,-0.8999999999999915,71.2325,71.79,70.69,1.1000000000000085,-0.29000000000000625,71.7375,72.77,70.77,2.0,-0.3299999999999983,193789,245048,136186,108862,-43288
2018-06-03,72.008,72.32,71.52,0.7999999999999972,-0.5100000000000051,72.34,72.5,72.14,0.35999999999999943,-0.020000000000010232,71.426,71.84,71.11,0.730000000000004,-0.1799999999999926,71.952,72.34,71.49,0.8500000000000085,0.3400000000000034,157287,230030,131916,98114,8884
2018-06-10,72.032,72.4,71.68,0.7199999999999989,-0.1699999999999875,72.554,72.81,72.25,0.5600000000000023,-0.09999999999999432,71.464,71.87,71.0,0.8700000000000045,-0.539999999999992,72.098,72.47,71.75,0.7199999999999989,0.04000000000000625,236538,330233,138986,191247,-70392
