Date,iShares MSCI Taiwan Capped_Open_average,iShares MSCI Taiwan Capped_Open_max,iShares MSCI Taiwan Capped_Open_min,iShares MSCI Taiwan Capped_Open_volatility,iShares MSCI Taiwan Capped_Open_change,iShares MSCI Taiwan Capped_High_average,iShares MSCI Taiwan Capped_High_max,iShares MSCI Taiwan Capped_High_min,iShares MSCI Taiwan Capped_High_volatility,iShares MSCI Taiwan Capped_High_change,iShares MSCI Taiwan Capped_Low_average,iShares MSCI Taiwan Capped_Low_max,iShares MSCI Taiwan Capped_Low_min,iShares MSCI Taiwan Capped_Low_volatility,iShares MSCI Taiwan Capped_Low_change,iShares MSCI Taiwan Capped_Close_average,iShares MSCI Taiwan Capped_Close_max,iShares MSCI Taiwan Capped_Close_min,iShares MSCI Taiwan Capped_Close_volatility,iShares MSCI Taiwan Capped_Close_change
2019-01-06,31.43,31.43,31.43,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-01-13,32.07,32.07,32.07,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-01-20,32.32,32.32,32.32,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-01-27,33.06,33.06,33.06,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-02-03,32.61,32.61,32.61,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2019-02-10,32.74,32.74,32.74,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-02-17,33.96,33.96,33.96,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-02-24,33.4,33.4,33.4,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-03-03,32.96,32.96,32.96,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-03-10,34.08,34.08,34.08,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-03-17,33.94,33.94,33.94,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-03-24,34.79,34.79,34.79,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-03-31,35.2,35.2,35.2,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-04-07,35.54,35.54,35.54,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2019-04-14,35.82,35.82,35.82,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2019-04-21,35.81,35.81,35.81,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-04-28,35.45,35.45,35.45,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-05-05,33.77,33.77,33.77,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-05-12,32.92,32.92,32.92,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-05-19,32.78,32.78,32.78,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-05-26,33.43,33.43,33.43,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-06-02,33.63,33.63,33.63,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-06-09,33.44,33.44,33.44,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-06-16,35.0,35.0,35.0,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.96,34.96,34.96,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-06-23,35.68,35.68,35.68,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2019-06-30,35.0,35.0,35.0,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-07-07,35.64,35.64,35.64,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2019-07-14,35.96,35.96,35.96,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-07-21,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2019-07-28,33.51,33.51,33.51,0.0,0.0,33.57,33.57,33.57,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2019-08-04,33.93,33.93,33.93,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-08-11,34.52,34.52,34.52,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-08-18,34.09,34.09,34.09,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-08-25,34.98,34.98,34.98,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-09-01,35.84,35.84,35.84,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-09-08,36.52,36.52,36.52,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-09-15,36.34,36.34,36.34,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-09-22,36.41,36.41,36.41,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-09-29,36.67,36.67,36.67,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2019-10-06,37.57,37.57,37.57,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-10-13,38.11,38.11,38.11,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-10-20,38.71,38.71,38.71,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-10-27,39.98,39.98,39.98,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-11-03,39.54,39.54,39.54,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-11-10,39.99,39.99,39.99,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-11-17,39.78,39.78,39.78,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.78,39.78,39.78,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-11-24,39.54,39.54,39.54,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-12-01,40.16,40.16,40.16,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-12-08,40.89,40.89,40.89,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-12-15,41.02,41.02,41.02,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-12-22,41.31,41.31,41.31,0.0,0.0,41.33,41.33,41.33,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2019-12-29,41.13,41.13,41.13,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.06,41.06,41.06,0.0,0.0
