Date,INFN_Open_average,INFN_Open_max,INFN_Open_min,INFN_Open_volatility,INFN_Open_change,INFN_High_average,INFN_High_max,INFN_High_min,INFN_High_volatility,INFN_High_change,INFN_Low_average,INFN_Low_max,INFN_Low_min,INFN_Low_volatility,INFN_Low_change,INFN_Close_average,INFN_Close_max,INFN_Close_min,INFN_Close_volatility,INFN_Close_change,INFN_Volume_average,INFN_Volume_max,INFN_Volume_min,INFN_Volume_volatility,INFN_Volume_change
2018-01-14,6.92,7.1,6.72,0.3799999999999999,-0.3799999999999999,6.994,7.2,6.79,0.41000000000000014,-0.41000000000000014,6.74,6.89,6.56,0.33000000000000007,-0.27000000000000046,6.836,6.98,6.72,0.2600000000000007,-0.22000000000000064,1146993,1399052,868873,530179,305641
2018-01-21,6.6979999999999995,6.81,6.55,0.2599999999999998,-0.20999999999999996,6.747999999999999,6.85,6.6,0.25,-0.25,6.53,6.64,6.46,0.17999999999999972,-0.17999999999999972,6.618,6.81,6.48,0.3299999999999992,-0.3299999999999992,1141002,1316298,943540,372758,-215289
2018-01-28,6.458,6.59,6.4,0.1899999999999995,0.02999999999999936,6.552,6.6,6.49,0.10999999999999943,-0.05999999999999961,6.37,6.43,6.24,0.1899999999999995,-0.13999999999999968,6.45,6.54,6.25,0.29000000000000004,-0.29000000000000004,1087658,1805510,777357,1028153,707230
2018-02-04,7.914,9.34,6.12,3.2199999999999998,3.2199999999999998,8.4,9.52,6.97,2.55,2.410000000000001,7.732,8.95,6.1,2.8499999999999996,2.75,8.222,9.33,6.83,2.5,2.26,5877670,12252696,3123376,9129320,302786
2018-02-11,9.3825,9.64,9.05,0.5899999999999999,0.41000000000000014,9.6475,9.85,9.47,0.379999999999999,0.379999999999999,9.25,9.41,9.05,0.35999999999999943,0.35999999999999943,9.605,9.82,9.44,0.3800000000000008,0.3800000000000008,1990891,2358996,1549460,809536,-253497
2018-02-18,9.912,10.0,9.73,0.2699999999999996,0.2599999999999998,10.154,10.23,10.0,0.23000000000000043,-0.019999999999999574,9.708,9.87,9.51,0.35999999999999943,0.1899999999999995,9.984,10.15,9.91,0.2400000000000002,0.16999999999999993,1583242,2731509,817389,1914120,-1363914
2018-02-25,10.05,10.35,9.89,0.4599999999999991,0.2400000000000002,10.32,10.55,10.1,0.45000000000000107,0.3000000000000007,9.906,10.28,9.75,0.5299999999999994,0.46999999999999886,10.148,10.47,9.9,0.5700000000000003,0.5700000000000003,2022399,2525342,1383162,1142180,450676
2018-03-04,10.924,11.37,10.48,0.8899999999999988,0.8899999999999988,11.198,11.58,10.93,0.6500000000000004,0.5999999999999996,10.842,11.31,10.48,0.8300000000000001,0.8300000000000001,11.088,11.44,10.82,0.6199999999999992,0.6199999999999992,1732300,2311399,1276869,1034530,-587200
2018-03-11,11.312,11.58,10.87,0.7100000000000009,-0.6300000000000008,11.412,11.67,10.97,0.6999999999999993,-0.6999999999999993,11.112,11.38,10.62,0.7600000000000016,-0.7600000000000016,11.254,11.49,10.9,0.5899999999999999,-0.5899999999999999,1713609,1899896,1571152,328744,-269634
2018-03-18,10.854,10.94,10.77,0.16999999999999993,-0.15000000000000036,11.06,11.16,10.97,0.1899999999999995,0.019999999999999574,10.712,10.82,10.61,0.21000000000000085,-0.13000000000000078,10.882,11.04,10.63,0.40999999999999837,0.21999999999999886,1103326,1302324,961596,340728,284080
2018-03-25,10.875,11.05,10.69,0.3600000000000012,-0.1800000000000015,10.99,11.2,10.87,0.33000000000000007,-0.33000000000000007,10.655,10.86,10.57,0.28999999999999915,-0.28999999999999915,10.765,10.91,10.62,0.2900000000000009,-0.2400000000000002,961689,1053198,898727,154471,-92768
2018-04-01,10.85,11.17,10.64,0.5299999999999994,-0.1399999999999988,11.036,11.27,10.7,0.5700000000000003,-0.22000000000000064,10.71,11.09,10.36,0.7300000000000004,-0.39000000000000057,10.862,11.16,10.38,0.7799999999999994,-0.4499999999999993,1060709,1644339,761698,882641,493007
2018-04-08,11.032,11.38,10.47,0.9100000000000001,0.8599999999999994,11.238,11.45,10.85,0.5999999999999996,0.5199999999999996,10.824,11.2,10.33,0.8699999999999992,0.5099999999999998,11.096,11.34,10.81,0.5299999999999994,0.20999999999999908,974328,1159070,780299,378771,52053
2018-04-15,11.386,11.61,11.09,0.5199999999999996,0.5199999999999996,11.62,11.69,11.55,0.1399999999999988,0.09999999999999964,11.26,11.41,10.96,0.4499999999999993,0.4499999999999993,11.526,11.64,11.42,0.22000000000000064,-0.10000000000000142,809294,1198472,527450,671022,-579055
2018-04-22,11.686,11.81,11.49,0.3200000000000003,0.29999999999999893,11.816,11.89,11.73,0.16000000000000014,0.10000000000000142,11.468,11.63,11.31,0.3200000000000003,0.3200000000000003,11.709999999999999,11.79,11.61,0.17999999999999972,0.040000000000000924,801103,883169,617762,265407,-265407
2018-04-29,11.926,12.04,11.73,0.3099999999999987,0.3099999999999987,12.182,12.39,11.97,0.41999999999999993,0.41999999999999993,11.788,11.92,11.6,0.3200000000000003,0.23000000000000043,12.014,12.1,11.94,0.16000000000000014,0.16000000000000014,1491049,2177657,874877,1302780,895168
2018-05-06,10.748,11.87,9.47,2.3999999999999986,-1.58,10.992,12.01,10.23,1.7799999999999994,-1.7799999999999994,10.368,11.74,9.28,2.460000000000001,-1.9700000000000006,10.596,11.8,9.35,2.450000000000001,-1.8900000000000006,3308320,6355365,1698836,4656529,1012184
2018-05-13,10.014,10.18,9.87,0.3100000000000005,0.3100000000000005,10.146,10.26,10.03,0.23000000000000043,0.23000000000000043,9.9,10.07,9.68,0.39000000000000057,0.39000000000000057,10.054,10.16,9.95,0.21000000000000085,0.21000000000000085,1135906,1562871,588055,974816,-974816
2018-05-20,10.065,10.15,9.95,0.20000000000000107,-0.20000000000000107,10.18,10.3,10.11,0.19000000000000128,-0.19000000000000128,9.97,10.08,9.88,0.1999999999999993,-0.1999999999999993,10.055,10.1,9.97,0.129999999999999,-0.02999999999999936,690309,950800,447480,503320,358313
2018-05-27,9.046,9.5,8.8,0.6999999999999993,-0.6999999999999993,9.144,9.52,8.9,0.6199999999999992,-0.5299999999999994,8.754000000000001,8.96,8.57,0.39000000000000057,-0.25,8.878,9.01,8.77,0.2400000000000002,-0.09999999999999964,2026287,2937662,1449943,1487719,-1063931
2018-06-03,9.048,9.22,8.84,0.3800000000000008,0.2699999999999996,9.248,9.43,9.04,0.39000000000000057,0.379999999999999,8.959999999999999,9.18,8.7,0.4800000000000004,0.33000000000000007,9.145999999999999,9.38,8.86,0.5200000000000014,0.5200000000000014,1750768,2587977,1179407,1408570,-1408570
2018-06-10,9.62,9.83,9.37,0.46000000000000085,0.46000000000000085,9.798,9.96,9.58,0.3800000000000008,0.3800000000000008,9.522,9.7,9.32,0.379999999999999,0.33999999999999986,9.756,9.94,9.51,0.4299999999999997,0.4299999999999997,837612,1255870,534928,720942,171298
2018-06-17,9.578,9.85,9.35,0.5,-0.5,9.712,10.0,9.44,0.5600000000000005,-0.41000000000000014,9.382,9.69,9.12,0.5700000000000003,-0.5700000000000003,9.556000000000001,9.99,9.31,0.6799999999999997,-0.3500000000000014,1275732,1708792,958851,749941,14600
2018-06-24,9.634,9.85,9.39,0.4599999999999991,0.4599999999999991,9.824,9.96,9.7,0.26000000000000156,0.25,9.53,9.69,9.27,0.41999999999999993,0.41999999999999993,9.758,9.94,9.55,0.3899999999999988,0.2599999999999998,886562,1309418,692554,616864,159474
2018-07-01,9.995000000000001,10.25,9.82,0.4299999999999997,0.3000000000000007,10.125,10.25,9.95,0.3000000000000007,0.3000000000000007,9.86,10.0,9.74,0.2599999999999998,0.25,9.9925,10.2,9.77,0.4299999999999997,0.28000000000000114,758879,1043781,447277,596504,308743
2018-07-08,9.876,10.08,9.66,0.41999999999999993,-0.41999999999999993,9.99,10.25,9.66,0.5899999999999999,-0.5899999999999999,9.602,10.02,8.91,1.1099999999999994,-1.1099999999999994,9.645999999999999,10.17,8.94,1.2300000000000004,-1.2300000000000004,1467984,1993547,722949,1270598,1270598
2018-07-15,8.938,9.05,8.85,0.20000000000000107,0.05000000000000071,9.078000000000001,9.22,8.9,0.3200000000000003,-0.10999999999999943,8.82,8.92,8.73,0.1899999999999995,-0.11999999999999922,8.944,9.02,8.84,0.17999999999999972,-0.040000000000000924,1526163,2120030,952904,1167126,-407181
2018-07-22,8.796,9.15,8.41,0.7400000000000002,-0.7400000000000002,9.114,9.94,8.48,1.459999999999999,-1.459999999999999,8.59,8.97,8.24,0.7300000000000004,-0.7100000000000009,8.71,9.0,8.31,0.6899999999999995,-0.6899999999999995,4888491,9742364,1739739,8002625,-5512755
2018-07-29,8.396,8.63,8.28,0.3500000000000014,0.11999999999999922,8.608,8.81,8.45,0.3600000000000012,0.23000000000000043,8.324,8.43,8.24,0.1899999999999995,0.120000000000001,8.466,8.56,8.32,0.2400000000000002,0.21999999999999886,2249855,2929663,1723514,1206149,-254564
2018-08-05,8.548,8.75,8.26,0.4900000000000002,-0.009999999999999787,8.888,9.41,8.69,0.7200000000000006,-0.08999999999999986,8.336,8.6,7.99,0.6099999999999994,-0.16999999999999993,8.512,8.69,8.25,0.4399999999999995,-0.25,2176211,4254836,1190159,3064677,-584757
2018-08-12,8.552,8.74,8.39,0.34999999999999964,0.3000000000000007,8.677999999999999,8.82,8.53,0.2900000000000009,0.2900000000000009,8.442,8.6,8.24,0.35999999999999943,0.21999999999999886,8.632,8.78,8.43,0.34999999999999964,0.34999999999999964,1280516,1831874,945600,886274,-88916
2018-08-19,8.964,9.16,8.79,0.370000000000001,0.370000000000001,9.108,9.18,9.03,0.15000000000000036,0.14000000000000057,8.882,8.99,8.76,0.23000000000000043,0.22000000000000064,8.99,9.11,8.87,0.2400000000000002,0.15000000000000036,1069130,1530007,856059,673948,-517367
2018-08-26,9.02,9.15,8.84,0.3100000000000005,-0.010000000000001563,9.217500000000001,9.54,9.05,0.48999999999999844,-0.019999999999999574,8.907499999999999,9.0,8.84,0.16000000000000014,0.07000000000000028,8.969999999999999,9.06,8.87,0.19000000000000128,0.08000000000000007,1617509,2930395,963490,1966905,133387
2018-09-02,8.012,8.78,7.27,1.5099999999999998,-1.4999999999999991,8.12,8.88,7.46,1.4200000000000008,-1.410000000000001,7.782,8.62,7.08,1.5399999999999991,-1.5399999999999991,7.878,8.69,7.24,1.4499999999999993,-1.2699999999999996,4389854,8491864,934545,7557319,5041752
2018-09-09,7.228,7.39,7.01,0.3799999999999999,-0.29000000000000004,7.314,7.43,7.14,0.29000000000000004,-0.29000000000000004,7.09,7.23,7.01,0.22000000000000064,-0.22000000000000064,7.176,7.41,7.03,0.3799999999999999,-0.3799999999999999,2387204,3930550,1512944,2417606,-2417606
2018-09-16,7.144,7.28,7.03,0.25,-0.05999999999999961,7.274,7.38,7.16,0.21999999999999975,0.040000000000000036,7.0120000000000005,7.13,6.86,0.2699999999999996,-0.14999999999999947,7.118,7.3,6.99,0.3099999999999996,-0.13999999999999968,2535496,3784635,1387441,2397194,1132866
2018-09-23,7.092,7.43,6.22,1.21,-1.0899999999999999,7.298,7.5,6.7,0.7999999999999998,-0.79,6.888,7.24,5.85,1.3900000000000006,-1.2700000000000005,7.076,7.43,6.17,1.2599999999999998,-1.2599999999999998,4735713,12027030,2112852,9914178,7701712
2018-09-30,6.25,6.37,6.04,0.33000000000000007,-0.2400000000000002,6.4,6.57,6.14,0.4300000000000006,-0.4300000000000006,6.112,6.24,5.93,0.3100000000000005,-0.28000000000000025,6.21,6.39,5.99,0.39999999999999947,-0.2999999999999998,2506164,4124621,1328474,2796147,-2796147
2018-10-07,5.892,5.99,5.83,0.16000000000000014,-0.10000000000000053,6.004,6.14,5.88,0.2599999999999998,0.040000000000000036,5.756,5.9,5.65,0.25,-0.16999999999999993,5.886,6.05,5.7,0.34999999999999964,0.1200000000000001,2444392,3153052,1247140,1905912,1860483
2018-10-14,6.24,6.38,6.08,0.2999999999999998,0.1299999999999999,6.342,6.42,6.25,0.16999999999999993,-0.08999999999999986,6.022,6.12,5.96,0.16000000000000014,-0.05999999999999961,6.2379999999999995,6.39,6.06,0.33000000000000007,-0.2600000000000007,2684146,2993397,2346706,646691,250104
2018-10-21,5.752,5.98,5.43,0.5500000000000007,-0.4800000000000004,5.862,6.06,5.51,0.5499999999999998,-0.5499999999999998,5.5040000000000004,5.7,5.24,0.45999999999999996,-0.45999999999999996,5.636,5.98,5.34,0.6400000000000006,-0.6400000000000006,3197286,5004354,2439400,2564954,519633
2018-10-28,5.684,6.11,5.31,0.8000000000000007,0.8000000000000007,5.872,6.29,5.47,0.8200000000000003,0.8200000000000003,5.61,6.02,5.28,0.7399999999999993,0.7399999999999993,5.844,6.27,5.42,0.8499999999999996,0.8499999999999996,3558343,4061035,2870814,1190221,824217
2018-11-04,4.872,6.3,4.19,2.1099999999999994,-1.5300000000000002,4.978,6.33,4.46,1.87,-1.5499999999999998,4.67,6.08,4.11,1.9699999999999998,-1.5499999999999998,4.814,6.23,4.15,2.08,-1.6800000000000006,9070004,21130686,3484744,17645942,-634805
2018-11-11,4.698,4.96,4.41,0.5499999999999998,0.45999999999999996,4.864,5.07,4.5,0.5700000000000003,0.41000000000000014,4.536,4.83,4.29,0.54,0.2999999999999998,4.724,5.02,4.4,0.6199999999999992,0.1899999999999995,4526802,5241717,2796202,2445515,-2445515
2018-11-18,4.4975,4.53,4.43,0.10000000000000053,0.010000000000000675,4.6475,4.75,4.59,0.16000000000000014,0.05000000000000071,4.3975,4.42,4.36,0.05999999999999961,0.04999999999999982,4.4825,4.57,4.37,0.20000000000000018,0.1200000000000001,2554185,4301200,628125,3673075,-2034805
2018-11-25,4.398,4.46,4.36,0.09999999999999964,-0.07000000000000028,4.45,4.48,4.4,0.08000000000000007,-0.040000000000000036,4.278,4.35,4.11,0.23999999999999932,-0.08999999999999986,4.37,4.4,4.31,0.09000000000000075,-0.020000000000000462,2530384,4235078,1952864,2282214,107899
