Date,LORL_stock_Open_average,LORL_stock_Open_max,LORL_stock_Open_min,LORL_stock_Open_volatility,LORL_stock_Open_change,LORL_stock_High_average,LORL_stock_High_max,LORL_stock_High_min,LORL_stock_High_volatility,LORL_stock_High_change,LORL_stock_Low_average,LORL_stock_Low_max,LORL_stock_Low_min,LORL_stock_Low_volatility,LORL_stock_Low_change,LORL_stock_Close_average,LORL_stock_Close_max,LORL_stock_Close_min,LORL_stock_Close_volatility,LORL_stock_Close_change,LORL_stock_Volume_average,LORL_stock_Volume_max,LORL_stock_Volume_min,LORL_stock_Volume_volatility,LORL_stock_Volume_change
2018-01-14,47.1375,47.5,46.85,0.6499999999999986,0.6499999999999986,47.765,48.05,47.45,0.5999999999999943,0.4399999999999977,46.7825,47.15,46.1,1.0499999999999972,1.0499999999999972,47.35,47.95,46.65,1.3000000000000043,1.3000000000000043,39885,44593,34560,10033,8850
2018-01-21,48.0,48.7,47.65,1.0500000000000043,-0.25,48.49,48.8,48.2,0.5999999999999943,-0.09999999999999432,47.396,47.73,46.7,1.029999999999994,-0.8999999999999986,47.89,48.5,47.5,1.0,-0.04999999999999716,29836,48101,16124,31977,-24052
2018-01-28,47.46,47.85,46.65,1.2000000000000028,-0.3500000000000014,48.0,48.5,47.35,1.1499999999999986,-1.0499999999999972,46.77,47.25,46.45,0.7999999999999972,-0.75,47.28,48.1,46.55,1.5500000000000043,-1.5500000000000043,21329,32074,17991,14083,-754
2018-02-04,44.623999999999995,46.25,43.62,2.6300000000000026,-2.1000000000000014,45.49,47.5,44.65,2.8500000000000014,-2.8500000000000014,43.894,45.05,43.2,1.8499999999999943,-1.8499999999999943,44.38,45.25,44.0,1.25,-1.1000000000000014,39367,45659,30502,15157,-10894
2018-02-11,44.6,45.55,44.05,1.5,0.6499999999999986,45.226,45.77,44.6,1.1700000000000017,1.1200000000000045,44.31,44.9,43.6,1.2999999999999972,1.2999999999999972,44.92,45.35,44.25,1.1000000000000014,1.1000000000000014,48136,87499,30793,56706,12922
2018-02-18,45.3625,45.5,45.2,0.29999999999999716,0.19999999999999574,45.9475,46.5,45.6,0.8999999999999986,0.8999999999999986,45.2,45.4,45.0,0.3999999999999986,0.3999999999999986,45.6,46.2,45.3,0.9000000000000057,0.9000000000000057,18918,27134,12171,14963,-14963
2018-02-25,45.21,46.55,43.5,3.049999999999997,-2.700000000000003,45.809999999999995,47.05,44.8,2.25,-2.049999999999997,44.44,45.85,43.35,2.5,-2.3500000000000014,45.09,46.6,44.2,2.3999999999999986,-1.6499999999999986,24409,37015,11809,25206,-2653
2018-03-04,45.61,46.1,44.75,1.3500000000000014,1.1499999999999986,46.56,47.8,46.1,1.6999999999999957,1.5499999999999972,44.96,45.75,44.6,1.1499999999999986,1.1000000000000014,45.92,46.6,45.35,1.25,1.25,37799,73578,20575,53003,7422
2018-03-11,46.03,47.1,44.95,2.1499999999999986,-1.1499999999999986,46.42,47.45,45.55,1.9000000000000057,-1.7000000000000028,45.43,46.0,44.9,1.1000000000000014,-0.9000000000000057,45.81,47.15,45.1,2.049999999999997,-1.8999999999999986,33878,74356,19010,55346,52075
2018-03-18,45.11,45.4,44.8,0.6000000000000014,-0.45000000000000284,45.72,46.2,45.35,0.8500000000000014,0.04999999999999716,44.37,44.8,43.75,1.0499999999999972,-0.8500000000000014,44.76,45.25,43.95,1.2999999999999972,-1.0499999999999972,33072,45433,24123,21310,21310
2018-03-25,43.2875,45.3,41.7,3.5999999999999943,-3.5999999999999943,43.97,45.44,42.75,2.6899999999999977,-2.0999999999999943,42.05,43.3,41.15,2.1499999999999986,-1.8499999999999943,42.2875,43.65,41.5,2.1499999999999986,-2.0,64381,119088,31237,87851,63259
2018-04-01,40.86,41.7,40.45,1.25,-1.1000000000000014,41.336,42.05,40.85,1.1999999999999957,-1.1499999999999986,40.294,40.55,39.8,0.75,-0.75,40.61,40.8,40.0,0.7999999999999972,-0.7999999999999972,101120,179418,51154,128264,11739
2018-04-08,40.05,40.3,39.75,0.5499999999999972,-0.19999999999999574,40.336,40.65,40.08,0.5700000000000003,-0.07000000000000028,39.754,39.8,39.7,0.09999999999999432,-0.020000000000003126,39.96,40.05,39.85,0.19999999999999574,0.0,131615,167363,85105,82258,-69882
2018-04-15,39.99,40.15,39.7,0.44999999999999574,-0.10000000000000142,40.262,40.4,40.11,0.28999999999999915,0.14999999999999858,39.62,39.75,39.5,0.25,-0.25,39.879999999999995,40.15,39.75,0.3999999999999986,-0.10000000000000142,133653,199614,62924,136690,-68573
2018-04-22,39.86,40.15,39.7,0.44999999999999574,0.05000000000000426,40.199999999999996,40.58,39.95,0.6299999999999955,-0.25,39.5,39.75,39.3,0.45000000000000284,-0.45000000000000284,39.730000000000004,40.1,39.4,0.7000000000000028,-0.7000000000000028,59080,95601,42514,53087,-50361
2018-04-29,38.79,39.4,38.1,1.2999999999999972,-1.2999999999999972,39.19,39.5,38.8,0.7000000000000028,-0.10000000000000142,38.25,38.8,37.65,1.1499999999999986,-0.6499999999999986,38.78,39.0,38.2,0.7999999999999972,0.14999999999999858,64838,85841,37002,48839,4863
2018-05-06,38.89,39.1,38.35,0.75,-0.10000000000000142,39.67,40.5,39.15,1.3500000000000014,-0.75,38.596,39.1,38.1,1.0,-0.2700000000000031,38.910000000000004,39.2,38.35,0.8500000000000014,0.05000000000000426,75926,99660,56865,42795,8824
2018-05-13,38.91,39.3,38.5,0.7999999999999972,0.14999999999999858,39.266,39.55,38.85,0.6999999999999957,0.3999999999999986,38.68,39.0,38.45,0.5499999999999972,0.5,38.93,39.4,38.55,0.8500000000000014,0.8500000000000014,45319,62345,29689,32656,9019
2018-05-20,39.39,39.5,39.1,0.3999999999999986,-0.3500000000000014,39.79,39.95,39.55,0.4000000000000057,-0.3500000000000014,39.09,39.45,38.45,1.0,-0.6999999999999957,39.3,39.55,38.85,0.6999999999999957,-0.6000000000000014,34070,65726,16414,49312,21975
2018-05-27,38.862500000000004,39.45,38.6,0.8500000000000014,-0.10000000000000142,39.5625,39.9,38.95,0.9499999999999957,-0.9499999999999957,38.3375,38.7,38.0,0.7000000000000028,-0.3500000000000014,38.75,38.95,38.4,0.5500000000000043,0.05000000000000426,62886,78577,42772,35805,-18957
2018-06-03,38.55,39.0,37.85,1.1499999999999986,0.0,39.39,40.8,38.65,2.1499999999999986,-1.5499999999999972,37.92,38.5,36.85,1.6499999999999986,0.25,38.480000000000004,38.95,37.9,1.0500000000000043,0.45000000000000284,92335,227568,38496,189072,-14405
2018-06-10,38.26,38.6,37.95,0.6499999999999986,-0.45000000000000284,38.7,39.15,38.4,0.75,-0.44999999999999574,37.774,38.0,37.4,0.6000000000000014,-0.0799999999999983,38.26,38.5,37.9,0.6000000000000014,0.04999999999999716,58624,85951,24472,61479,-2979
2018-06-17,38.6,38.85,38.25,0.6000000000000014,-0.25,38.910000000000004,38.95,38.85,0.10000000000000142,0.0,38.3,38.65,38.1,0.5499999999999972,0.04999999999999716,38.71,38.9,38.2,0.6999999999999957,0.04999999999999716,51201,111520,32476,79044,70060
2018-06-24,38.06,38.65,37.6,1.0499999999999972,-0.8999999999999986,38.18,38.7,37.8,0.9000000000000057,-0.9000000000000057,37.55,38.05,37.2,0.8499999999999943,-0.75,37.839999999999996,38.25,37.6,0.6499999999999986,-0.6499999999999986,42283,80199,24047,56152,48014
2018-07-01,37.975,38.45,37.3,1.1500000000000057,1.1500000000000057,38.6375,39.6,37.8,1.8000000000000043,1.8000000000000043,37.8625,38.4,37.1,1.2999999999999972,1.2999999999999972,38.35,39.1,37.65,1.4500000000000028,1.4500000000000028,66913,131825,14882,116943,87282
2018-07-08,39.01,39.4,38.55,0.8500000000000014,-0.6000000000000014,39.328,39.7,38.95,0.75,-0.7000000000000028,38.644,39.05,38.3,0.75,-0.4299999999999997,38.95,39.3,38.6,0.6999999999999957,-0.3999999999999986,47974,63122,27425,35697,-14077
2018-07-15,38.58,38.85,38.15,0.7000000000000028,-0.7000000000000028,38.9,39.2,38.45,0.75,0.25,38.339999999999996,38.6,38.05,0.5500000000000043,-0.5500000000000043,38.58,38.9,38.25,0.6499999999999986,-0.25,25467,37301,18512,18789,16299
2018-07-22,38.12,38.6,37.6,1.0,-0.30000000000000426,38.6,39.2,38.15,1.0500000000000043,0.29999999999999716,37.61,38.25,37.15,1.1000000000000014,0.6499999999999986,37.97,38.65,37.6,1.0499999999999972,1.0,45526,70229,28939,41290,-8927
2018-07-29,39.86,41.85,38.7,3.1499999999999986,3.1499999999999986,40.98,42.2,39.8,2.4000000000000057,1.9500000000000028,39.39,40.25,38.7,1.5499999999999972,1.5499999999999972,40.2,42.0,38.8,3.200000000000003,1.5500000000000043,97793,134204,78900,55304,-30800
2018-08-05,41.300000000000004,42.15,40.35,1.7999999999999972,1.7999999999999972,41.986,42.55,40.98,1.5700000000000003,1.4200000000000017,40.89,41.95,39.9,2.0500000000000043,2.0500000000000043,41.63,42.5,40.25,2.25,1.8500000000000014,44423,60734,31526,29208,-29208
2018-08-12,41.71,42.05,41.05,1.0,-1.0,42.1,42.45,41.5,0.9500000000000028,-0.7000000000000028,41.154,41.95,40.62,1.3300000000000054,-0.8300000000000054,41.56,42.1,41.2,0.8999999999999986,-0.5499999999999972,45189,63206,28191,35015,877
2018-08-19,40.84,41.4,40.35,1.0499999999999972,-0.44999999999999574,41.166,41.6,40.83,0.7700000000000031,0.10000000000000142,40.25,40.9,39.6,1.2999999999999972,0.5499999999999972,40.79,41.4,40.45,0.9499999999999957,0.9499999999999957,50308,67753,27277,40476,34417
2018-08-26,42.63,44.0,41.45,2.549999999999997,2.549999999999997,43.480000000000004,44.75,42.45,2.299999999999997,2.299999999999997,42.22,43.45,40.6,2.8500000000000014,2.8500000000000014,43.26,44.35,42.3,2.0500000000000043,2.0,83792,150884,53846,97038,-41564
2018-09-02,43.4375,44.25,43.05,1.2000000000000028,-1.2000000000000028,43.65,44.25,43.3,0.9500000000000028,-0.5,42.95,43.25,42.8,0.45000000000000284,-0.3999999999999986,43.2,43.3,43.1,0.19999999999999574,-0.04999999999999716,43897,76381,30441,45940,-43479
2018-09-09,43.64,44.35,43.25,1.1000000000000014,0.45000000000000284,44.054,44.6,43.5,1.1000000000000014,0.75,43.26,43.6,42.9,0.7000000000000028,0.29999999999999716,43.64,44.2,43.2,1.0,0.25,31672,63392,20278,43114,1625
2018-09-16,43.44,43.7,43.15,0.5500000000000043,-0.5500000000000043,44.184,44.95,43.65,1.3000000000000043,1.25,42.61,43.1,42.2,0.8999999999999986,-0.3999999999999986,43.49,44.15,43.15,1.0,0.8500000000000014,65664,146221,19593,126628,119979
2018-09-23,44.33,45.0,43.9,1.1000000000000014,0.45000000000000284,44.931999999999995,45.4,44.48,0.9200000000000017,0.9200000000000017,43.800000000000004,44.2,43.25,0.9500000000000028,0.6499999999999986,44.57,45.4,43.85,1.5499999999999972,1.5499999999999972,44020,68279,15968,52311,18960
2018-09-30,46.722,47.66,45.61,2.049999999999997,2.049999999999997,47.436,48.09,46.65,1.4400000000000048,1.0,45.702,46.75,44.92,1.8299999999999983,1.25,47.11,47.65,46.54,1.1099999999999994,1.0300000000000011,68212,91145,45513,45632,-5632
2018-10-07,46.456,47.58,45.15,2.4299999999999997,-2.019999999999996,46.838,47.96,45.95,2.009999999999998,-2.009999999999998,45.654,46.6,44.75,1.8500000000000014,-1.3599999999999994,45.980000000000004,47.27,45.1,2.1700000000000017,-1.8900000000000006,48152,66171,30311,35860,21281
2018-10-14,45.216,45.74,44.88,0.8599999999999994,0.0799999999999983,45.955999999999996,46.39,45.5,0.8900000000000006,0.4799999999999969,44.568,45.0,44.17,0.8299999999999983,0.3999999999999986,45.194,45.75,44.71,1.0399999999999991,-0.22999999999999687,98049,154795,53732,101063,-37274
2018-10-21,43.124,44.81,41.3,3.510000000000005,-2.3100000000000023,43.902,45.04,43.23,1.8100000000000023,-1.8100000000000023,42.288,44.17,40.92,3.25,-2.1700000000000017,42.974,44.4,41.16,3.240000000000002,-1.3999999999999986,47988,59090,26776,32314,32314
2018-10-28,44.245999999999995,45.19,43.36,1.8299999999999983,1.75,44.644,45.2,43.71,1.490000000000002,1.4799999999999969,43.7,44.32,43.01,1.3100000000000023,1.3100000000000023,44.25,45.01,43.37,1.6400000000000006,1.1400000000000006,45303,63463,23119,40344,-29774
2018-11-04,44.986,45.3,44.62,0.6799999999999997,0.480000000000004,45.472,45.83,45.15,0.6799999999999997,-0.03999999999999915,44.686,45.14,44.05,1.0900000000000034,-0.5700000000000003,45.068,45.31,44.63,0.6799999999999997,0.36999999999999744,53108,78289,33627,44662,-40292
