Date,OSIS_stock_Open_average,OSIS_stock_Open_max,OSIS_stock_Open_min,OSIS_stock_Open_volatility,OSIS_stock_Open_change,OSIS_stock_High_average,OSIS_stock_High_max,OSIS_stock_High_min,OSIS_stock_High_volatility,OSIS_stock_High_change,OSIS_stock_Low_average,OSIS_stock_Low_max,OSIS_stock_Low_min,OSIS_stock_Low_volatility,OSIS_stock_Low_change,OSIS_stock_Close_average,OSIS_stock_Close_max,OSIS_stock_Close_min,OSIS_stock_Close_volatility,OSIS_stock_Close_change,OSIS_stock_Volume_average,OSIS_stock_Volume_max,OSIS_stock_Volume_min,OSIS_stock_Volume_volatility,OSIS_stock_Volume_change
2018-01-14,70.2875,71.99,68.05,3.9399999999999977,-3.9399999999999977,71.17750000000001,73.28,68.73,4.549999999999997,-4.549999999999997,68.6575,70.18,67.4,2.780000000000001,-2.3000000000000114,69.42,71.67,68.16,3.510000000000005,-3.1400000000000006,587735,1137722,191085,946637,-946637
2018-01-21,67.80799999999999,68.56,66.7,1.8599999999999994,-0.46999999999999886,68.354,68.92,67.87,1.0499999999999972,-0.9099999999999966,66.806,67.4,66.0,1.4000000000000057,-0.2600000000000051,67.542,68.89,66.57,2.3200000000000074,-1.5499999999999972,260523,287366,235074,52292,-8788
2018-01-28,64.064,67.1,54.68,12.419999999999995,-12.419999999999995,64.918,67.44,56.74,10.699999999999996,-10.699999999999996,62.384,66.45,50.5,15.950000000000003,-15.950000000000003,64.036,66.6,54.6,11.999999999999993,-11.979999999999997,1026379,3294522,281279,3013243,2911532
2018-02-04,57.22,59.83,54.08,5.75,4.950000000000003,59.694,61.25,56.41,4.840000000000003,4.3600000000000065,56.232,57.77,54.01,3.760000000000005,3.5900000000000034,57.99,59.92,55.2,4.719999999999999,3.7099999999999937,741509,969665,661775,307890,-307890
2018-02-11,60.102,61.71,58.94,2.770000000000003,2.770000000000003,61.358,63.37,60.11,3.259999999999998,3.039999999999999,59.56,61.24,57.81,3.4299999999999997,3.4299999999999997,61.06,63.08,59.78,3.299999999999997,3.049999999999997,364222,596558,245707,350851,223919
2018-02-18,63.6075,64.16,63.03,1.1299999999999955,0.8900000000000006,64.66,65.55,64.08,1.4699999999999989,0.18999999999999773,62.94,63.27,62.18,1.0900000000000034,1.0900000000000034,63.660000000000004,64.04,63.11,0.9300000000000068,0.9300000000000068,273508,379901,187240,192661,44051
2018-02-25,63.618,64.72,61.53,3.1899999999999977,-2.5,64.398,65.0,63.57,1.4299999999999997,-1.3800000000000026,62.8,64.13,61.51,2.6199999999999974,-2.1400000000000006,63.464,64.42,62.15,2.270000000000003,-1.0900000000000034,232346,297290,145900,151390,75767
2018-03-04,65.574,67.64,63.01,4.630000000000003,4.630000000000003,66.914,69.0,64.36,4.640000000000001,4.640000000000001,65.136,67.14,62.66,4.480000000000004,4.480000000000004,66.43599999999999,68.46,63.99,4.469999999999992,4.469999999999992,292281,419092,154855,264237,-115707
2018-03-11,67.834,68.74,66.72,2.019999999999996,-2.019999999999996,68.564,69.39,67.95,1.4399999999999977,-1.4399999999999977,67.09400000000001,67.76,66.53,1.230000000000004,-1.230000000000004,67.524,68.19,66.72,1.4699999999999989,-0.519999999999996,165886,249698,106784,142914,69382
2018-03-18,66.786,67.4,65.41,1.990000000000009,-1.990000000000009,67.556,68.23,66.35,1.8800000000000097,-1.1800000000000068,65.852,67.09,64.2,2.8900000000000006,-1.6099999999999994,66.234,67.47,64.38,3.0900000000000034,-2.460000000000008,219290,439362,93167,346195,-45111
