Date,NAVB_stock_Open_average,NAVB_stock_Open_max,NAVB_stock_Open_min,NAVB_stock_Open_volatility,NAVB_stock_Open_change,NAVB_stock_High_average,NAVB_stock_High_max,NAVB_stock_High_min,NAVB_stock_High_volatility,NAVB_stock_High_change,NAVB_stock_Low_average,NAVB_stock_Low_max,NAVB_stock_Low_min,NAVB_stock_Low_volatility,NAVB_stock_Low_change,NAVB_stock_Close_average,NAVB_stock_Close_max,NAVB_stock_Close_min,NAVB_stock_Close_volatility,NAVB_stock_Close_change,NAVB_stock_Volume_average,NAVB_stock_Volume_max,NAVB_stock_Volume_min,NAVB_stock_Volume_volatility,NAVB_stock_Volume_change
2018-01-14,7.765,7.9,7.56,0.34000000000000075,-0.34000000000000075,7.8340000000000005,8.022,7.7,0.32200000000000006,-0.32200000000000006,7.468,7.712000000000001,7.0,0.7120000000000006,-0.040000000000000036,7.6795,7.812,7.504,0.3080000000000007,-0.20200000000000085,1402,2088,477,1611,-457
2018-01-21,7.484,7.6,7.2,0.39999999999999947,0.3199999999999994,7.6368,7.8020000000000005,7.52,0.2820000000000009,-0.13000000000000078,7.3544,7.504,7.2,0.3039999999999994,0.02400000000000002,7.5207999999999995,7.718,7.28,0.4379999999999997,-0.3199999999999994,1301,3396,581,2815,-2382
2018-01-28,7.2116,7.4,7.06,0.34000000000000075,-0.2400000000000002,7.438400000000001,7.78,7.2,0.5800000000000001,0.3799999999999999,7.136,7.2,7.0,0.20000000000000018,-0.040000000000000036,7.2228,7.272,7.1979999999999995,0.07400000000000073,-0.06599999999999984,2356,5365,1020,4345,4339
2018-02-04,7.0283999999999995,7.4,6.8,0.6000000000000005,-0.3179999999999996,7.3392,7.57,7.1979999999999995,0.3720000000000008,-0.3720000000000008,6.7783999999999995,7.024,6.398,0.6260000000000003,-0.6260000000000003,7.1004,7.1739999999999995,6.99,0.18399999999999928,0.02600000000000069,1556,3107,221,2886,-658
2018-02-11,6.9148,7.18,6.794,0.3860000000000001,0.3799999999999999,7.134,7.1979999999999995,7.0,0.1979999999999995,0.0699999999999994,6.8084,6.9,6.7,0.20000000000000018,0.10000000000000053,6.988,7.1,6.892,0.2079999999999993,-0.18799999999999883,881,1252,66,1186,-26
2018-02-18,6.95,7.1,6.9,0.1999999999999993,0.0,7.1465,7.212000000000001,6.996,0.2160000000000002,-0.03200000000000092,6.9,6.9,6.9,0.0,0.0,7.0455000000000005,7.202000000000001,6.9,0.3020000000000005,-0.02200000000000113,1070,2921,217,2704,-2145
2018-02-25,7.6388,8.0,7.3,0.7000000000000002,0.10000000000000053,7.78,8.0,7.4,0.5999999999999996,-0.5060000000000002,7.2448,7.42,6.956,0.4639999999999995,-0.15200000000000014,7.4472000000000005,7.574,7.148,0.42600000000000016,-0.16199999999999992,1376,4233,301,3932,97
2018-03-04,7.7404,8.4,7.2,1.2000000000000002,1.1979999999999995,7.9776,8.4,7.4879999999999995,0.9120000000000008,0.9120000000000008,7.438000000000001,7.686,7.2,0.48599999999999977,0.4839999999999991,7.6176,7.732,7.462000000000001,0.2699999999999996,0.2239999999999993,1580,2893,605,2288,1079
2018-03-11,7.9479999999999995,8.2,7.64,0.5599999999999996,-0.3600000000000003,8.0856,8.2,7.88,0.3199999999999994,-0.3199999999999994,7.7912,8.02,7.64,0.3799999999999999,-0.09600000000000097,7.9616,8.198,7.68,0.5180000000000007,-0.41000000000000103,981,2313,96,2217,-1342
2018-03-18,7.88,8.16,7.7,0.45999999999999996,0.14000000000000057,8.053,8.177999999999999,7.831,0.34699999999999864,-0.21199999999999974,7.7208,7.8,7.694,0.10599999999999987,0.013999999999999346,7.8052,7.86,7.704,0.15600000000000058,-0.0600000000000005,378,518,105,413,58
2018-03-25,7.5615000000000006,7.9,7.206,0.694,0.2600000000000007,7.666,7.9,7.38,0.5200000000000005,0.2600000000000007,7.1415,7.204,7.108,0.09600000000000009,0.02800000000000047,7.2625,7.346,7.2,0.1459999999999999,-0.1459999999999999,1170,3205,312,2893,-2743
2018-04-01,7.207999999999999,7.6,6.8,0.7999999999999998,0.040000000000000036,7.5664,7.7,7.4,0.2999999999999998,-0.2999999999999998,6.7392,6.904,6.34,0.5640000000000001,0.5,7.0292,7.57,6.5760000000000005,0.9939999999999998,0.39999999999999947,2654,4577,1492,3085,-1147
2018-04-08,6.3192,6.636,6.04,0.5960000000000001,-0.5800000000000001,6.576,7.1579999999999995,6.2,0.9579999999999993,-0.9579999999999993,6.108,6.62,5.8,0.8200000000000003,-0.8200000000000003,6.271199999999999,6.718,5.997999999999999,0.7200000000000006,-0.7200000000000006,4208,10634,1368,9266,-867
2018-04-15,6.1756,6.38,6.0,0.3799999999999999,-0.1620000000000008,6.3712,6.8,6.0,0.7999999999999998,-0.7999999999999998,5.894,6.0,5.8,0.20000000000000018,-0.1299999999999999,5.9628000000000005,6.08,5.82,0.2599999999999998,-0.18200000000000038,2355,5176,517,4659,-4659
2018-04-22,5.892,6.4,5.5,0.9000000000000004,-0.8000000000000007,6.0596,6.4,5.797999999999999,0.6020000000000012,-0.54,5.646,5.8,5.5,0.2999999999999998,-0.23799999999999955,5.7788,5.86,5.64,0.22000000000000064,0.014000000000000234,1219,1674,568,1106,355
2018-04-29,5.5760000000000005,6.04,5.04,1.0,-1.0,5.72,6.04,5.4,0.6399999999999997,-0.4800000000000004,5.2068,5.48,5.04,0.4400000000000004,-0.4400000000000004,5.48,5.7,5.394,0.30600000000000005,-0.2939999999999996,1630,2217,703,1514,-576
2018-05-06,5.0544,5.4,4.2219999999999995,1.1780000000000008,-1.1780000000000008,5.206,5.528,4.72,0.8079999999999998,-0.8079999999999998,4.7228,5.2,4.204,0.9960000000000004,-0.9939999999999998,4.9756,5.478,4.46,1.0179999999999998,-0.8380000000000001,2523,3967,540,3427,2494
2018-05-13,4.5896,4.808,4.41,0.3979999999999997,-0.09999999999999964,4.8156,4.9,4.7,0.20000000000000018,0.07200000000000006,4.5148,4.622,4.41,0.21199999999999974,0.041999999999999815,4.6496,4.8,4.502,0.29800000000000004,0.25399999999999956,1720,3450,936,2514,-18
2018-05-20,4.6996,4.8,4.6,0.20000000000000018,0.20000000000000018,4.9276,5.0,4.842,0.15800000000000036,0.15800000000000036,4.6848,4.76,4.6,0.16000000000000014,0.16000000000000014,4.8244,4.976,4.704,0.27200000000000024,0.10799999999999965,985,2291,380,1911,1197
