Date,VRTX_Open_average,VRTX_Open_max,VRTX_Open_min,VRTX_Open_volatility,VRTX_Open_change,VRTX_High_average,VRTX_High_max,VRTX_High_min,VRTX_High_volatility,VRTX_High_change,VRTX_Low_average,VRTX_Low_max,VRTX_Low_min,VRTX_Low_volatility,VRTX_Low_change,VRTX_Close_average,VRTX_Close_max,VRTX_Close_min,VRTX_Close_volatility,VRTX_Close_change,VRTX_Volume_average,VRTX_Volume_max,VRTX_Volume_min,VRTX_Volume_volatility,VRTX_Volume_change
2018-01-14,157.68800000000002,158.76,156.36,2.3999999999999773,0.47999999999998977,159.35399999999998,161.95,157.51,4.439999999999998,2.079999999999984,155.78199999999998,157.97,154.22,3.75,2.8300000000000125,157.954,161.91,155.71,6.199999999999989,6.199999999999989,1626183,2085311,1250870,834441,-145750
2018-01-21,167.148,169.13,163.7,5.430000000000007,5.430000000000007,169.254,171.26,167.31,3.9499999999999886,3.9499999999999886,165.416,166.42,163.24,3.1799999999999784,3.1799999999999784,167.324,169.21,166.24,2.969999999999999,0.5599999999999739,2029150,3058687,1270617,1788070,-1230017
2018-01-28,167.94,174.11,163.08,11.030000000000001,-3.289999999999992,169.49200000000002,174.96,165.87,9.090000000000003,-2.210000000000008,162.07399999999998,164.53,155.03,9.5,-8.969999999999999,165.556,172.99,155.14,17.850000000000023,-11.400000000000006,3192088,5090031,2184621,2905410,722279
2018-02-04,154.27599999999998,157.1,152.63,4.469999999999999,0.7800000000000011,157.266,160.11,154.18,5.930000000000007,-5.609999999999985,150.67600000000002,155.62,146.21,9.409999999999997,-2.7399999999999807,154.302,159.27,151.6,7.670000000000016,-7.260000000000019,2548684,3114575,1812917,1301658,-872423
2018-02-11,155.81,160.85,151.4,9.449999999999989,9.449999999999989,159.22,162.07,155.49,6.579999999999984,6.579999999999984,154.965,159.39,150.99,8.399999999999977,8.399999999999977,158.265,160.94,154.14,6.800000000000011,6.5800000000000125,1465790,1992074,1001947,990127,-622533
2018-02-18,161.31,166.92,158.49,8.429999999999978,8.429999999999978,164.878,170.36,161.72,8.640000000000015,6.350000000000023,159.394,166.03,157.0,9.030000000000001,8.02000000000001,162.38,169.54,157.59,11.949999999999989,8.560000000000002,1464488,1779326,1136414,642912,642912
2018-02-25,166.588,168.99,163.08,5.909999999999997,-0.5,170.42,173.45,168.0,5.449999999999989,2.5600000000000023,164.60399999999998,167.17,161.89,5.280000000000001,1.4499999999999886,168.192,173.16,165.83,7.329999999999984,7.280000000000001,1942883,2111944,1635786,476158,246635
2018-03-04,172.284,176.5,167.94,8.560000000000002,3.1699999999999875,174.212,178.15,170.77,7.3799999999999955,4.300000000000011,169.94,174.8,166.05,8.75,8.75,172.832,177.13,168.72,8.409999999999997,8.409999999999997,1445237,2176828,1060709,1116119,-819268
2018-03-11,175.508,177.36,174.57,2.7900000000000205,-2.740000000000009,176.61599999999999,178.25,175.28,2.969999999999999,-2.969999999999999,172.358,174.54,168.12,6.4199999999999875,-6.4199999999999875,173.948,175.66,170.77,4.889999999999986,-4.189999999999998,1520432,2462076,952466,1509610,-827944
2018-03-18,168.274,171.94,163.85,8.090000000000003,-8.069999999999993,169.70399999999998,172.67,166.35,6.319999999999993,-6.319999999999993,164.96,169.64,160.27,9.369999999999976,-9.369999999999976,166.988,171.47,160.93,10.539999999999992,-5.3700000000000045,1293306,1674317,1050015,624302,-346982
2018-03-25,162.48000000000002,167.63,159.83,7.799999999999983,-6.099999999999994,164.5925,168.28,161.99,6.289999999999992,-6.289999999999992,157.46,159.29,153.43,5.859999999999985,-5.859999999999985,159.8025,162.98,156.31,6.6699999999999875,-4.030000000000001,1516180,1804506,1289311,515195,515195
2018-04-01,157.41,162.82,155.74,7.079999999999984,0.39999999999997726,160.694,163.49,157.59,5.900000000000006,0.839999999999975,154.78,157.12,152.6,4.52000000000001,1.759999999999991,157.83,162.12,154.25,7.8700000000000045,-1.6000000000000227,1481752,1832014,1235369,596645,-306906
2018-04-08,160.838,163.08,159.04,4.0400000000000205,3.969999999999999,162.98,163.71,161.72,1.990000000000009,1.990000000000009,158.778,160.41,157.77,2.6399999999999864,0.29999999999998295,160.426,161.98,158.7,3.280000000000001,-2.469999999999999,1375520,1526952,1079909,447043,181172
2018-04-15,161.238,165.0,158.71,6.289999999999992,-1.829999999999984,163.09,166.12,160.13,5.990000000000009,-5.469999999999999,159.196,162.66,157.09,5.569999999999993,-1.7099999999999795,160.948,164.99,158.15,6.840000000000003,-6.300000000000011,1489296,2399358,1122146,1277212,-1244740
2018-04-22,157.404,160.27,155.49,4.780000000000001,-3.1100000000000136,159.118,160.84,157.41,3.430000000000007,-2.710000000000008,154.226,155.83,153.15,2.680000000000007,-1.539999999999992,155.768,158.81,153.16,5.650000000000006,-2.509999999999991,1678616,1991083,1313098,677985,212440
2018-04-29,150.316,153.14,148.26,4.8799999999999955,-2.5999999999999943,152.422,154.7,150.3,4.399999999999977,-2.8899999999999864,148.314,150.4,145.78,4.6200000000000045,-1.7600000000000193,150.096,152.48,149.39,3.0900000000000034,-2.9799999999999898,1889052,2565220,1448762,1116458,-199796
