Date,ABT_Open_average,ABT_Open_max,ABT_Open_min,ABT_Open_volatility,ABT_Open_change,ABT_High_average,ABT_High_max,ABT_High_min,ABT_High_volatility,ABT_High_change,ABT_Low_average,ABT_Low_max,ABT_Low_min,ABT_Low_volatility,ABT_Low_change,ABT_Close_average,ABT_Close_max,ABT_Close_min,ABT_Close_volatility,ABT_Close_change,ABT_Volume_average,ABT_Volume_max,ABT_Volume_min,ABT_Volume_volatility,ABT_Volume_change
2018-01-14,58.915,59.23,58.76,0.46999999999999886,0.3399999999999963,59.2975,59.68,59.1,0.5799999999999983,0.5399999999999991,58.585,58.96,58.23,0.730000000000004,0.730000000000004,58.9525,59.31,58.44,0.8700000000000045,0.8700000000000045,6308523,7363008,5037504,2325504,188007
2018-01-21,61.146,63.18,58.88,4.299999999999997,4.269999999999996,62.268,64.6,59.57,5.029999999999994,3.8699999999999974,60.632,62.67,58.45,4.219999999999999,4.219999999999999,61.432,63.42,59.23,4.190000000000005,3.8500000000000014,10434729,15261885,6841939,8419946,3400858
2018-01-28,62.428,63.09,61.75,1.3400000000000034,-0.8900000000000006,62.862,63.47,62.42,1.0499999999999972,-1.0499999999999972,62.058,62.85,61.64,1.2100000000000009,-1.2100000000000009,62.356,63.31,61.69,1.6200000000000045,-1.6200000000000045,8677734,12346542,6497641,5848901,3708001
2018-02-04,58.704,61.6,56.63,4.969999999999999,-4.969999999999999,59.5,61.87,57.69,4.18,-4.18,57.236,58.55,55.58,2.969999999999999,-2.969999999999999,57.94,58.86,56.27,2.5899999999999963,-1.5599999999999952,9707691,15214679,6872663,8342016,-3519875
2018-02-11,58.064,59.44,57.14,2.299999999999997,1.7399999999999949,58.844,60.54,57.79,2.75,2.5600000000000023,57.7,59.33,56.81,2.519999999999996,2.4499999999999957,58.6,60.17,57.41,2.760000000000005,2.760000000000005,5900166,8234201,3728920,4505281,-385012
2018-02-18,59.295,59.68,59.07,0.6099999999999994,-0.46000000000000085,59.75,59.99,59.4,0.5900000000000034,-0.12999999999999545,58.86,58.98,58.8,0.17999999999999972,0.13999999999999346,59.2025,59.71,58.99,0.7199999999999989,0.5900000000000034,5926689,8182537,4793848,3388689,-2992092
2018-02-25,59.984,60.75,58.48,2.270000000000003,-1.3800000000000026,60.532000000000004,61.24,59.53,1.7100000000000009,-1.0600000000000023,59.452,60.39,58.43,1.9600000000000009,-1.2999999999999972,59.932,60.55,58.79,1.759999999999998,-1.0700000000000003,7625751,9711891,5364248,4347643,2614948
2018-03-04,60.632,62.05,58.91,3.1400000000000006,3.1400000000000006,61.742000000000004,63.7,60.63,3.0700000000000003,3.0700000000000003,60.502,62.02,58.9,3.1200000000000045,3.1200000000000045,61.602,63.6,60.37,3.230000000000004,3.230000000000004,7355420,9000405,5245774,3754631,-816014
2018-03-11,63.346000000000004,63.89,62.78,1.1099999999999994,-0.8100000000000023,63.592,63.95,63.13,0.8200000000000003,-0.6400000000000006,62.876,63.41,62.52,0.8899999999999935,-0.6999999999999957,63.09,63.62,62.59,1.029999999999994,-0.4399999999999977,7131000,11840947,3364910,8476037,2982463
2018-03-18,62.242,63.13,61.03,2.1000000000000014,-2.1000000000000014,62.488,63.24,61.27,1.9699999999999989,-1.9699999999999989,61.278,62.34,59.36,2.980000000000004,-2.3299999999999983,61.552,62.65,59.5,3.1499999999999986,-2.759999999999998,4810710,6000798,3478298,2522500,714636
2018-03-25,60.4125,61.27,59.57,1.7000000000000028,-0.7100000000000009,60.965,61.62,60.38,1.2399999999999949,-0.769999999999996,59.5325,59.98,59.17,0.8099999999999952,-0.38000000000000256,60.125,61.07,59.23,1.8400000000000034,-1.1499999999999986,6711341,8128752,5694714,2434038,961882
2018-04-01,59.18,59.9,58.34,1.5599999999999952,-0.38000000000000256,59.704,60.15,59.07,1.0799999999999983,-0.490000000000002,57.924,59.55,56.99,2.559999999999995,-0.6400000000000006,58.82,59.86,57.57,2.289999999999999,-0.6400000000000006,6859384,7447118,6113531,1333587,760627
2018-04-08,58.64,59.18,57.86,1.3200000000000003,1.3200000000000003,59.266,59.61,59.05,0.5600000000000023,0.2700000000000031,58.26,58.71,57.45,1.259999999999998,1.019999999999996,58.626,59.14,58.22,0.9200000000000017,0.2700000000000031,5559591,8223673,4044894,4178779,2511358
2018-04-15,59.404,59.85,59.0,0.8500000000000014,0.8500000000000014,59.818,60.03,59.53,0.5,0.4200000000000017,58.686,59.2,57.45,1.75,-0.10999999999999943,59.532000000000004,59.88,59.19,0.6900000000000048,-0.0800000000000054,7720720,12648456,5604601,7043855,-940005
