Date,BNSO_Open_average,BNSO_Open_max,BNSO_Open_min,BNSO_Open_volatility,BNSO_Open_change,BNSO_High_average,BNSO_High_max,BNSO_High_min,BNSO_High_volatility,BNSO_High_change,BNSO_Low_average,BNSO_Low_max,BNSO_Low_min,BNSO_Low_volatility,BNSO_Low_change,BNSO_Close_average,BNSO_Close_max,BNSO_Close_min,BNSO_Close_volatility,BNSO_Close_change,BNSO_Volume_average,BNSO_Volume_max,BNSO_Volume_min,BNSO_Volume_volatility,BNSO_Volume_change
2018-01-14,3.2006,3.56,2.98,0.5800000000000001,0.5800000000000001,3.332,3.6,3.0,0.6000000000000001,0.56,3.126,3.37,2.95,0.41999999999999993,0.41999999999999993,3.2402,3.5,2.95,0.5499999999999998,0.48999999999999977,68421,188540,11978,176562,11784
2018-01-21,3.594,3.64,3.54,0.10000000000000009,0.08999999999999986,3.6224,3.68,3.58,0.10000000000000009,0.04999999999999982,3.4992,3.58,3.406,0.17399999999999993,0.14399999999999968,3.5824,3.65,3.55,0.10000000000000009,-0.03000000000000025,25194,39894,7127,32767,-32767
2018-01-28,3.488,3.53,3.4,0.1299999999999999,-0.10000000000000009,3.542,3.63,3.5,0.1299999999999999,0.009999999999999787,3.4462,3.5010000000000003,3.33,0.17100000000000026,-0.16999999999999993,3.4932,3.54,3.4,0.14000000000000012,0.0039999999999995595,18053,43092,4681,38411,18976
2018-02-04,3.412,3.5,3.32,0.18000000000000016,-0.18000000000000016,3.4652,3.54,3.37,0.16999999999999993,-0.1160000000000001,3.3062,3.471,3.1,0.371,-0.2110000000000003,3.404,3.5,3.27,0.22999999999999998,-0.10000000000000009,18985,31956,8352,23604,23604
2018-02-11,3.4459999999999997,3.5439999999999996,3.32,0.22399999999999975,0.11399999999999944,3.5285,3.5439999999999996,3.49,0.05399999999999938,0.0039999999999995595,3.38075,3.47,3.29,0.18000000000000016,0.18000000000000016,3.43175,3.49,3.29,0.20000000000000018,0.18999999999999995,6821,10128,826,9302,-8174
2018-02-18,3.4979999999999998,4.0,3.3,0.7000000000000002,0.54,3.682,4.1,3.43,0.6699999999999995,0.5899999999999999,3.462,3.9,3.27,0.6299999999999999,0.48999999999999977,3.6388,4.1,3.27,0.8299999999999996,0.6459999999999999,33308,53914,3987,49927,49927
2018-02-25,4.018,4.1,3.95,0.14999999999999947,-0.10999999999999988,4.0586,4.1,3.9810000000000003,0.11899999999999933,-0.09899999999999975,3.8998,4.0,3.781,0.21899999999999986,-0.11899999999999977,3.9882,4.09,3.8810000000000002,0.20899999999999963,-0.08899999999999997,9081,15930,3737,12193,132
2018-03-04,3.99,4.05,3.95,0.09999999999999964,0.040000000000000036,4.0128,4.05,3.98,0.06999999999999984,0.06800000000000006,3.9494,3.98,3.8939999999999997,0.0860000000000003,0.0860000000000003,3.985,4.02,3.9419999999999997,0.07799999999999985,0.02300000000000013,4325,8363,1621,6742,1827
2018-03-11,3.686,3.95,3.53,0.4200000000000004,-0.16000000000000014,3.7388,3.99,3.56,0.43000000000000016,-0.20000000000000018,3.534,3.61,3.45,0.1599999999999997,-0.06000000000000005,3.65,3.79,3.53,0.26000000000000023,0.18000000000000016,10771,16836,5452,11384,-2354
2018-03-18,3.7359999999999998,3.9,3.5,0.3999999999999999,0.10000000000000009,3.864,3.9,3.73,0.16999999999999993,0.0,3.366,3.69,2.64,1.0499999999999998,-1.0499999999999998,3.572,3.9,2.73,1.17,-1.17,27490,115758,2579,113179,112742
