Date,First Trust Global Tactical Commodity Strategy_Open_average,First Trust Global Tactical Commodity Strategy_Open_max,First Trust Global Tactical Commodity Strategy_Open_min,First Trust Global Tactical Commodity Strategy_Open_volatility,First Trust Global Tactical Commodity Strategy_Open_change,First Trust Global Tactical Commodity Strategy_High_average,First Trust Global Tactical Commodity Strategy_High_max,First Trust Global Tactical Commodity Strategy_High_min,First Trust Global Tactical Commodity Strategy_High_volatility,First Trust Global Tactical Commodity Strategy_High_change,First Trust Global Tactical Commodity Strategy_Low_average,First Trust Global Tactical Commodity Strategy_Low_max,First Trust Global Tactical Commodity Strategy_Low_min,First Trust Global Tactical Commodity Strategy_Low_volatility,First Trust Global Tactical Commodity Strategy_Low_change,First Trust Global Tactical Commodity Strategy_Close_average,First Trust Global Tactical Commodity Strategy_Close_max,First Trust Global Tactical Commodity Strategy_Close_min,First Trust Global Tactical Commodity Strategy_Close_volatility,First Trust Global Tactical Commodity Strategy_Close_change
2018-01-14,20.93,20.93,20.93,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2018-01-21,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2018-01-28,20.96,20.96,20.96,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-02-04,20.26,20.26,20.26,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2018-02-11,20.79,20.79,20.79,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2018-02-18,20.98,20.98,20.98,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2018-02-25,20.69,20.69,20.69,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-03-04,20.72,20.72,20.72,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2018-03-11,20.59,20.59,20.59,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-03-18,20.85,20.85,20.85,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2018-03-25,20.84,20.84,20.84,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-04-01,19.8,19.8,19.8,0.0,0.0,20.94,20.94,20.94,0.0,0.0,19.8,19.8,19.8,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2018-04-08,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2018-04-15,21.17,21.17,21.17,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-04-22,21.24,21.24,21.24,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2018-04-29,21.47,21.47,21.47,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2018-05-06,21.49,21.49,21.49,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-05-13,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2018-05-20,21.65,21.65,21.65,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2018-05-27,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2018-06-03,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-06-10,20.85,20.85,20.85,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-06-17,20.53,20.53,20.53,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-06-24,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2018-07-01,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-07-08,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2018-07-15,19.86,19.86,19.86,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2018-07-22,20.05,20.05,20.05,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2018-07-29,19.95,19.95,19.95,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2018-08-05,19.67,19.67,19.67,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2018-08-12,19.49,19.49,19.49,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2018-08-19,19.55,19.55,19.55,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-08-26,19.52,19.52,19.52,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2018-09-02,19.36,19.36,19.36,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2018-09-09,19.33,19.33,19.33,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-09-16,19.79,19.79,19.79,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2018-09-23,19.83,19.83,19.83,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.83,19.83,19.83,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2018-09-30,20.05,20.05,20.05,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2018-10-07,20.1,20.1,20.1,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-10-14,19.81,19.81,19.81,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2018-10-21,19.76,19.76,19.76,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2018-10-28,19.52,19.52,19.52,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2018-11-04,19.09,19.09,19.09,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2018-11-11,19.17,19.17,19.17,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-11-18,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2018-11-25,18.9,18.9,18.9,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.88,18.88,18.88,0.0,0.0
