Date,Horizons SP 500 Covered Call_etf_Open_average,Horizons SP 500 Covered Call_etf_Open_max,Horizons SP 500 Covered Call_etf_Open_min,Horizons SP 500 Covered Call_etf_Open_volatility,Horizons SP 500 Covered Call_etf_Open_change,Horizons SP 500 Covered Call_etf_High_average,Horizons SP 500 Covered Call_etf_High_max,Horizons SP 500 Covered Call_etf_High_min,Horizons SP 500 Covered Call_etf_High_volatility,Horizons SP 500 Covered Call_etf_High_change,Horizons SP 500 Covered Call_etf_Low_average,Horizons SP 500 Covered Call_etf_Low_max,Horizons SP 500 Covered Call_etf_Low_min,Horizons SP 500 Covered Call_etf_Low_volatility,Horizons SP 500 Covered Call_etf_Low_change,Horizons SP 500 Covered Call_etf_Close_average,Horizons SP 500 Covered Call_etf_Close_max,Horizons SP 500 Covered Call_etf_Close_min,Horizons SP 500 Covered Call_etf_Close_volatility,Horizons SP 500 Covered Call_etf_Close_change
2018-01-14,51.52,51.52,51.52,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2018-01-21,51.83,51.83,51.83,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-01-28,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2018-02-04,47.85,47.85,47.85,0.0,0.0,48.25,48.25,48.25,0.0,0.0,46.37,46.37,46.37,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-02-11,50.02,50.02,50.02,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2018-02-18,49.72,49.72,49.72,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.72,49.72,49.72,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-02-25,48.88,48.88,48.88,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2018-03-04,50.45,50.45,50.45,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-03-11,50.3,50.3,50.3,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-03-18,48.84,48.84,48.84,0.0,0.0,48.84,48.84,48.84,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-03-25,47.93,47.93,47.93,0.0,0.0,48.71,48.71,48.71,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2018-04-01,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-04-08,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2018-04-15,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-04-22,48.88,48.88,48.88,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-04-29,48.25,48.25,48.25,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.25,48.25,48.25,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2018-05-06,49.92,49.92,49.92,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-05-13,49.61,49.61,49.61,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-05-20,49.7,49.7,49.7,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-05-27,49.85,49.85,49.85,0.0,0.0,50.41,50.41,50.41,0.0,0.0,49.85,49.85,49.85,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-06-03,50.55,50.55,50.55,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2018-06-10,50.65,50.65,50.65,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2018-06-17,50.21,50.21,50.21,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-06-24,49.9,49.9,49.9,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2018-07-01,50.02,50.02,50.02,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-07-08,52.03,52.03,52.03,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2018-07-15,51.25,51.25,51.25,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-07-22,51.42,51.42,51.42,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2018-07-29,51.71,51.71,51.71,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2018-08-05,51.61,51.61,51.61,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2018-08-12,52.14,52.14,52.14,0.0,0.0,52.89,52.89,52.89,0.0,0.0,51.78,51.78,51.78,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2018-08-19,51.95,51.95,51.95,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2018-08-26,52.19,52.19,52.19,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2018-09-02,52.09,52.09,52.09,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2018-09-09,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-09-16,52.9,52.9,52.9,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2018-09-23,52.32,52.32,52.32,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2018-09-30,52.22,52.22,52.22,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2018-10-07,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2018-10-14,50.05,50.05,50.05,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-10-21,47.7,47.7,47.7,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-10-28,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-11-04,50.23,50.23,50.23,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-11-11,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-11-18,47.68,47.68,47.68,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-11-25,49.07,49.07,49.07,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2018-12-02,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-12-09,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2018-12-16,44.58,44.58,44.58,0.0,0.0,45.03,45.03,45.03,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2018-12-23,44.59,44.59,44.59,0.0,0.0,46.11,46.11,46.11,0.0,0.0,43.54,43.54,43.54,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-12-30,44.5,44.5,44.5,0.0,0.0,45.79,45.79,45.79,0.0,0.0,44.5,44.5,44.5,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2019-01-06,45.41,45.41,45.41,0.0,0.0,45.82,45.82,45.82,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-01-13,46.3,46.3,46.3,0.0,0.0,46.47,46.47,46.47,0.0,0.0,45.74,45.74,45.74,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2019-01-20,45.54,45.54,45.54,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-01-27,46.09,46.09,46.09,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2019-02-03,45.99,45.99,45.99,0.0,0.0,46.44,46.44,46.44,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-02-10,47.14,47.14,47.14,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.51,46.51,46.51,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-02-17,46.89,46.89,46.89,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2019-02-24,47.13,47.13,47.13,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2019-03-03,46.25,46.25,46.25,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-03-10,47.74,47.74,47.74,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-03-17,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2019-03-24,47.79,47.79,47.79,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.78,47.78,47.78,0.0,0.0
