Date,CETV_stock_Open_average,CETV_stock_Open_max,CETV_stock_Open_min,CETV_stock_Open_volatility,CETV_stock_Open_change,CETV_stock_High_average,CETV_stock_High_max,CETV_stock_High_min,CETV_stock_High_volatility,CETV_stock_High_change,CETV_stock_Low_average,CETV_stock_Low_max,CETV_stock_Low_min,CETV_stock_Low_volatility,CETV_stock_Low_change,CETV_stock_Close_average,CETV_stock_Close_max,CETV_stock_Close_min,CETV_stock_Close_volatility,CETV_stock_Close_change,CETV_stock_Volume_average,CETV_stock_Volume_max,CETV_stock_Volume_min,CETV_stock_Volume_volatility,CETV_stock_Volume_change
2018-01-14,4.675,4.7,4.6,0.10000000000000053,-0.10000000000000053,4.775,4.85,4.7,0.14999999999999947,-0.14999999999999947,4.6075,4.65,4.55,0.10000000000000053,-0.03000000000000025,4.675,4.7,4.6,0.10000000000000053,0.0,340558,1025517,67315,958202,-947189
2018-01-21,4.75,4.85,4.65,0.1999999999999993,0.09999999999999964,4.814,4.85,4.72,0.1299999999999999,0.1299999999999999,4.676,4.7,4.65,0.04999999999999982,0.02999999999999936,4.75,4.8,4.65,0.14999999999999947,0.14999999999999947,169298,350980,85526,265454,-34316
2018-01-28,4.78,4.8,4.75,0.04999999999999982,0.04999999999999982,4.854,4.9,4.82,0.08000000000000007,0.05000000000000071,4.7,4.75,4.65,0.09999999999999964,0.04999999999999982,4.76,4.8,4.75,0.04999999999999982,0.0,149543,301487,86674,214813,8433
2018-02-04,4.67,4.75,4.55,0.20000000000000018,0.09999999999999964,4.8,4.9,4.7,0.20000000000000018,0.0,4.569999999999999,4.6,4.55,0.04999999999999982,0.0,4.66,4.7,4.6,0.10000000000000053,0.10000000000000053,229355,294792,123934,170858,-135422
2018-02-11,4.65,4.75,4.6,0.15000000000000036,-0.05000000000000071,4.734,4.75,4.7,0.04999999999999982,-0.04999999999999982,4.6,4.6,4.6,0.0,0.0,4.65,4.7,4.6,0.10000000000000053,0.05000000000000071,181951,323998,98636,225362,-27455
2018-02-18,4.6,4.65,4.55,0.10000000000000053,0.0,4.6375,4.65,4.6,0.05000000000000071,0.0,4.525,4.55,4.5,0.04999999999999982,-0.04999999999999982,4.605,4.65,4.57,0.08000000000000007,-0.05000000000000071,136545,175792,115035,60757,-54193
2018-02-25,4.4799999999999995,4.55,4.35,0.20000000000000018,-0.20000000000000018,4.56,4.65,4.45,0.20000000000000018,-0.15000000000000036,4.38,4.55,4.2,0.34999999999999964,-0.25,4.49,4.6,4.4,0.1999999999999993,-0.14999999999999947,164751,237059,80332,156727,76480
2018-03-04,4.41,4.45,4.4,0.04999999999999982,0.0,4.47,4.55,4.45,0.09999999999999964,-0.09999999999999964,4.343999999999999,4.35,4.32,0.02999999999999936,0.0,4.4,4.45,4.35,0.10000000000000053,0.04999999999999982,108276,195641,54614,141027,-108665
2018-03-11,4.3,4.45,4.1,0.35000000000000053,-0.35000000000000053,4.33,4.45,4.15,0.2999999999999998,-0.2999999999999998,4.18,4.3,4.05,0.25,-0.25,4.22,4.4,4.05,0.35000000000000053,-0.35000000000000053,260561,682084,129929,552155,552155
2018-03-18,4.12,4.2,4.0,0.20000000000000018,0.15000000000000036,4.22,4.35,4.1,0.25,0.10000000000000053,4.07,4.15,4.0,0.15000000000000036,0.04999999999999982,4.13,4.25,4.05,0.20000000000000018,0.04999999999999982,358641,723612,139350,584262,-257955
