Date,GDEN_stock_Open_average,GDEN_stock_Open_max,GDEN_stock_Open_min,GDEN_stock_Open_volatility,GDEN_stock_Open_change,GDEN_stock_High_average,GDEN_stock_High_max,GDEN_stock_High_min,GDEN_stock_High_volatility,GDEN_stock_High_change,GDEN_stock_Low_average,GDEN_stock_Low_max,GDEN_stock_Low_min,GDEN_stock_Low_volatility,GDEN_stock_Low_change,GDEN_stock_Close_average,GDEN_stock_Close_max,GDEN_stock_Close_min,GDEN_stock_Close_volatility,GDEN_stock_Close_change,GDEN_stock_Volume_average,GDEN_stock_Volume_max,GDEN_stock_Volume_min,GDEN_stock_Volume_volatility,GDEN_stock_Volume_change
2018-01-14,30.065,32.44,28.51,3.929999999999996,-3.889999999999997,30.46,32.57,29.25,3.3200000000000003,-3.3200000000000003,28.8975,31.63,27.73,3.8999999999999986,-3.41,29.3275,31.7,28.21,3.4899999999999984,-3.1099999999999994,989154,3204161,49349,3154812,3154812
2018-01-21,29.798,30.82,28.68,2.1400000000000006,2.1400000000000006,30.538,31.42,29.47,1.9500000000000028,1.5100000000000016,29.5,29.97,28.65,1.3200000000000003,1.1700000000000017,29.978,30.75,29.4,1.3500000000000014,0.4200000000000017,372317,484472,217659,266813,-266813
2018-01-28,30.598,31.67,29.26,2.41,2.41,31.438,32.21,30.17,2.039999999999999,1.8299999999999983,30.21,31.12,28.96,2.16,2.0799999999999983,31.036,31.73,30.0,1.7300000000000004,1.3599999999999994,256729,310930,171844,139086,95778
2018-02-04,30.258,31.05,29.06,1.990000000000002,-0.490000000000002,30.887999999999998,31.39,30.33,1.0600000000000023,-0.6600000000000001,29.064,30.05,26.97,3.080000000000002,-2.460000000000001,30.014,30.73,28.95,1.7800000000000011,-0.9000000000000021,332035,590993,199266,391727,391727
2018-02-11,28.738,29.05,28.3,0.75,-0.15000000000000213,29.188,29.59,28.78,0.8099999999999987,-0.2699999999999996,28.162,28.47,27.91,0.5599999999999987,0.3999999999999986,28.682,28.91,28.44,0.46999999999999886,0.29999999999999716,200776,279578,148550,131028,-30527
2018-02-18,28.5975,29.0,28.18,0.8200000000000003,-0.33000000000000185,29.1625,29.66,28.63,1.0300000000000011,-0.870000000000001,28.1575,28.32,28.05,0.2699999999999996,-0.019999999999999574,28.72,29.44,28.27,1.1700000000000017,-1.0199999999999996,160192,222620,90903,131717,-101214
2018-02-25,28.483999999999998,29.06,27.84,1.2199999999999989,-0.5799999999999983,28.928,29.75,28.42,1.3299999999999983,-0.5199999999999996,27.968,28.69,27.45,1.240000000000002,-0.9299999999999997,28.446,28.97,27.89,1.0799999999999983,-0.6600000000000001,238211,440312,123088,317224,81912
2018-03-04,28.02,28.41,27.54,0.870000000000001,0.3200000000000003,28.578,29.2,28.31,0.8900000000000006,0.8599999999999994,27.6,28.05,27.33,0.7200000000000024,0.7200000000000024,28.056,28.34,27.58,0.7600000000000016,0.7600000000000016,173415,198567,148525,50042,-36030
2018-03-11,28.672,29.41,28.0,1.4100000000000001,-0.4800000000000004,29.416,29.53,29.17,0.35999999999999943,0.03999999999999915,28.168,28.61,27.8,0.8099999999999987,0.14999999999999858,28.72,29.21,28.36,0.8500000000000014,0.07000000000000028,546067,1741160,119271,1621889,1567804
2018-03-18,25.886,28.35,24.16,4.190000000000001,-4.190000000000001,26.152,28.62,24.38,4.240000000000002,-4.240000000000002,24.368,26.39,23.0,3.3900000000000006,-3.3900000000000006,25.018,26.45,23.56,2.8900000000000006,-2.8900000000000006,751839,1088724,545177,543547,-144340
2018-03-25,23.7625,24.11,23.39,0.7199999999999989,-0.370000000000001,24.185,25.13,23.4,1.7300000000000004,-1.7300000000000004,23.0225,23.75,22.55,1.1999999999999993,-0.23000000000000043,23.622500000000002,24.07,23.23,0.8399999999999999,-0.8399999999999999,577107,690965,490486,200479,171384
2018-04-01,23.678,24.95,22.92,2.0299999999999976,1.759999999999998,24.36,25.45,23.51,1.9399999999999977,1.8499999999999979,23.278,24.4,22.65,1.75,1.7199999999999989,23.983999999999998,25.06,22.79,2.2699999999999996,1.7899999999999991,321552,407781,211955,195826,123900
2018-04-08,24.14,24.71,23.62,1.0899999999999999,-0.6700000000000017,24.364,24.71,24.04,0.6700000000000017,-0.6700000000000017,23.576,23.98,23.05,0.9299999999999997,-0.8499999999999979,23.714,24.16,23.12,1.0399999999999991,-1.0299999999999976,218884,308451,173739,134712,-124123
2018-04-15,24.644000000000002,25.21,23.25,1.9600000000000009,1.9100000000000001,25.542,26.69,24.26,2.4299999999999997,2.4299999999999997,24.458,25.08,23.23,1.8499999999999979,1.5899999999999999,25.188,26.09,24.14,1.9499999999999993,1.9499999999999993,378444,726400,210917,515483,391212
2018-04-22,26.034,26.31,25.8,0.509999999999998,-0.10999999999999943,26.486,26.8,26.12,0.6799999999999997,0.22000000000000242,25.514,25.7,25.15,0.5500000000000007,0.5,25.898,26.32,25.57,0.75,0.5700000000000003,208737,280677,143608,137069,-76551
