Date,Global X Copper MinersEtf_Open_average,Global X Copper MinersEtf_Open_max,Global X Copper MinersEtf_Open_min,Global X Copper MinersEtf_Open_volatility,Global X Copper MinersEtf_Open_change,Global X Copper MinersEtf_High_average,Global X Copper MinersEtf_High_max,Global X Copper MinersEtf_High_min,Global X Copper MinersEtf_High_volatility,Global X Copper MinersEtf_High_change,Global X Copper MinersEtf_Low_average,Global X Copper MinersEtf_Low_max,Global X Copper MinersEtf_Low_min,Global X Copper MinersEtf_Low_volatility,Global X Copper MinersEtf_Low_change,Global X Copper MinersEtf_Close_average,Global X Copper MinersEtf_Close_max,Global X Copper MinersEtf_Close_min,Global X Copper MinersEtf_Close_volatility,Global X Copper MinersEtf_Close_change
2018-01-14,28.41,28.41,28.41,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-01-21,28.84,28.84,28.84,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-01-28,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-02-04,25.26,25.26,25.26,0.0,0.0,25.65,25.65,25.65,0.0,0.0,24.61,24.61,24.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-02-11,28.02,28.02,28.02,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-02-18,27.89,27.89,27.89,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.56,27.56,27.56,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-02-25,26.75,26.75,26.75,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-03-04,27.17,27.17,27.17,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-03-11,27.48,27.48,27.48,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-03-18,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-03-25,25.39,25.39,25.39,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2018-04-01,26.14,26.14,26.14,0.0,0.0,26.3,26.3,26.3,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-04-08,26.77,26.77,26.77,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-04-15,27.3,27.3,27.3,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-04-22,26.09,26.09,26.09,0.0,0.0,26.69,26.69,26.69,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2018-04-29,25.81,25.81,25.81,0.0,0.0,26.27,26.27,26.27,0.0,0.0,25.72,25.72,25.72,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-05-06,27.32,27.32,27.32,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-05-13,27.19,27.19,27.19,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-05-20,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-05-27,25.83,25.83,25.83,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-06-03,27.12,27.12,27.12,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-06-10,26.05,26.05,26.05,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-06-17,24.98,24.98,24.98,0.0,0.0,25.23,25.23,25.23,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-06-24,23.78,23.78,23.78,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.78,23.78,23.78,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-07-01,23.48,23.48,23.48,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-07-08,23.47,23.47,23.47,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-07-15,22.97,22.97,22.97,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2018-07-22,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2018-07-29,22.85,22.85,22.85,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-08-05,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2018-08-12,20.85,20.85,20.85,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2018-08-19,21.39,21.39,21.39,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-08-26,21.41,21.41,21.41,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2018-09-02,20.45,20.45,20.45,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-09-09,20.92,20.92,20.92,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2018-09-16,22.5,22.5,22.5,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-09-23,22.06,22.06,22.06,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-09-30,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-10-07,20.87,20.87,20.87,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2018-10-14,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2018-10-21,18.41,18.41,18.41,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-10-28,20.76,20.76,20.76,0.0,0.0,21.09,21.09,21.09,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-11-04,19.92,19.92,19.92,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-11-11,20.0,20.0,20.0,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2018-11-18,19.38,19.38,19.38,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-11-25,19.55,19.55,19.55,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2018-12-02,19.43,19.43,19.43,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.3,19.3,19.3,0.0,0.0
