Date,ProShares Short Oil & Gas_etf_Open_average,ProShares Short Oil & Gas_etf_Open_max,ProShares Short Oil & Gas_etf_Open_min,ProShares Short Oil & Gas_etf_Open_volatility,ProShares Short Oil & Gas_etf_Open_change,ProShares Short Oil & Gas_etf_High_average,ProShares Short Oil & Gas_etf_High_max,ProShares Short Oil & Gas_etf_High_min,ProShares Short Oil & Gas_etf_High_volatility,ProShares Short Oil & Gas_etf_High_change,ProShares Short Oil & Gas_etf_Low_average,ProShares Short Oil & Gas_etf_Low_max,ProShares Short Oil & Gas_etf_Low_min,ProShares Short Oil & Gas_etf_Low_volatility,ProShares Short Oil & Gas_etf_Low_change,ProShares Short Oil & Gas_etf_Close_average,ProShares Short Oil & Gas_etf_Close_max,ProShares Short Oil & Gas_etf_Close_min,ProShares Short Oil & Gas_etf_Close_volatility,ProShares Short Oil & Gas_etf_Close_change
2018-03-25,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-04-01,24.3,24.3,24.3,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-04-08,23.03,23.03,23.03,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-04-15,22.11,22.11,22.11,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2018-04-22,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2018-04-29,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-05-06,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2018-05-13,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-05-20,22.1,22.1,22.1,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2018-05-27,21.38,21.38,21.38,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2018-06-03,21.15,21.15,21.15,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-06-10,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2018-06-17,21.42,21.42,21.42,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-06-24,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-07-01,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-07-08,21.69,21.69,21.69,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-07-15,21.36,21.36,21.36,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-07-22,21.02,21.02,21.02,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2018-07-29,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-08-05,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2018-08-12,22.11,22.11,22.11,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-08-19,21.74,21.74,21.74,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-08-26,21.38,21.38,21.38,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-09-02,21.12,21.12,21.12,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2018-09-09,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-09-16,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2018-09-23,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2018-09-30,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2018-10-07,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2018-10-14,22.41,22.41,22.41,0.0,0.0,22.52,22.52,22.52,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-10-21,24.57,24.57,24.57,0.0,0.0,24.58,24.58,24.58,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-10-28,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-11-04,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-11-11,23.89,23.89,23.89,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-11-18,24.55,24.55,24.55,0.0,0.0,24.98,24.98,24.98,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2018-11-25,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2018-12-02,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-12-09,25.03,25.03,25.03,0.0,0.0,27.7,27.7,27.7,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-12-16,28.41,28.41,28.41,0.0,0.0,28.47,28.47,28.47,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-12-23,27.47,27.47,27.47,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-12-30,26.6,26.6,26.6,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-01-06,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-01-13,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-01-20,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-01-27,24.36,24.36,24.36,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-02-03,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-02-10,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-02-17,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-02-24,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-03-03,24.9,24.9,24.9,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-03-10,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-03-17,23.67,23.67,23.67,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-03-24,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-03-31,23.17,23.17,23.17,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-04-07,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-04-14,23.2,23.2,23.2,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-04-21,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-04-28,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-05-05,24.36,24.36,24.36,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-05-12,24.48,24.48,24.48,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-05-19,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-05-26,26.49,26.49,26.49,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-06-02,25.55,25.55,25.55,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-06-09,25.81,25.81,25.81,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-06-16,24.66,24.66,24.66,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-06-23,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-06-30,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-07-07,24.15,24.15,24.15,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-07-14,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-07-21,25.1,25.1,25.1,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-07-28,25.95,25.95,25.95,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-08-04,26.46,26.46,26.46,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-08-11,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-08-18,27.03,27.03,27.03,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-08-25,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-09-01,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-09-08,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-09-15,25.06,25.06,25.06,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-09-22,25.7,25.7,25.7,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-09-29,26.86,26.86,26.86,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-10-06,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-10-13,26.84,26.84,26.84,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-10-20,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-10-27,25.98,25.98,25.98,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-11-03,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-11-10,25.65,25.65,25.65,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-11-17,25.56,25.56,25.56,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-11-24,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-12-01,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-12-08,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-12-15,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-12-22,24.52,24.52,24.52,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-12-29,24.01,24.01,24.01,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.41,24.41,24.41,0.0,0.0
