Date,GLT_Open_average,GLT_Open_max,GLT_Open_min,GLT_Open_volatility,GLT_Open_change,GLT_High_average,GLT_High_max,GLT_High_min,GLT_High_volatility,GLT_High_change,GLT_Low_average,GLT_Low_max,GLT_Low_min,GLT_Low_volatility,GLT_Low_change,GLT_Close_average,GLT_Close_max,GLT_Close_min,GLT_Close_volatility,GLT_Close_change,GLT_Volume_average,GLT_Volume_max,GLT_Volume_min,GLT_Volume_volatility,GLT_Volume_change
2018-01-14,23.0,23.32,22.44,0.879999999999999,-0.1999999999999993,23.234,23.42,23.04,0.38000000000000256,-0.22000000000000242,22.573999999999998,22.83,22.43,0.3999999999999986,-0.2699999999999996,22.9,23.38,22.48,0.8999999999999986,0.010000000000001563,191582,313950,120540,193410,-175004
2018-01-21,23.27,23.68,22.75,0.9299999999999997,0.9299999999999997,23.488,23.85,22.97,0.8800000000000026,0.8800000000000026,23.082,23.49,22.59,0.8999999999999986,0.8999999999999986,23.306,23.63,22.82,0.8099999999999987,0.7800000000000011,115214,146150,71428,74722,50863
2018-01-28,23.134,23.85,22.26,1.5899999999999999,-1.2199999999999989,23.24,23.85,22.38,1.4700000000000024,-1.4600000000000009,22.652,23.42,21.58,1.8400000000000034,-1.8400000000000034,22.802,23.7,21.61,2.09,-2.09,152606,189825,123833,65992,40828
2018-02-04,20.548,21.29,19.91,1.379999999999999,-1.0299999999999976,20.932000000000002,22.41,20.23,2.1799999999999997,-2.1499999999999986,19.964,20.73,19.62,1.1099999999999994,-1.1099999999999994,20.218,21.3,19.7,1.6000000000000014,-1.6000000000000014,237677,365092,174284,190808,-146120
2018-02-11,20.185000000000002,20.76,19.57,1.1900000000000013,1.0,20.627499999999998,20.95,20.06,0.8900000000000006,0.8900000000000006,20.0375,20.57,19.45,1.120000000000001,1.120000000000001,20.5275,20.86,20.05,0.8099999999999987,0.8099999999999987,253127,338505,103523,234982,-157450
2018-02-18,20.8,20.92,20.56,0.360000000000003,0.029999999999997584,21.09,21.28,20.99,0.2900000000000027,0.020000000000003126,20.628,20.75,20.48,0.2699999999999996,0.2699999999999996,20.776,20.95,20.6,0.34999999999999787,0.34999999999999787,103399,115196,72730,42466,-13768
2018-02-25,20.588,20.93,20.34,0.5899999999999999,-0.41000000000000014,20.916,21.23,20.71,0.5199999999999996,-0.28999999999999915,20.41,20.72,20.21,0.509999999999998,-0.2699999999999996,20.572,20.72,20.41,0.3099999999999987,-0.14000000000000057,132017,176256,100082,76174,12095
2018-03-04,21.32,22.26,20.62,1.6400000000000006,1.6400000000000006,21.854,22.57,21.3,1.2699999999999996,1.2699999999999996,21.132,22.1,20.57,1.5300000000000011,1.5300000000000011,21.662,22.41,21.11,1.3000000000000007,1.3000000000000007,286621,831400,111012,720388,50811
2018-03-11,22.172,22.52,21.89,0.629999999999999,-0.629999999999999,22.310000000000002,22.78,21.89,0.8900000000000006,-0.8900000000000006,21.756,22.25,21.33,0.9200000000000017,-0.7899999999999991,21.986,22.37,21.73,0.6400000000000006,-0.6400000000000006,187061,403308,106492,296816,-11406
2018-03-18,21.424,21.84,20.69,1.1499999999999986,-1.1499999999999986,21.634,22.03,20.83,1.2000000000000028,-1.0400000000000027,21.07,21.65,20.41,1.2399999999999984,-1.129999999999999,21.192,21.76,20.41,1.3500000000000014,-0.9100000000000001,159527,232453,82140,150313,126112
2018-03-25,20.545,20.85,20.41,0.4400000000000013,-0.4200000000000017,20.740000000000002,20.85,20.52,0.33000000000000185,-0.33000000000000185,20.19,20.41,19.96,0.4499999999999993,-0.35999999999999943,20.3475,20.53,20.18,0.3500000000000014,-0.26000000000000156,188150,268349,116964,151385,1551
2018-04-01,20.698,21.03,20.22,0.8100000000000023,0.8100000000000023,21.073999999999998,21.3,20.74,0.5600000000000023,0.5300000000000011,20.472,20.76,20.05,0.7100000000000009,0.629999999999999,20.854,21.18,20.71,0.46999999999999886,0.10999999999999943,167766,236613,97232,139381,22018
2018-04-08,21.242,21.48,21.1,0.379999999999999,0.379999999999999,21.56,21.95,21.36,0.5899999999999999,0.509999999999998,21.14,21.39,20.97,0.4200000000000017,0.4200000000000017,21.412,21.89,21.13,0.7600000000000016,0.5500000000000007,112179,171650,67885,103765,-31610
2018-04-15,22.169999999999998,22.31,21.99,0.3200000000000003,0.13000000000000256,22.368000000000002,22.55,22.12,0.4299999999999997,-0.39000000000000057,22.008,22.22,21.74,0.4800000000000004,-0.25,22.182000000000002,22.37,21.91,0.46000000000000085,-0.3500000000000014,122090,184818,73665,111153,-51701
