Date,iShares S&P Mid-Cap 400 Growth_Open_average,iShares S&P Mid-Cap 400 Growth_Open_max,iShares S&P Mid-Cap 400 Growth_Open_min,iShares S&P Mid-Cap 400 Growth_Open_volatility,iShares S&P Mid-Cap 400 Growth_Open_change,iShares S&P Mid-Cap 400 Growth_High_average,iShares S&P Mid-Cap 400 Growth_High_max,iShares S&P Mid-Cap 400 Growth_High_min,iShares S&P Mid-Cap 400 Growth_High_volatility,iShares S&P Mid-Cap 400 Growth_High_change,iShares S&P Mid-Cap 400 Growth_Low_average,iShares S&P Mid-Cap 400 Growth_Low_max,iShares S&P Mid-Cap 400 Growth_Low_min,iShares S&P Mid-Cap 400 Growth_Low_volatility,iShares S&P Mid-Cap 400 Growth_Low_change,iShares S&P Mid-Cap 400 Growth_Close_average,iShares S&P Mid-Cap 400 Growth_Close_max,iShares S&P Mid-Cap 400 Growth_Close_min,iShares S&P Mid-Cap 400 Growth_Close_volatility,iShares S&P Mid-Cap 400 Growth_Close_change
2018-03-25,217.65,217.65,217.65,0.0,0.0,218.42,218.42,218.42,0.0,0.0,211.47,211.47,211.47,0.0,0.0,213.0,213.0,213.0,0.0,0.0
2018-04-01,216.43,216.43,216.43,0.0,0.0,218.19,218.19,218.19,0.0,0.0,215.22,215.22,215.22,0.0,0.0,215.32,215.32,215.32,0.0,0.0
2018-04-08,219.4,219.4,219.4,0.0,0.0,220.8,220.8,220.8,0.0,0.0,218.72,218.72,218.72,0.0,0.0,220.36,220.36,220.36,0.0,0.0
2018-04-15,220.55,220.55,220.55,0.0,0.0,221.32,221.32,221.32,0.0,0.0,219.17,219.17,219.17,0.0,0.0,219.66,219.66,219.66,0.0,0.0
2018-04-22,218.53,218.53,218.53,0.0,0.0,219.24,219.24,219.24,0.0,0.0,215.67,215.67,215.67,0.0,0.0,215.67,215.67,215.67,0.0,0.0
2018-04-29,219.93,219.93,219.93,0.0,0.0,221.43,221.43,221.43,0.0,0.0,219.52,219.52,219.52,0.0,0.0,220.64,220.64,220.64,0.0,0.0
2018-05-06,224.7,224.7,224.7,0.0,0.0,225.25,225.25,225.25,0.0,0.0,223.47,223.47,223.47,0.0,0.0,223.67,223.67,223.67,0.0,0.0
2018-05-13,225.72,225.72,225.72,0.0,0.0,226.93,226.93,226.93,0.0,0.0,225.72,225.72,225.72,0.0,0.0,226.67,226.67,226.67,0.0,0.0
2018-05-20,225.15,225.15,225.15,0.0,0.0,226.17,226.17,226.17,0.0,0.0,224.97,224.97,224.97,0.0,0.0,225.28,225.28,225.28,0.0,0.0
2018-05-27,226.78,226.78,226.78,0.0,0.0,227.98,227.98,227.98,0.0,0.0,226.4,226.4,226.4,0.0,0.0,227.98,227.98,227.98,0.0,0.0
2018-06-03,232.53,232.53,232.53,0.0,0.0,232.85,232.85,232.85,0.0,0.0,231.96,231.96,231.96,0.0,0.0,232.05,232.05,232.05,0.0,0.0
2018-06-10,230.91,230.91,230.91,0.0,0.0,232.28,232.28,232.28,0.0,0.0,230.43,230.43,230.43,0.0,0.0,232.02,232.02,232.02,0.0,0.0
2018-06-17,229.25,229.25,229.25,0.0,0.0,229.25,229.25,229.25,0.0,0.0,225.6,225.6,225.6,0.0,0.0,226.43,226.43,226.43,0.0,0.0
2018-06-24,223.3,223.3,223.3,0.0,0.0,225.36,225.36,225.36,0.0,0.0,223.09,223.09,223.09,0.0,0.0,225.16,225.16,225.16,0.0,0.0
2018-07-01,230.28,230.28,230.28,0.0,0.0,231.46,231.46,231.46,0.0,0.0,230.14,230.14,230.14,0.0,0.0,231.46,231.46,231.46,0.0,0.0
2018-07-08,231.12,231.12,231.12,0.0,0.0,231.12,231.12,231.12,0.0,0.0,229.12,229.12,229.12,0.0,0.0,229.59,229.59,229.59,0.0,0.0
2018-07-15,230.94,230.94,230.94,0.0,0.0,231.17,231.17,231.17,0.0,0.0,229.85,229.85,229.85,0.0,0.0,230.82,230.82,230.82,0.0,0.0
2018-07-22,227.42,227.42,227.42,0.0,0.0,227.48,227.48,227.48,0.0,0.0,225.16,225.16,225.16,0.0,0.0,225.26,225.26,225.26,0.0,0.0
2018-07-29,230.2,230.2,230.2,0.0,0.0,231.36,231.36,231.36,0.0,0.0,229.79,229.79,229.79,0.0,0.0,231.23,231.23,231.23,0.0,0.0
2018-08-05,229.95,229.95,229.95,0.0,0.0,230.61,230.61,230.61,0.0,0.0,228.12,228.12,228.12,0.0,0.0,228.78,228.78,228.78,0.0,0.0
2018-08-12,231.98,231.98,231.98,0.0,0.0,232.59,232.59,232.59,0.0,0.0,231.15,231.15,231.15,0.0,0.0,232.14,232.14,232.14,0.0,0.0
2018-08-19,235.04,235.04,235.04,0.0,0.0,236.37,236.37,236.37,0.0,0.0,235.04,235.04,235.04,0.0,0.0,235.73,235.73,235.73,0.0,0.0
2018-08-26,235.15,235.15,235.15,0.0,0.0,236.78,236.78,236.78,0.0,0.0,235.15,235.15,235.15,0.0,0.0,236.55,236.55,236.55,0.0,0.0
2018-09-02,236.28,236.28,236.28,0.0,0.0,236.85,236.85,236.85,0.0,0.0,235.86,235.86,235.86,0.0,0.0,236.26,236.26,236.26,0.0,0.0
2018-09-09,237.78,237.78,237.78,0.0,0.0,238.06,238.06,238.06,0.0,0.0,234.86,234.86,234.86,0.0,0.0,234.93,234.93,234.93,0.0,0.0
2018-09-16,235.03,235.03,235.03,0.0,0.0,235.05,235.05,235.05,0.0,0.0,233.52,233.52,233.52,0.0,0.0,234.69,234.69,234.69,0.0,0.0
2018-09-23,234.03,234.03,234.03,0.0,0.0,234.6,234.6,234.6,0.0,0.0,230.43,230.43,230.43,0.0,0.0,231.0,231.0,231.0,0.0,0.0
2018-09-30,224.63,224.63,224.63,0.0,0.0,225.01,225.01,225.01,0.0,0.0,222.63,222.63,222.63,0.0,0.0,224.32,224.32,224.32,0.0,0.0
2018-10-07,213.31,213.31,213.31,0.0,0.0,215.71,215.71,215.71,0.0,0.0,213.06,213.06,213.06,0.0,0.0,214.08,214.08,214.08,0.0,0.0
2018-10-14,213.73,213.73,213.73,0.0,0.0,214.35,214.35,214.35,0.0,0.0,212.17,212.17,212.17,0.0,0.0,212.68,212.68,212.68,0.0,0.0
2018-10-21,208.31,208.31,208.31,0.0,0.0,209.8,209.8,209.8,0.0,0.0,201.91,201.91,201.91,0.0,0.0,204.22,204.22,204.22,0.0,0.0
2018-10-28,213.97,213.97,213.97,0.0,0.0,215.0,215.0,215.0,0.0,0.0,212.47,212.47,212.47,0.0,0.0,213.8,213.8,213.8,0.0,0.0
2018-11-04,214.42,214.42,214.42,0.0,0.0,214.42,214.42,214.42,0.0,0.0,210.62,210.62,210.62,0.0,0.0,210.87,210.87,210.87,0.0,0.0
2018-11-11,212.9,212.9,212.9,0.0,0.0,213.18,213.18,213.18,0.0,0.0,208.6,208.6,208.6,0.0,0.0,209.22,209.22,209.22,0.0,0.0
2018-11-18,210.62,210.62,210.62,0.0,0.0,212.0,212.0,212.0,0.0,0.0,210.09,210.09,210.09,0.0,0.0,211.53,211.53,211.53,0.0,0.0
2018-11-25,220.25,220.25,220.25,0.0,0.0,220.28,220.28,220.28,0.0,0.0,216.26,216.26,216.26,0.0,0.0,218.42,218.42,218.42,0.0,0.0
2018-12-02,203.99,203.99,203.99,0.0,0.0,204.63,204.63,204.63,0.0,0.0,200.44,200.44,200.44,0.0,0.0,203.36,203.36,203.36,0.0,0.0
2018-12-09,198.38,198.38,198.38,0.0,0.0,199.27,199.27,199.27,0.0,0.0,194.04,194.04,194.04,0.0,0.0,194.78,194.78,194.78,0.0,0.0
2018-12-16,184.01,184.01,184.01,0.0,0.0,184.17,184.17,184.17,0.0,0.0,179.85,179.85,179.85,0.0,0.0,179.9,179.9,179.9,0.0,0.0
2018-12-23,190.0,190.0,190.0,0.0,0.0,191.23,191.23,191.23,0.0,0.0,188.53,188.53,188.53,0.0,0.0,191.23,191.23,191.23,0.0,0.0
2018-12-30,192.09,192.09,192.09,0.0,0.0,195.22,195.22,195.22,0.0,0.0,191.69,191.69,191.69,0.0,0.0,194.01,194.01,194.01,0.0,0.0
2019-01-06,199.1,199.1,199.1,0.0,0.0,199.98,199.98,199.98,0.0,0.0,198.63,198.63,198.63,0.0,0.0,198.88,198.88,198.88,0.0,0.0
2019-01-13,204.93,204.93,204.93,0.0,0.0,206.82,206.82,206.82,0.0,0.0,204.68,204.68,204.68,0.0,0.0,206.45,206.45,206.45,0.0,0.0
2019-01-20,205.33,205.33,205.33,0.0,0.0,206.72,206.72,206.72,0.0,0.0,204.98,204.98,204.98,0.0,0.0,206.56,206.56,206.56,0.0,0.0
2019-01-27,209.82,209.82,209.82,0.0,0.0,211.74,211.74,211.74,0.0,0.0,209.45,209.45,209.45,0.0,0.0,211.74,211.74,211.74,0.0,0.0
2019-02-03,212.52,212.52,212.52,0.0,0.0,213.39,213.39,213.39,0.0,0.0,212.11,212.11,212.11,0.0,0.0,213.24,213.24,213.24,0.0,0.0
2019-02-10,217.56,217.56,217.56,0.0,0.0,218.89,218.89,218.89,0.0,0.0,217.4,217.4,217.4,0.0,0.0,218.89,218.89,218.89,0.0,0.0
2019-02-17,221.52,221.52,221.52,0.0,0.0,221.85,221.85,221.85,0.0,0.0,220.07,220.07,220.07,0.0,0.0,220.43,220.43,220.43,0.0,0.0
2019-02-24,220.64,220.64,220.64,0.0,0.0,220.87,220.87,220.87,0.0,0.0,216.68,216.68,216.68,0.0,0.0,218.67,218.67,218.67,0.0,0.0
2019-03-03,213.75,213.75,213.75,0.0,0.0,216.13,216.13,216.13,0.0,0.0,213.6,213.6,213.6,0.0,0.0,216.13,216.13,216.13,0.0,0.0
2019-03-10,218.08,218.08,218.08,0.0,0.0,219.41,219.41,219.41,0.0,0.0,217.64,217.64,217.64,0.0,0.0,219.11,219.11,219.11,0.0,0.0
2019-03-17,214.37,214.37,214.37,0.0,0.0,215.82,215.82,215.82,0.0,0.0,213.22,213.22,213.22,0.0,0.0,214.89,214.89,214.89,0.0,0.0
2019-03-24,220.45,220.45,220.45,0.0,0.0,221.55,221.55,221.55,0.0,0.0,219.97,219.97,219.97,0.0,0.0,221.48,221.48,221.48,0.0,0.0
2019-03-31,223.14,223.14,223.14,0.0,0.0,223.7,223.7,223.7,0.0,0.0,222.06,222.06,222.06,0.0,0.0,223.62,223.62,223.62,0.0,0.0
2019-04-07,225.64,225.64,225.64,0.0,0.0,225.84,225.84,225.84,0.0,0.0,224.87,224.87,224.87,0.0,0.0,225.44,225.44,225.44,0.0,0.0
2019-04-14,222.69,222.69,222.69,0.0,0.0,223.04,223.04,223.04,0.0,0.0,222.15,222.15,222.15,0.0,0.0,222.9,222.9,222.9,0.0,0.0
2019-04-21,227.03,227.03,227.03,0.0,0.0,227.35,227.35,227.35,0.0,0.0,226.44,226.44,226.44,0.0,0.0,226.65,226.65,226.65,0.0,0.0
2019-04-28,224.24,224.24,224.24,0.0,0.0,227.98,227.98,227.98,0.0,0.0,224.24,224.24,224.24,0.0,0.0,227.47,227.47,227.47,0.0,0.0
2019-05-05,218.68,218.68,218.68,0.0,0.0,219.1,219.1,219.1,0.0,0.0,215.8,215.8,215.8,0.0,0.0,216.51,216.51,216.51,0.0,0.0
2019-05-12,217.32,217.32,217.32,0.0,0.0,218.15,218.15,218.15,0.0,0.0,216.38,216.38,216.38,0.0,0.0,216.89,216.89,216.89,0.0,0.0
2019-05-19,216.52,216.52,216.52,0.0,0.0,217.19,217.19,217.19,0.0,0.0,215.88,215.88,215.88,0.0,0.0,216.56,216.56,216.56,0.0,0.0
2019-05-26,212.17,212.17,212.17,0.0,0.0,213.67,213.67,213.67,0.0,0.0,211.61,211.61,211.61,0.0,0.0,212.48,212.48,212.48,0.0,0.0
2019-06-02,222.61,222.61,222.61,0.0,0.0,224.18,224.18,224.18,0.0,0.0,222.46,222.46,222.46,0.0,0.0,222.8,222.8,222.8,0.0,0.0
2019-06-09,222.21,222.21,222.21,0.0,0.0,222.88,222.88,222.88,0.0,0.0,221.87,221.87,221.87,0.0,0.0,222.03,222.03,222.03,0.0,0.0
2019-06-16,225.49,225.49,225.49,0.0,0.0,225.49,225.49,225.49,0.0,0.0,223.12,223.12,223.12,0.0,0.0,223.12,223.12,223.12,0.0,0.0
2019-06-23,228.7,228.7,228.7,0.0,0.0,229.34,229.34,229.34,0.0,0.0,225.98,225.98,225.98,0.0,0.0,226.91,226.91,226.91,0.0,0.0
2019-06-30,228.39,228.39,228.39,0.0,0.0,228.95,228.95,228.95,0.0,0.0,227.02,227.02,227.02,0.0,0.0,227.34,227.34,227.34,0.0,0.0
2019-07-07,229.74,229.74,229.74,0.0,0.0,229.74,229.74,229.74,0.0,0.0,227.94,227.94,227.94,0.0,0.0,228.26,228.26,228.26,0.0,0.0
2019-07-14,226.35,226.35,226.35,0.0,0.0,227.0,227.0,227.0,0.0,0.0,226.07,226.07,226.07,0.0,0.0,226.16,226.16,226.16,0.0,0.0
2019-07-21,230.81,230.81,230.81,0.0,0.0,230.9,230.9,230.9,0.0,0.0,229.33,229.33,229.33,0.0,0.0,229.71,229.71,229.71,0.0,0.0
2019-07-28,220.76,220.76,220.76,0.0,0.0,221.33,221.33,221.33,0.0,0.0,215.99,215.99,215.99,0.0,0.0,218.03,218.03,218.03,0.0,0.0
2019-08-04,222.54,222.54,222.54,0.0,0.0,222.54,222.54,222.54,0.0,0.0,220.06,220.06,220.06,0.0,0.0,220.42,220.42,220.42,0.0,0.0
2019-08-11,223.7,223.7,223.7,0.0,0.0,223.97,223.97,223.97,0.0,0.0,222.88,222.88,222.88,0.0,0.0,223.04,223.04,223.04,0.0,0.0
2019-08-18,219.0,219.0,219.0,0.0,0.0,219.1,219.1,219.1,0.0,0.0,217.46,217.46,217.46,0.0,0.0,219.01,219.01,219.01,0.0,0.0
2019-08-25,222.45,222.45,222.45,0.0,0.0,222.53,222.53,222.53,0.0,0.0,220.67,220.67,220.67,0.0,0.0,221.69,221.69,221.69,0.0,0.0
2019-09-01,225.44,225.44,225.44,0.0,0.0,225.46,225.46,225.46,0.0,0.0,223.35,223.35,223.35,0.0,0.0,224.54,224.54,224.54,0.0,0.0
2019-09-08,227.08,227.08,227.08,0.0,0.0,228.69,228.69,228.69,0.0,0.0,227.02,227.02,227.02,0.0,0.0,228.04,228.04,228.04,0.0,0.0
2019-09-15,226.01,226.01,226.01,0.0,0.0,227.64,227.64,227.64,0.0,0.0,225.86,225.86,225.86,0.0,0.0,226.94,226.94,226.94,0.0,0.0
2019-09-22,222.92,222.92,222.92,0.0,0.0,224.5,224.5,224.5,0.0,0.0,222.89,222.89,222.89,0.0,0.0,223.86,223.86,223.86,0.0,0.0
2019-09-29,220.93,220.93,220.93,0.0,0.0,222.0,222.0,222.0,0.0,0.0,220.18,220.18,220.18,0.0,0.0,220.48,220.48,220.48,0.0,0.0
2019-10-06,221.9,221.9,221.9,0.0,0.0,222.15,222.15,222.15,0.0,0.0,221.17,221.17,221.17,0.0,0.0,221.66,221.66,221.66,0.0,0.0
2019-10-13,225.88,225.88,225.88,0.0,0.0,226.29,226.29,226.29,0.0,0.0,225.39,225.39,225.39,0.0,0.0,225.5,225.5,225.5,0.0,0.0
2019-10-20,227.12,227.12,227.12,0.0,0.0,228.27,228.27,228.27,0.0,0.0,227.12,227.12,227.12,0.0,0.0,227.46,227.46,227.46,0.0,0.0
2019-10-27,229.83,229.83,229.83,0.0,0.0,230.2,230.2,230.2,0.0,0.0,228.93,228.93,228.93,0.0,0.0,229.41,229.41,229.41,0.0,0.0
2019-11-03,228.4,228.4,228.4,0.0,0.0,229.9,229.9,229.9,0.0,0.0,228.0,228.0,228.0,0.0,0.0,229.33,229.33,229.33,0.0,0.0
2019-11-10,230.58,230.58,230.58,0.0,0.0,230.99,230.99,230.99,0.0,0.0,230.43,230.43,230.43,0.0,0.0,230.74,230.74,230.74,0.0,0.0
2019-11-17,230.53,230.53,230.53,0.0,0.0,232.97,232.97,232.97,0.0,0.0,230.53,230.53,230.53,0.0,0.0,232.82,232.82,232.82,0.0,0.0
2019-11-24,233.48,233.48,233.48,0.0,0.0,233.48,233.48,233.48,0.0,0.0,231.04,231.04,231.04,0.0,0.0,231.32,231.32,231.32,0.0,0.0
2019-12-01,234.04,234.04,234.04,0.0,0.0,234.04,234.04,234.04,0.0,0.0,232.63,232.63,232.63,0.0,0.0,232.63,232.63,232.63,0.0,0.0
2019-12-08,234.61,234.61,234.61,0.0,0.0,235.79,235.79,235.79,0.0,0.0,234.32,234.32,234.32,0.0,0.0,234.71,234.71,234.71,0.0,0.0
2019-12-15,238.31,238.31,238.31,0.0,0.0,238.31,238.31,238.31,0.0,0.0,237.52,237.52,237.52,0.0,0.0,237.75,237.75,237.75,0.0,0.0
2019-12-22,238.41,238.41,238.41,0.0,0.0,238.71,238.71,238.71,0.0,0.0,237.01,237.01,237.01,0.0,0.0,237.99,237.99,237.99,0.0,0.0
2019-12-29,236.47,236.47,236.47,0.0,0.0,238.58,238.58,238.58,0.0,0.0,236.47,236.47,236.47,0.0,0.0,238.01,238.01,238.01,0.0,0.0
