Date,BVSNStock_Open_average,BVSNStock_Open_max,BVSNStock_Open_min,BVSNStock_Open_volatility,BVSNStock_Open_change,BVSNStock_High_average,BVSNStock_High_max,BVSNStock_High_min,BVSNStock_High_volatility,BVSNStock_High_change,BVSNStock_Low_average,BVSNStock_Low_max,BVSNStock_Low_min,BVSNStock_Low_volatility,BVSNStock_Low_change,BVSNStock_Close_average,BVSNStock_Close_max,BVSNStock_Close_min,BVSNStock_Close_volatility,BVSNStock_Close_change,BVSNStock_Volume_average,BVSNStock_Volume_max,BVSNStock_Volume_min,BVSNStock_Volume_volatility,BVSNStock_Volume_change
2018-01-14,3.4074999999999998,3.5,3.3,0.20000000000000018,-0.04999999999999982,3.4725,3.54,3.45,0.08999999999999986,-0.08999999999999986,3.3075,3.35,3.28,0.07000000000000028,-0.050000000000000266,3.4250000000000003,3.45,3.35,0.10000000000000009,0.0,10217,15375,3078,12297,-12297
2018-01-21,3.342,3.4,3.26,0.14000000000000012,-0.10000000000000009,3.412,3.47,3.3,0.17000000000000037,-0.15000000000000036,3.284,3.37,3.2,0.16999999999999993,-0.1200000000000001,3.346,3.4,3.3,0.10000000000000009,-0.10000000000000009,6580,8331,3862,4469,2763
2018-01-28,3.09,3.25,3.0,0.25,-0.25,3.182,3.26,3.1,0.1599999999999997,-0.05999999999999961,3.02,3.05,3.0,0.04999999999999982,-0.04999999999999982,3.066,3.15,3.0,0.1499999999999999,-0.1200000000000001,8224,14667,4605,10062,-7663
2018-02-04,2.918,3.0,2.79,0.20999999999999996,-0.04999999999999982,2.9899999999999998,3.12,2.9,0.2200000000000002,0.029999999999999805,2.85,2.95,2.75,0.20000000000000018,0.15000000000000036,2.904,2.99,2.8,0.1900000000000004,0.1900000000000004,10538,14592,2685,11907,-9134
2018-02-11,2.91,2.95,2.89,0.06000000000000005,-0.050000000000000266,2.938,3.0,2.89,0.10999999999999988,-0.050000000000000266,2.86,2.91,2.8,0.11000000000000032,0.0,2.914,2.95,2.85,0.10000000000000009,-0.10000000000000009,5206,10387,199,10188,5447
2018-02-18,2.7475,2.8,2.71,0.08999999999999986,-0.08999999999999986,2.7725,2.83,2.71,0.1200000000000001,-0.1200000000000001,2.7025,2.8,2.65,0.1499999999999999,-0.13999999999999968,2.7325,2.83,2.65,0.18000000000000016,-0.1499999999999999,4207,10649,1129,9520,2081
2018-02-25,2.758,2.84,2.65,0.18999999999999995,0.04999999999999982,2.864,3.0,2.75,0.25,0.10000000000000009,2.71,2.8,2.6,0.19999999999999973,0.19999999999999973,2.81,2.95,2.7,0.25,0.1499999999999999,2868,4837,518,4319,-3034
2018-03-04,2.942,2.98,2.9,0.08000000000000007,-0.050000000000000266,2.96,3.0,2.9,0.10000000000000009,-0.10000000000000009,2.84,2.95,2.65,0.30000000000000027,-0.1499999999999999,2.89,2.95,2.75,0.20000000000000018,-0.20000000000000018,4625,15096,154,14942,9422
2018-03-11,2.7119999999999997,2.91,2.55,0.3600000000000003,-0.20000000000000018,2.754,2.91,2.55,0.3600000000000003,-0.22999999999999998,2.544,2.7,2.3,0.40000000000000036,-0.40000000000000036,2.62,2.7,2.45,0.25,-0.25,5766,15163,1980,13183,12729
2018-03-18,2.71,3.15,2.4,0.75,0.5,2.85,3.15,2.5,0.6499999999999999,0.4500000000000002,2.59,2.85,2.35,0.5,0.5,2.78,3.1,2.4,0.7000000000000002,0.5500000000000003,8846,12677,3436,9241,-9241
2018-03-25,2.8275,2.94,2.7,0.23999999999999977,0.16999999999999993,2.965,3.08,2.87,0.20999999999999996,-0.06000000000000005,2.7375,2.9,2.65,0.25,-0.050000000000000266,2.9375,3.05,2.79,0.2599999999999998,-0.14000000000000012,11022,37382,416,36966,4008
2018-04-01,2.5500000000000003,2.75,2.35,0.3999999999999999,-0.1499999999999999,2.5900000000000003,2.75,2.45,0.2999999999999998,-0.25,2.43,2.6,2.3,0.30000000000000027,-0.30000000000000027,2.46,2.65,2.3,0.3500000000000001,-0.3500000000000001,7004,15648,1647,14001,-3038
2018-04-08,2.4539999999999997,2.65,2.3,0.3500000000000001,0.20000000000000018,2.568,2.69,2.5,0.18999999999999995,-0.1499999999999999,2.26,2.35,2.05,0.30000000000000027,-0.25,2.47,2.65,2.35,0.2999999999999998,-0.25,12678,43128,2602,40526,39523
2018-04-15,2.194,2.25,2.15,0.10000000000000009,-0.10000000000000009,2.262,2.35,2.19,0.16000000000000014,-0.16000000000000014,2.11,2.2,2.05,0.15000000000000036,-0.04999999999999982,2.188,2.25,2.15,0.10000000000000009,0.040000000000000036,8582,21031,1250,19781,-5260
2018-04-22,2.088,2.15,2.02,0.1299999999999999,0.020000000000000018,2.18,2.35,2.1,0.25,0.10000000000000009,2.042,2.12,2.0,0.1200000000000001,0.1200000000000001,2.086,2.17,2.05,0.1200000000000001,0.08000000000000007,8469,23319,711,22608,-18979
2018-04-29,2.2159999999999997,2.3,2.1,0.19999999999999973,-0.04999999999999982,2.436,3.0,2.28,0.7200000000000002,0.7000000000000002,2.11,2.15,2.1,0.04999999999999982,-0.04999999999999982,2.256,2.55,2.1,0.44999999999999973,0.27,43162,197546,3282,194264,192338
2018-05-06,2.34,2.75,2.15,0.6000000000000001,-0.4500000000000002,2.43,2.75,2.25,0.5,-0.41000000000000014,2.172,2.25,2.1,0.1499999999999999,0.08999999999999986,2.232,2.26,2.2,0.05999999999999961,0.05999999999999961,16129,44041,4079,39962,-35724
2018-05-13,2.05,2.2,2.0,0.20000000000000018,-0.20000000000000018,2.158,2.2,2.14,0.06000000000000005,-0.050000000000000266,2.01,2.05,2.0,0.04999999999999982,0.0,2.116,2.15,2.05,0.10000000000000009,0.0,15990,50768,4916,45852,-44197
2018-05-20,2.0220000000000002,2.1,1.95,0.15000000000000013,-0.15000000000000013,2.112,2.3,1.96,0.33999999999999986,-0.10000000000000009,1.896,1.95,1.77,0.17999999999999994,-0.040000000000000036,1.99,2.16,1.91,0.2500000000000002,-0.030000000000000027,29580,71747,11511,60236,-22436
2018-05-27,1.9075,2.05,1.8,0.24999999999999978,-0.24999999999999978,1.95,2.05,1.9,0.1499999999999999,-0.1499999999999999,1.8325,1.88,1.8,0.07999999999999985,0.0,1.9,1.95,1.85,0.09999999999999987,-0.050000000000000044,5650,10079,2709,7370,-3219
2018-06-03,2.098,2.5,1.9,0.6000000000000001,0.18999999999999995,2.46,3.1,2.15,0.9500000000000002,-0.10000000000000009,1.942,2.05,1.8,0.24999999999999978,0.24999999999999978,2.122,2.41,1.85,0.56,0.25,171030,537664,14095,523569,11522
2018-06-10,2.012,2.1,1.9,0.20000000000000018,0.0900000000000003,2.06,2.1,2.05,0.050000000000000266,0.050000000000000266,1.95,2.0,1.9,0.10000000000000009,-0.050000000000000044,2.01,2.05,1.95,0.09999999999999987,-0.09999999999999987,12286,26963,3555,23408,3573
2018-06-17,2.012,2.16,1.95,0.2100000000000002,0.0,2.092,2.25,2.0,0.25,0.04999999999999982,1.95,2.0,1.91,0.09000000000000008,0.0,2.024,2.15,1.95,0.19999999999999996,0.0,25351,68316,10531,57785,2625
2018-06-24,2.018,2.1,1.95,0.15000000000000013,-0.050000000000000044,2.1,2.25,2.0,0.25,-0.25,1.952,2.0,1.91,0.09000000000000008,0.040000000000000036,2.004,2.05,1.95,0.09999999999999987,0.020000000000000018,27746,88457,4920,83537,-83537
