Date,BSPM_Open_average,BSPM_Open_max,BSPM_Open_min,BSPM_Open_volatility,BSPM_Open_change,BSPM_High_average,BSPM_High_max,BSPM_High_min,BSPM_High_volatility,BSPM_High_change,BSPM_Low_average,BSPM_Low_max,BSPM_Low_min,BSPM_Low_volatility,BSPM_Low_change,BSPM_Close_average,BSPM_Close_max,BSPM_Close_min,BSPM_Close_volatility,BSPM_Close_change,BSPM_Volume_average,BSPM_Volume_max,BSPM_Volume_min,BSPM_Volume_volatility,BSPM_Volume_change
2016-01-03,2.800116666666667,2.87,2.73,0.14000000000000012,-0.07069999999999999,2.823566666666667,2.87,2.73,0.14000000000000012,-0.14000000000000012,2.6378333333333335,2.7818,2.52,0.26180000000000003,-0.26180000000000003,2.7316333333333334,2.87,2.59,0.28000000000000025,-0.1918000000000002,8161,11197,5309,5888,-4802
2016-01-10,2.5791500000000003,2.7559,2.45,0.30589999999999984,-0.14069999999999983,2.669975,2.7559,2.52,0.2359,-0.08399999999999963,2.487975,2.5788,2.38,0.1988000000000003,-0.1988000000000003,2.52875,2.73,2.38,0.3500000000000001,-0.3500000000000001,4947,8413,2459,5954,3040
2016-01-17,2.36278,2.5053,2.1686,0.3367,-0.06999999999999984,2.56732,2.7293,2.436,0.2932999999999999,-0.2932999999999999,2.1588000000000003,2.331,2.1,0.23099999999999987,-0.23099999999999987,2.2932,2.45,2.1,0.3500000000000001,-0.3500000000000001,2922,5689,1663,4026,-807
2016-01-24,2.40772,2.695,2.24,0.4549999999999996,-0.0692999999999997,2.64978,3.01,2.4346,0.5753999999999997,0.5753999999999997,2.28214,2.3107,2.24,0.07069999999999999,0.0,2.51972,3.01,2.24,0.7699999999999996,0.7699999999999996,2755,6168,1766,4402,4025
2016-01-31,2.174,3.01,0.43,2.5799999999999996,-0.5099999999999998,2.27814,3.15,0.43,2.7199999999999998,-0.6499999999999999,1.93428,2.59,0.4,2.19,-0.27139999999999986,2.1,2.8,0.4,2.4,-0.3899999999999997,21500,88215,82,88133,12209
2016-02-07,1.65555,2.1,1.4922,0.6078000000000001,-0.6000000000000001,1.736725,2.1,1.577,0.5230000000000001,-0.5230000000000001,1.49,1.53,1.4,0.13000000000000012,-0.030000000000000027,1.549625,1.62,1.4604,0.1596000000000002,-0.052000000000000046,28497,64324,8230,56094,-45308
2016-02-14,2.02,2.78,1.56,1.2199999999999998,1.2199999999999998,2.314,3.1860000000000004,1.87,1.3160000000000003,1.3160000000000003,1.90474,2.3401,1.56,0.7801,0.7801,2.09706,2.4923,1.73,0.7623000000000002,0.7623000000000002,29359,51998,6202,45796,12054
2016-02-21,2.31794,2.5297,2.19,0.3397000000000001,-0.3397000000000001,2.36198,2.62,2.19,0.43000000000000016,-0.43000000000000016,2.12282,2.2640000000000002,2.02,0.24400000000000022,-0.2301000000000002,2.28598,2.464,2.185,0.2789999999999999,-0.2789999999999999,10340,14644,5013,9631,-4293
2016-02-28,2.14764,2.52,2.02,0.5,0.49990000000000023,2.2896,2.54,2.068,0.472,0.3700000000000001,2.09604,2.3,2.02,0.2799999999999998,0.27990000000000004,2.1854799999999996,2.3644,2.03,0.33440000000000003,0.2574000000000001,2786,5068,473,4595,-2566
2016-03-06,2.306,2.36,2.25,0.10999999999999988,-0.10000000000000009,2.3272999999999997,2.36,2.28,0.08000000000000007,-0.08000000000000007,2.16712,2.3356,2.03,0.3056000000000001,-0.2856000000000001,2.19192,2.3356,2.05,0.2856000000000001,-0.24560000000000004,7278,27165,1033,26132,507
2016-03-13,2.10018,2.189,2.03,0.15900000000000025,0.062100000000000044,2.22616,2.34,2.1099,0.23009999999999975,0.14800000000000013,2.07042,2.1001,2.03,0.07010000000000005,0.062100000000000044,2.16628,2.276,2.0862,0.18979999999999997,0.12590000000000012,5348,13991,61,13930,11101
2016-03-20,2.1675,2.22,2.11,0.11000000000000032,-0.08000000000000007,2.2411000000000003,2.33,2.14,0.18999999999999995,-0.15439999999999987,2.07005,2.1,2.0401,0.059900000000000286,0.029900000000000038,2.1321,2.15,2.1,0.04999999999999982,-0.04999999999999982,5428,9402,1275,8127,-8127
