Date,OMEX_stock_Open_average,OMEX_stock_Open_max,OMEX_stock_Open_min,OMEX_stock_Open_volatility,OMEX_stock_Open_change,OMEX_stock_High_average,OMEX_stock_High_max,OMEX_stock_High_min,OMEX_stock_High_volatility,OMEX_stock_High_change,OMEX_stock_Low_average,OMEX_stock_Low_max,OMEX_stock_Low_min,OMEX_stock_Low_volatility,OMEX_stock_Low_change,OMEX_stock_Close_average,OMEX_stock_Close_max,OMEX_stock_Close_min,OMEX_stock_Close_volatility,OMEX_stock_Close_change,OMEX_stock_Volume_average,OMEX_stock_Volume_max,OMEX_stock_Volume_min,OMEX_stock_Volume_volatility,OMEX_stock_Volume_change
2018-01-14,3.7800000000000002,3.93,3.7,0.22999999999999998,0.22999999999999998,3.8575,3.95,3.75,0.20000000000000018,0.20000000000000018,3.6875,3.76,3.6,0.1599999999999997,0.1299999999999999,3.8175,3.9,3.74,0.1599999999999997,0.1499999999999999,58383,92426,16608,75818,-75818
2018-01-21,3.988,4.19,3.83,0.3600000000000003,0.35000000000000053,4.0440000000000005,4.2,3.84,0.3600000000000003,0.3600000000000003,3.8240000000000003,3.94,3.68,0.2599999999999998,0.21999999999999975,3.934,4.01,3.78,0.22999999999999998,0.1900000000000004,51839,76973,32087,44886,-8228
2018-01-28,3.72,3.82,3.64,0.17999999999999972,-0.16999999999999993,3.906,4.21,3.72,0.48999999999999977,-0.2799999999999998,3.628,3.75,3.44,0.31000000000000005,-0.1200000000000001,3.7439999999999998,3.82,3.65,0.16999999999999993,0.040000000000000036,26522,56177,11325,44852,7997
2018-02-04,3.894,4.01,3.75,0.2599999999999998,0.1200000000000001,3.952,4.04,3.85,0.18999999999999995,0.08000000000000007,3.748,3.87,3.66,0.20999999999999996,0.04999999999999982,3.83,4.0,3.68,0.31999999999999984,0.11999999999999966,24497,41534,3108,38426,-7318
2018-02-11,3.928,4.08,3.81,0.27,0.27,4.064,4.2,3.96,0.2400000000000002,0.2400000000000002,3.91,4.08,3.77,0.31000000000000005,0.27,3.994,4.13,3.88,0.25,0.25,20866,42677,6609,36068,-2319
2018-02-18,4.1925,4.28,4.15,0.1299999999999999,0.1299999999999999,4.3625,4.51,4.3,0.20999999999999996,0.20999999999999996,4.17,4.2,4.15,0.04999999999999982,0.04999999999999982,4.2075,4.25,4.17,0.08000000000000007,0.009999999999999787,23781,36983,13414,23569,23569
2018-02-25,4.328,4.49,4.22,0.27000000000000046,0.15000000000000036,4.5520000000000005,4.74,4.4,0.33999999999999986,0.2999999999999998,4.274,4.42,4.22,0.20000000000000018,0.16999999999999993,4.412,4.66,4.25,0.41000000000000014,0.39000000000000057,21614,36835,9981,26854,-4393
2018-03-04,4.78,4.91,4.56,0.35000000000000053,0.35000000000000053,5.08,5.34,4.91,0.4299999999999997,-0.4299999999999997,4.574,4.72,4.35,0.3700000000000001,-0.20999999999999996,4.718,4.95,4.35,0.6000000000000005,-0.40000000000000036,49045,69545,15288,54257,6487
2018-03-11,4.124,4.38,3.83,0.5499999999999998,-0.5499999999999998,4.31,4.68,3.96,0.7199999999999998,-0.7199999999999998,3.956,4.15,3.7,0.4500000000000002,-0.4500000000000002,4.062,4.27,3.82,0.44999999999999973,-0.31000000000000005,38420,56795,12716,44079,2303
2018-03-18,6.6,13.3,3.6,9.700000000000001,4.4,6.9719999999999995,13.75,3.82,9.93,5.43,5.1,7.74,3.51,4.23,3.49,5.7059999999999995,9.2,3.52,5.68,5.489999999999999,797964,3305220,31730,3273490,509046
2018-03-25,8.8825,9.2,8.57,0.629999999999999,-0.2599999999999998,9.2525,9.86,8.75,1.1099999999999994,-0.75,8.44,8.6,8.21,0.3899999999999988,-0.28999999999999915,8.745,9.02,8.27,0.75,-0.75,184996,286916,107824,179092,-179092
2018-04-01,8.44,8.82,8.01,0.8100000000000005,0.5600000000000005,8.704,9.0,8.39,0.6099999999999994,0.6099999999999994,8.16,8.6,7.82,0.7799999999999994,0.71,8.532,8.8,8.12,0.6800000000000015,0.6800000000000015,66197,104938,40818,64120,-50470
2018-04-08,9.508,10.78,8.53,2.25,2.25,10.444,11.75,9.35,2.4000000000000004,2.380000000000001,9.478,10.75,8.53,2.2200000000000006,2.2200000000000006,10.024000000000001,11.18,9.06,2.119999999999999,2.119999999999999,146779,203323,111957,91366,20967
2018-04-15,10.25,11.32,9.22,2.0999999999999996,-1.7799999999999994,10.732,11.75,9.4,2.3499999999999996,-2.25,9.43,10.91,8.58,2.33,-2.33,9.884,11.4,9.07,2.33,-2.33,174320,261808,101301,160507,-77474
2018-04-22,8.358,9.07,7.71,1.3600000000000003,-1.3600000000000003,8.76,9.56,8.0,1.5600000000000005,-0.6400000000000006,7.96,8.7,7.54,1.1599999999999993,-0.9999999999999991,8.222,8.73,7.76,0.9700000000000006,-0.46000000000000085,99126,133683,65462,68221,16992
2018-04-29,8.118,8.25,7.95,0.2999999999999998,-0.20999999999999996,8.34,8.63,8.05,0.5800000000000001,-0.5800000000000001,7.944,8.16,7.81,0.35000000000000053,-0.2999999999999998,8.084,8.25,7.92,0.33000000000000007,-0.21000000000000085,40196,52126,29919,22207,-22207
2018-05-06,7.708,8.09,7.1,0.9900000000000002,-0.9900000000000002,7.8020000000000005,8.16,7.2,0.96,-0.96,7.378,7.96,6.66,1.2999999999999998,-0.9500000000000002,7.526,8.08,7.09,0.9900000000000002,-0.9900000000000002,54512,147711,12974,134737,11941
2018-05-13,7.354,7.81,7.0,0.8099999999999996,0.6399999999999997,7.656000000000001,7.99,7.08,0.9100000000000001,0.9100000000000001,7.188,7.57,6.81,0.7600000000000007,0.6500000000000004,7.5,7.84,6.95,0.8899999999999997,0.8899999999999997,19621,32341,7288,25053,-6975
2018-05-20,8.322,8.66,7.8,0.8600000000000003,0.8600000000000003,8.962,9.85,8.54,1.3100000000000005,0.34999999999999964,8.038,8.36,7.74,0.6199999999999992,0.5599999999999996,8.566,8.91,8.22,0.6899999999999995,0.41000000000000014,56506,103785,27273,76512,-25373
2018-05-27,9.0475,9.12,8.95,0.16999999999999993,0.07000000000000028,9.4025,9.61,9.14,0.46999999999999886,-0.46999999999999886,8.907499999999999,9.0,8.86,0.14000000000000057,0.009999999999999787,9.057500000000001,9.16,8.98,0.17999999999999972,-0.17999999999999972,55292,89035,32551,56484,-51148
2018-06-03,9.026,9.35,8.65,0.6999999999999993,-0.4399999999999995,9.344,9.5,9.09,0.41000000000000014,0.07000000000000028,8.734,9.02,8.56,0.4599999999999991,0.08999999999999986,8.978,9.28,8.57,0.7099999999999991,0.23000000000000043,34998,58333,12205,46128,-8949
2018-06-10,8.97,9.13,8.78,0.3500000000000014,-0.1800000000000015,9.11,9.23,8.98,0.25,-0.2400000000000002,8.834,8.99,8.75,0.2400000000000002,-0.09999999999999964,8.978,9.0,8.94,0.0600000000000005,-0.03999999999999915,28864,42057,14728,27329,-10431
2018-06-17,8.92,8.98,8.81,0.16999999999999993,-0.040000000000000924,9.128,9.24,9.03,0.21000000000000085,-0.1399999999999988,8.698,8.84,8.41,0.4299999999999997,-0.4299999999999997,8.902,8.98,8.68,0.3000000000000007,-0.28000000000000114,50728,75079,19116,55963,-14211
2018-06-24,8.408,8.7,8.24,0.4599999999999991,-0.4599999999999991,8.482,8.75,8.36,0.39000000000000057,-0.34999999999999964,8.12,8.35,7.98,0.3699999999999992,-0.3699999999999992,8.384,8.45,8.29,0.16000000000000014,-0.16000000000000014,16253,28565,3605,24960,-15525
2018-07-01,7.9624999999999995,8.29,7.52,0.7699999999999996,-0.7699999999999996,8.04,8.29,7.76,0.5299999999999994,-0.5299999999999994,7.75,8.05,7.5,0.5500000000000007,-0.5500000000000007,7.8225,8.09,7.55,0.54,-0.54,30835,61296,11713,49583,22739
2018-07-08,7.63,7.89,7.41,0.47999999999999954,0.13999999999999968,7.758,7.89,7.65,0.23999999999999932,-0.20999999999999996,7.390000000000001,7.53,7.3,0.23000000000000043,-0.1299999999999999,7.572,7.74,7.41,0.33000000000000007,-0.23000000000000043,10120,12149,7704,4445,600
2018-07-15,7.738,7.94,7.51,0.4300000000000006,-0.03000000000000025,7.91,8.09,7.6,0.4900000000000002,-0.3800000000000008,7.502,7.62,7.38,0.2400000000000002,-0.020000000000000462,7.782,7.98,7.5,0.4800000000000004,-0.4800000000000004,16197,20116,13030,7086,-1945
2018-07-22,7.41,7.57,7.22,0.35000000000000053,-0.1200000000000001,7.482,7.57,7.4,0.16999999999999993,-0.10000000000000053,7.1819999999999995,7.31,7.11,0.1999999999999993,-0.1999999999999993,7.402,7.5,7.31,0.1900000000000004,-0.1900000000000004,15347,30484,10620,19864,1357
2018-07-29,7.148,7.36,6.93,0.4300000000000006,-0.010000000000000675,7.324,7.46,7.15,0.3099999999999996,0.04999999999999982,6.836,6.96,6.63,0.33000000000000007,0.09999999999999964,7.098,7.3,6.96,0.33999999999999986,-0.1200000000000001,24678,40127,8186,31941,-19062
2018-08-05,6.766,7.44,6.44,1.0,0.5500000000000007,7.098,7.48,6.57,0.9100000000000001,0.47999999999999954,6.602,7.12,6.44,0.6799999999999997,0.6100000000000003,6.878,7.36,6.51,0.8500000000000005,0.8500000000000005,23464,51556,13604,37952,4422
2018-08-12,7.352,7.69,7.11,0.5800000000000001,0.5800000000000001,7.916,8.49,7.49,1.0,1.0,7.244,7.56,6.82,0.7399999999999993,0.7399999999999993,7.6579999999999995,8.29,7.33,0.9599999999999991,0.9599999999999991,38642,59310,24922,34388,27210
2018-08-19,8.762,9.15,8.43,0.7200000000000006,0.4900000000000002,9.132,9.71,8.84,0.870000000000001,0.09999999999999964,8.546,8.69,8.25,0.4399999999999995,0.4299999999999997,8.7,8.92,8.55,0.3699999999999992,-0.019999999999999574,54658,120156,10112,110044,-82169
2018-08-26,8.982,9.44,8.75,0.6899999999999995,0.6899999999999995,9.443999999999999,9.87,9.0,0.8699999999999992,0.6500000000000004,8.854000000000001,9.22,8.67,0.5500000000000007,0.5500000000000007,9.058,9.4,8.75,0.6500000000000004,0.41999999999999993,34457,74244,16154,58090,23538
2018-09-02,9.0775,9.26,8.8,0.4599999999999991,-0.4599999999999991,9.155000000000001,9.39,8.8,0.5899999999999999,-0.5899999999999999,8.715,8.95,8.5,0.4499999999999993,-0.40000000000000036,8.9025,9.27,8.63,0.6399999999999988,-0.6399999999999988,20464,22614,18980,3634,176
