Date,Vanguard Total International Bond_Open_average,Vanguard Total International Bond_Open_max,Vanguard Total International Bond_Open_min,Vanguard Total International Bond_Open_volatility,Vanguard Total International Bond_Open_change,Vanguard Total International Bond_High_average,Vanguard Total International Bond_High_max,Vanguard Total International Bond_High_min,Vanguard Total International Bond_High_volatility,Vanguard Total International Bond_High_change,Vanguard Total International Bond_Low_average,Vanguard Total International Bond_Low_max,Vanguard Total International Bond_Low_min,Vanguard Total International Bond_Low_volatility,Vanguard Total International Bond_Low_change,Vanguard Total International Bond_Close_average,Vanguard Total International Bond_Close_max,Vanguard Total International Bond_Close_min,Vanguard Total International Bond_Close_volatility,Vanguard Total International Bond_Close_change
2018-03-25,54.68,54.68,54.68,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-04-01,54.66,54.66,54.66,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-04-08,54.61,54.61,54.61,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-04-15,54.46,54.46,54.46,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2018-04-22,54.57,54.57,54.57,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2018-04-29,54.65,54.65,54.65,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2018-05-06,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2018-05-13,54.35,54.35,54.35,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2018-05-20,54.53,54.53,54.53,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2018-05-27,54.39,54.39,54.39,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-06-03,54.1,54.1,54.1,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-06-10,54.51,54.51,54.51,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2018-06-17,54.69,54.69,54.69,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2018-06-24,54.78,54.78,54.78,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-07-01,54.8,54.8,54.8,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2018-07-08,54.87,54.87,54.87,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-07-15,54.78,54.78,54.78,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-07-22,54.62,54.62,54.62,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2018-07-29,54.62,54.62,54.62,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2018-08-05,54.71,54.71,54.71,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-08-12,54.76,54.76,54.76,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2018-08-19,54.72,54.72,54.72,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-08-26,54.72,54.72,54.72,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-09-02,54.69,54.69,54.69,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2018-09-09,54.62,54.62,54.62,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-09-16,54.51,54.51,54.51,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2018-09-23,54.43,54.43,54.43,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-09-30,54.2,54.2,54.2,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2018-10-07,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2018-10-14,54.44,54.44,54.44,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2018-10-21,54.65,54.65,54.65,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-10-28,54.48,54.48,54.48,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2018-11-04,54.51,54.51,54.51,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-11-11,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2018-11-18,54.68,54.68,54.68,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2018-11-25,54.77,54.77,54.77,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2018-12-02,55.0,55.0,55.0,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2018-12-09,55.06,55.06,55.06,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2018-12-16,54.15,54.15,54.15,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2018-12-23,54.17,54.17,54.17,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2018-12-30,54.25,54.25,54.25,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-01-06,54.27,54.27,54.27,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.21,54.21,54.21,0.0,0.0
2019-01-13,54.36,54.36,54.36,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2019-01-20,54.64,54.64,54.64,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2019-01-27,54.68,54.68,54.68,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-02-03,54.84,54.84,54.84,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2019-02-10,54.9,54.9,54.9,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2019-02-17,54.99,54.99,54.99,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2019-02-24,54.81,54.81,54.81,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-03-03,55.24,55.24,55.24,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-03-10,55.3,55.3,55.3,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-03-17,55.74,55.74,55.74,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2019-03-24,55.69,55.69,55.69,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2019-03-31,55.62,55.62,55.62,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-04-07,55.52,55.52,55.52,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2019-04-14,55.6,55.6,55.6,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2019-04-21,55.74,55.74,55.74,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2019-04-28,55.75,55.75,55.75,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-05-05,55.81,55.81,55.81,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2019-05-12,56.0,56.0,56.0,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-05-19,56.18,56.18,56.18,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2019-05-26,56.45,56.45,56.45,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-06-02,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2019-06-09,56.91,56.91,56.91,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-06-16,57.24,57.24,57.24,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-06-23,57.29,57.29,57.29,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2019-06-30,57.58,57.58,57.58,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-07-07,57.39,57.39,57.39,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2019-07-14,57.7,57.7,57.7,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2019-07-21,57.89,57.89,57.89,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2019-07-28,58.31,58.31,58.31,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2019-08-04,58.45,58.45,58.45,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.52,58.52,58.52,0.0,0.0
2019-08-11,58.87,58.87,58.87,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-08-18,58.89,58.89,58.89,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-08-25,59.19,59.19,59.19,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2019-09-01,58.7,58.7,58.7,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2019-09-08,58.31,58.31,58.31,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2019-09-15,58.79,58.79,58.79,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2019-09-22,58.81,58.81,58.81,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2019-09-29,58.87,58.87,58.87,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2019-10-06,58.48,58.48,58.48,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2019-10-13,58.16,58.16,58.16,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2019-10-20,58.2,58.2,58.2,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2019-10-27,58.24,58.24,58.24,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2019-11-03,57.83,57.83,57.83,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2019-11-10,58.06,58.06,58.06,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-11-17,58.21,58.21,58.21,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2019-11-24,57.97,57.97,57.97,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-12-01,58.03,58.03,58.03,0.0,0.0,58.03,58.03,58.03,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-12-08,58.14,58.14,58.14,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2019-12-15,56.63,56.63,56.63,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-12-22,56.59,56.59,56.59,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2019-12-29,56.86,56.86,56.86,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.89,56.89,56.89,0.0,0.0
