Date,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Open_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Open_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Open_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Open_change,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_High_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_High_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_High_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_High_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_High_change,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Low_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Low_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Low_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Low_change,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Close_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Close_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Close_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_etf_Close_change
2018-03-25,97.22,97.22,97.22,0.0,0.0,98.4,98.4,98.4,0.0,0.0,97.22,97.22,97.22,0.0,0.0,98.4,98.4,98.4,0.0,0.0
2018-04-01,98.82,98.82,98.82,0.0,0.0,98.83,98.83,98.83,0.0,0.0,97.2,97.2,97.2,0.0,0.0,97.66,97.66,97.66,0.0,0.0
2018-04-08,98.24,98.24,98.24,0.0,0.0,98.24,98.24,98.24,0.0,0.0,97.72,97.72,97.72,0.0,0.0,97.72,97.72,97.72,0.0,0.0
2018-04-15,98.95,98.95,98.95,0.0,0.0,98.95,98.95,98.95,0.0,0.0,97.77,97.77,97.77,0.0,0.0,97.77,97.77,97.77,0.0,0.0
2018-04-22,99.93,99.93,99.93,0.0,0.0,100.28,100.28,100.28,0.0,0.0,99.93,99.93,99.93,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2018-04-29,97.31,97.31,97.31,0.0,0.0,98.82,98.82,98.82,0.0,0.0,97.31,97.31,97.31,0.0,0.0,98.82,98.82,98.82,0.0,0.0
2018-05-06,99.44,99.44,99.44,0.0,0.0,99.69,99.69,99.69,0.0,0.0,99.42,99.42,99.42,0.0,0.0,99.58,99.58,99.58,0.0,0.0
2018-05-13,100.52,100.52,100.52,0.0,0.0,100.52,100.52,100.52,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2018-05-20,101.63,101.63,101.63,0.0,0.0,101.63,101.63,101.63,0.0,0.0,101.56,101.56,101.56,0.0,0.0,101.6,101.6,101.6,0.0,0.0
2018-05-27,101.33,101.33,101.33,0.0,0.0,101.53,101.53,101.53,0.0,0.0,101.33,101.33,101.33,0.0,0.0,101.53,101.53,101.53,0.0,0.0
2018-06-03,104.91,104.91,104.91,0.0,0.0,105.46,105.46,105.46,0.0,0.0,104.91,104.91,104.91,0.0,0.0,105.4,105.4,105.4,0.0,0.0
2018-06-10,106.22,106.22,106.22,0.0,0.0,106.44,106.44,106.44,0.0,0.0,105.9,105.9,105.9,0.0,0.0,106.34,106.34,106.34,0.0,0.0
2018-06-17,106.49,106.49,106.49,0.0,0.0,106.49,106.49,106.49,0.0,0.0,106.1,106.1,106.1,0.0,0.0,106.1,106.1,106.1,0.0,0.0
2018-06-24,104.4,104.4,104.4,0.0,0.0,104.57,104.57,104.57,0.0,0.0,103.57,103.57,103.57,0.0,0.0,103.57,103.57,103.57,0.0,0.0
2018-07-01,104.02,104.02,104.02,0.0,0.0,104.81,104.81,104.81,0.0,0.0,103.85,103.85,103.85,0.0,0.0,104.7,104.7,104.7,0.0,0.0
2018-07-08,105.71,105.71,105.71,0.0,0.0,105.71,105.71,105.71,0.0,0.0,105.26,105.26,105.26,0.0,0.0,105.27,105.27,105.27,0.0,0.0
2018-07-15,105.82,105.82,105.82,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.6,105.6,105.6,0.0,0.0,105.6,105.6,105.6,0.0,0.0
2018-07-22,104.0,104.0,104.0,0.0,0.0,104.07,104.07,104.07,0.0,0.0,104.0,104.0,104.0,0.0,0.0,104.07,104.07,104.07,0.0,0.0
2018-07-29,103.76,103.76,103.76,0.0,0.0,104.17,104.17,104.17,0.0,0.0,103.7,103.7,103.7,0.0,0.0,104.14,104.14,104.14,0.0,0.0
2018-08-05,104.67,104.67,104.67,0.0,0.0,104.67,104.67,104.67,0.0,0.0,104.32,104.32,104.32,0.0,0.0,104.42,104.42,104.42,0.0,0.0
2018-08-12,104.58,104.58,104.58,0.0,0.0,105.38,105.38,105.38,0.0,0.0,104.52,104.52,104.52,0.0,0.0,105.38,105.38,105.38,0.0,0.0
2018-08-19,106.24,106.24,106.24,0.0,0.0,106.51,106.51,106.51,0.0,0.0,106.24,106.24,106.24,0.0,0.0,106.4,106.4,106.4,0.0,0.0
2018-08-26,106.44,106.44,106.44,0.0,0.0,106.52,106.52,106.52,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.52,106.52,106.52,0.0,0.0
2018-09-02,106.0,106.0,106.0,0.0,0.0,106.39,106.39,106.39,0.0,0.0,105.87,105.87,105.87,0.0,0.0,105.89,105.89,105.89,0.0,0.0
2018-09-09,107.18,107.18,107.18,0.0,0.0,107.32,107.32,107.32,0.0,0.0,106.89,106.89,106.89,0.0,0.0,107.24,107.24,107.24,0.0,0.0
2018-09-16,108.51,108.51,108.51,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.27,108.27,108.27,0.0,0.0,108.31,108.31,108.31,0.0,0.0
2018-09-23,106.7,106.7,106.7,0.0,0.0,106.7,106.7,106.7,0.0,0.0,106.0,106.0,106.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0
2018-09-30,101.58,101.58,101.58,0.0,0.0,101.73,101.73,101.73,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.73,101.73,101.73,0.0,0.0
2018-10-07,99.89,99.89,99.89,0.0,0.0,99.89,99.89,99.89,0.0,0.0,98.48,98.48,98.48,0.0,0.0,98.48,98.48,98.48,0.0,0.0
2018-10-14,98.29,98.29,98.29,0.0,0.0,98.29,98.29,98.29,0.0,0.0,96.67,96.67,96.67,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2018-10-21,95.29,95.29,95.29,0.0,0.0,96.46,96.46,96.46,0.0,0.0,94.97,94.97,94.97,0.0,0.0,95.58,95.58,95.58,0.0,0.0
2018-10-28,102.28,102.28,102.28,0.0,0.0,102.28,102.28,102.28,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.92,100.92,100.92,0.0,0.0
2018-11-04,101.93,101.93,101.93,0.0,0.0,101.93,101.93,101.93,0.0,0.0,101.33,101.33,101.33,0.0,0.0,101.73,101.73,101.73,0.0,0.0
2018-11-11,98.85,98.85,98.85,0.0,0.0,99.5,99.5,99.5,0.0,0.0,98.85,98.85,98.85,0.0,0.0,99.5,99.5,99.5,0.0,0.0
2018-11-18,96.98,96.98,96.98,0.0,0.0,97.55,97.55,97.55,0.0,0.0,96.98,96.98,96.98,0.0,0.0,97.4,97.4,97.4,0.0,0.0
2018-11-25,100.2,100.2,100.2,0.0,0.0,100.39,100.39,100.39,0.0,0.0,99.84,99.84,99.84,0.0,0.0,100.38,100.38,100.38,0.0,0.0
2018-12-02,98.18,98.18,98.18,0.0,0.0,98.85,98.85,98.85,0.0,0.0,95.34,95.34,95.34,0.0,0.0,95.34,95.34,95.34,0.0,0.0
2018-12-09,93.99,93.99,93.99,0.0,0.0,93.99,93.99,93.99,0.0,0.0,93.12,93.12,93.12,0.0,0.0,93.43,93.43,93.43,0.0,0.0
2018-12-16,88.73,88.73,88.73,0.0,0.0,89.52,89.52,89.52,0.0,0.0,86.59,86.59,86.59,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2018-12-23,89.52,89.52,89.52,0.0,0.0,89.88,89.88,89.88,0.0,0.0,88.95,88.95,88.95,0.0,0.0,89.11,89.11,89.11,0.0,0.0
2018-12-30,91.56,91.56,91.56,0.0,0.0,91.89,91.89,91.89,0.0,0.0,91.22,91.22,91.22,0.0,0.0,91.48,91.48,91.48,0.0,0.0
2019-01-06,95.65,95.65,95.65,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.46,95.46,95.46,0.0,0.0,95.65,95.65,95.65,0.0,0.0
2019-01-13,96.69,96.69,96.69,0.0,0.0,97.56,97.56,97.56,0.0,0.0,96.69,96.69,96.69,0.0,0.0,97.5,97.5,97.5,0.0,0.0
2019-01-20,97.94,97.94,97.94,0.0,0.0,97.94,97.94,97.94,0.0,0.0,97.72,97.72,97.72,0.0,0.0,97.93,97.93,97.93,0.0,0.0
2019-01-27,98.9,98.9,98.9,0.0,0.0,99.04,99.04,99.04,0.0,0.0,98.58,98.58,98.58,0.0,0.0,99.04,99.04,99.04,0.0,0.0
2019-02-03,99.61,99.61,99.61,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.3,99.3,99.3,0.0,0.0,99.68,99.68,99.68,0.0,0.0
2019-02-10,102.56,102.56,102.56,0.0,0.0,102.87,102.87,102.87,0.0,0.0,102.19,102.19,102.19,0.0,0.0,102.19,102.19,102.19,0.0,0.0
2019-02-17,103.04,103.04,103.04,0.0,0.0,103.48,103.48,103.48,0.0,0.0,103.04,103.04,103.04,0.0,0.0,103.48,103.48,103.48,0.0,0.0
2019-02-24,103.96,103.96,103.96,0.0,0.0,103.96,103.96,103.96,0.0,0.0,103.48,103.48,103.48,0.0,0.0,103.78,103.78,103.78,0.0,0.0
2019-03-03,100.98,100.98,100.98,0.0,0.0,101.36,101.36,101.36,0.0,0.0,100.83,100.83,100.83,0.0,0.0,101.36,101.36,101.36,0.0,0.0
2019-03-10,101.93,101.93,101.93,0.0,0.0,102.25,102.25,102.25,0.0,0.0,101.83,101.83,101.83,0.0,0.0,101.95,101.95,101.95,0.0,0.0
2019-03-17,102.55,102.55,102.55,0.0,0.0,102.55,102.55,102.55,0.0,0.0,101.05,101.05,101.05,0.0,0.0,101.23,101.23,101.23,0.0,0.0
2019-03-24,104.1,104.1,104.1,0.0,0.0,104.1,104.1,104.1,0.0,0.0,103.9,103.9,103.9,0.0,0.0,103.99,103.99,103.99,0.0,0.0
2019-03-31,107.77,107.77,107.77,0.0,0.0,108.02,108.02,108.02,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.79,107.79,107.79,0.0,0.0
2019-04-07,108.18,108.18,108.18,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.18,108.18,108.18,0.0,0.0
2019-04-14,108.67,108.67,108.67,0.0,0.0,108.97,108.97,108.97,0.0,0.0,108.53,108.53,108.53,0.0,0.0,108.65,108.65,108.65,0.0,0.0
2019-04-21,107.8,107.8,107.8,0.0,0.0,108.33,108.33,108.33,0.0,0.0,107.8,107.8,107.8,0.0,0.0,108.33,108.33,108.33,0.0,0.0
2019-04-28,107.57,107.57,107.57,0.0,0.0,107.85,107.85,107.85,0.0,0.0,107.55,107.55,107.55,0.0,0.0,107.85,107.85,107.85,0.0,0.0
2019-05-05,104.64,104.64,104.64,0.0,0.0,104.76,104.76,104.76,0.0,0.0,104.27,104.27,104.27,0.0,0.0,104.68,104.68,104.68,0.0,0.0
2019-05-12,103.36,103.36,103.36,0.0,0.0,103.72,103.72,103.72,0.0,0.0,102.84,102.84,102.84,0.0,0.0,102.84,102.84,102.84,0.0,0.0
2019-05-19,101.09,101.09,101.09,0.0,0.0,101.09,101.09,101.09,0.0,0.0,100.57,100.57,100.57,0.0,0.0,100.66,100.66,100.66,0.0,0.0
2019-05-26,96.82,96.82,96.82,0.0,0.0,97.49,97.49,97.49,0.0,0.0,96.81,96.81,96.81,0.0,0.0,97.23,97.23,97.23,0.0,0.0
2019-06-02,101.5,101.5,101.5,0.0,0.0,102.5,102.5,102.5,0.0,0.0,101.5,101.5,101.5,0.0,0.0,102.32,102.32,102.32,0.0,0.0
2019-06-09,104.12,104.12,104.12,0.0,0.0,104.38,104.38,104.38,0.0,0.0,103.84,103.84,103.84,0.0,0.0,104.27,104.27,104.27,0.0,0.0
2019-06-16,105.36,105.36,105.36,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.18,105.18,105.18,0.0,0.0,105.18,105.18,105.18,0.0,0.0
2019-06-23,104.25,104.25,104.25,0.0,0.0,104.8,104.8,104.8,0.0,0.0,104.25,104.25,104.25,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2019-06-30,105.44,105.44,105.44,0.0,0.0,105.95,105.95,105.95,0.0,0.0,105.42,105.42,105.42,0.0,0.0,105.86,105.86,105.86,0.0,0.0
2019-07-07,105.52,105.52,105.52,0.0,0.0,106.88,106.88,106.88,0.0,0.0,105.52,105.52,105.52,0.0,0.0,106.81,106.81,106.81,0.0,0.0
2019-07-14,106.31,106.31,106.31,0.0,0.0,106.31,106.31,106.31,0.0,0.0,105.58,105.58,105.58,0.0,0.0,105.58,105.58,105.58,0.0,0.0
2019-07-21,106.84,106.84,106.84,0.0,0.0,107.1,107.1,107.1,0.0,0.0,106.68,106.68,106.68,0.0,0.0,106.91,106.91,106.91,0.0,0.0
2019-07-28,101.96,101.96,101.96,0.0,0.0,102.11,102.11,102.11,0.0,0.0,101.72,101.72,101.72,0.0,0.0,101.78,101.78,101.78,0.0,0.0
2019-08-04,101.75,101.75,101.75,0.0,0.0,101.99,101.99,101.99,0.0,0.0,100.71,100.71,100.71,0.0,0.0,101.17,101.17,101.17,0.0,0.0
2019-08-11,96.92,96.92,96.92,0.0,0.0,97.59,97.59,97.59,0.0,0.0,96.92,96.92,96.92,0.0,0.0,97.59,97.59,97.59,0.0,0.0
2019-08-18,99.53,99.53,99.53,0.0,0.0,99.53,99.53,99.53,0.0,0.0,96.88,96.88,96.88,0.0,0.0,96.88,96.88,96.88,0.0,0.0
2019-08-25,99.31,99.31,99.31,0.0,0.0,99.38,99.38,99.38,0.0,0.0,99.31,99.31,99.31,0.0,0.0,99.33,99.33,99.33,0.0,0.0
2019-09-01,102.68,102.68,102.68,0.0,0.0,102.68,102.68,102.68,0.0,0.0,102.66,102.66,102.66,0.0,0.0,102.67,102.67,102.67,0.0,0.0
2019-09-08,106.91,106.91,106.91,0.0,0.0,107.13,107.13,107.13,0.0,0.0,106.48,106.48,106.48,0.0,0.0,106.53,106.53,106.53,0.0,0.0
2019-09-15,104.75,104.75,104.75,0.0,0.0,105.14,105.14,105.14,0.0,0.0,103.78,103.78,103.78,0.0,0.0,103.78,103.78,103.78,0.0,0.0
2019-09-22,104.06,104.06,104.06,0.0,0.0,104.06,104.06,104.06,0.0,0.0,102.9,102.9,102.9,0.0,0.0,103.22,103.22,103.22,0.0,0.0
2019-09-29,101.53,101.53,101.53,0.0,0.0,102.25,102.25,102.25,0.0,0.0,101.44,101.44,101.44,0.0,0.0,102.25,102.25,102.25,0.0,0.0
2019-10-06,104.28,104.28,104.28,0.0,0.0,104.83,104.83,104.83,0.0,0.0,103.99,103.99,103.99,0.0,0.0,104.13,104.13,104.13,0.0,0.0
2019-10-13,104.97,104.97,104.97,0.0,0.0,105.63,105.63,105.63,0.0,0.0,104.83,104.83,104.83,0.0,0.0,105.37,105.37,105.37,0.0,0.0
2019-10-20,105.76,105.76,105.76,0.0,0.0,107.0,107.0,107.0,0.0,0.0,105.76,105.76,105.76,0.0,0.0,106.59,106.59,106.59,0.0,0.0
2019-10-27,107.03,107.03,107.03,0.0,0.0,107.31,107.31,107.31,0.0,0.0,107.03,107.03,107.03,0.0,0.0,107.22,107.22,107.22,0.0,0.0
2019-11-03,107.84,107.84,107.84,0.0,0.0,108.12,108.12,108.12,0.0,0.0,107.69,107.69,107.69,0.0,0.0,108.12,108.12,108.12,0.0,0.0
2019-11-10,107.82,107.82,107.82,0.0,0.0,108.4,108.4,108.4,0.0,0.0,107.82,107.82,107.82,0.0,0.0,108.25,108.25,108.25,0.0,0.0
2019-11-17,106.46,106.46,106.46,0.0,0.0,107.03,107.03,107.03,0.0,0.0,106.46,106.46,106.46,0.0,0.0,107.03,107.03,107.03,0.0,0.0
2019-11-24,108.76,108.76,108.76,0.0,0.0,108.76,108.76,108.76,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2019-12-01,109.27,109.27,109.27,0.0,0.0,109.28,109.28,109.28,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.88,108.88,108.88,0.0,0.0
2019-12-08,110.74,110.74,110.74,0.0,0.0,111.06,111.06,111.06,0.0,0.0,110.26,110.26,110.26,0.0,0.0,110.37,110.37,110.37,0.0,0.0
2019-12-15,111.47,111.47,111.47,0.0,0.0,111.96,111.96,111.96,0.0,0.0,111.47,111.47,111.47,0.0,0.0,111.93,111.93,111.93,0.0,0.0
2019-12-22,111.8,111.8,111.8,0.0,0.0,111.8,111.8,111.8,0.0,0.0,111.32,111.32,111.32,0.0,0.0,111.51,111.51,111.51,0.0,0.0
2019-12-29,110.57,110.57,110.57,0.0,0.0,110.88,110.88,110.88,0.0,0.0,110.57,110.57,110.57,0.0,0.0,110.84,110.84,110.84,0.0,0.0
