Date,PNW_Open_average,PNW_Open_max,PNW_Open_min,PNW_Open_volatility,PNW_Open_change,PNW_High_average,PNW_High_max,PNW_High_min,PNW_High_volatility,PNW_High_change,PNW_Low_average,PNW_Low_max,PNW_Low_min,PNW_Low_volatility,PNW_Low_change,PNW_Close_average,PNW_Close_max,PNW_Close_min,PNW_Close_volatility,PNW_Close_change,PNW_Volume_average,PNW_Volume_max,PNW_Volume_min,PNW_Volume_volatility,PNW_Volume_change
2018-01-14,79.418,79.62,79.08,0.5400000000000063,0.10000000000000853,79.828,79.92,79.73,0.18999999999999773,-0.1599999999999966,78.73,78.95,78.55,0.4000000000000057,0.28000000000000114,79.128,79.53,78.86,0.6700000000000017,0.09999999999999432,764808,944183,656602,287581,-76737
2018-01-21,80.178,81.28,78.88,2.4000000000000057,1.7700000000000102,80.83,81.33,80.39,0.9399999999999977,0.2600000000000051,79.578,80.13,78.81,1.3199999999999932,0.5699999999999932,80.298,81.05,79.39,1.6599999999999966,-0.5,721111,1054007,523860,530147,-152440
2018-01-28,78.686,79.63,77.62,2.009999999999991,-1.7999999999999972,79.428,80.07,78.35,1.7199999999999989,-1.5400000000000063,77.854,79.04,75.94,3.1000000000000085,-3.1000000000000085,78.29,79.95,75.98,3.969999999999999,-3.3499999999999943,890030,1124365,681587,442778,149023
2018-02-04,75.182,76.29,74.36,1.9300000000000068,1.0200000000000102,76.528,77.11,75.71,1.4000000000000057,1.4000000000000057,74.644,75.61,73.81,1.7999999999999972,1.7999999999999972,75.536,76.73,74.34,2.3900000000000006,1.5700000000000074,1079398,1342531,867304,475227,-332127
2018-02-11,76.7775,77.91,76.23,1.6799999999999926,1.1799999999999926,77.695,78.88,76.66,2.219999999999999,1.7199999999999989,76.3125,77.62,75.76,1.8599999999999994,1.8500000000000085,77.41499999999999,78.69,76.09,2.5999999999999943,1.8700000000000045,650704,843259,571601,271658,234834
2018-02-18,77.784,79.97,76.38,3.5900000000000034,1.769999999999996,78.998,80.83,77.16,3.6700000000000017,2.1299999999999955,77.01,79.77,75.92,3.8499999999999943,2.759999999999991,78.094,80.28,76.1,4.180000000000007,3.0799999999999983,1352822,2196523,572840,1623683,1170849
2018-02-25,77.836,80.27,76.52,3.75,-3.75,78.748,80.76,78.13,2.6300000000000097,-2.6300000000000097,76.718,77.93,76.06,1.8700000000000045,-1.6800000000000068,77.478,78.05,76.92,1.1299999999999955,0.10999999999999943,911287,1106692,600473,506219,-429291
2018-03-04,76.50999999999999,77.91,75.96,1.9500000000000028,-1.4899999999999949,76.844,78.31,76.34,1.9699999999999989,-1.5900000000000034,75.68599999999999,76.08,75.21,0.8700000000000045,0.060000000000002274,76.08,76.38,75.43,0.9499999999999886,0.01999999999999602,971179,1202484,806545,395939,277321
2018-03-11,77.088,78.1,76.64,1.4599999999999937,1.4599999999999937,77.886,78.65,77.39,1.2600000000000051,1.2600000000000051,76.63,77.46,75.95,1.509999999999991,1.509999999999991,77.19,77.97,76.42,1.5499999999999972,1.3100000000000023,1099086,2155834,726046,1429788,73585
2018-03-18,77.988,78.13,77.75,0.37999999999999545,0.18000000000000682,78.972,80.14,78.22,1.9200000000000017,0.46000000000000796,77.608,77.86,77.4,0.45999999999999375,0.3299999999999983,77.97,78.16,77.76,0.3999999999999915,0.1700000000000017,1045624,1518062,750978,767084,180306
