Date,Anfield Capital Diversified AlternativesEtf_Open_average,Anfield Capital Diversified AlternativesEtf_Open_max,Anfield Capital Diversified AlternativesEtf_Open_min,Anfield Capital Diversified AlternativesEtf_Open_volatility,Anfield Capital Diversified AlternativesEtf_Open_change,Anfield Capital Diversified AlternativesEtf_High_average,Anfield Capital Diversified AlternativesEtf_High_max,Anfield Capital Diversified AlternativesEtf_High_min,Anfield Capital Diversified AlternativesEtf_High_volatility,Anfield Capital Diversified AlternativesEtf_High_change,Anfield Capital Diversified AlternativesEtf_Low_average,Anfield Capital Diversified AlternativesEtf_Low_max,Anfield Capital Diversified AlternativesEtf_Low_min,Anfield Capital Diversified AlternativesEtf_Low_volatility,Anfield Capital Diversified AlternativesEtf_Low_change,Anfield Capital Diversified AlternativesEtf_Close_average,Anfield Capital Diversified AlternativesEtf_Close_max,Anfield Capital Diversified AlternativesEtf_Close_min,Anfield Capital Diversified AlternativesEtf_Close_volatility,Anfield Capital Diversified AlternativesEtf_Close_change
2018-01-14,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2018-01-21,10.56,10.56,10.56,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2018-01-28,10.37,10.37,10.37,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.28,10.28,10.28,0.0,0.0
2018-02-04,9.74,9.74,9.74,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2018-02-11,10.09,10.09,10.09,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2018-02-18,10.04,10.04,10.04,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.09,10.09,10.09,0.0,0.0
2018-02-25,9.62,9.62,9.62,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2018-03-04,10.15,10.15,10.15,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2018-03-11,9.97,9.97,9.97,0.0,0.0,10.1,10.1,10.1,0.0,0.0,9.97,9.97,9.97,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2018-03-18,9.91,9.91,9.91,0.0,0.0,9.91,9.91,9.91,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2018-03-25,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-04-01,9.94,9.94,9.94,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2018-04-08,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0
2018-04-15,9.99,9.99,9.99,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.97,9.97,9.97,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2018-04-22,10.01,10.01,10.01,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.04,10.04,10.04,0.0,0.0
2018-04-29,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0
2018-05-06,10.12,10.12,10.12,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2018-05-13,10.01,10.01,10.01,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2018-05-20,10.06,10.06,10.06,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2018-05-27,10.15,10.15,10.15,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2018-06-03,10.25,10.25,10.25,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.23,10.23,10.23,0.0,0.0
2018-06-10,10.16,10.16,10.16,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.16,10.16,10.16,0.0,0.0
2018-06-17,10.21,10.21,10.21,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2018-06-24,10.13,10.13,10.13,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.16,10.16,10.16,0.0,0.0
2018-07-01,10.34,10.34,10.34,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2018-07-08,10.4,10.4,10.4,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2018-07-15,10.84,10.84,10.84,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2018-07-22,10.39,10.39,10.39,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.39,10.39,10.39,0.0,0.0
2018-07-29,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2018-08-05,10.53,10.53,10.53,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2018-08-12,10.39,10.39,10.39,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2018-08-19,10.52,10.52,10.52,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.48,10.48,10.48,0.0,0.0
2018-08-26,10.59,10.59,10.59,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2018-09-02,10.39,10.39,10.39,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2018-09-09,10.52,10.52,10.52,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2018-09-16,10.47,10.47,10.47,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2018-09-23,10.43,10.43,10.43,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2018-09-30,10.27,10.27,10.27,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.22,10.22,10.22,0.0,0.0
2018-10-07,9.81,9.81,9.81,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2018-10-14,9.95,9.95,9.95,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-10-21,9.51,9.51,9.51,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.56,9.56,9.56,0.0,0.0
2018-10-28,9.79,9.79,9.79,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.69,9.69,9.69,0.0,0.0
2018-11-04,9.91,9.91,9.91,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.8,9.8,9.8,0.0,0.0
2018-11-11,9.73,9.73,9.73,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.74,9.74,9.74,0.0,0.0
2018-11-18,9.56,9.56,9.56,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.53,9.53,9.53,0.0,0.0
2018-11-25,9.76,9.76,9.76,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2018-12-02,9.72,9.72,9.72,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2018-12-09,9.56,9.56,9.56,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.41,9.41,9.41,0.0,0.0
2018-12-16,8.85,8.85,8.85,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2018-12-23,8.97,8.97,8.97,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.93,8.93,8.93,0.0,0.0
2018-12-30,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.14,9.14,9.14,0.0,0.0
2019-01-06,9.46,9.46,9.46,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.47,9.47,9.47,0.0,0.0
2019-01-13,9.59,9.59,9.59,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2019-01-20,9.63,9.63,9.63,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2019-01-27,9.74,9.74,9.74,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.77,9.77,9.77,0.0,0.0
2019-02-03,9.79,9.79,9.79,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.75,9.75,9.75,0.0,0.0
2019-02-10,9.97,9.97,9.97,0.0,0.0,9.98,9.98,9.98,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2019-02-17,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2019-02-24,9.95,9.95,9.95,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2019-03-03,9.81,9.81,9.81,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2019-03-10,10.02,10.02,10.02,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2019-03-17,10.07,10.07,10.07,0.0,0.0,10.07,10.07,10.07,0.0,0.0,9.92,9.92,9.92,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2019-03-24,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.99,9.99,9.99,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2019-03-31,10.18,10.18,10.18,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.18,10.18,10.18,0.0,0.0
2019-04-07,10.26,10.26,10.26,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.26,10.26,10.26,0.0,0.0
2019-04-14,10.1,10.1,10.1,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-04-21,10.17,10.17,10.17,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.27,10.27,10.27,0.0,0.0
2019-04-28,10.28,10.28,10.28,0.0,0.0,10.28,10.28,10.28,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.27,10.27,10.27,0.0,0.0
2019-05-05,10.1,10.1,10.1,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-05-12,10.26,10.26,10.26,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.13,10.13,10.13,0.0,0.0
2019-05-19,10.07,10.07,10.07,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2019-05-26,9.9,9.9,9.9,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-06-02,10.21,10.21,10.21,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2019-06-09,10.19,10.19,10.19,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.2,10.2,10.2,0.0,0.0
2019-06-16,10.26,10.26,10.26,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2019-06-23,10.22,10.22,10.22,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.21,10.21,10.21,0.0,0.0
2019-06-30,10.33,10.33,10.33,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2019-07-07,10.41,10.41,10.41,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2019-07-14,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.29,10.29,10.29,0.0,0.0
2019-07-21,10.36,10.36,10.36,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2019-07-28,10.2,10.2,10.2,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.27,10.27,10.27,0.0,0.0
2019-08-04,10.23,10.23,10.23,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2019-08-11,10.15,10.15,10.15,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-08-18,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.13,10.13,10.13,0.0,0.0
2019-08-25,10.18,10.18,10.18,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-09-01,10.2,10.2,10.2,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2019-09-08,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2019-09-15,10.37,10.37,10.37,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2019-09-22,10.25,10.25,10.25,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.22,10.22,10.22,0.0,0.0
2019-09-29,10.06,10.06,10.06,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.09,10.09,10.09,0.0,0.0
2019-10-06,10.15,10.15,10.15,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-10-13,10.11,10.11,10.11,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2019-10-20,10.3,10.3,10.3,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.18,10.18,10.18,0.0,0.0
2019-10-27,10.21,10.21,10.21,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.23,10.23,10.23,0.0,0.0
2019-11-03,10.05,10.05,10.05,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-11-10,10.14,10.14,10.14,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.13,10.13,10.13,0.0,0.0
2019-11-17,10.09,10.09,10.09,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2019-11-24,10.2,10.2,10.2,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2019-12-01,10.21,10.21,10.21,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2019-12-08,10.23,10.23,10.23,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.21,10.21,10.21,0.0,0.0
2019-12-15,10.24,10.24,10.24,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.26,10.26,10.26,0.0,0.0
2019-12-22,10.29,10.29,10.29,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.27,10.27,10.27,0.0,0.0
2019-12-29,10.28,10.28,10.28,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.28,10.28,10.28,0.0,0.0
