Date,AI Powered Equity_etf_Open_average,AI Powered Equity_etf_Open_max,AI Powered Equity_etf_Open_min,AI Powered Equity_etf_Open_volatility,AI Powered Equity_etf_Open_change,AI Powered Equity_etf_High_average,AI Powered Equity_etf_High_max,AI Powered Equity_etf_High_min,AI Powered Equity_etf_High_volatility,AI Powered Equity_etf_High_change,AI Powered Equity_etf_Low_average,AI Powered Equity_etf_Low_max,AI Powered Equity_etf_Low_min,AI Powered Equity_etf_Low_volatility,AI Powered Equity_etf_Low_change,AI Powered Equity_etf_Close_average,AI Powered Equity_etf_Close_max,AI Powered Equity_etf_Close_min,AI Powered Equity_etf_Close_volatility,AI Powered Equity_etf_Close_change
2018-01-14,27.37,27.37,27.37,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-01-21,27.86,27.86,27.86,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-01-28,27.38,27.38,27.38,0.0,0.0,27.46,27.46,27.46,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2018-02-04,25.53,25.53,25.53,0.0,0.0,25.74,25.74,25.74,0.0,0.0,24.8,24.8,24.8,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-02-11,26.76,26.76,26.76,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-02-18,26.47,26.47,26.47,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-02-25,26.1,26.1,26.1,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-03-04,27.25,27.25,27.25,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-03-11,27.15,27.15,27.15,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-03-18,26.22,26.22,26.22,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-03-25,25.83,25.83,25.83,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.7,25.7,25.7,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-04-01,25.91,25.91,25.91,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-04-08,26.3,26.3,26.3,0.0,0.0,26.34,26.34,26.34,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2018-04-15,26.65,26.65,26.65,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-04-22,26.49,26.49,26.49,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-04-29,26.18,26.18,26.18,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-05-06,27.55,27.55,27.55,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-05-13,27.76,27.76,27.76,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-05-20,27.55,27.55,27.55,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.64,27.64,27.64,0.0,0.0
