Date,CHE_stock_Open_average,CHE_stock_Open_max,CHE_stock_Open_min,CHE_stock_Open_volatility,CHE_stock_Open_change,CHE_stock_High_average,CHE_stock_High_max,CHE_stock_High_min,CHE_stock_High_volatility,CHE_stock_High_change,CHE_stock_Low_average,CHE_stock_Low_max,CHE_stock_Low_min,CHE_stock_Low_volatility,CHE_stock_Low_change,CHE_stock_Close_average,CHE_stock_Close_max,CHE_stock_Close_min,CHE_stock_Close_volatility,CHE_stock_Close_change,CHE_stock_Volume_average,CHE_stock_Volume_max,CHE_stock_Volume_min,CHE_stock_Volume_volatility,CHE_stock_Volume_change
2018-01-14,263.37,263.97,262.95,1.0200000000000387,-1.0200000000000387,265.675,268.53,264.48,4.0499999999999545,3.3799999999999955,261.355,262.6,260.53,2.07000000000005,1.8100000000000023,263.8625,266.44,261.61,4.829999999999984,4.829999999999984,76755,91731,54456,37275,-16789
2018-01-21,267.898,269.23,266.36,2.8700000000000045,2.269999999999982,270.094,271.89,268.38,3.509999999999991,2.819999999999993,265.914,267.84,264.81,3.0299999999999727,1.9899999999999523,268.66,271.17,267.53,3.640000000000043,3.640000000000043,97090,151720,52186,99534,-21850
2018-01-28,266.348,270.94,259.86,11.079999999999984,-7.360000000000014,269.274,275.83,264.44,11.389999999999986,-11.389999999999986,262.18,270.47,256.85,13.620000000000005,-11.330000000000041,264.788,273.15,259.39,13.759999999999991,-13.759999999999991,115026,149380,89335,60045,-2083
2018-02-04,252.96800000000002,257.79,246.26,11.53000000000003,-6.28000000000003,257.974,261.43,254.53,6.900000000000006,-5.730000000000018,248.088,252.56,244.21,8.349999999999994,-6.219999999999999,252.762,257.09,248.87,8.21999999999997,1.5100000000000193,89401,116208,72723,43485,10451
2018-02-11,255.092,267.99,247.85,20.140000000000015,0.5799999999999841,258.918,267.99,252.49,15.5,3.6000000000000227,248.702,252.14,243.95,8.189999999999998,1.1299999999999955,253.11599999999999,255.28,249.38,5.900000000000006,1.9300000000000068,140558,196111,95164,100947,66959
2018-02-18,255.71,256.81,252.97,3.8400000000000034,3.8400000000000034,260.8425,261.86,258.75,3.1100000000000136,3.1100000000000136,255.1,256.81,252.35,4.460000000000008,4.460000000000008,257.515,261.22,255.91,5.310000000000031,4.850000000000023,86210,109169,69004,40165,-35925
2018-02-25,260.87600000000003,264.66,257.72,6.939999999999998,-3.5399999999999636,264.582,267.14,261.8,5.339999999999975,4.339999999999975,258.422,261.08,255.78,5.299999999999983,-1.0399999999999636,261.632,264.16,259.21,4.9500000000000455,3.019999999999982,103631,120114,86262,33852,-28732
2018-03-04,269.646,273.17,263.89,9.28000000000003,9.28000000000003,274.08,281.0,268.74,12.259999999999991,12.259999999999991,266.0,271.36,260.8,10.560000000000002,10.560000000000002,272.594,279.81,266.47,13.339999999999975,13.339999999999975,121697,189407,84875,104532,6434
2018-03-11,281.168,282.42,279.83,2.590000000000032,1.0400000000000205,284.552,285.79,283.63,2.160000000000025,-1.079999999999984,279.344,280.33,278.72,1.6099999999999568,0.6100000000000136,281.01,281.47,280.4,1.07000000000005,0.2300000000000182,142907,242647,96219,146428,92823
2018-03-18,278.702,280.09,276.57,3.519999999999982,-3.4599999999999795,281.63,282.78,280.4,2.3799999999999955,-0.8400000000000318,275.666,278.42,272.16,6.259999999999991,-2.569999999999993,278.058,280.34,274.56,5.779999999999973,-5.779999999999973,135174,170853,103008,67845,18199
2018-03-25,277.6925,280.75,276.26,4.490000000000009,-0.9800000000000182,279.895,281.31,276.45,4.860000000000014,-4.759999999999991,273.21,275.03,272.0,3.0299999999999727,-1.4800000000000182,276.295,280.75,272.86,7.889999999999986,-7.889999999999986,140397,230054,98119,131935,-131935
2018-04-01,274.26,279.43,268.65,10.78000000000003,6.230000000000018,279.124,283.5,274.22,9.279999999999973,6.2900000000000205,270.952,278.61,264.37,14.240000000000009,8.740000000000009,275.228,281.39,268.07,13.319999999999993,6.800000000000011,95983,139281,52820,86461,-57382
