Date,Direxion Daily Regional Banks Bear 3X Shares_Open_average,Direxion Daily Regional Banks Bear 3X Shares_Open_max,Direxion Daily Regional Banks Bear 3X Shares_Open_min,Direxion Daily Regional Banks Bear 3X Shares_Open_volatility,Direxion Daily Regional Banks Bear 3X Shares_Open_change,Direxion Daily Regional Banks Bear 3X Shares_High_average,Direxion Daily Regional Banks Bear 3X Shares_High_max,Direxion Daily Regional Banks Bear 3X Shares_High_min,Direxion Daily Regional Banks Bear 3X Shares_High_volatility,Direxion Daily Regional Banks Bear 3X Shares_High_change,Direxion Daily Regional Banks Bear 3X Shares_Low_average,Direxion Daily Regional Banks Bear 3X Shares_Low_max,Direxion Daily Regional Banks Bear 3X Shares_Low_min,Direxion Daily Regional Banks Bear 3X Shares_Low_volatility,Direxion Daily Regional Banks Bear 3X Shares_Low_change,Direxion Daily Regional Banks Bear 3X Shares_Close_average,Direxion Daily Regional Banks Bear 3X Shares_Close_max,Direxion Daily Regional Banks Bear 3X Shares_Close_min,Direxion Daily Regional Banks Bear 3X Shares_Close_volatility,Direxion Daily Regional Banks Bear 3X Shares_Close_change
2018-07-08,23.87,23.87,23.87,0.0,0.0,24.58,24.58,24.58,0.0,0.0,23.87,23.87,23.87,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-07-15,22.86,22.86,22.86,0.0,0.0,23.46,23.46,23.46,0.0,0.0,22.86,22.86,22.86,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-07-22,22.49,22.49,22.49,0.0,0.0,23.37,23.37,23.37,0.0,0.0,22.49,22.49,22.49,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-07-29,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-08-05,22.32,22.32,22.32,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2018-08-12,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2018-08-19,21.61,21.61,21.61,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2018-08-26,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-09-02,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-09-09,23.34,23.34,23.34,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-09-16,22.14,22.14,22.14,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-09-23,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-09-30,24.52,24.52,24.52,0.0,0.0,25.45,25.45,25.45,0.0,0.0,24.52,24.52,24.52,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-10-07,27.68,27.68,27.68,0.0,0.0,32.55,32.55,32.55,0.0,0.0,27.68,27.68,27.68,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-10-14,30.51,30.51,30.51,0.0,0.0,32.64,32.64,32.64,0.0,0.0,30.51,30.51,30.51,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-10-21,38.08,38.08,38.08,0.0,0.0,38.27,38.27,38.27,0.0,0.0,36.48,36.48,36.48,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2018-10-28,31.44,31.44,31.44,0.0,0.0,32.66,32.66,32.66,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2018-11-04,29.75,29.75,29.75,0.0,0.0,30.66,30.66,30.66,0.0,0.0,29.75,29.75,29.75,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-11-11,31.74,31.74,31.74,0.0,0.0,31.79,31.79,31.79,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-11-18,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-11-25,30.01,30.01,30.01,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-12-02,35.5,35.5,35.5,0.0,0.0,37.3,37.3,37.3,0.0,0.0,34.36,34.36,34.36,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-12-09,42.13,42.13,42.13,0.0,0.0,44.0,44.0,44.0,0.0,0.0,41.46,41.46,41.46,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-12-16,51.29,51.29,51.29,0.0,0.0,53.66,53.66,53.66,0.0,0.0,48.88,48.88,48.88,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2018-12-23,48.38,48.38,48.38,0.0,0.0,48.95,48.95,48.95,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-12-30,40.82,40.82,40.82,0.0,0.0,42.13,42.13,42.13,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2019-01-06,39.79,39.79,39.79,0.0,0.0,39.79,39.79,39.79,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-01-13,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-01-20,31.57,31.57,31.57,0.0,0.0,31.66,31.66,31.66,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-01-27,31.36,31.36,31.36,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-02-03,29.63,29.63,29.63,0.0,0.0,30.61,30.61,30.61,0.0,0.0,29.63,29.63,29.63,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-02-10,27.43,27.43,27.43,0.0,0.0,27.59,27.59,27.59,0.0,0.0,26.91,26.91,26.91,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-02-17,25.95,25.95,25.95,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-02-24,25.7,25.7,25.7,0.0,0.0,26.54,26.54,26.54,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-03-03,29.96,29.96,29.96,0.0,0.0,30.64,30.64,30.64,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-03-10,28.38,28.38,28.38,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-03-17,33.42,33.42,33.42,0.0,0.0,38.44,38.44,38.44,0.0,0.0,33.42,33.42,33.42,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-03-24,32.68,32.68,32.68,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.4,32.4,32.4,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-03-31,28.9,28.9,28.9,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-04-07,27.3,27.3,27.3,0.0,0.0,28.5,28.5,28.5,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-04-14,27.79,27.79,27.79,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-04-21,26.28,26.28,26.28,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-04-28,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-05-05,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-05-12,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-05-19,30.66,30.66,30.66,0.0,0.0,30.82,30.82,30.82,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-05-26,33.6,33.6,33.6,0.0,0.0,34.51,34.51,34.51,0.0,0.0,33.52,33.52,33.52,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-06-02,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-06-09,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-06-16,29.66,29.66,29.66,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.56,29.56,29.56,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2019-06-23,27.31,27.31,27.31,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-06-30,26.55,26.55,26.55,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2019-07-07,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-07-14,27.25,27.25,27.25,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-07-21,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-07-28,28.64,28.64,28.64,0.0,0.0,29.55,29.55,29.55,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-08-04,30.99,30.99,30.99,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2019-08-11,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-08-18,31.38,31.38,31.38,0.0,0.0,35.26,35.26,35.26,0.0,0.0,31.38,31.38,31.38,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-08-25,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-09-01,29.95,29.95,29.95,0.0,0.0,30.65,30.65,30.65,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-09-08,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-09-15,24.79,24.79,24.79,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.72,24.72,24.72,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-09-22,25.14,25.14,25.14,0.0,0.0,25.64,25.64,25.64,0.0,0.0,24.53,24.53,24.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-09-29,28.22,28.22,28.22,0.0,0.0,29.08,29.08,29.08,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-10-06,26.54,26.54,26.54,0.0,0.0,26.57,26.57,26.57,0.0,0.0,25.63,25.63,25.63,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-10-13,25.36,25.36,25.36,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-10-20,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-10-27,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2019-11-03,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-11-10,21.11,21.11,21.11,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2019-11-17,21.37,21.37,21.37,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2019-11-24,20.64,20.64,20.64,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2019-12-01,20.26,20.26,20.26,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2019-12-08,18.55,18.55,18.55,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2019-12-15,17.82,17.82,17.82,0.0,0.0,18.39,18.39,18.39,0.0,0.0,17.82,17.82,17.82,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2019-12-22,18.47,18.47,18.47,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2019-12-29,19.1,19.1,19.1,0.0,0.0,19.29,19.29,19.29,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.86,18.86,18.86,0.0,0.0
