Date,EL_stock_Open_average,EL_stock_Open_max,EL_stock_Open_min,EL_stock_Open_volatility,EL_stock_Open_change,EL_stock_High_average,EL_stock_High_max,EL_stock_High_min,EL_stock_High_volatility,EL_stock_High_change,EL_stock_Low_average,EL_stock_Low_max,EL_stock_Low_min,EL_stock_Low_volatility,EL_stock_Low_change,EL_stock_Close_average,EL_stock_Close_max,EL_stock_Close_min,EL_stock_Close_volatility,EL_stock_Close_change,EL_stock_Volume_average,EL_stock_Volume_max,EL_stock_Volume_min,EL_stock_Volume_volatility,EL_stock_Volume_change
2018-01-14,130.5675,132.21,129.2,3.0100000000000193,2.380000000000024,132.4725,134.46,130.39,4.070000000000022,4.070000000000022,129.89249999999998,131.32,128.46,2.859999999999985,2.859999999999985,131.5375,134.45,128.66,5.789999999999992,5.789999999999992,1439887,1618911,1147123,471788,-238838
2018-01-21,135.83,136.96,133.74,3.219999999999999,3.1299999999999955,137.194,137.85,135.69,2.1599999999999966,2.1599999999999966,135.114,136.26,133.59,2.6699999999999875,2.25,136.544,137.71,134.87,2.8400000000000034,2.8400000000000034,1406488,1623197,1115434,507763,199938
2018-01-28,136.918,138.74,135.13,3.6100000000000136,0.9800000000000182,137.664,138.74,136.42,2.3200000000000216,0.5400000000000205,134.474,136.13,133.03,3.0999999999999943,-3.0999999999999943,135.428,136.63,134.39,2.240000000000009,-2.210000000000008,2019212,3279624,1318348,1961276,1905056
2018-02-04,134.086,136.83,132.18,4.650000000000006,-1.2199999999999989,136.634,137.74,135.29,2.450000000000017,-1.75,132.126,133.99,131.18,2.8100000000000023,-1.3599999999999852,134.488,137.22,131.46,5.759999999999991,0.44999999999998863,3217800,3610531,2835714,774817,-581424
2018-02-11,137.634,140.0,135.41,4.590000000000003,3.8000000000000114,139.57999999999998,141.67,137.73,3.9399999999999977,3.6899999999999977,137.08599999999998,139.21,135.41,3.8000000000000114,3.8000000000000114,138.986,141.04,137.03,4.009999999999991,4.009999999999991,2011462,2273358,1693306,580052,-186056
2018-02-18,140.225,140.74,139.37,1.3700000000000045,-0.05000000000001137,141.75,142.45,141.05,1.3999999999999773,1.3999999999999773,139.595,140.37,139.05,1.3199999999999932,1.3199999999999932,140.4275,142.39,139.35,3.039999999999992,3.039999999999992,1405515,1965592,1065312,900280,-334383
2018-02-25,140.146,142.62,137.41,5.210000000000008,-5.210000000000008,141.54,143.63,139.27,4.359999999999985,-2.8899999999999864,138.952,142.31,137.04,5.27000000000001,-4.900000000000006,140.14,143.29,138.44,4.849999999999994,-2.6399999999999864,1727969,2361243,1119428,1241815,561000
2018-03-04,142.528,145.25,140.1,5.150000000000006,5.150000000000006,143.724,145.41,141.81,3.5999999999999943,3.5999999999999943,141.998,144.53,139.56,4.969999999999999,4.969999999999999,143.462,145.05,141.64,3.410000000000025,3.410000000000025,1900927,2085256,1627005,458251,-271178
2018-03-11,145.26,146.0,144.14,1.8600000000000136,-0.8600000000000136,146.14600000000002,146.57,145.71,0.8599999999999852,0.5999999999999943,144.232,144.81,143.59,1.2199999999999989,-0.5500000000000114,145.326,146.27,144.12,2.1500000000000057,0.9000000000000057,1585997,2244923,1163783,1081140,358367
2018-03-18,146.114,147.83,144.6,3.230000000000018,-1.700000000000017,147.4,148.37,145.93,2.4399999999999977,-1.7699999999999818,144.96,146.01,143.5,2.509999999999991,-1.5500000000000114,145.698,148.2,143.8,4.399999999999977,-2.0600000000000023,1582618,1787039,1237189,549850,-114509
