Date,BRID_Open_average,BRID_Open_max,BRID_Open_min,BRID_Open_volatility,BRID_Open_change,BRID_High_average,BRID_High_max,BRID_High_min,BRID_High_volatility,BRID_High_change,BRID_Low_average,BRID_Low_max,BRID_Low_min,BRID_Low_volatility,BRID_Low_change,BRID_Close_average,BRID_Close_max,BRID_Close_min,BRID_Close_volatility,BRID_Close_change,BRID_Volume_average,BRID_Volume_max,BRID_Volume_min,BRID_Volume_volatility,BRID_Volume_change
2018-01-14,15.476,16.5,13.99,2.51,2.51,16.092,16.98,14.83,2.1500000000000004,1.67,14.632,15.26,13.9,1.3599999999999994,1.3599999999999994,15.209999999999999,15.98,14.0,1.9800000000000004,1.2599999999999998,18596,65420,563,64857,56952
2018-01-21,16.412,17.0,15.55,1.4499999999999993,1.3599999999999994,16.86,17.52,16.12,1.3999999999999986,1.3999999999999986,16.076,16.59,15.37,1.2200000000000006,1.2200000000000006,16.578,17.08,16.07,1.009999999999998,1.009999999999998,6187,11531,2845,8686,6445
2018-01-28,17.04,18.0,16.35,1.6499999999999986,1.5199999999999996,17.085,18.0,16.5,1.5,1.4899999999999984,16.53,16.75,16.35,0.3999999999999986,0.05999999999999872,16.86,17.6,16.5,1.1000000000000014,1.0899999999999999,21203,81933,255,81678,81320
2018-02-04,17.696,17.91,17.22,0.6900000000000013,0.5300000000000011,17.894000000000002,18.0,17.8,0.1999999999999993,-0.05000000000000071,17.39,17.8,16.72,1.0800000000000018,0.4700000000000024,17.77,17.89,17.69,0.1999999999999993,0.19000000000000128,5715,10477,1392,9085,-3061
2018-02-11,17.8875,18.0,17.7,0.3000000000000007,0.1999999999999993,17.95,18.0,17.9,0.10000000000000142,0.0,17.8,17.95,17.7,0.25,0.0,17.85,18.0,17.7,0.3000000000000007,-0.15000000000000213,1840,3473,414,3059,-3059
2018-02-18,18.226,19.06,17.63,1.4299999999999997,1.4299999999999997,18.862,19.95,18.0,1.9499999999999993,1.9499999999999993,18.142,18.93,17.63,1.3000000000000007,1.3000000000000007,18.656,19.26,17.7,1.5600000000000023,1.5600000000000023,5385,7149,3103,4046,-209
2018-02-25,19.558,19.75,19.24,0.5100000000000016,0.41000000000000014,19.644,19.75,19.5,0.25,0.0799999999999983,18.594,19.62,17.6,2.0199999999999996,0.629999999999999,19.486,19.69,19.39,0.3000000000000007,0.00999999999999801,2689,8573,644,7929,-6710
2018-03-04,19.664,21.0,17.96,3.039999999999999,0.3500000000000014,20.823999999999998,21.55,20.0,1.5500000000000007,-1.5500000000000007,18.785999999999998,19.81,17.5,2.3099999999999987,-2.1499999999999986,20.034,21.24,17.9,3.34,-3.34,8257,17413,1508,15905,11982
2018-03-11,17.844,17.97,17.57,0.3999999999999986,-0.14000000000000057,17.945999999999998,18.22,17.82,0.3999999999999986,-0.3999999999999986,17.456,17.87,17.22,0.6500000000000021,-0.39000000000000057,17.628,17.87,17.23,0.6400000000000006,-0.5700000000000003,2830,6080,791,5289,-4925
2018-03-18,16.41,17.23,15.89,1.3399999999999999,-1.3399999999999999,16.436,17.23,15.89,1.3399999999999999,-1.3399999999999999,15.936,16.9,14.68,2.219999999999999,-2.219999999999999,16.06,16.91,15.05,1.8599999999999994,-1.8599999999999994,2802,6071,1644,4427,574
2018-03-25,14.655000000000001,14.89,14.42,0.47000000000000064,-0.47000000000000064,14.8025,15.0,14.45,0.5500000000000007,-0.5500000000000007,14.504999999999999,14.74,14.25,0.4900000000000002,-0.3699999999999992,14.72,14.96,14.33,0.6300000000000008,-0.5099999999999998,5308,6537,3589,2948,1547
2018-04-01,14.522,14.85,14.2,0.6500000000000004,0.019999999999999574,14.604,14.93,14.2,0.7300000000000004,-0.39000000000000057,14.395999999999999,14.85,14.2,0.6500000000000004,-0.3200000000000003,14.395999999999999,14.85,14.2,0.6500000000000004,-0.3200000000000003,813,1446,256,1190,876
2018-04-08,14.092,14.34,13.26,1.08,-0.030000000000001137,14.366,14.49,14.29,0.20000000000000107,-0.14000000000000057,13.99,14.29,13.26,1.0299999999999994,0.019999999999999574,14.23,14.35,13.88,0.46999999999999886,0.049999999999998934,2956,6270,1691,4579,-4532
2018-04-15,14.812,16.02,14.38,1.6399999999999988,0.29999999999999893,15.288,16.24,14.5,1.7399999999999984,0.5,14.442,14.68,14.34,0.33999999999999986,0.29999999999999893,14.978,15.78,14.38,1.3999999999999986,0.5899999999999999,2499,4401,647,3754,1481
