Date,FCFSStock_Open_average,FCFSStock_Open_max,FCFSStock_Open_min,FCFSStock_Open_volatility,FCFSStock_Open_change,FCFSStock_High_average,FCFSStock_High_max,FCFSStock_High_min,FCFSStock_High_volatility,FCFSStock_High_change,FCFSStock_Low_average,FCFSStock_Low_max,FCFSStock_Low_min,FCFSStock_Low_volatility,FCFSStock_Low_change,FCFSStock_Close_average,FCFSStock_Close_max,FCFSStock_Close_min,FCFSStock_Close_volatility,FCFSStock_Close_change,FCFSStock_Volume_average,FCFSStock_Volume_max,FCFSStock_Volume_min,FCFSStock_Volume_volatility,FCFSStock_Volume_change
2018-01-14,70.675,71.1,70.15,0.9499999999999886,-0.5,71.3,71.35,71.2,0.14999999999999147,-0.04999999999999716,70.26750000000001,70.62,70.15,0.46999999999999886,0.0,70.8125,71.25,70.4,0.8499999999999943,0.5999999999999943,170585,214737,137657,77080,-77080
2018-01-21,72.05,73.2,71.35,1.8500000000000085,1.7999999999999972,72.48,73.25,71.65,1.5999999999999943,1.5999999999999943,71.42999999999999,72.3,70.75,1.5499999999999972,1.5499999999999972,72.26,73.1,71.65,1.4499999999999886,1.2999999999999972,162937,256906,105167,151739,151739
2018-01-28,73.58,75.25,72.2,3.049999999999997,1.5499999999999972,74.28999999999999,75.35,73.3,2.049999999999997,2.049999999999997,71.8,73.05,68.65,4.3999999999999915,0.7999999999999972,73.35,74.25,72.3,1.9500000000000028,1.6500000000000057,364984,637848,176825,461023,205663
2018-02-04,72.66,73.7,71.3,2.4000000000000057,-2.25,74.034,74.95,73.67,1.2800000000000011,-0.8500000000000085,71.532,72.75,70.6,2.1500000000000057,-1.7800000000000011,72.71,73.55,70.8,2.75,0.8499999999999943,296066,393855,228031,165824,-15093
2018-02-11,72.59,73.75,71.75,2.0,-1.4000000000000057,73.376,74.05,72.6,1.4500000000000028,-0.5499999999999972,72.06,72.5,71.55,0.9500000000000028,-0.5499999999999972,72.5,73.2,72.15,1.0499999999999972,-1.0499999999999972,274412,367260,231426,135834,22542
2018-02-18,73.4875,75.0,71.75,3.25,3.25,74.9375,75.95,72.95,3.0,3.0,73.2875,74.65,71.6,3.0500000000000114,3.0500000000000114,74.375,75.95,72.75,3.200000000000003,3.200000000000003,251995,315207,172266,142941,-36756
2018-02-25,74.58,75.95,72.55,3.4000000000000057,-3.4000000000000057,75.47,76.2,74.2,2.0,-1.2999999999999972,73.69,75.2,72.3,2.9000000000000057,-2.9000000000000057,74.35000000000001,75.45,73.05,2.4000000000000057,-0.7999999999999972,219514,281895,178191,103704,16926
2018-03-04,76.52,78.15,74.35,3.8000000000000114,3.4000000000000057,77.68,79.2,75.85,3.3500000000000085,3.3500000000000085,75.96,77.35,74.05,3.299999999999997,3.299999999999997,77.33,78.8,75.45,3.3499999999999943,3.3499999999999943,233954,325909,204058,121851,13877
2018-03-11,80.34,80.9,78.8,2.1000000000000085,2.1000000000000085,81.22,82.1,80.55,1.5499999999999972,1.5499999999999972,79.89,80.6,78.35,2.25,2.25,80.86,81.95,80.35,1.6000000000000085,1.6000000000000085,311595,539862,167504,372358,334766
2018-03-18,81.78999999999999,82.1,81.05,1.0499999999999972,-0.75,82.46000000000001,83.9,81.4,2.5,-0.6999999999999886,81.03,82.1,79.75,2.3499999999999943,-1.3499999999999943,81.41,82.55,79.75,2.799999999999997,-1.9500000000000028,287946,348174,251032,97142,-31450
2018-03-25,80.475,81.7,79.6,2.1000000000000085,-0.7999999999999972,81.525,82.1,80.5,1.5999999999999943,-0.3999999999999915,79.5,80.3,79.0,1.2999999999999972,-0.8499999999999943,80.5625,81.65,79.65,2.0,-0.4000000000000057,369002,540961,240233,300728,300728
2018-04-01,81.46,82.75,79.9,2.8499999999999943,1.3999999999999915,82.566,83.28,81.95,1.3299999999999983,1.1499999999999915,80.78,82.15,79.75,2.4000000000000057,0.6000000000000085,81.6,82.75,80.8,1.9500000000000028,0.6000000000000085,354059,501044,202717,298327,-93702
2018-04-08,83.25,85.1,81.95,3.1499999999999915,3.1499999999999915,84.11,85.1,82.6,2.5,2.5,82.596,84.15,81.15,3.0,2.4499999999999886,83.39,84.55,81.35,3.200000000000003,2.5,256851,333648,167127,166521,-166521
2018-04-15,84.15,84.45,83.7,0.75,-0.75,84.67,85.15,84.4,0.75,-0.04999999999999716,83.35000000000001,83.9,82.05,1.8500000000000085,-1.6000000000000085,83.56,84.1,82.2,1.8999999999999915,-1.5499999999999972,397277,499305,267291,232014,115470
2018-04-22,82.46,83.2,80.75,2.450000000000003,-0.05000000000001137,83.346,85.5,81.8,3.700000000000003,2.6700000000000017,80.81,81.7,80.2,1.5,-0.5499999999999972,82.2,84.45,80.75,3.700000000000003,1.75,395820,505596,287698,217898,88359
2018-04-29,87.15,88.65,84.9,3.75,3.75,88.98,91.0,87.8,3.200000000000003,2.6500000000000057,86.66,88.3,84.3,4.0,4.0,88.41,90.85,86.7,4.1499999999999915,4.1499999999999915,505133,749442,323991,425451,-181338
2018-05-06,88.83,90.2,88.05,2.1500000000000057,-0.9500000000000028,89.23,90.2,88.35,1.8500000000000085,-0.29999999999999716,87.93599999999999,89.03,87.3,1.730000000000004,1.1800000000000068,88.41,89.45,87.75,1.7000000000000028,1.5,439425,517808,368746,149062,20295
2018-05-13,90.22,92.85,88.55,4.299999999999997,3.4499999999999886,91.61,93.4,89.55,3.8500000000000085,3.4499999999999886,89.956,92.58,88.35,4.230000000000004,3.8299999999999983,90.95,92.9,88.9,4.0,3.8500000000000085,386761,565233,284642,280591,-105839
2018-05-20,92.8,94.5,90.65,3.8499999999999943,-2.75,93.27,94.9,90.65,4.25,-4.099999999999994,91.9,93.4,89.7,3.700000000000003,-3.700000000000003,92.35,94.35,90.1,4.25,-4.25,432138,683069,337874,345195,-19925
2018-05-27,90.275,91.4,89.4,2.0,2.0,91.25,92.35,90.15,2.1999999999999886,2.1999999999999886,90.105,91.15,88.97,2.180000000000007,2.180000000000007,90.775,92.3,89.35,2.950000000000003,2.950000000000003,376742,465473,293924,171549,-87855
