Date,FMS_Open_average,FMS_Open_max,FMS_Open_min,FMS_Open_volatility,FMS_Open_change,FMS_High_average,FMS_High_max,FMS_High_min,FMS_High_volatility,FMS_High_change,FMS_Low_average,FMS_Low_max,FMS_Low_min,FMS_Low_volatility,FMS_Low_change,FMS_Close_average,FMS_Close_max,FMS_Close_min,FMS_Close_volatility,FMS_Close_change,FMS_Volume_average,FMS_Volume_max,FMS_Volume_min,FMS_Volume_volatility,FMS_Volume_change
2018-01-14,54.988,55.58,54.45,1.1299999999999955,1.1299999999999955,55.246,55.76,54.65,1.1099999999999994,0.9400000000000048,54.778,55.41,54.25,1.1599999999999966,0.9799999999999969,55.134,55.75,54.47,1.2800000000000011,1.0700000000000003,111578,127759,98456,29303,-5837
2018-01-21,56.866,57.1,56.43,0.6700000000000017,0.46000000000000085,57.046,57.39,56.53,0.8599999999999994,0.759999999999998,56.556,57.04,56.17,0.8699999999999974,0.7199999999999989,56.794000000000004,57.38,56.38,1.0,0.7100000000000009,115318,142931,77328,65603,-62255
2018-01-28,56.328,57.91,54.36,3.549999999999997,-3.450000000000003,56.414,57.94,54.56,3.3799999999999955,-3.280000000000001,55.518,57.37,52.45,4.919999999999995,-4.919999999999995,55.792,57.51,52.91,4.600000000000001,-4.470000000000006,176978,224327,117178,107149,39085
2018-02-04,52.702,53.44,52.21,1.2299999999999969,-0.10000000000000142,53.262,53.97,52.26,1.7100000000000009,-1.019999999999996,52.046,53.38,50.73,2.6500000000000057,-0.22999999999999687,52.705999999999996,53.79,51.53,2.259999999999998,-1.1000000000000014,169117,215484,119173,96311,12893
2018-02-11,53.42,54.37,52.51,1.8599999999999994,1.75,54.08,55.0,53.02,1.9799999999999969,1.9799999999999969,53.26,54.37,52.49,1.8799999999999955,1.8099999999999952,53.9525,54.61,52.96,1.6499999999999986,1.6499999999999986,97058,137060,75630,61430,-17330
2018-02-18,53.886,54.38,53.69,0.6900000000000048,0.6900000000000048,54.312,54.81,53.74,1.0700000000000003,1.0700000000000003,53.632,54.12,53.3,0.8200000000000003,0.8200000000000003,54.026,54.74,53.47,1.2700000000000031,1.2700000000000031,134578,169663,108525,61138,-14630
2018-02-25,52.218,53.57,50.99,2.5799999999999983,-2.0,52.538000000000004,53.67,51.61,2.0600000000000023,-1.4600000000000009,51.688,52.79,50.88,1.9099999999999966,-1.6999999999999957,52.147999999999996,52.92,51.55,1.3700000000000045,-1.1300000000000026,208443,305376,138732,166644,-22633
2018-03-04,51.99,52.22,51.72,0.5,0.4299999999999997,52.378,52.72,51.85,0.8699999999999974,0.7199999999999989,51.878,52.15,51.5,0.6499999999999986,0.5499999999999972,52.318,52.64,51.76,0.8800000000000026,0.7700000000000031,144320,182350,91860,90490,4122
2018-03-11,51.15,52.24,50.64,1.6000000000000014,-1.6000000000000014,51.278,52.29,50.76,1.5300000000000011,-1.5300000000000011,50.614,51.33,50.23,1.1000000000000014,-1.1000000000000014,50.876,51.54,50.49,1.0499999999999972,-1.009999999999998,140236,154301,108730,45571,-45571
2018-03-18,50.436,50.76,50.2,0.5599999999999952,-0.1699999999999946,50.618,50.98,50.23,0.75,-0.4000000000000057,49.952,50.41,49.29,1.1199999999999974,-1.0200000000000031,50.196,50.66,49.78,0.8799999999999955,-0.5399999999999991,203573,530811,113450,417361,-16196
2018-03-25,50.8125,51.09,50.32,0.7700000000000031,0.7700000000000031,51.057500000000005,51.28,50.78,0.5,0.3999999999999986,50.3175,50.92,49.85,1.0700000000000003,0.28999999999999915,50.4875,51.08,50.01,1.0700000000000003,0.37000000000000455,122944,174434,82374,92060,-92060
2018-04-01,50.612,51.06,49.86,1.2000000000000028,0.4299999999999997,50.902,51.34,50.26,1.0800000000000054,0.46000000000000085,50.376,50.8,49.61,1.1899999999999977,0.36999999999999744,50.598,50.86,50.2,0.6599999999999966,0.11999999999999744,163443,331345,97022,234323,17211
