Date,MICRStock_Open_average,MICRStock_Open_max,MICRStock_Open_min,MICRStock_Open_volatility,MICRStock_Open_change,MICRStock_High_average,MICRStock_High_max,MICRStock_High_min,MICRStock_High_volatility,MICRStock_High_change,MICRStock_Low_average,MICRStock_Low_max,MICRStock_Low_min,MICRStock_Low_volatility,MICRStock_Low_change,MICRStock_Close_average,MICRStock_Close_max,MICRStock_Close_min,MICRStock_Close_volatility,MICRStock_Close_change,MICRStock_Volume_average,MICRStock_Volume_max,MICRStock_Volume_min,MICRStock_Volume_volatility,MICRStock_Volume_change
2018-01-14,3.5225,3.56,3.48,0.08000000000000007,0.06000000000000005,3.57,3.65,3.53,0.1200000000000001,-0.10999999999999988,3.487,3.548,3.39,0.15799999999999992,0.04999999999999982,3.552,3.6,3.53,0.07000000000000028,-0.07000000000000028,1287,2678,50,2628,-2628
2018-01-21,3.556,3.58,3.52,0.06000000000000005,0.04999999999999982,3.598,3.67,3.57,0.10000000000000009,0.03000000000000025,3.492,3.55,3.4,0.1499999999999999,-0.0900000000000003,3.548,3.58,3.45,0.1299999999999999,-0.11999999999999966,1715,3716,202,3514,1708
2018-01-28,3.48,3.53,3.4,0.1299999999999999,0.1299999999999999,3.52,3.54,3.5,0.040000000000000036,0.040000000000000036,3.428,3.49,3.35,0.14000000000000012,0.14000000000000012,3.514,3.54,3.48,0.06000000000000005,0.06000000000000005,1486,3632,6,3626,-1591
2018-02-04,3.488,3.53,3.45,0.07999999999999963,-0.04999999999999982,3.5020000000000002,3.53,3.48,0.04999999999999982,-0.03999999999999959,3.46,3.48,3.45,0.029999999999999805,0.020000000000000018,3.498,3.52,3.48,0.040000000000000036,-0.019999999999999574,774,1424,306,1118,-453
2018-02-11,3.52,3.54,3.51,0.03000000000000025,-0.03000000000000025,3.5300000000000002,3.54,3.52,0.020000000000000018,-0.020000000000000018,3.50375,3.515,3.48,0.03500000000000014,-0.0050000000000003375,3.52125,3.54,3.51,0.03000000000000025,0.004999999999999893,394,817,105,712,-207
2018-02-18,3.495,3.51,3.48,0.029999999999999805,0.029999999999999805,3.5075,3.53,3.49,0.03999999999999959,-0.020000000000000018,3.4775,3.51,3.43,0.07999999999999963,0.029999999999999805,3.4925,3.51,3.48,0.029999999999999805,0.029999999999999805,703,2015,34,1981,-525
2018-02-25,3.546,3.59,3.48,0.10999999999999988,0.06000000000000005,3.61,3.74,3.53,0.2100000000000004,0.06000000000000005,3.5060000000000002,3.55,3.48,0.06999999999999984,0.029999999999999805,3.566,3.6,3.5,0.10000000000000009,0.04999999999999982,3660,12405,485,11920,1500
2018-03-04,3.504,3.55,3.47,0.07999999999999963,-0.04999999999999982,3.524,3.56,3.5,0.06000000000000005,-0.040000000000000036,3.488,3.51,3.46,0.04999999999999982,-0.009999999999999787,3.497,3.52,3.46,0.06000000000000005,-0.015000000000000124,1081,1990,713,1277,-1277
2018-03-11,3.59,3.71,3.52,0.18999999999999995,0.18999999999999995,3.632,3.71,3.57,0.14000000000000012,0.14000000000000012,3.586,3.71,3.52,0.18999999999999995,0.18999999999999995,3.628,3.71,3.56,0.1499999999999999,0.1499999999999999,1942,3292,1294,1998,-9
2018-03-18,3.746,3.79,3.66,0.1299999999999999,0.1299999999999999,3.796,3.82,3.74,0.07999999999999963,0.07999999999999963,3.73,3.79,3.62,0.16999999999999993,0.1299999999999999,3.78,3.81,3.68,0.1299999999999999,0.1299999999999999,2441,6668,578,6090,-1207
2018-03-25,3.7925,3.82,3.77,0.04999999999999982,-0.029999999999999805,3.8049999999999997,3.82,3.79,0.029999999999999805,-0.009999999999999787,3.775,3.79,3.75,0.040000000000000036,0.0,3.7975,3.81,3.78,0.03000000000000025,0.010000000000000231,1759,3777,167,3610,-2281
2018-04-01,3.802,3.82,3.78,0.040000000000000036,-0.010000000000000231,3.828,3.86,3.82,0.040000000000000036,0.040000000000000036,3.788,3.82,3.75,0.06999999999999984,0.029999999999999805,3.808,3.82,3.78,0.040000000000000036,0.0,1228,1732,661,1071,483
2018-04-08,3.862,3.89,3.81,0.08000000000000007,0.08000000000000007,3.894,3.92,3.87,0.04999999999999982,0.020000000000000018,3.85,3.89,3.81,0.08000000000000007,0.08000000000000007,3.886,3.9,3.85,0.04999999999999982,0.040000000000000036,1328,3247,360,2887,-68
2018-04-15,3.868,3.89,3.84,0.050000000000000266,-0.03000000000000025,3.888,3.89,3.88,0.010000000000000231,-0.010000000000000231,3.86,3.87,3.84,0.03000000000000025,-0.03000000000000025,3.8786,3.89,3.863,0.027000000000000135,-0.010000000000000231,425,865,267,598,-34
