Date,First Trust United Kingdom AlphaDEX_Open_average,First Trust United Kingdom AlphaDEX_Open_max,First Trust United Kingdom AlphaDEX_Open_min,First Trust United Kingdom AlphaDEX_Open_volatility,First Trust United Kingdom AlphaDEX_Open_change,First Trust United Kingdom AlphaDEX_High_average,First Trust United Kingdom AlphaDEX_High_max,First Trust United Kingdom AlphaDEX_High_min,First Trust United Kingdom AlphaDEX_High_volatility,First Trust United Kingdom AlphaDEX_High_change,First Trust United Kingdom AlphaDEX_Low_average,First Trust United Kingdom AlphaDEX_Low_max,First Trust United Kingdom AlphaDEX_Low_min,First Trust United Kingdom AlphaDEX_Low_volatility,First Trust United Kingdom AlphaDEX_Low_change,First Trust United Kingdom AlphaDEX_Close_average,First Trust United Kingdom AlphaDEX_Close_max,First Trust United Kingdom AlphaDEX_Close_min,First Trust United Kingdom AlphaDEX_Close_volatility,First Trust United Kingdom AlphaDEX_Close_change
2018-06-17,41.25,41.25,41.25,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2018-06-24,40.33,40.33,40.33,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-07-01,40.09,40.09,40.09,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-07-08,40.16,40.16,40.16,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-07-15,39.53,39.53,39.53,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-07-22,39.77,39.77,39.77,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2018-07-29,39.03,39.03,39.03,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-08-05,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2018-08-12,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2018-08-19,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2018-08-26,38.78,38.78,38.78,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2018-09-02,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2018-09-09,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2018-09-16,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2018-09-23,38.43,38.43,38.43,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2018-09-30,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2018-10-07,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2018-10-14,35.18,35.18,35.18,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-10-21,34.31,34.31,34.31,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-10-28,35.94,35.94,35.94,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.41,35.41,35.41,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-11-04,36.22,36.22,36.22,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-11-11,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-11-18,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-11-25,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2018-12-02,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2018-12-09,32.29,32.29,32.29,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2018-12-16,31.47,31.47,31.47,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-12-23,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-12-30,32.16,32.16,32.16,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2019-01-06,33.98,33.98,33.98,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-01-13,34.77,34.77,34.77,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-01-20,35.14,35.14,35.14,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-01-27,35.66,35.66,35.66,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2019-02-03,35.43,35.43,35.43,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-02-10,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2019-02-17,36.75,36.75,36.75,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-02-24,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-03-03,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2019-03-10,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-03-17,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-03-24,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-03-31,37.56,37.56,37.56,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-04-07,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-04-14,37.27,37.27,37.27,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-04-21,37.4,37.4,37.4,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-04-28,37.36,37.36,37.36,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-05-05,36.89,36.89,36.89,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-05-12,36.13,36.13,36.13,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-05-19,35.37,35.37,35.37,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-05-26,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-06-02,35.77,35.77,35.77,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-06-09,35.58,35.58,35.58,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-06-16,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-06-23,36.31,36.31,36.31,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2019-06-30,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2019-07-07,36.34,36.34,36.34,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2019-07-14,36.4,36.4,36.4,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-07-21,36.53,36.53,36.53,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2019-07-28,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-08-04,33.81,33.81,33.81,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-08-11,32.91,32.91,32.91,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-08-18,33.88,33.88,33.88,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-08-25,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2019-09-01,34.94,34.94,34.94,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-09-08,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-09-15,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-09-22,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-09-29,34.33,34.33,34.33,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-10-06,36.11,36.11,36.11,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2019-10-13,37.22,37.22,37.22,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-10-20,37.13,37.13,37.13,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-10-27,37.88,37.88,37.88,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-11-03,38.0,38.0,38.0,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-11-10,37.81,37.81,37.81,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-11-17,38.22,38.22,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-11-24,39.18,39.18,39.18,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2019-12-01,39.33,39.33,39.33,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-12-08,40.94,40.94,40.94,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-12-15,40.16,40.16,40.16,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2019-12-22,40.82,40.82,40.82,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-12-29,40.65,40.65,40.65,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.61,40.61,40.61,0.0,0.0
