Date,III_Open_average,III_Open_max,III_Open_min,III_Open_volatility,III_Open_change,III_High_average,III_High_max,III_High_min,III_High_volatility,III_High_change,III_Low_average,III_Low_max,III_Low_min,III_Low_volatility,III_Low_change,III_Close_average,III_Close_max,III_Close_min,III_Close_volatility,III_Close_change,III_Volume_average,III_Volume_max,III_Volume_min,III_Volume_volatility,III_Volume_change
2018-01-14,4.142,4.19,4.08,0.11000000000000032,0.03000000000000025,4.2218,4.27,4.199,0.07099999999999973,-0.03999999999999915,4.103,4.15,4.08,0.07000000000000028,0.025000000000000355,4.162,4.2,4.1,0.10000000000000053,0.07000000000000028,36861,82095,17027,65068,-12479
2018-01-21,4.236,4.33,4.17,0.16000000000000014,0.16000000000000014,4.298,4.44,4.21,0.23000000000000043,0.1200000000000001,4.174,4.22,4.13,0.08999999999999986,0.08999999999999986,4.25,4.34,4.17,0.16999999999999993,0.11000000000000032,18182,38927,2864,36063,16873
2018-01-28,4.244,4.31,4.15,0.15999999999999925,-0.1299999999999999,4.3027999999999995,4.36,4.215,0.14500000000000046,-0.14500000000000046,4.21,4.27,4.11,0.15999999999999925,-0.15999999999999925,4.2299999999999995,4.29,4.13,0.16000000000000014,-0.16000000000000014,29403,57782,6312,51470,39332
2018-02-04,4.106,4.18,4.05,0.1299999999999999,0.040000000000000036,4.204,4.275,4.18,0.09500000000000064,-0.08000000000000007,4.021,4.1,3.89,0.20999999999999952,0.1349999999999998,4.138,4.19,4.08,0.11000000000000032,0.07000000000000028,46373,97985,24918,73067,-72139
2018-02-11,4.21,4.28,4.14,0.14000000000000057,0.09000000000000075,4.2775,4.3,4.26,0.040000000000000036,0.040000000000000036,4.1899999999999995,4.22,4.14,0.08000000000000007,0.08000000000000007,4.2425,4.26,4.23,0.02999999999999936,0.0,16399,22022,9960,12062,2504
2018-02-18,4.276,4.33,4.22,0.11000000000000032,0.11000000000000032,4.302,4.33,4.27,0.0600000000000005,0.0600000000000005,4.182,4.27,3.99,0.27999999999999936,0.07999999999999918,4.276,4.32,4.23,0.08999999999999986,0.08999999999999986,25690,76832,7182,69650,-8086
2018-02-25,4.234,4.29,4.18,0.11000000000000032,-0.11000000000000032,4.336,4.48,4.24,0.2400000000000002,-0.020000000000000462,4.164,4.27,4.02,0.25,-0.08999999999999986,4.24,4.3,4.21,0.08999999999999986,-0.04999999999999982,40401,71768,10997,60771,19141
2018-03-04,4.314,4.41,4.25,0.16000000000000014,0.040000000000000036,4.412,4.5,4.33,0.16999999999999993,0.07000000000000028,4.2684,4.312,4.21,0.10200000000000031,0.08000000000000007,4.36,4.48,4.29,0.1900000000000004,0.08999999999999986,30778,58257,16572,41685,7022
2018-03-11,4.322,4.42,4.21,0.20999999999999996,-0.11999999999999922,4.359,4.42,4.27,0.15000000000000036,-0.14499999999999957,4.227,4.34,4.1,0.2400000000000002,-0.17999999999999972,4.284,4.37,4.21,0.16000000000000014,-0.13999999999999968,104733,215028,19132,195896,94497
2018-03-18,4.096,4.24,4.01,0.23000000000000043,-0.23000000000000043,4.193,4.34,4.07,0.2699999999999996,-0.1999999999999993,4.012,4.09,3.89,0.19999999999999973,-0.19999999999999973,4.046,4.12,3.96,0.16000000000000014,-0.16000000000000014,122159,197605,47152,150453,5138
