Date,First Trust Morningstar Managed Futures Strategy_etf_Open_average,First Trust Morningstar Managed Futures Strategy_etf_Open_max,First Trust Morningstar Managed Futures Strategy_etf_Open_min,First Trust Morningstar Managed Futures Strategy_etf_Open_volatility,First Trust Morningstar Managed Futures Strategy_etf_Open_change,First Trust Morningstar Managed Futures Strategy_etf_High_average,First Trust Morningstar Managed Futures Strategy_etf_High_max,First Trust Morningstar Managed Futures Strategy_etf_High_min,First Trust Morningstar Managed Futures Strategy_etf_High_volatility,First Trust Morningstar Managed Futures Strategy_etf_High_change,First Trust Morningstar Managed Futures Strategy_etf_Low_average,First Trust Morningstar Managed Futures Strategy_etf_Low_max,First Trust Morningstar Managed Futures Strategy_etf_Low_min,First Trust Morningstar Managed Futures Strategy_etf_Low_volatility,First Trust Morningstar Managed Futures Strategy_etf_Low_change,First Trust Morningstar Managed Futures Strategy_etf_Close_average,First Trust Morningstar Managed Futures Strategy_etf_Close_max,First Trust Morningstar Managed Futures Strategy_etf_Close_min,First Trust Morningstar Managed Futures Strategy_etf_Close_volatility,First Trust Morningstar Managed Futures Strategy_etf_Close_change
2018-04-15,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-04-22,47.89,47.89,47.89,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-04-29,47.81,47.81,47.81,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.81,47.81,47.81,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-05-06,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-05-13,48.58,48.58,48.58,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2018-05-20,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-05-27,47.77,47.77,47.77,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-06-03,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-06-10,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-06-17,47.89,47.89,47.89,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-06-24,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-07-01,48.42,48.42,48.42,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-07-08,48.42,48.42,48.42,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2018-07-15,48.27,48.27,48.27,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-07-22,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2018-07-29,48.73,48.73,48.73,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-08-05,48.58,48.58,48.58,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2018-08-12,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-08-19,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-08-26,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-09-02,49.25,49.25,49.25,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2018-09-09,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-09-16,49.41,49.41,49.41,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-09-23,50.31,50.31,50.31,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-09-30,50.29,50.29,50.29,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-10-07,49.09,49.09,49.09,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2018-10-14,49.24,49.24,49.24,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2018-10-21,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2018-10-28,47.82,47.82,47.82,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-11-04,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2018-11-11,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-11-18,47.48,47.48,47.48,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2018-11-25,47.54,47.54,47.54,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-12-02,47.59,47.59,47.59,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-12-09,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-12-16,46.14,46.14,46.14,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2018-12-23,45.65,45.65,45.65,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2018-12-30,45.43,45.43,45.43,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2019-01-06,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-01-13,45.03,45.03,45.03,0.0,0.0,45.11,45.11,45.11,0.0,0.0,43.01,43.01,43.01,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-01-20,44.84,44.84,44.84,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-01-27,44.68,44.68,44.68,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2019-02-03,44.97,44.97,44.97,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-02-10,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-02-17,44.57,44.57,44.57,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-02-24,44.67,44.67,44.67,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-03-03,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2019-03-10,44.69,44.69,44.69,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-03-17,44.61,44.61,44.61,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-03-24,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-03-31,44.73,44.73,44.73,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-04-07,44.7,44.7,44.7,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-04-14,44.76,44.76,44.76,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-04-21,44.79,44.79,44.79,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2019-04-28,45.08,45.08,45.08,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-05-05,44.74,44.74,44.74,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2019-05-12,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2019-05-19,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2019-05-26,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2019-06-02,43.84,43.84,43.84,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2019-06-09,43.74,43.74,43.74,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-06-16,43.98,43.98,43.98,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-06-23,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-06-30,44.09,44.09,44.09,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-07-07,44.19,44.19,44.19,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2019-07-14,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-07-21,44.29,44.29,44.29,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-07-28,44.42,44.42,44.42,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2019-08-04,44.46,44.46,44.46,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-08-11,44.33,44.33,44.33,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2019-08-18,44.94,44.94,44.94,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-08-25,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2019-09-01,45.34,45.34,45.34,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-09-08,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-09-15,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-09-22,44.61,44.61,44.61,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-09-29,44.3,44.3,44.3,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2019-10-06,44.27,44.27,44.27,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-10-13,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-10-20,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-10-27,44.11,44.11,44.11,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-11-03,44.09,44.09,44.09,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-11-10,43.88,43.88,43.88,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.88,43.88,43.88,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-11-17,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2019-11-24,43.96,43.96,43.96,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2019-12-01,43.61,43.61,43.61,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-12-08,43.43,43.43,43.43,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-12-15,42.81,42.81,42.81,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2019-12-22,43.08,43.08,43.08,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2019-12-29,43.09,43.09,43.09,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.15,43.15,43.15,0.0,0.0
