Date,MYGN_Open_average,MYGN_Open_max,MYGN_Open_min,MYGN_Open_volatility,MYGN_Open_change,MYGN_High_average,MYGN_High_max,MYGN_High_min,MYGN_High_volatility,MYGN_High_change,MYGN_Low_average,MYGN_Low_max,MYGN_Low_min,MYGN_Low_volatility,MYGN_Low_change,MYGN_Close_average,MYGN_Close_max,MYGN_Close_min,MYGN_Close_volatility,MYGN_Close_change,MYGN_Volume_average,MYGN_Volume_max,MYGN_Volume_min,MYGN_Volume_volatility,MYGN_Volume_change
2018-01-14,37.192,38.73,35.95,2.779999999999994,2.4199999999999946,38.102000000000004,40.36,36.31,4.049999999999997,4.049999999999997,36.894,38.48,35.77,2.7099999999999937,2.7099999999999937,37.824,39.88,35.79,4.090000000000003,4.090000000000003,1048725,1173950,924062,249888,99996
2018-01-21,40.216,41.23,39.03,2.1999999999999957,-0.759999999999998,40.788,41.57,39.64,1.9299999999999997,-0.9099999999999966,39.434,40.27,37.26,3.010000000000005,-1.9600000000000009,40.226,41.01,38.45,2.559999999999995,-1.9199999999999946,828812,1674161,367874,1306287,1018366
2018-01-28,37.436,38.89,35.95,2.9399999999999977,-2.25,38.006,39.38,36.1,3.280000000000001,-2.8799999999999955,36.194,37.8,34.38,3.4199999999999946,-3.4199999999999946,36.798,38.9,34.4,4.5,-4.5,779516,1216972,562098,654874,575363
2018-02-04,33.914,35.76,32.89,2.8699999999999974,-0.6300000000000026,34.768,36.19,33.41,2.780000000000001,-2.309999999999995,32.628,33.5,31.5,2.0,-0.6000000000000014,33.688,35.81,32.62,3.190000000000005,-2.5900000000000034,995551,1365730,651633,714097,-358702
2018-02-11,33.21,33.79,32.72,1.0700000000000003,0.25,33.7725,34.4,33.28,1.1199999999999974,0.04999999999999716,32.305,32.72,31.87,0.8499999999999979,-0.2700000000000031,33.235,33.7,32.81,0.8900000000000006,-0.23999999999999488,815386,1008099,604099,404000,358963
2018-02-18,32.91,33.28,32.51,0.7700000000000031,0.3400000000000034,33.614,34.19,33.25,0.9399999999999977,0.14000000000000057,32.51,32.97,32.13,0.8399999999999963,0.5899999999999963,33.008,33.34,32.55,0.7900000000000063,0.7900000000000063,456347,721265,254635,466630,-280492
2018-02-25,32.634,33.45,31.6,1.8500000000000014,-0.6200000000000045,33.262,33.62,32.61,1.009999999999998,-0.05000000000000426,32.096000000000004,32.81,31.3,1.5100000000000016,-0.45000000000000284,32.636,33.13,31.8,1.3300000000000018,0.30000000000000426,399740,453827,304974,148853,-97866
2018-03-04,32.538,33.28,31.69,1.5899999999999999,-0.490000000000002,33.112,33.74,32.73,1.0100000000000051,-0.490000000000002,31.724,32.62,31.19,1.4299999999999962,1.4299999999999962,32.448,33.02,31.81,1.2100000000000044,0.9200000000000017,648648,1259111,302404,956707,-956707
2018-03-11,29.698,30.84,28.99,1.8500000000000014,-0.7399999999999984,30.21,30.84,29.85,0.9899999999999984,-0.6600000000000001,28.908,29.08,28.51,0.5699999999999967,0.48999999999999844,29.398,30.17,29.01,1.1600000000000001,0.3999999999999986,1171475,2458248,542909,1915339,-1915339
2018-03-18,29.792,30.64,29.2,1.4400000000000013,-0.23000000000000043,30.182,31.09,29.39,1.6999999999999993,0.05000000000000071,29.227999999999998,30.33,28.7,1.629999999999999,-0.2900000000000027,29.652,30.71,28.83,1.8800000000000026,0.41000000000000014,657245,915791,446543,469248,469248
2018-03-25,29.767500000000002,30.03,29.51,0.5199999999999996,-0.2699999999999996,30.235,30.42,29.99,0.43000000000000327,0.13000000000000256,29.15,29.42,28.9,0.5200000000000031,-0.3100000000000023,29.44,29.67,29.15,0.5200000000000031,-0.240000000000002,618082,699148,565454,133694,71809
2018-04-01,29.19,30.05,27.94,2.1099999999999994,-1.7999999999999972,29.604,30.05,28.65,1.4000000000000021,-1.4000000000000021,28.52,29.27,27.74,1.5300000000000011,-1.2600000000000016,29.024,29.79,28.0,1.7899999999999991,-1.1999999999999993,765478,982672,585613,397059,241328
2018-04-08,28.71,29.25,27.64,1.6099999999999994,0.4299999999999997,29.17,29.52,28.76,0.759999999999998,0.6999999999999993,28.112,28.86,27.27,1.5899999999999999,1.4100000000000001,28.634,29.09,27.75,1.3399999999999999,1.1499999999999986,688683,1202215,389899,812316,-570092
2018-04-15,29.034,29.36,28.85,0.509999999999998,-0.2799999999999976,29.458000000000002,29.55,29.35,0.1999999999999993,-0.1999999999999993,28.794,28.89,28.72,0.1700000000000017,-0.10000000000000142,29.06,29.28,28.9,0.38000000000000256,-0.15000000000000213,493595,561012,416001,145011,-67366
2018-04-22,28.958,29.29,28.53,0.759999999999998,0.16000000000000014,29.232,29.41,28.9,0.5100000000000016,0.05999999999999872,28.306,28.75,28.04,0.7100000000000009,0.0,28.733999999999998,29.22,28.29,0.9299999999999997,-0.28999999999999915,429591,601307,326645,274662,-38703
2018-04-29,28.072,28.39,27.63,0.7600000000000016,-0.120000000000001,28.702,29.32,28.27,1.0500000000000007,0.9299999999999997,27.726,28.27,27.44,0.8299999999999983,0.8299999999999983,28.174,28.98,27.81,1.1700000000000017,1.0100000000000016,580184,849823,469148,380675,245937
2018-05-06,33.014,34.88,29.38,5.5000000000000036,5.5000000000000036,34.378,35.12,33.87,1.25,1.2100000000000009,32.338,33.88,29.38,4.5000000000000036,4.5000000000000036,34.007999999999996,34.86,33.37,1.490000000000002,0.9299999999999997,1179922,2379822,666040,1713782,-1713782
2018-05-13,34.716,35.53,33.91,1.6200000000000045,1.3500000000000014,35.288000000000004,35.95,34.22,1.730000000000004,1.730000000000004,34.318,35.28,33.42,1.8599999999999994,1.8599999999999994,34.946,35.68,33.81,1.8699999999999974,1.8699999999999974,546121,621715,463191,158524,-135202
2018-05-20,35.57,35.88,35.09,0.7899999999999991,0.07000000000000028,35.9625,36.11,35.74,0.36999999999999744,0.18000000000000682,35.28,35.58,34.91,0.6700000000000017,0.35999999999999943,35.67,35.94,35.38,0.5599999999999952,0.4899999999999949,441342,527169,314578,212591,-102209
2018-05-27,37.314,39.36,35.74,3.6199999999999974,3.6199999999999974,38.534,39.9,37.56,2.3399999999999963,2.3299999999999983,36.8,38.65,35.63,3.019999999999996,3.019999999999996,38.006,39.77,36.51,3.260000000000005,2.220000000000006,988784,1256900,588477,668423,-471582
2018-06-03,39.426,39.9,38.91,0.990000000000002,-0.7299999999999969,39.604,39.9,39.35,0.5499999999999972,-0.5399999999999991,38.898,39.11,38.74,0.36999999999999744,-0.21999999999999886,39.3,39.79,39.08,0.7100000000000009,-0.7100000000000009,397575,479479,343175,136304,-59455
2018-06-10,39.12,39.35,38.79,0.5600000000000023,0.07000000000000028,39.72,40.72,39.3,1.4200000000000017,1.3100000000000023,38.628,38.83,38.17,0.6599999999999966,0.12999999999999545,39.3,40.17,38.83,1.3400000000000034,0.990000000000002,913519,1910100,507369,1402731,468105
2018-06-17,39.318,39.85,38.7,1.1499999999999986,-1.0999999999999943,39.410000000000004,40.03,38.7,1.3299999999999983,-1.3299999999999983,38.552,39.35,37.95,1.3999999999999986,-1.3999999999999986,38.902,39.52,38.38,1.1400000000000006,-1.1400000000000006,1048364,2734033,534068,2199965,74632
2018-06-24,37.668,38.58,36.9,1.6799999999999997,-1.3799999999999955,38.064,38.87,37.6,1.269999999999996,-1.0899999999999963,36.806,37.79,36.07,1.7199999999999989,-1.0899999999999963,37.42,38.09,36.78,1.3100000000000023,-0.38000000000000256,780838,979815,664233,315582,-315582
2018-07-01,37.8075,38.08,37.57,0.509999999999998,0.259999999999998,38.095,38.29,37.88,0.4099999999999966,-0.21000000000000085,37.415,37.48,37.36,0.11999999999999744,0.09000000000000341,37.7025,37.94,37.57,0.36999999999999744,0.14000000000000057,355878,447230,205543,241687,239132
2018-07-08,41.352,43.13,38.01,5.1200000000000045,4.460000000000001,42.326,44.31,38.1,6.210000000000001,4.369999999999997,40.598,42.62,37.44,5.18,3.3500000000000014,41.748,43.04,38.03,5.009999999999998,3.990000000000002,1358273,3920795,643712,3277083,379
2018-07-15,43.1,43.83,42.11,1.7199999999999989,1.7199999999999989,43.628,44.12,43.0,1.1199999999999974,0.8799999999999955,42.57,43.22,41.93,1.2899999999999991,1.1400000000000006,43.372,43.76,42.82,0.9399999999999977,0.9399999999999977,638769,835077,436839,398238,-80735
2018-07-22,43.532,44.15,42.64,1.509999999999998,-1.509999999999998,43.754,44.4,42.86,1.5399999999999991,-1.5399999999999991,42.65,43.48,41.8,1.6799999999999997,-1.6799999999999997,43.19,43.85,42.57,1.2800000000000011,-1.1000000000000014,826598,1829829,446547,1383282,38417
2018-07-29,43.654,44.04,42.95,1.0899999999999963,1.0899999999999963,44.322,44.68,44.06,0.6199999999999974,0.6199999999999974,42.996,43.51,42.53,0.9799999999999969,0.9799999999999969,43.958,44.4,43.6,0.7999999999999972,0.6499999999999986,762169,1226525,386836,839689,206958
2018-08-05,43.508,44.68,42.29,2.3900000000000006,-2.3900000000000006,43.818,44.87,42.29,2.5799999999999983,-2.5799999999999983,42.694,43.83,41.22,2.6099999999999994,-2.6099999999999994,42.986,44.17,41.97,2.200000000000003,-2.200000000000003,624432,780179,482967,297212,179834
2018-08-12,41.976,42.22,41.71,0.509999999999998,-0.269999999999996,42.228,42.49,41.83,0.6600000000000037,0.0,41.298,41.55,40.93,0.6199999999999974,-0.07000000000000028,41.87,41.99,41.67,0.3200000000000003,-0.05999999999999517,400129,514239,339379,174860,-23729
2018-08-19,46.512,49.29,42.06,7.229999999999997,6.649999999999999,48.196,49.85,43.4,6.450000000000003,5.950000000000003,45.926,48.31,41.83,6.480000000000004,6.310000000000002,47.654,49.31,42.84,6.469999999999999,6.459999999999994,1394962,2997892,588120,2409772,-486553
2018-08-26,49.464999999999996,49.68,49.23,0.45000000000000284,0.45000000000000284,49.95,50.01,49.9,0.10999999999999943,0.07000000000000028,49.055,49.18,48.86,0.3200000000000003,0.18999999999999773,49.635,49.79,49.47,0.3200000000000003,0.3200000000000003,769066,1369489,471508,897981,-897981
2018-09-02,47.052,49.72,45.99,3.729999999999997,-3.729999999999997,47.686,50.44,46.52,3.9199999999999946,-3.539999999999999,46.184,49.48,44.78,4.699999999999996,-3.5700000000000003,46.998,50.34,45.65,4.690000000000005,-3.6000000000000014,796465,1420862,478127,942735,-277116
2018-09-09,46.666,47.7,44.82,2.8800000000000026,2.8800000000000026,47.42,47.96,46.31,1.6499999999999986,1.4199999999999946,45.86,46.94,44.01,2.9299999999999997,2.25,46.874,47.56,46.09,1.4699999999999989,0.259999999999998,483804,526691,449136,77555,-37540
2018-09-16,47.104,47.95,46.17,1.7800000000000011,0.3200000000000003,47.782,48.26,47.42,0.8399999999999963,-0.35999999999999943,46.332,47.1,45.24,1.8599999999999994,1.2299999999999969,47.224000000000004,47.85,46.27,1.5799999999999983,-0.7700000000000031,613862,1108808,423670,685138,37787
2018-09-23,46.526,47.18,46.12,1.0600000000000023,-0.8699999999999974,47.14,48.37,46.36,2.009999999999998,-2.009999999999998,45.596000000000004,46.6,44.48,2.1200000000000045,-2.1200000000000045,45.912,46.65,44.64,2.009999999999998,-2.009999999999998,665962,976913,461747,515166,146694
2018-09-30,44.432,45.67,42.3,3.3700000000000045,-2.1600000000000037,45.188,45.85,43.9,1.9500000000000028,-1.3100000000000023,43.43,44.04,41.77,2.269999999999996,-2.259999999999998,44.368,45.56,43.02,2.539999999999999,-1.2999999999999972,678963,826492,558074,268418,77976
2018-10-07,44.309999999999995,46.41,42.8,3.6099999999999994,0.7700000000000031,45.44,48.77,44.21,4.560000000000002,0.269999999999996,43.39,44.71,42.49,2.219999999999999,0.8099999999999952,43.775999999999996,44.86,43.19,1.6700000000000017,0.45000000000000284,851978,1131672,629500,502172,156860
2018-10-14,44.486000000000004,45.28,43.96,1.3200000000000003,0.14999999999999858,45.236,45.8,44.88,0.9199999999999946,-0.5700000000000003,43.56,43.96,42.62,1.3400000000000034,-0.7700000000000031,44.458,45.28,43.71,1.5700000000000003,-1.5700000000000003,809929,1127147,548787,578360,-440653
2018-10-21,43.202,44.49,42.37,2.1200000000000045,1.3100000000000023,44.065999999999995,44.76,43.65,1.1099999999999994,1.1099999999999994,41.967999999999996,42.41,41.68,0.7299999999999969,-0.7299999999999969,42.93,43.94,42.06,1.8799999999999955,-0.9200000000000017,694125,1006668,588996,417672,-3907
2018-10-28,42.134,45.84,38.64,7.200000000000003,-3.6099999999999994,43.294,46.76,38.94,7.82,-6.560000000000002,40.15,44.77,37.44,7.330000000000005,-4.119999999999997,41.326,45.47,38.31,7.159999999999997,-7.159999999999997,1681305,4669301,683571,3985730,393149
