Date,CFG_Open_average,CFG_Open_max,CFG_Open_min,CFG_Open_volatility,CFG_Open_change,CFG_High_average,CFG_High_max,CFG_High_min,CFG_High_volatility,CFG_High_change,CFG_Low_average,CFG_Low_max,CFG_Low_min,CFG_Low_volatility,CFG_Low_change,CFG_Close_average,CFG_Close_max,CFG_Close_min,CFG_Close_volatility,CFG_Close_change,CFG_Volume_average,CFG_Volume_max,CFG_Volume_min,CFG_Volume_volatility,CFG_Volume_change
2018-01-14,46.128,47.24,45.52,1.7199999999999989,1.4500000000000028,46.65,47.87,45.93,1.9399999999999977,1.9399999999999977,45.53,47.01,44.83,2.1799999999999997,2.059999999999995,46.296,47.81,45.25,2.5600000000000023,2.5600000000000023,4959866,7826160,2981735,4844425,1214325
2018-01-21,47.397999999999996,48.07,46.8,1.2700000000000031,-0.8599999999999994,47.64,48.23,47.02,1.2099999999999937,-0.9699999999999989,46.766,47.3,46.34,0.9599999999999937,-0.6400000000000006,47.124,47.87,46.67,1.1999999999999957,-1.1199999999999974,5006483,7287077,3885892,3401185,380982
2018-01-28,46.019999999999996,46.65,45.08,1.5700000000000003,-1.3299999999999983,46.758,47.06,46.24,0.8200000000000003,-0.7100000000000009,45.408,46.16,43.57,2.5899999999999963,-2.5899999999999963,45.716,46.81,43.68,3.1300000000000026,-2.490000000000002,5306713,6742859,3727498,3015361,2118593
2018-02-04,43.634,44.89,42.5,2.3900000000000006,1.009999999999998,44.698,45.39,43.48,1.9100000000000037,-0.5599999999999952,42.398,43.7,41.48,2.220000000000006,1.6700000000000017,43.728,44.84,42.19,2.6500000000000057,-0.6400000000000006,6162113,8299806,4380953,3918853,-3918853
2018-02-11,44.9,46.33,43.53,2.799999999999997,2.1999999999999957,45.8775,46.64,44.42,2.219999999999999,2.1400000000000006,44.6825,45.73,43.39,2.3399999999999963,2.3399999999999963,45.5475,46.02,44.39,1.6300000000000026,1.5399999999999991,3897831,6307566,2803444,3504122,-634208
2018-02-18,46.126,46.53,45.71,0.8200000000000003,0.6300000000000026,46.684,46.96,46.44,0.5200000000000031,0.00999999999999801,45.26,45.76,43.82,1.9399999999999977,-1.8699999999999974,45.762,46.43,44.54,1.8900000000000006,-1.5500000000000043,5717959,14458501,2388610,12069891,9677841
2018-02-25,43.82,44.52,43.14,1.3800000000000026,-0.7900000000000063,44.808,45.46,44.27,1.1899999999999977,-0.38000000000000256,43.278,43.75,42.58,1.1700000000000017,-0.36999999999999744,43.962,44.86,43.49,1.3699999999999974,1.1099999999999994,8122353,13968141,5293323,8674818,-8674818
2018-03-04,45.495999999999995,46.3,44.76,1.5399999999999991,1.1400000000000006,45.988,46.66,45.51,1.1499999999999986,1.1499999999999986,45.008,46.11,44.44,1.6700000000000017,1.6700000000000017,45.678,46.26,45.22,1.0399999999999991,0.8299999999999983,3823028,4264266,3468164,796102,-261748
2018-03-11,45.528,46.47,44.86,1.6099999999999994,-1.6099999999999994,45.726,46.55,45.06,1.4899999999999949,-1.4899999999999949,44.898,45.62,44.27,1.3499999999999943,-1.3499999999999943,45.12,45.73,44.87,0.8599999999999994,-0.8200000000000003,4167471,6372112,3044808,3327304,124426
2018-03-18,43.876,45.19,42.03,3.1599999999999966,-3.1599999999999966,44.394,45.56,43.23,2.3300000000000054,-2.190000000000005,42.998,44.69,41.19,3.5,-2.979999999999997,43.406,44.92,41.27,3.6499999999999986,-1.6500000000000057,4494156,6224835,2063862,4160973,4160973
