Date,YUMA_Open_average,YUMA_Open_max,YUMA_Open_min,YUMA_Open_volatility,YUMA_Open_change,YUMA_High_average,YUMA_High_max,YUMA_High_min,YUMA_High_volatility,YUMA_High_change,YUMA_Low_average,YUMA_Low_max,YUMA_Low_min,YUMA_Low_volatility,YUMA_Low_change,YUMA_Close_average,YUMA_Close_max,YUMA_Close_min,YUMA_Close_volatility,YUMA_Close_change,YUMA_Volume_average,YUMA_Volume_max,YUMA_Volume_min,YUMA_Volume_volatility,YUMA_Volume_change
2018-01-14,22.8,25.2,21.75,3.4499999999999993,-3.4499999999999993,23.88,27.45,21.9,5.550000000000001,-5.550000000000001,21.45,22.05,20.55,1.5,-1.1999999999999993,22.11,23.1,21.6,1.5,-0.6000000000000014,2504,8350,606,7744,-7744
2018-01-21,21.21,22.35,19.65,2.700000000000003,-2.700000000000003,21.69,22.5,20.4,2.1000000000000014,-1.9500000000000028,20.310000000000002,21.6,18.9,2.700000000000003,-2.700000000000003,20.55,22.05,19.2,2.8500000000000014,-2.8500000000000014,1157,2285,362,1923,-85
2018-01-28,18.03,18.75,16.65,2.1000000000000014,-2.1000000000000014,18.45,19.2,16.95,2.25,-2.25,17.31,18.15,16.5,1.6499999999999986,-1.6499999999999986,17.7582,19.05,16.941,2.1090000000000018,-2.1090000000000018,1129,2286,585,1701,-672
2018-02-04,17.04,19.05,16.2,2.8500000000000014,0.14999999999999858,17.61,19.05,16.8,2.25,0.0,16.02,16.65,15.45,1.1999999999999993,0.7499999999999982,16.782,17.25,16.2,1.0500000000000007,0.0,1095,1962,589,1373,-412
2018-02-11,17.4375,18.3,16.8,1.5,0.9000000000000021,17.7,18.3,17.25,1.0500000000000007,0.9000000000000021,16.5375,16.8,16.2,0.6000000000000014,0.15000000000000213,17.1705,17.4,16.95,0.4499999999999993,-0.31799999999999784,542,931,144,787,-525
2018-02-18,17.49,18.3,16.95,1.3500000000000014,0.4499999999999993,18.150000000000002,19.05,17.25,1.8000000000000007,1.1999999999999993,16.919999999999998,17.4,16.5,0.8999999999999986,0.8999999999999986,17.627,18.383,16.799,1.5839999999999996,1.1329999999999991,1342,2263,58,2205,840
2018-02-25,17.31,18.15,16.65,1.5,-1.0499999999999972,17.67,19.05,16.8,2.25,-1.5,16.62,17.1,16.2,0.9000000000000021,-0.15000000000000213,17.07,17.55,16.65,0.9000000000000021,0.4499999999999993,977,1750,132,1618,-716
2018-03-04,16.71,17.4,16.35,1.0499999999999972,-1.0499999999999972,17.04,17.7,16.65,1.0500000000000007,-0.75,16.29,16.65,16.05,0.5999999999999979,-0.29999999999999716,16.47,16.65,16.35,0.29999999999999716,-0.14999999999999858,876,1569,327,1242,-1099
2018-03-11,16.92,17.55,16.5,1.0500000000000007,0.75,17.46,18.0,16.8,1.1999999999999993,-0.4499999999999993,16.349999999999998,16.65,16.2,0.4499999999999993,-0.4499999999999993,16.77,17.85,16.2,1.6500000000000021,-0.75,636,873,396,477,206
2018-03-18,16.47,16.8,16.2,0.6000000000000014,0.3000000000000007,16.71,17.1,16.5,0.6000000000000014,0.3000000000000007,15.93,16.05,15.9,0.15000000000000036,-0.15000000000000036,16.29,16.65,16.05,0.5999999999999979,0.14999999999999858,438,661,237,424,88
