Date,Guggenheim S&P SmallCap 600 EW_Open_average,Guggenheim S&P SmallCap 600 EW_Open_max,Guggenheim S&P SmallCap 600 EW_Open_min,Guggenheim S&P SmallCap 600 EW_Open_volatility,Guggenheim S&P SmallCap 600 EW_Open_change,Guggenheim S&P SmallCap 600 EW_High_average,Guggenheim S&P SmallCap 600 EW_High_max,Guggenheim S&P SmallCap 600 EW_High_min,Guggenheim S&P SmallCap 600 EW_High_volatility,Guggenheim S&P SmallCap 600 EW_High_change,Guggenheim S&P SmallCap 600 EW_Low_average,Guggenheim S&P SmallCap 600 EW_Low_max,Guggenheim S&P SmallCap 600 EW_Low_min,Guggenheim S&P SmallCap 600 EW_Low_volatility,Guggenheim S&P SmallCap 600 EW_Low_change,Guggenheim S&P SmallCap 600 EW_Close_average,Guggenheim S&P SmallCap 600 EW_Close_max,Guggenheim S&P SmallCap 600 EW_Close_min,Guggenheim S&P SmallCap 600 EW_Close_volatility,Guggenheim S&P SmallCap 600 EW_Close_change
2018-03-25,53.17,53.17,53.17,0.0,0.0,53.28,53.28,53.28,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-04-01,53.42,53.42,53.42,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.42,53.42,53.42,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2018-04-08,55.87,55.87,55.87,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2018-04-15,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2018-04-22,55.19,55.19,55.19,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2018-04-29,56.08,56.08,56.08,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2018-05-06,57.23,57.23,57.23,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2018-05-13,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2018-05-20,58.34,58.34,58.34,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2018-05-27,59.53,59.53,59.53,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-06-03,60.76,60.76,60.76,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2018-06-10,61.43,61.43,61.43,0.0,0.0,61.43,61.43,61.43,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2018-06-17,59.94,59.94,59.94,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.94,59.94,59.94,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2018-06-24,59.72,59.72,59.72,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2018-07-01,61.3,61.3,61.3,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.53,61.53,61.53,0.0,0.0
2018-07-08,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2018-07-15,61.48,61.48,61.48,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2018-07-22,60.75,60.75,60.75,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2018-07-29,61.4,61.4,61.4,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2018-08-05,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2018-08-12,63.05,63.05,63.05,0.0,0.0,63.05,63.05,63.05,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.27,62.27,62.27,0.0,0.0
2018-08-19,63.57,63.57,63.57,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2018-08-26,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2018-09-02,62.83,62.83,62.83,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-09-09,62.25,62.25,62.25,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.07,62.07,62.07,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2018-09-16,61.2,61.2,61.2,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2018-09-23,61.14,61.14,61.14,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2018-09-30,58.28,58.28,58.28,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2018-10-07,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0,55.53,55.53,55.53,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-10-14,55.0,55.0,55.0,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-10-21,54.6,54.6,54.6,0.0,0.0,54.6,54.6,54.6,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2018-10-28,56.12,56.12,56.12,0.0,0.0,56.33,56.33,56.33,0.0,0.0,55.71,55.71,55.71,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2018-11-04,55.3,55.3,55.3,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2018-11-11,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2018-11-18,53.94,53.94,53.94,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2018-11-25,55.12,55.12,55.12,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2018-12-02,51.05,51.05,51.05,0.0,0.0,51.41,51.41,51.41,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-12-09,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-12-16,45.23,45.23,45.23,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2018-12-23,47.41,47.41,47.41,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-12-30,50.3,50.3,50.3,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-01-06,51.7,51.7,51.7,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-01-13,53.06,53.06,53.06,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-01-20,52.32,52.32,52.32,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-01-27,53.97,53.97,53.97,0.0,0.0,54.36,54.36,54.36,0.0,0.0,53.97,53.97,53.97,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2019-02-03,53.63,53.63,53.63,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.63,53.63,53.63,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-02-10,56.31,56.31,56.31,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2019-02-17,57.16,57.16,57.16,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-02-24,55.86,55.86,55.86,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.86,55.86,55.86,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-03-03,54.53,54.53,54.53,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-03-10,55.28,55.28,55.28,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.82,54.82,54.82,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-03-17,52.6,52.6,52.6,0.0,0.0,53.57,53.57,53.57,0.0,0.0,52.6,52.6,52.6,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-03-24,54.55,54.55,54.55,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-03-31,55.61,55.61,55.61,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-04-07,55.65,55.65,55.65,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-04-14,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-04-21,56.43,56.43,56.43,0.0,0.0,56.43,56.43,56.43,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-04-28,56.33,56.33,56.33,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-05-05,53.29,53.29,53.29,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-05-12,52.7,52.7,52.7,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2019-05-19,51.83,51.83,51.83,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-05-26,50.21,50.21,50.21,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-06-02,52.28,52.28,52.28,0.0,0.0,52.43,52.43,52.43,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-06-09,51.79,51.79,51.79,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-06-16,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2019-06-23,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2019-06-30,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-07-07,52.97,52.97,52.97,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-07-14,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-07-21,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-07-28,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-08-04,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-08-11,51.12,51.12,51.12,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2019-08-18,49.93,49.93,49.93,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-08-25,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-09-01,52.04,52.04,52.04,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-09-08,55.49,55.49,55.49,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2019-09-15,54.13,54.13,54.13,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2019-09-22,53.22,53.22,53.22,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-09-29,52.08,52.08,52.08,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-10-06,51.85,51.85,51.85,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-10-13,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-10-20,54.82,54.82,54.82,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-10-27,54.71,54.71,54.71,0.0,0.0,55.57,55.57,55.57,0.0,0.0,54.71,54.71,54.71,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2019-11-03,55.31,55.31,55.31,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.31,55.31,55.31,0.0,0.0
2019-11-10,54.61,54.61,54.61,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-11-17,55.16,55.16,55.16,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2019-11-24,54.9,54.9,54.9,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-12-01,55.96,55.96,55.96,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2019-12-08,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2019-12-15,56.95,56.95,56.95,0.0,0.0,57.04,57.04,57.04,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-12-22,56.84,56.84,56.84,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2019-12-29,56.53,56.53,56.53,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.83,56.83,56.83,0.0,0.0
