Date,AAL_Open_average,AAL_Open_max,AAL_Open_min,AAL_Open_volatility,AAL_Open_change,AAL_High_average,AAL_High_max,AAL_High_min,AAL_High_volatility,AAL_High_change,AAL_Low_average,AAL_Low_max,AAL_Low_min,AAL_Low_volatility,AAL_Low_change,AAL_Close_average,AAL_Close_max,AAL_Close_min,AAL_Close_volatility,AAL_Close_change,AAL_Volume_average,AAL_Volume_max,AAL_Volume_min,AAL_Volume_volatility,AAL_Volume_change
2018-01-14,58.336,58.79,57.99,0.7999999999999972,-0.7999999999999972,58.660000000000004,59.08,58.34,0.7399999999999949,-0.7399999999999949,57.636,57.8,57.53,0.269999999999996,0.0,58.128,58.34,57.98,0.36000000000000654,0.12000000000000455,3821446,5283872,3148934,2134938,-1729956
2018-01-21,54.506,57.74,52.79,4.950000000000003,-4.950000000000003,55.106,58.46,53.16,5.300000000000004,-5.300000000000004,53.598,57.4,52.21,5.189999999999998,-4.809999999999995,54.376,58.29,52.68,5.609999999999999,-5.609999999999999,8585667,16348479,3336991,13011488,2616684
2018-01-28,53.002,54.0,51.99,2.009999999999998,-0.46000000000000085,53.756,54.71,52.39,2.3200000000000003,-0.6599999999999966,52.146,53.59,49.75,3.8400000000000034,-2.6099999999999994,52.53,54.32,49.76,4.560000000000002,-2.8300000000000054,5263093,6878284,3623078,3255206,2136476
2018-02-04,50.032,51.44,48.79,2.6499999999999986,-0.5300000000000011,51.036,51.98,49.73,2.25,-0.990000000000002,48.634,50.89,46.33,4.560000000000002,-0.14000000000000057,49.926,51.4,48.36,3.039999999999999,-1.0899999999999963,5979797,6837776,4845831,1991945,-1344671
2018-02-11,50.7975,51.8,49.7,2.0999999999999943,2.0999999999999943,51.64,52.2,50.92,1.2800000000000011,1.2800000000000011,50.555,51.53,49.64,1.8900000000000006,1.8900000000000006,51.2975,51.67,50.87,0.8000000000000043,0.7100000000000009,3943338,4983225,3140818,1842407,133258
2018-02-18,52.744,53.99,51.23,2.760000000000005,2.760000000000005,53.622,55.13,52.23,2.9000000000000057,2.9000000000000057,52.454,53.92,51.1,2.8200000000000003,2.8200000000000003,53.174,55.0,51.72,3.280000000000001,3.280000000000001,4297986,5396700,3379786,2016914,1582298
2018-02-25,53.848,54.89,52.9,1.990000000000002,-1.990000000000002,54.522,55.6,53.41,2.190000000000005,-1.9100000000000037,53.146,54.24,51.87,2.3700000000000045,-1.5500000000000043,53.672,54.26,53.18,1.0799999999999983,-1.0700000000000003,4802146,5895581,3974757,1920824,-903687
2018-03-04,54.42,56.26,53.12,3.1400000000000006,2.9199999999999946,55.386,56.97,54.02,2.9499999999999957,2.9499999999999957,54.1,55.63,52.9,2.730000000000004,2.730000000000004,55.008,56.5,53.57,2.9299999999999997,2.9299999999999997,3681197,4273805,3216908,1056897,-1017412
2018-03-11,55.884,56.86,55.31,1.5499999999999972,-1.5300000000000011,56.461999999999996,57.44,55.56,1.8799999999999955,-1.75,55.116,56.03,54.19,1.8400000000000034,-1.8400000000000034,55.339999999999996,56.23,54.62,1.6099999999999994,-1.6099999999999994,4003610,4574429,2980508,1593921,-527519
2018-03-18,53.458,54.93,51.94,2.990000000000002,-2.990000000000002,53.926,55.7,52.04,3.6600000000000037,-3.6600000000000037,52.35,54.67,50.64,4.030000000000001,-4.030000000000001,52.918,55.32,51.01,4.310000000000002,-3.460000000000001,3883026,4871343,2555606,2315737,654926
2018-03-25,51.567499999999995,52.3,50.9,1.3999999999999986,-0.529999999999994,51.9975,52.43,51.26,1.1700000000000017,-0.3999999999999986,50.1475,51.03,48.96,2.0700000000000003,-1.5899999999999963,50.8725,51.96,49.78,2.1799999999999997,-1.1199999999999974,3594513,4185804,2940697,1245107,1245107
2018-04-01,51.108,52.5,50.23,2.270000000000003,0.2700000000000031,51.91,53.08,50.86,2.219999999999999,-0.6899999999999977,50.292,51.83,49.57,2.259999999999998,0.1700000000000017,51.152,52.14,49.82,2.3200000000000003,-1.6499999999999986,3902389,4330098,3060904,1269194,466751
2018-04-08,47.316,50.52,46.03,4.490000000000002,-4.390000000000001,47.763999999999996,50.57,46.8,3.770000000000003,-3.6300000000000026,45.93,47.21,45.37,1.8400000000000034,-1.3999999999999986,46.339999999999996,47.46,45.4,2.0600000000000023,-1.0600000000000023,7949925,12815485,4516335,8299150,-8299150
2018-04-15,46.908,47.53,46.5,1.0300000000000011,0.10000000000000142,47.522,48.38,47.03,1.3500000000000014,0.1599999999999966,46.128,46.44,45.62,0.8200000000000003,0.5,46.77,47.76,45.75,2.009999999999998,0.9299999999999997,6291504,9170727,4221685,4949042,-2739423
2018-04-22,44.386,46.72,42.55,4.170000000000002,-3.219999999999999,44.838,47.17,43.48,3.690000000000005,-3.3599999999999994,42.948,45.11,40.65,4.460000000000001,-2.3500000000000014,43.928,45.69,42.37,3.3200000000000003,-2.759999999999998,9149469,20517346,3954263,16563083,2518592
2018-04-29,42.602,43.23,41.75,1.4799999999999969,0.060000000000002274,43.208,43.46,42.49,0.9699999999999989,-0.23000000000000398,42.032,42.56,41.54,1.0200000000000031,-0.44000000000000483,42.602,43.36,42.11,1.25,-0.9200000000000017,5445612,6314448,4700541,1613907,-10268
2018-05-06,42.32,42.93,41.51,1.4200000000000017,0.4200000000000017,43.076,44.01,42.46,1.5499999999999972,-0.9199999999999946,41.906,42.33,41.47,0.8599999999999994,-0.12999999999999545,42.32,43.0,41.5,1.5,-0.5399999999999991,6848013,8273672,4201557,4072115,-3565011
2018-05-13,43.27,43.9,42.02,1.8799999999999955,1.7199999999999989,44.274,44.91,43.4,1.509999999999998,1.3900000000000006,42.958,43.63,41.6,2.030000000000001,2.030000000000001,43.708,44.28,43.19,1.0900000000000034,1.0900000000000034,5776706,7493568,4216067,3277501,-1979357
2018-05-20,43.475,44.5,42.64,1.8599999999999994,-0.6799999999999997,44.405,45.82,42.87,2.950000000000003,0.7800000000000011,42.915,43.8,42.27,1.529999999999994,0.9699999999999989,43.5375,44.91,42.8,2.1099999999999994,2.029999999999994,5295234,6892448,3855296,3037152,-375193
2018-05-27,43.954,44.6,43.4,1.2000000000000028,-0.5600000000000023,44.558,45.15,43.83,1.3200000000000003,-0.14000000000000057,43.232,43.96,42.66,1.3000000000000043,0.740000000000002,43.858,44.86,43.3,1.5600000000000023,1.269999999999996,5937437,8540096,4531779,4008317,1153383
2018-06-03,43.944,44.78,43.25,1.5300000000000011,-1.5300000000000011,44.525999999999996,45.02,43.97,1.0500000000000043,-0.09000000000000341,43.27,43.81,42.88,0.9299999999999997,-0.5600000000000023,43.896,44.19,43.11,1.0799999999999983,-0.020000000000003126,5584116,6502470,3728997,2773473,1465420
2018-06-10,43.274,44.23,42.63,1.5999999999999943,-1.5999999999999943,43.454,44.3,42.68,1.6199999999999974,-1.6199999999999974,42.596,43.09,41.94,1.1500000000000057,-1.1500000000000057,42.924,43.41,42.44,0.9699999999999989,-0.9699999999999989,5523399,7031967,4019334,3012633,167459
2018-06-17,41.652,42.03,41.09,0.9399999999999977,-0.9399999999999977,42.146,42.5,41.27,1.2299999999999969,-0.9399999999999977,40.824,41.37,39.29,2.0799999999999983,-1.8000000000000043,41.212,42.03,39.68,2.3500000000000014,-1.8299999999999983,6354558,9115147,4930567,4184580,1551127
2018-06-24,38.656,39.87,37.74,2.1299999999999955,-2.1299999999999955,38.964,39.96,38.4,1.5600000000000023,-1.5600000000000023,37.912,38.99,37.06,1.9299999999999997,-1.5500000000000043,38.374,39.09,37.96,1.1300000000000026,-0.730000000000004,6146849,7909702,3363452,4546250,-2673907
2018-07-01,37.9725,38.21,37.64,0.5700000000000003,0.5700000000000003,38.5775,39.41,38.18,1.2299999999999969,1.0799999999999983,37.5275,38.07,36.76,1.3100000000000023,1.3100000000000023,38.285000000000004,39.31,37.75,1.5600000000000023,1.5600000000000023,5013050,6181460,3695004,2486456,-1114892
2018-07-08,37.532000000000004,39.38,36.31,3.0700000000000003,-2.1200000000000045,37.87,39.4,36.77,2.6299999999999955,-1.8200000000000003,36.622,38.5,35.64,2.8599999999999994,-1.5700000000000003,37.162,39.12,35.96,3.1599999999999966,-1.8399999999999963,11646246,24894184,4909957,19984227,448635
2018-07-15,37.806,38.32,37.1,1.2199999999999989,0.5499999999999972,38.446,39.2,38.05,1.1500000000000057,0.1700000000000017,37.56,38.0,37.08,0.9200000000000017,0.28000000000000114,37.96,38.37,37.38,0.9899999999999949,0.6599999999999966,6311525,10297410,4697307,5600103,-1577112
2018-07-22,38.634,39.93,37.32,2.6099999999999994,1.6900000000000048,39.666000000000004,40.86,38.34,2.519999999999996,1.8999999999999986,38.08,39.51,37.04,2.469999999999999,1.8900000000000006,38.864,40.02,37.45,2.5700000000000003,1.519999999999996,8155350,12832274,5746203,7086071,-668863
2018-07-29,38.564,39.38,37.86,1.5200000000000031,-1.0,38.914,39.87,38.12,1.75,-1.3799999999999955,38.019999999999996,39.14,37.35,1.7899999999999991,-1.2700000000000031,38.488,39.54,37.93,1.6099999999999994,-1.1300000000000026,5215578,7080711,3340207,3740504,-2420937
2018-08-05,38.129999999999995,38.65,37.29,1.3599999999999994,-1.3599999999999994,38.292,38.86,37.33,1.5300000000000011,-1.4100000000000037,37.484,38.22,36.45,1.769999999999996,-1.509999999999998,37.722,38.38,36.79,1.5900000000000034,-1.4699999999999989,5111233,7481823,3699790,3782033,-2375048
2018-08-12,37.516,38.04,36.84,1.1999999999999957,1.1999999999999957,38.364,40.1,37.51,2.5900000000000034,2.5500000000000043,37.278,37.99,36.41,1.5800000000000054,1.1600000000000037,38.094,39.99,37.09,2.8999999999999986,2.8999999999999986,6268776,9629081,3873119,5755962,5755962
2018-08-19,39.434,40.08,38.9,1.1799999999999997,-0.9599999999999937,39.852,40.71,39.15,1.5600000000000023,-0.8900000000000006,39.050000000000004,39.84,38.53,1.3100000000000023,-0.8200000000000003,39.338,40.33,38.82,1.509999999999998,-0.8099999999999952,6162951,11236016,3561731,7674285,4744240
2018-08-26,40.235,40.66,39.67,0.9899999999999949,0.5799999999999983,40.7825,41.04,40.55,0.490000000000002,-0.15000000000000568,40.045,40.25,39.6,0.6499999999999986,0.5799999999999983,40.5175,40.69,40.4,0.28999999999999915,-0.21000000000000085,4910684,7373456,3464003,3909453,-3909453
2018-09-02,39.516,40.81,38.31,2.5,-1.6600000000000037,40.232,41.37,39.27,2.0999999999999943,-1.8500000000000014,38.818,40.32,38.15,2.1700000000000017,-1.8299999999999983,39.356,40.77,38.43,2.3400000000000034,-1.3400000000000034,6511286,9738921,3901039,5837882,-3222113
2018-09-09,39.664,40.26,39.33,0.9299999999999997,0.37000000000000455,40.256,40.55,39.97,0.5799999999999983,0.25,39.346000000000004,39.7,39.06,0.6400000000000006,0.6400000000000006,39.796,40.32,39.26,1.0600000000000023,0.14000000000000057,4842898,6103809,2905068,3198741,-791226
