Date,DUK_stock_Open_average,DUK_stock_Open_max,DUK_stock_Open_min,DUK_stock_Open_volatility,DUK_stock_Open_change,DUK_stock_High_average,DUK_stock_High_max,DUK_stock_High_min,DUK_stock_High_volatility,DUK_stock_High_change,DUK_stock_Low_average,DUK_stock_Low_max,DUK_stock_Low_min,DUK_stock_Low_volatility,DUK_stock_Low_change,DUK_stock_Close_average,DUK_stock_Close_max,DUK_stock_Close_min,DUK_stock_Close_volatility,DUK_stock_Close_change,DUK_stock_Volume_average,DUK_stock_Volume_max,DUK_stock_Volume_min,DUK_stock_Volume_volatility,DUK_stock_Volume_change
2018-01-14,78.39,79.09,77.47,1.6200000000000045,-1.6200000000000045,78.6075,79.27,77.82,1.4500000000000028,-1.4500000000000028,77.38,78.21,76.64,1.5699999999999932,-1.5699999999999932,77.7475,78.42,76.82,1.6000000000000085,-1.6000000000000085,4448689,4757589,4125186,632403,161405
2018-01-21,77.754,78.93,77.16,1.7700000000000102,1.7700000000000102,78.418,79.22,77.65,1.5699999999999932,1.3900000000000006,77.312,78.06,76.85,1.210000000000008,1.210000000000008,77.926,78.9,76.95,1.9500000000000028,1.8799999999999955,4028639,4842928,3601656,1241272,224402
2018-01-28,77.714,78.55,76.82,1.730000000000004,-1.730000000000004,78.288,78.65,77.73,0.9200000000000017,-0.8399999999999892,76.898,77.25,76.43,0.8199999999999932,-0.7399999999999949,77.364,78.5,76.53,1.9699999999999989,-0.7600000000000051,4291730,4901333,3969202,932131,-648904
2018-02-04,74.934,76.65,74.09,2.5600000000000023,-2.3300000000000125,76.19800000000001,77.59,75.25,2.3400000000000034,-0.8700000000000045,74.10000000000001,75.73,72.93,2.799999999999997,-1.8700000000000045,75.024,76.1,74.32,1.7800000000000011,0.28999999999999204,6195125,7810777,4840376,2970401,460212
2018-02-11,76.024,76.62,74.77,1.8500000000000085,-0.05000000000001137,76.862,77.3,76.21,1.0900000000000034,-0.35999999999999943,75.472,75.82,74.66,1.1599999999999966,0.10999999999999943,76.45400000000001,77.08,75.48,1.5999999999999943,-0.10999999999999943,4092895,4562984,3796604,766380,-576471
2018-02-18,75.68,76.21,75.45,0.7599999999999909,-0.7599999999999909,76.6675,77.3,76.25,1.0499999999999972,0.6799999999999926,75.16749999999999,75.38,74.82,0.5600000000000023,0.5600000000000023,75.945,77.22,75.33,1.8900000000000006,1.5300000000000011,3550690,4242824,2839067,1403757,-1177892
2018-02-25,76.764,79.11,75.35,3.760000000000005,-3.6500000000000057,77.52,79.63,76.3,3.3299999999999983,-3.3299999999999983,75.806,77.65,74.58,3.0700000000000074,-3.0700000000000074,76.1,77.92,75.34,2.5799999999999983,-2.5700000000000074,3901028,5253815,3209749,2044066,-1622465
2018-03-04,75.858,77.23,75.22,2.010000000000005,0.6800000000000068,76.58800000000001,77.67,75.7,1.9699999999999989,-1.519999999999996,75.236,75.63,74.87,0.7599999999999909,0.6499999999999915,76.14399999999999,77.49,75.25,2.239999999999995,-1.3599999999999994,5207392,9936928,3655394,6281534,29444
2018-03-11,76.7,76.9,76.12,0.7800000000000011,0.7800000000000011,77.35,77.73,76.73,1.0,1.0,76.346,76.74,76.06,0.6799999999999926,0.6799999999999926,76.87,77.59,76.47,1.1200000000000045,1.0400000000000063,5004354,6667112,3581759,3085353,3085353
2018-03-18,76.822,77.8,76.34,1.4599999999999937,-1.2800000000000011,77.382,77.87,76.92,0.9500000000000028,-0.9500000000000028,75.998,76.71,75.03,1.6799999999999926,-1.6799999999999926,76.202,77.04,75.17,1.8700000000000045,-1.8700000000000045,4036304,5503459,3033399,2470060,-2470060
2018-03-25,76.425,77.32,75.3,2.019999999999996,1.7900000000000063,77.3575,77.91,76.07,1.8400000000000034,1.8400000000000034,76.15,77.04,75.23,1.8100000000000023,1.8100000000000023,76.97749999999999,77.47,75.92,1.5499999999999972,1.5499999999999972,3912616,4543164,2805938,1737226,1156516
2018-04-01,77.596,78.59,77.0,1.5900000000000034,1.0400000000000063,78.258,78.9,77.64,1.2600000000000051,0.8500000000000085,76.956,78.06,76.57,1.490000000000009,1.490000000000009,77.76599999999999,78.6,77.1,1.5,1.0600000000000023,3505230,3934179,2971422,962757,-329197
2018-04-08,77.464,78.47,76.27,2.200000000000003,-1.8700000000000045,77.952,79.05,76.99,2.0600000000000023,-2.0600000000000023,76.86,78.04,75.96,2.0800000000000125,-1.7800000000000011,77.176,78.47,76.14,2.3299999999999983,-1.7999999999999972,3426837,4490027,2369032,2120995,138174
2018-04-15,78.054,78.65,76.82,1.8300000000000125,1.8100000000000023,78.716,79.42,78.08,1.3400000000000034,0.6400000000000006,77.648,78.27,76.8,1.4699999999999989,0.730000000000004,78.188,78.52,77.68,0.8399999999999892,-0.2799999999999869,2275016,2764019,1727839,1036180,361107
2018-04-22,78.54599999999999,79.6,77.88,1.7199999999999989,1.7199999999999989,79.308,80.75,78.23,2.519999999999996,2.519999999999996,78.238,79.5,77.57,1.9300000000000068,1.9300000000000068,79.088,80.5,77.99,2.510000000000005,2.510000000000005,3027661,4273016,2172716,2100300,427806
2018-04-29,80.032,80.64,79.75,0.8900000000000006,-0.8700000000000045,80.404,80.85,80.09,0.7599999999999909,-0.4399999999999977,79.53,80.06,78.82,1.240000000000009,-0.480000000000004,79.922,80.16,79.76,0.3999999999999915,-0.28000000000000114,3008783,3853872,2423175,1430697,1195749
2018-05-06,78.8,79.87,77.81,2.0600000000000023,-1.6600000000000108,79.07000000000001,80.13,77.95,2.1799999999999926,-1.7299999999999898,77.804,79.44,76.88,2.5600000000000023,-1.9099999999999966,78.218,79.5,77.64,1.8599999999999994,-1.5900000000000034,3984926,4605267,2901410,1703857,1329630
2018-05-13,76.334,78.07,74.27,3.799999999999997,-3.799999999999997,76.556,78.22,74.55,3.6700000000000017,-3.6700000000000017,75.294,77.36,73.13,4.230000000000004,-4.230000000000004,75.748,77.83,73.8,4.030000000000001,-4.030000000000001,4108154,5483398,3474784,2008614,-251433
2018-05-20,74.47,75.74,73.43,2.309999999999988,1.759999999999991,75.048,76.02,74.06,1.9599999999999937,1.9599999999999937,74.232,75.58,73.35,2.230000000000004,2.230000000000004,74.834,75.81,73.68,2.1299999999999955,2.1299999999999955,3117091,4162677,2262642,1900035,-1039098
2018-05-27,76.52250000000001,77.12,75.76,1.3599999999999994,1.3599999999999994,77.2375,77.57,77.04,0.5299999999999869,0.10999999999999943,75.88,76.46,75.49,0.9699999999999989,0.04000000000000625,76.705,77.16,76.08,1.0799999999999983,-0.519999999999996,3520084,4468632,2620788,1847844,-1065474
2018-06-03,74.634,76.33,73.14,3.1899999999999977,-2.789999999999992,74.982,76.5,73.76,2.739999999999995,-2.739999999999995,73.724,75.34,72.83,2.510000000000005,-2.469999999999999,73.97200000000001,75.37,73.12,2.25,-2.25,3247910,3949466,2497265,1452201,33994
2018-06-10,72.696,73.29,72.13,1.1600000000000108,0.27000000000001023,73.40599999999999,74.39,72.85,1.5400000000000063,1.1500000000000057,72.284,73.1,71.96,1.1400000000000006,1.1400000000000006,72.922,74.3,72.12,2.1799999999999926,2.1799999999999926,5361541,6492953,4694244,1798709,1570563
2018-06-17,75.678,76.9,74.28,2.6200000000000045,2.6200000000000045,76.39,77.67,74.65,3.019999999999996,3.019999999999996,75.446,76.76,74.04,2.719999999999999,2.719999999999999,76.122,77.43,74.41,3.0200000000000102,3.0200000000000102,3682639,4198676,3233011,965665,48143
2018-06-24,78.81,79.75,77.5,2.25,1.5600000000000023,79.62,80.15,79.17,0.980000000000004,0.37000000000000455,78.446,79.1,77.47,1.6299999999999955,1.0400000000000063,79.14,79.52,78.79,0.7299999999999898,0.0,3838682,4768161,2659398,2108763,-1383187
2018-07-01,79.8775,80.58,79.21,1.3700000000000045,1.3700000000000045,80.65,81.7,79.86,1.8400000000000034,1.8400000000000034,79.6125,80.49,78.9,1.5899999999999892,1.5899999999999892,80.45,81.62,79.76,1.8599999999999994,1.8599999999999994,3016573,3964630,2568588,1396042,393049
2018-07-08,80.16,81.59,78.42,3.1700000000000017,-0.9200000000000017,80.736,81.59,79.94,1.6500000000000057,-0.6599999999999966,79.208,80.1,77.9,2.1999999999999886,1.6099999999999994,79.932,80.62,78.64,1.980000000000004,1.980000000000004,3842294,4505739,3366172,1139567,-1139567
2018-07-15,80.812,81.06,80.63,0.4300000000000068,0.37000000000000455,81.16,81.75,80.74,1.0100000000000051,0.3499999999999943,80.206,80.54,79.9,0.6400000000000006,-0.0799999999999983,80.744,81.2,80.44,0.7600000000000051,-0.12999999999999545,3113977,4171480,2271416,1900064,-1157230
2018-07-22,80.514,81.23,79.79,1.4399999999999977,-0.23000000000000398,81.006,81.7,80.14,1.5600000000000023,0.46999999999999886,79.86,80.75,78.78,1.9699999999999989,1.0799999999999983,80.45400000000001,81.14,79.89,1.25,1.1200000000000045,2880210,4065535,2097241,1968294,-747693
