Date,ESCA_Open_average,ESCA_Open_max,ESCA_Open_min,ESCA_Open_volatility,ESCA_Open_change,ESCA_High_average,ESCA_High_max,ESCA_High_min,ESCA_High_volatility,ESCA_High_change,ESCA_Low_average,ESCA_Low_max,ESCA_Low_min,ESCA_Low_volatility,ESCA_Low_change,ESCA_Close_average,ESCA_Close_max,ESCA_Close_min,ESCA_Close_volatility,ESCA_Close_change,ESCA_Volume_average,ESCA_Volume_max,ESCA_Volume_min,ESCA_Volume_volatility,ESCA_Volume_change
2018-01-14,12.91,13.05,12.7,0.3500000000000014,-0.15000000000000036,13.18,13.4,13.05,0.34999999999999964,-0.25,12.78,12.9,12.65,0.25,0.09999999999999964,12.96,13.15,12.7,0.45000000000000107,0.34999999999999964,10405,23569,5165,18404,-18404
2018-01-21,13.094000000000001,13.15,12.97,0.17999999999999972,0.09999999999999964,13.15,13.15,13.15,0.0,0.0,12.97,13.05,12.88,0.16999999999999993,0.06999999999999851,13.07,13.15,13.0,0.15000000000000036,-0.05000000000000071,4234,8167,1885,6282,-5489
2018-01-28,12.69,13.0,12.6,0.40000000000000036,-0.34999999999999964,13.02,13.1,12.95,0.15000000000000036,0.0,12.498,12.59,12.35,0.2400000000000002,-0.20000000000000107,12.719999999999999,13.0,12.35,0.6500000000000004,-0.34999999999999964,13066,18682,5231,13451,12140
2018-02-04,12.5,12.75,12.25,0.5,0.4499999999999993,12.83,12.95,12.7,0.25,0.1999999999999993,12.370000000000001,12.5,12.25,0.25,0.1999999999999993,12.620000000000001,12.85,12.4,0.4499999999999993,0.40000000000000036,15016,29923,7496,22427,-22427
2018-02-11,12.5125,12.75,12.3,0.4499999999999993,-0.25,12.735,12.79,12.7,0.08999999999999986,0.03999999999999915,12.3,12.6,12.0,0.5999999999999996,-0.5999999999999996,12.5375,12.7,12.3,0.3999999999999986,-0.25,8105,15554,4390,11164,3420
2018-02-18,12.11,12.3,11.95,0.3500000000000014,-0.10000000000000142,12.214,12.3,12.1,0.20000000000000107,-0.08000000000000007,11.95,12.0,11.9,0.09999999999999964,-0.09999999999999964,12.040000000000001,12.1,12.0,0.09999999999999964,0.05000000000000071,6159,10688,3278,7410,-5478
2018-02-25,12.39,12.85,12.1,0.75,0.75,12.868,13.45,12.4,1.049999999999999,1.049999999999999,12.262,12.85,11.9,0.9499999999999993,0.9499999999999993,12.64,13.35,12.15,1.1999999999999993,1.049999999999999,13264,15172,9458,5714,-2426
2018-03-04,13.17,13.3,12.95,0.3500000000000014,-0.05000000000000071,13.37,13.5,13.25,0.25,0.05000000000000071,13.078,13.25,12.8,0.4499999999999993,0.0,13.28,13.5,13.15,0.34999999999999964,0.15000000000000036,9204,14039,6699,7340,-5437
2018-03-11,13.28,13.45,13.15,0.29999999999999893,0.29999999999999893,13.549999999999999,13.95,13.45,0.5,0.5,13.142,13.25,13.1,0.15000000000000036,-0.040000000000000924,13.47,13.85,13.3,0.5499999999999989,0.5,14328,27433,6072,21361,15835
2018-03-18,13.97,14.15,13.85,0.3000000000000007,0.09999999999999964,14.12,14.25,14.0,0.25,-0.25,13.67,13.9,13.45,0.45000000000000107,-0.34999999999999964,13.94,14.15,13.75,0.40000000000000036,-0.1999999999999993,15733,21569,12227,9342,478
