Date,TWIStock_Open_average,TWIStock_Open_max,TWIStock_Open_min,TWIStock_Open_volatility,TWIStock_Open_change,TWIStock_High_average,TWIStock_High_max,TWIStock_High_min,TWIStock_High_volatility,TWIStock_High_change,TWIStock_Low_average,TWIStock_Low_max,TWIStock_Low_min,TWIStock_Low_volatility,TWIStock_Low_change,TWIStock_Close_average,TWIStock_Close_max,TWIStock_Close_min,TWIStock_Close_volatility,TWIStock_Close_change,TWIStock_Volume_average,TWIStock_Volume_max,TWIStock_Volume_min,TWIStock_Volume_volatility,TWIStock_Volume_change
2018-01-14,13.5225,14.05,13.2,0.8500000000000014,-0.8500000000000014,13.67,14.31,13.35,0.9600000000000009,-0.7900000000000009,13.245000000000001,13.47,13.11,0.3600000000000012,-0.3000000000000007,13.3775,13.5,13.23,0.2699999999999996,0.0,260460,310157,210187,99970,-71246
2018-01-21,13.315999999999999,13.6,13.16,0.4399999999999995,0.2400000000000002,13.48,13.9,13.19,0.7100000000000009,0.5400000000000009,13.06,13.27,12.95,0.3200000000000003,0.129999999999999,13.37,13.84,13.1,0.7400000000000002,0.5800000000000001,233966,378374,124228,254146,230381
2018-01-28,13.556,13.78,13.17,0.6099999999999994,-0.6099999999999994,13.77,14.05,13.39,0.6600000000000001,-0.6600000000000001,13.29,13.58,12.95,0.6300000000000008,-0.6300000000000008,13.428,13.8,12.98,0.8200000000000003,-0.8200000000000003,293099,386530,214993,171537,-171537
2018-02-04,12.404,12.89,11.88,1.0099999999999998,-0.6100000000000012,12.666,13.1,12.32,0.7799999999999994,-0.7799999999999994,11.912,12.22,11.5,0.7200000000000006,-0.6199999999999992,12.222,12.55,11.97,0.5800000000000001,-0.14999999999999858,377779,587179,267327,319852,-71862
2018-02-11,11.764,12.02,11.44,0.5800000000000001,-0.17999999999999972,11.964,12.2,11.78,0.41999999999999993,0.16000000000000014,11.604000000000001,11.81,11.42,0.39000000000000057,0.14000000000000057,11.776,11.91,11.59,0.3200000000000003,0.21000000000000085,216434,251961,142231,109730,-24275
2018-02-18,12.057500000000001,12.55,11.75,0.8000000000000007,0.7000000000000011,12.690000000000001,14.24,12.06,2.1799999999999997,2.1799999999999997,11.8775,12.28,11.69,0.5899999999999999,0.5899999999999999,12.445,14.15,11.73,2.42,2.42,406766,895109,212394,682715,682715
2018-02-25,13.404,14.33,12.41,1.92,-1.92,13.654,14.53,12.73,1.799999999999999,-1.5999999999999996,12.924,13.54,12.23,1.3099999999999987,-1.3099999999999987,13.126,14.0,12.57,1.4299999999999997,-1.3200000000000003,352609,452948,246198,206750,-130993
2018-03-04,12.944,13.21,12.56,0.6500000000000004,0.6500000000000004,13.254,13.67,12.93,0.7400000000000002,0.7400000000000002,12.794,13.16,12.47,0.6899999999999995,0.6899999999999995,13.122,13.59,12.79,0.8000000000000007,0.8000000000000007,213568,299824,150436,149388,81878
2018-03-11,13.502,13.64,13.3,0.33999999999999986,-0.33999999999999986,13.656,13.84,13.47,0.3699999999999992,0.0600000000000005,13.212,13.38,13.04,0.34000000000000163,-0.34000000000000163,13.456,13.65,13.28,0.370000000000001,0.09999999999999964,271459,527481,151138,376343,318034
2018-03-18,13.348,13.53,13.1,0.4299999999999997,-0.4299999999999997,13.544,13.85,13.19,0.6600000000000001,-0.33999999999999986,13.072,13.32,12.61,0.7100000000000009,-0.41999999999999993,13.222,13.62,12.61,1.0099999999999998,-0.8200000000000003,206810,323792,124907,198885,108689
