Date,ProShares UltraShort S&P500Etf_Open_average,ProShares UltraShort S&P500Etf_Open_max,ProShares UltraShort S&P500Etf_Open_min,ProShares UltraShort S&P500Etf_Open_volatility,ProShares UltraShort S&P500Etf_Open_change,ProShares UltraShort S&P500Etf_High_average,ProShares UltraShort S&P500Etf_High_max,ProShares UltraShort S&P500Etf_High_min,ProShares UltraShort S&P500Etf_High_volatility,ProShares UltraShort S&P500Etf_High_change,ProShares UltraShort S&P500Etf_Low_average,ProShares UltraShort S&P500Etf_Low_max,ProShares UltraShort S&P500Etf_Low_min,ProShares UltraShort S&P500Etf_Low_volatility,ProShares UltraShort S&P500Etf_Low_change,ProShares UltraShort S&P500Etf_Close_average,ProShares UltraShort S&P500Etf_Close_max,ProShares UltraShort S&P500Etf_Close_min,ProShares UltraShort S&P500Etf_Close_volatility,ProShares UltraShort S&P500Etf_Close_change
2018-04-01,40.95,40.95,40.95,0.0,0.0,42.56,42.56,42.56,0.0,0.0,40.41,40.41,40.41,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2018-04-08,39.63,39.63,39.63,0.0,0.0,40.66,40.66,40.66,0.0,0.0,39.61,39.61,39.61,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-04-15,39.22,39.22,39.22,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2018-04-22,39.75,39.75,39.75,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2018-04-29,41.48,41.48,41.48,0.0,0.0,41.59,41.59,41.59,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2018-05-06,38.31,38.31,38.31,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2018-05-13,38.45,38.45,38.45,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2018-05-20,38.31,38.31,38.31,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2018-05-27,38.25,38.25,38.25,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2018-06-03,37.05,37.05,37.05,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-06-10,36.8,36.8,36.8,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-06-17,36.96,36.96,36.96,0.0,0.0,37.3,37.3,37.3,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2018-06-24,37.94,37.94,37.94,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.53,37.53,37.53,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-07-01,37.7,37.7,37.7,0.0,0.0,37.82,37.82,37.82,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-07-08,36.1,36.1,36.1,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-07-15,35.96,35.96,35.96,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-07-22,35.0,35.0,35.0,0.0,0.0,35.82,35.82,35.82,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2018-07-29,35.31,35.31,35.31,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-08-05,35.13,35.13,35.13,0.0,0.0,35.38,35.38,35.38,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-08-12,35.06,35.06,35.06,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-08-19,34.42,34.42,34.42,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2018-08-26,33.67,33.67,33.67,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-09-02,34.34,34.34,34.34,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-09-09,33.41,33.41,33.41,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-09-16,32.67,32.67,32.67,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2018-09-23,33.24,33.24,33.24,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-09-30,33.36,33.36,33.36,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2018-10-07,36.38,36.38,36.38,0.0,0.0,37.6,37.6,37.6,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2018-10-14,36.25,36.25,36.25,0.0,0.0,36.69,36.69,36.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-10-21,39.26,39.26,39.26,0.0,0.0,40.27,40.27,40.27,0.0,0.0,38.45,38.45,38.45,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2018-10-28,36.75,36.75,36.75,0.0,0.0,38.14,38.14,38.14,0.0,0.0,36.62,36.62,36.62,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-11-04,35.62,35.62,35.62,0.0,0.0,36.33,36.33,36.33,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2018-11-11,37.55,37.55,37.55,0.0,0.0,37.67,37.67,37.67,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-11-18,39.97,39.97,39.97,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2018-11-25,36.93,36.93,36.93,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2018-12-02,38.01,38.01,38.01,0.0,0.0,39.91,39.91,39.91,0.0,0.0,37.5,37.5,37.5,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-12-09,39.9,39.9,39.9,0.0,0.0,40.8,40.8,40.8,0.0,0.0,39.56,39.56,39.56,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-12-16,44.72,44.72,44.72,0.0,0.0,47.16,47.16,47.16,0.0,0.0,43.61,43.61,43.61,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2018-12-23,43.1,43.1,43.1,0.0,0.0,44.19,44.19,44.19,0.0,0.0,42.46,42.46,42.46,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2018-12-30,43.73,43.73,43.73,0.0,0.0,43.88,43.88,43.88,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-01-06,40.26,40.26,40.26,0.0,0.0,40.47,40.47,40.47,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-01-13,38.12,38.12,38.12,0.0,0.0,38.36,38.36,38.36,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2019-01-20,37.92,37.92,37.92,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-01-27,36.68,36.68,36.68,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-02-03,37.09,37.09,37.09,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-02-10,35.08,35.08,35.08,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-02-17,34.67,34.67,34.67,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-02-24,34.13,34.13,34.13,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-03-03,36.07,36.07,36.07,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2019-03-10,33.84,33.84,33.84,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-03-17,33.17,33.17,33.17,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.02,33.02,33.02,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-03-24,33.34,33.34,33.34,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2019-03-31,32.1,32.1,32.1,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-04-07,31.69,31.69,31.69,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-04-14,31.7,31.7,31.7,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-04-21,31.3,31.3,31.3,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-04-28,31.17,31.17,31.17,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-05-05,32.77,32.77,32.77,0.0,0.0,33.53,33.53,33.53,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-05-12,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2019-05-19,33.2,33.2,33.2,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-05-26,35.07,35.07,35.07,0.0,0.0,35.29,35.29,35.29,0.0,0.0,34.83,34.83,34.83,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-06-02,32.69,32.69,32.69,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-06-09,31.97,31.97,31.97,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-06-16,30.64,30.64,30.64,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-06-23,30.84,30.84,30.84,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-06-30,29.86,29.86,29.86,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-07-07,29.41,29.41,29.41,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-07-14,29.41,29.41,29.41,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-07-21,29.28,29.28,29.28,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-07-28,30.7,30.7,30.7,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-08-04,30.88,30.88,30.88,0.0,0.0,31.48,31.48,31.48,0.0,0.0,30.73,30.73,30.73,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-08-11,32.11,32.11,32.11,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-08-18,31.11,31.11,31.11,0.0,0.0,32.69,32.69,32.69,0.0,0.0,30.74,30.74,30.74,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-08-25,30.38,30.38,30.38,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-09-01,29.55,29.55,29.55,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-09-08,28.9,28.9,28.9,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.82,28.82,28.82,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2019-09-15,28.91,28.91,28.91,0.0,0.0,29.49,29.49,29.49,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-09-22,29.3,29.3,29.3,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-09-29,30.65,30.65,30.65,0.0,0.0,30.66,30.66,30.66,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-10-06,29.57,29.57,29.57,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-10-13,29.09,29.09,29.09,0.0,0.0,29.44,29.44,29.44,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-10-20,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-10-27,27.98,27.98,27.98,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-11-03,27.45,27.45,27.45,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-11-10,26.92,26.92,26.92,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-11-17,26.92,26.92,26.92,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-11-24,26.28,26.28,26.28,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-12-01,26.41,26.41,26.41,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-12-08,25.97,25.97,25.97,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-12-15,25.15,25.15,25.15,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-12-22,24.57,24.57,24.57,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-12-29,24.98,24.98,24.98,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.74,24.74,24.74,0.0,0.0
