Date,Vanguard Short-Term Government Bond_etf_Open_average,Vanguard Short-Term Government Bond_etf_Open_max,Vanguard Short-Term Government Bond_etf_Open_min,Vanguard Short-Term Government Bond_etf_Open_volatility,Vanguard Short-Term Government Bond_etf_Open_change,Vanguard Short-Term Government Bond_etf_High_average,Vanguard Short-Term Government Bond_etf_High_max,Vanguard Short-Term Government Bond_etf_High_min,Vanguard Short-Term Government Bond_etf_High_volatility,Vanguard Short-Term Government Bond_etf_High_change,Vanguard Short-Term Government Bond_etf_Low_average,Vanguard Short-Term Government Bond_etf_Low_max,Vanguard Short-Term Government Bond_etf_Low_min,Vanguard Short-Term Government Bond_etf_Low_volatility,Vanguard Short-Term Government Bond_etf_Low_change,Vanguard Short-Term Government Bond_etf_Close_average,Vanguard Short-Term Government Bond_etf_Close_max,Vanguard Short-Term Government Bond_etf_Close_min,Vanguard Short-Term Government Bond_etf_Close_volatility,Vanguard Short-Term Government Bond_etf_Close_change
2018-05-06,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2018-05-13,59.78,59.78,59.78,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2018-05-20,59.91,59.91,59.91,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-05-27,59.82,59.82,59.82,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-06-03,59.84,59.84,59.84,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-06-10,59.81,59.81,59.81,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2018-06-17,59.86,59.86,59.86,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2018-06-24,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-07-01,59.86,59.86,59.86,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2018-07-08,59.83,59.83,59.83,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-07-15,59.87,59.87,59.87,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-07-22,59.81,59.81,59.81,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2018-07-29,59.73,59.73,59.73,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-08-05,59.83,59.83,59.83,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2018-08-12,59.87,59.87,59.87,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2018-08-19,59.88,59.88,59.88,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2018-08-26,59.92,59.92,59.92,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2018-09-02,59.79,59.79,59.79,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-09-09,59.7,59.7,59.7,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2018-09-16,59.69,59.69,59.69,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2018-09-23,59.73,59.73,59.73,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2018-09-30,59.56,59.56,59.56,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2018-10-07,59.64,59.64,59.64,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2018-10-14,59.64,59.64,59.64,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-10-21,59.78,59.78,59.78,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2018-10-28,59.61,59.61,59.61,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-11-04,59.56,59.56,59.56,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-11-11,59.74,59.74,59.74,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-11-18,59.81,59.81,59.81,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2018-11-25,59.83,59.83,59.83,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-12-02,59.8,59.8,59.8,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-12-09,59.87,59.87,59.87,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2018-12-16,59.99,59.99,59.99,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2018-12-23,60.0,60.0,60.0,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2018-12-30,60.13,60.13,60.13,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-01-06,60.08,60.08,60.08,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2019-01-13,60.06,60.06,60.06,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2019-01-20,60.1,60.1,60.1,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-01-27,60.11,60.11,60.11,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2019-02-03,60.14,60.14,60.14,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2019-02-10,60.12,60.12,60.12,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-02-17,60.15,60.15,60.15,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2019-02-24,60.04,60.04,60.04,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2019-03-03,60.13,60.13,60.13,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2019-03-10,60.19,60.19,60.19,0.0,0.0,60.21,60.21,60.21,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.19,60.19,60.19,0.0,0.0
2019-03-17,60.32,60.32,60.32,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2019-03-24,60.43,60.43,60.43,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2019-03-31,60.24,60.24,60.24,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2019-04-07,60.23,60.23,60.23,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2019-04-14,60.26,60.26,60.26,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2019-04-21,60.41,60.41,60.41,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2019-04-28,60.25,60.25,60.25,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2019-05-05,60.36,60.36,60.36,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-05-12,60.49,60.49,60.49,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-05-19,60.53,60.53,60.53,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2019-05-26,60.7,60.7,60.7,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2019-06-02,60.81,60.81,60.81,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2019-06-09,60.76,60.76,60.76,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-06-16,60.88,60.88,60.88,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2019-06-23,60.92,60.92,60.92,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2019-06-30,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-07-07,60.73,60.73,60.73,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.76,60.76,60.76,0.0,0.0
2019-07-14,60.82,60.82,60.82,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2019-07-21,60.77,60.77,60.77,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2019-07-28,60.82,60.82,60.82,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2019-08-04,60.99,60.99,60.99,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.97,60.97,60.97,0.0,0.0
2019-08-11,61.12,61.12,61.12,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2019-08-18,61.06,61.06,61.06,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.04,61.04,61.04,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-08-25,61.11,61.11,61.11,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2019-09-01,61.01,61.01,61.01,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.98,60.98,60.98,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-09-08,60.77,60.77,60.77,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-09-15,60.81,60.81,60.81,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2019-09-22,60.89,60.89,60.89,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-09-29,61.08,61.08,61.08,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2019-10-06,60.91,60.91,60.91,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2019-10-13,60.95,60.95,60.95,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.97,60.97,60.97,0.0,0.0
2019-10-20,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-10-27,60.9,60.9,60.9,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2019-11-03,60.76,60.76,60.76,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2019-11-10,60.86,60.86,60.86,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2019-11-17,60.89,60.89,60.89,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2019-11-24,60.88,60.88,60.88,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-12-01,60.78,60.78,60.78,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-12-08,60.8,60.8,60.8,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2019-12-15,60.82,60.82,60.82,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2019-12-22,60.76,60.76,60.76,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-12-29,60.85,60.85,60.85,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.88,60.88,60.88,0.0,0.0
