Date,PIMCO Total Return Active Exchange-Traded_etf_Open_average,PIMCO Total Return Active Exchange-Traded_etf_Open_max,PIMCO Total Return Active Exchange-Traded_etf_Open_min,PIMCO Total Return Active Exchange-Traded_etf_Open_volatility,PIMCO Total Return Active Exchange-Traded_etf_Open_change,PIMCO Total Return Active Exchange-Traded_etf_High_average,PIMCO Total Return Active Exchange-Traded_etf_High_max,PIMCO Total Return Active Exchange-Traded_etf_High_min,PIMCO Total Return Active Exchange-Traded_etf_High_volatility,PIMCO Total Return Active Exchange-Traded_etf_High_change,PIMCO Total Return Active Exchange-Traded_etf_Low_average,PIMCO Total Return Active Exchange-Traded_etf_Low_max,PIMCO Total Return Active Exchange-Traded_etf_Low_min,PIMCO Total Return Active Exchange-Traded_etf_Low_volatility,PIMCO Total Return Active Exchange-Traded_etf_Low_change,PIMCO Total Return Active Exchange-Traded_etf_Close_average,PIMCO Total Return Active Exchange-Traded_etf_Close_max,PIMCO Total Return Active Exchange-Traded_etf_Close_min,PIMCO Total Return Active Exchange-Traded_etf_Close_volatility,PIMCO Total Return Active Exchange-Traded_etf_Close_change
2018-07-29,102.64,102.64,102.64,0.0,0.0,102.79,102.79,102.79,0.0,0.0,102.57,102.57,102.57,0.0,0.0,102.79,102.79,102.79,0.0,0.0
2018-08-05,102.98,102.98,102.98,0.0,0.0,103.08,103.08,103.08,0.0,0.0,102.91,102.91,102.91,0.0,0.0,102.96,102.96,102.96,0.0,0.0
2018-08-12,103.13,103.13,103.13,0.0,0.0,103.21,103.21,103.21,0.0,0.0,103.09,103.09,103.09,0.0,0.0,103.11,103.11,103.11,0.0,0.0
2018-08-19,103.33,103.33,103.33,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.31,103.31,103.31,0.0,0.0,103.5,103.5,103.5,0.0,0.0
2018-08-26,103.3,103.3,103.3,0.0,0.0,103.37,103.37,103.37,0.0,0.0,103.15,103.15,103.15,0.0,0.0,103.15,103.15,103.15,0.0,0.0
2018-09-02,102.77,102.77,102.77,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.7,102.7,102.7,0.0,0.0,102.8,102.8,102.8,0.0,0.0
2018-09-09,102.71,102.71,102.71,0.0,0.0,102.71,102.71,102.71,0.0,0.0,102.45,102.45,102.45,0.0,0.0,102.47,102.47,102.47,0.0,0.0
2018-09-16,102.23,102.23,102.23,0.0,0.0,102.3,102.3,102.3,0.0,0.0,102.21,102.21,102.21,0.0,0.0,102.28,102.28,102.28,0.0,0.0
2018-09-23,102.59,102.59,102.59,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.36,102.36,102.36,0.0,0.0,102.36,102.36,102.36,0.0,0.0
2018-09-30,101.28,101.28,101.28,0.0,0.0,101.51,101.51,101.51,0.0,0.0,101.17,101.17,101.17,0.0,0.0,101.28,101.28,101.28,0.0,0.0
2018-10-07,101.54,101.54,101.54,0.0,0.0,101.68,101.68,101.68,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.44,101.44,101.44,0.0,0.0
2018-10-14,101.35,101.35,101.35,0.0,0.0,101.35,101.35,101.35,0.0,0.0,101.07,101.07,101.07,0.0,0.0,101.14,101.14,101.14,0.0,0.0
2018-10-21,101.67,101.67,101.67,0.0,0.0,101.78,101.78,101.78,0.0,0.0,101.63,101.63,101.63,0.0,0.0,101.73,101.73,101.73,0.0,0.0
2018-10-28,101.0,101.0,101.0,0.0,0.0,101.03,101.03,101.03,0.0,0.0,100.82,100.82,100.82,0.0,0.0,100.83,100.83,100.83,0.0,0.0
2018-11-04,100.84,100.84,100.84,0.0,0.0,100.95,100.95,100.95,0.0,0.0,100.83,100.83,100.83,0.0,0.0,100.92,100.92,100.92,0.0,0.0
2018-11-11,101.33,101.33,101.33,0.0,0.0,101.49,101.49,101.49,0.0,0.0,101.19,101.19,101.19,0.0,0.0,101.47,101.47,101.47,0.0,0.0
2018-11-18,101.48,101.48,101.48,0.0,0.0,101.48,101.48,101.48,0.0,0.0,101.21,101.21,101.21,0.0,0.0,101.21,101.21,101.21,0.0,0.0
2018-11-25,101.5,101.5,101.5,0.0,0.0,101.59,101.59,101.59,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.49,101.49,101.49,0.0,0.0
2018-12-02,101.83,101.83,101.83,0.0,0.0,101.95,101.95,101.95,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.95,101.95,101.95,0.0,0.0
2018-12-09,102.09,102.09,102.09,0.0,0.0,102.13,102.13,102.13,0.0,0.0,101.99,101.99,101.99,0.0,0.0,102.07,102.07,102.07,0.0,0.0
2018-12-16,102.38,102.38,102.38,0.0,0.0,102.49,102.49,102.49,0.0,0.0,102.3,102.3,102.3,0.0,0.0,102.49,102.49,102.49,0.0,0.0
2018-12-23,102.24,102.24,102.24,0.0,0.0,102.58,102.58,102.58,0.0,0.0,102.24,102.24,102.24,0.0,0.0,102.56,102.56,102.56,0.0,0.0
2018-12-30,102.9,102.9,102.9,0.0,0.0,103.04,103.04,103.04,0.0,0.0,102.85,102.85,102.85,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2019-01-06,103.03,103.03,103.03,0.0,0.0,103.11,103.11,103.11,0.0,0.0,102.92,102.92,102.92,0.0,0.0,103.05,103.05,103.05,0.0,0.0
2019-01-13,103.01,103.01,103.01,0.0,0.0,103.15,103.15,103.15,0.0,0.0,102.91,102.91,102.91,0.0,0.0,103.06,103.06,103.06,0.0,0.0
2019-01-20,103.25,103.25,103.25,0.0,0.0,103.35,103.35,103.35,0.0,0.0,103.2,103.2,103.2,0.0,0.0,103.26,103.26,103.26,0.0,0.0
2019-01-27,103.66,103.66,103.66,0.0,0.0,103.67,103.67,103.67,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.56,103.56,103.56,0.0,0.0
2019-02-03,103.81,103.81,103.81,0.0,0.0,103.93,103.93,103.93,0.0,0.0,103.73,103.73,103.73,0.0,0.0,103.78,103.78,103.78,0.0,0.0
2019-02-10,103.71,103.71,103.71,0.0,0.0,103.88,103.88,103.88,0.0,0.0,103.7,103.7,103.7,0.0,0.0,103.81,103.81,103.81,0.0,0.0
2019-02-17,103.97,103.97,103.97,0.0,0.0,104.17,104.17,104.17,0.0,0.0,103.97,103.97,103.97,0.0,0.0,104.08,104.08,104.08,0.0,0.0
2019-02-24,103.74,103.74,103.74,0.0,0.0,103.74,103.74,103.74,0.0,0.0,103.56,103.56,103.56,0.0,0.0,103.57,103.57,103.57,0.0,0.0
2019-03-03,104.17,104.17,104.17,0.0,0.0,104.17,104.17,104.17,0.0,0.0,104.01,104.01,104.01,0.0,0.0,104.15,104.15,104.15,0.0,0.0
2019-03-10,104.45,104.45,104.45,0.0,0.0,104.56,104.56,104.56,0.0,0.0,104.42,104.42,104.42,0.0,0.0,104.46,104.46,104.46,0.0,0.0
2019-03-17,104.94,104.94,104.94,0.0,0.0,105.15,105.15,105.15,0.0,0.0,104.93,104.93,104.93,0.0,0.0,105.12,105.12,105.12,0.0,0.0
2019-03-24,105.45,105.45,105.45,0.0,0.0,105.54,105.54,105.54,0.0,0.0,105.42,105.42,105.42,0.0,0.0,105.54,105.54,105.54,0.0,0.0
2019-03-31,104.98,104.98,104.98,0.0,0.0,105.13,105.13,105.13,0.0,0.0,104.98,104.98,104.98,0.0,0.0,105.05,105.05,105.05,0.0,0.0
2019-04-07,105.08,105.08,105.08,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.03,105.03,105.03,0.0,0.0,105.09,105.09,105.09,0.0,0.0
2019-04-14,105.02,105.02,105.02,0.0,0.0,105.07,105.07,105.07,0.0,0.0,104.96,104.96,104.96,0.0,0.0,105.04,105.04,105.04,0.0,0.0
2019-04-21,105.4,105.4,105.4,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.33,105.33,105.33,0.0,0.0,105.45,105.45,105.45,0.0,0.0
2019-04-28,105.07,105.07,105.07,0.0,0.0,105.24,105.24,105.24,0.0,0.0,105.07,105.07,105.07,0.0,0.0,105.18,105.18,105.18,0.0,0.0
2019-05-05,105.47,105.47,105.47,0.0,0.0,105.51,105.51,105.51,0.0,0.0,105.41,105.41,105.41,0.0,0.0,105.45,105.45,105.45,0.0,0.0
2019-05-12,105.77,105.77,105.77,0.0,0.0,105.77,105.77,105.77,0.0,0.0,105.64,105.64,105.64,0.0,0.0,105.76,105.76,105.76,0.0,0.0
2019-05-19,105.87,105.87,105.87,0.0,0.0,105.98,105.98,105.98,0.0,0.0,105.78,105.78,105.78,0.0,0.0,105.98,105.98,105.98,0.0,0.0
2019-05-26,106.49,106.49,106.49,0.0,0.0,106.52,106.52,106.52,0.0,0.0,106.33,106.33,106.33,0.0,0.0,106.51,106.51,106.51,0.0,0.0
2019-06-02,106.74,106.74,106.74,0.0,0.0,106.74,106.74,106.74,0.0,0.0,106.64,106.64,106.64,0.0,0.0,106.73,106.73,106.73,0.0,0.0
2019-06-09,106.73,106.73,106.73,0.0,0.0,106.82,106.82,106.82,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.79,106.79,106.79,0.0,0.0
2019-06-16,107.27,107.27,107.27,0.0,0.0,107.28,107.28,107.28,0.0,0.0,107.12,107.12,107.12,0.0,0.0,107.12,107.12,107.12,0.0,0.0
2019-06-23,107.5,107.5,107.5,0.0,0.0,107.64,107.64,107.64,0.0,0.0,107.48,107.48,107.48,0.0,0.0,107.48,107.48,107.48,0.0,0.0
2019-06-30,107.43,107.43,107.43,0.0,0.0,107.43,107.43,107.43,0.0,0.0,107.06,107.06,107.06,0.0,0.0,107.32,107.32,107.32,0.0,0.0
2019-07-07,107.24,107.24,107.24,0.0,0.0,107.24,107.24,107.24,0.0,0.0,107.09,107.09,107.09,0.0,0.0,107.16,107.16,107.16,0.0,0.0
2019-07-14,107.5,107.5,107.5,0.0,0.0,107.57,107.57,107.57,0.0,0.0,107.39,107.39,107.39,0.0,0.0,107.55,107.55,107.55,0.0,0.0
2019-07-21,107.67,107.67,107.67,0.0,0.0,107.68,107.68,107.68,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.68,107.68,107.68,0.0,0.0
2019-07-28,107.86,107.86,107.86,0.0,0.0,108.01,108.01,108.01,0.0,0.0,107.86,107.86,107.86,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2019-08-04,108.48,108.48,108.48,0.0,0.0,108.5,108.5,108.5,0.0,0.0,108.23,108.23,108.23,0.0,0.0,108.23,108.23,108.23,0.0,0.0
2019-08-11,108.96,108.96,108.96,0.0,0.0,109.06,109.06,109.06,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.93,108.93,108.93,0.0,0.0
2019-08-18,108.87,108.87,108.87,0.0,0.0,109.24,109.24,109.24,0.0,0.0,108.82,108.82,108.82,0.0,0.0,109.14,109.14,109.14,0.0,0.0
2019-08-25,109.49,109.49,109.49,0.0,0.0,109.62,109.62,109.62,0.0,0.0,109.4,109.4,109.4,0.0,0.0,109.6,109.6,109.6,0.0,0.0
2019-09-01,109.19,109.19,109.19,0.0,0.0,109.21,109.21,109.21,0.0,0.0,109.05,109.05,109.05,0.0,0.0,109.1,109.1,109.1,0.0,0.0
2019-09-08,108.1,108.1,108.1,0.0,0.0,108.1,108.1,108.1,0.0,0.0,107.77,107.77,107.77,0.0,0.0,107.77,107.77,107.77,0.0,0.0
2019-09-15,108.25,108.25,108.25,0.0,0.0,108.49,108.49,108.49,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.46,108.46,108.46,0.0,0.0
2019-09-22,108.54,108.54,108.54,0.0,0.0,108.76,108.76,108.76,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.75,108.75,108.75,0.0,0.0
2019-09-29,109.04,109.04,109.04,0.0,0.0,109.17,109.17,109.17,0.0,0.0,108.92,108.92,108.92,0.0,0.0,109.14,109.14,109.14,0.0,0.0
2019-10-06,108.32,108.32,108.32,0.0,0.0,108.34,108.34,108.34,0.0,0.0,108.09,108.09,108.09,0.0,0.0,108.27,108.27,108.27,0.0,0.0
2019-10-13,108.33,108.33,108.33,0.0,0.0,108.33,108.33,108.33,0.0,0.0,108.14,108.14,108.14,0.0,0.0,108.29,108.29,108.29,0.0,0.0
2019-10-20,108.27,108.27,108.27,0.0,0.0,108.28,108.28,108.28,0.0,0.0,108.07,108.07,108.07,0.0,0.0,108.15,108.15,108.15,0.0,0.0
2019-10-27,108.46,108.46,108.46,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.29,108.29,108.29,0.0,0.0,108.44,108.44,108.44,0.0,0.0
2019-11-03,107.66,107.66,107.66,0.0,0.0,107.71,107.71,107.71,0.0,0.0,107.51,107.51,107.51,0.0,0.0,107.63,107.63,107.63,0.0,0.0
2019-11-10,108.06,108.06,108.06,0.0,0.0,108.13,108.13,108.13,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.11,108.11,108.11,0.0,0.0
2019-11-17,108.41,108.41,108.41,0.0,0.0,108.45,108.45,108.45,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.4,108.4,108.4,0.0,0.0
2019-11-24,108.46,108.46,108.46,0.0,0.0,108.57,108.57,108.57,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.57,108.57,108.57,0.0,0.0
2019-12-01,108.06,108.06,108.06,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.18,108.18,108.18,0.0,0.0
2019-12-08,108.08,108.08,108.08,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.08,108.08,108.08,0.0,0.0,108.33,108.33,108.33,0.0,0.0
2019-12-15,108.03,108.03,108.03,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.16,108.16,108.16,0.0,0.0
2019-12-22,108.27,108.27,108.27,0.0,0.0,108.37,108.37,108.37,0.0,0.0,108.27,108.27,108.27,0.0,0.0,108.34,108.34,108.34,0.0,0.0
2019-12-29,108.42,108.42,108.42,0.0,0.0,108.49,108.49,108.49,0.0,0.0,108.26,108.26,108.26,0.0,0.0,108.44,108.44,108.44,0.0,0.0
