Date,MEOH_stock_Open_average,MEOH_stock_Open_max,MEOH_stock_Open_min,MEOH_stock_Open_volatility,MEOH_stock_Open_change,MEOH_stock_High_average,MEOH_stock_High_max,MEOH_stock_High_min,MEOH_stock_High_volatility,MEOH_stock_High_change,MEOH_stock_Low_average,MEOH_stock_Low_max,MEOH_stock_Low_min,MEOH_stock_Low_volatility,MEOH_stock_Low_change,MEOH_stock_Close_average,MEOH_stock_Close_max,MEOH_stock_Close_min,MEOH_stock_Close_volatility,MEOH_stock_Close_change,MEOH_stock_Volume_average,MEOH_stock_Volume_max,MEOH_stock_Volume_min,MEOH_stock_Volume_volatility,MEOH_stock_Volume_change
2018-01-14,59.375,61.45,58.45,3.0,-3.0,59.8875,61.45,59.2,2.25,-2.1500000000000057,58.1075,58.73,57.85,0.8799999999999955,-0.8299999999999983,58.8,59.25,58.3,0.9500000000000028,0.3999999999999986,692943,1063333,443184,620149,-571846
2018-01-21,59.97,61.2,59.25,1.9500000000000028,0.3999999999999986,60.746,61.55,59.58,1.9699999999999989,1.8700000000000045,59.314,60.02,58.65,1.3700000000000045,0.8000000000000043,60.23,61.45,59.45,2.0,2.0,607061,755359,507242,248117,-96760
2018-01-28,62.34,63.5,61.2,2.299999999999997,1.3499999999999943,63.059999999999995,64.6,62.25,2.3499999999999943,0.5499999999999972,61.202,62.24,59.75,2.490000000000002,-1.1700000000000017,62.01,62.95,59.85,3.1000000000000014,-2.1499999999999986,1036874,1679777,697817,981960,42191
2018-02-04,57.98,60.25,55.8,4.450000000000003,-3.75,59.146,60.65,55.98,4.670000000000002,-4.670000000000002,55.910000000000004,57.85,52.7,5.149999999999999,-5.149999999999999,57.03,59.75,54.45,5.299999999999997,-3.6499999999999986,1095924,1397043,825807,571236,246489
2018-02-11,56.41,57.85,55.3,2.5500000000000043,1.8000000000000043,57.474,58.12,56.75,1.3699999999999974,0.6999999999999957,55.936,56.85,55.1,1.75,1.75,56.85,57.6,55.7,1.8999999999999986,1.4499999999999957,514658,770426,357941,412485,-351257
2018-02-18,57.55,58.5,56.8,1.7000000000000028,1.7000000000000028,58.6,59.4,57.8,1.6000000000000014,1.6000000000000014,57.3875,58.35,56.55,1.8000000000000043,1.8000000000000043,58.0125,59.25,57.25,2.0,2.0,442017,529161,278032,251129,-80589
2018-02-25,56.99,59.15,53.65,5.5,-5.5,57.49,59.45,54.2,5.25,-5.25,55.51,58.4,52.6,5.799999999999997,-5.049999999999997,56.28,59.05,54.0,5.049999999999997,-5.049999999999997,636102,802317,543983,258334,40040
2018-03-04,54.92,56.2,53.95,2.25,2.25,55.76,56.8,55.3,1.5,1.5,54.43,55.85,53.8,2.0500000000000043,2.0500000000000043,55.344,56.5,54.6,1.8999999999999986,1.7299999999999969,657455,1242246,260231,982015,-982015
2018-03-11,56.18,56.85,55.65,1.2000000000000028,-1.2000000000000028,56.87,57.2,56.55,0.6500000000000057,-0.20000000000000284,55.65,55.95,55.25,0.7000000000000028,-0.7000000000000028,56.15,56.85,55.65,1.2000000000000028,0.8999999999999986,482185,690679,400210,290469,4586
2018-03-18,58.11,59.75,56.4,3.3500000000000014,2.3500000000000014,59.660000000000004,61.25,56.9,4.350000000000001,3.700000000000003,57.59,58.9,55.7,3.1999999999999957,3.1999999999999957,58.58,60.6,56.25,4.350000000000001,2.8500000000000014,926688,1286843,716507,570336,330038
2018-03-25,59.625,60.75,58.95,1.7999999999999972,-0.6999999999999957,60.8875,61.35,60.3,1.0500000000000043,0.5,58.6325,59.33,58.05,1.2800000000000011,-1.0300000000000011,59.6125,60.65,58.15,2.5,0.14999999999999858,1073435,1674988,764698,910290,910290
2018-04-01,60.94,63.1,58.85,4.25,2.200000000000003,62.46,64.3,61.15,3.1499999999999986,2.5500000000000043,60.1,61.45,58.0,3.450000000000003,1.3999999999999986,61.54,63.7,60.05,3.6500000000000057,1.9000000000000057,769523,992946,441980,550966,-281614
