Date,First Trust Mega Cap AlphaDEX_Open_average,First Trust Mega Cap AlphaDEX_Open_max,First Trust Mega Cap AlphaDEX_Open_min,First Trust Mega Cap AlphaDEX_Open_volatility,First Trust Mega Cap AlphaDEX_Open_change,First Trust Mega Cap AlphaDEX_High_average,First Trust Mega Cap AlphaDEX_High_max,First Trust Mega Cap AlphaDEX_High_min,First Trust Mega Cap AlphaDEX_High_volatility,First Trust Mega Cap AlphaDEX_High_change,First Trust Mega Cap AlphaDEX_Low_average,First Trust Mega Cap AlphaDEX_Low_max,First Trust Mega Cap AlphaDEX_Low_min,First Trust Mega Cap AlphaDEX_Low_volatility,First Trust Mega Cap AlphaDEX_Low_change,First Trust Mega Cap AlphaDEX_Close_average,First Trust Mega Cap AlphaDEX_Close_max,First Trust Mega Cap AlphaDEX_Close_min,First Trust Mega Cap AlphaDEX_Close_volatility,First Trust Mega Cap AlphaDEX_Close_change
2018-05-27,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-06-03,35.36,35.36,35.36,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-06-10,35.77,35.77,35.77,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-06-17,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-06-24,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-07-01,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-07-08,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-07-15,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2018-07-22,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-07-29,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2018-08-05,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2018-08-12,35.7,35.7,35.7,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2018-08-19,36.08,36.08,36.08,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-08-26,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-09-02,36.51,36.51,36.51,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2018-09-09,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2018-09-16,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-09-23,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-09-30,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-10-07,35.23,35.23,35.23,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2018-10-14,35.59,35.59,35.59,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2018-10-21,34.17,34.17,34.17,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2018-10-28,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2018-11-04,35.83,35.83,35.83,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2018-11-11,35.3,35.3,35.3,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-11-18,33.97,33.97,33.97,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2018-11-25,35.47,35.47,35.47,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-12-02,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-12-09,34.16,34.16,34.16,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-12-16,31.68,31.68,31.68,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2018-12-23,32.0,32.0,32.0,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-12-30,31.92,31.92,31.92,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2019-01-06,32.97,32.97,32.97,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-01-13,33.71,33.71,33.71,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-01-20,33.41,33.41,33.41,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-01-27,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-02-03,33.8,33.8,33.8,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-02-10,34.88,34.88,34.88,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-02-17,34.75,34.75,34.75,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-02-24,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-03-03,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-03-10,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-03-17,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-03-24,34.7,34.7,34.7,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-03-31,34.65,34.65,34.65,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-04-07,35.35,35.35,35.35,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-04-14,35.41,35.41,35.41,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-04-21,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-04-28,35.63,35.63,35.63,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-05-05,34.51,34.51,34.51,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.51,34.51,34.51,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-05-12,35.11,35.11,35.11,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2019-05-19,34.65,34.65,34.65,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-05-26,33.69,33.69,33.69,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-06-02,35.17,35.17,35.17,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-06-09,35.11,35.11,35.11,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-06-16,36.07,36.07,36.07,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2019-06-23,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-06-30,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-07-07,36.65,36.65,36.65,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-07-14,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-07-21,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-07-28,35.32,35.32,35.32,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2019-08-04,35.46,35.46,35.46,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2019-08-11,34.92,34.92,34.92,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-08-18,35.44,35.44,35.44,0.0,0.0,35.44,35.44,35.44,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-08-25,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2019-09-01,36.33,36.33,36.33,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-09-08,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-09-15,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-09-22,36.32,36.32,36.32,0.0,0.0,36.32,36.32,36.32,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-09-29,35.27,35.27,35.27,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-10-06,36.14,36.14,36.14,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-10-13,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-10-20,36.58,36.58,36.58,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-10-27,36.98,36.98,36.98,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-11-03,37.52,37.52,37.52,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-11-10,37.65,37.65,37.65,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-11-17,37.41,37.41,37.41,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-11-24,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-12-01,37.74,37.74,37.74,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-12-08,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-12-15,38.14,38.14,38.14,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2019-12-22,38.39,38.39,38.39,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-12-29,38.53,38.53,38.53,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.51,38.51,38.51,0.0,0.0
