Date,BAFYY_Open_average,BAFYY_Open_max,BAFYY_Open_min,BAFYY_Open_volatility,BAFYY_Open_change,BAFYY_High_average,BAFYY_High_max,BAFYY_High_min,BAFYY_High_volatility,BAFYY_High_change,BAFYY_Low_average,BAFYY_Low_max,BAFYY_Low_min,BAFYY_Low_volatility,BAFYY_Low_change,BAFYY_Close_average,BAFYY_Close_max,BAFYY_Close_min,BAFYY_Close_volatility,BAFYY_Close_change,BAFYY_Volume_average,BAFYY_Volume_max,BAFYY_Volume_min,BAFYY_Volume_volatility,BAFYY_Volume_change
2018-01-14,8.1425,8.3,8.0,0.3000000000000007,-0.11000000000000121,8.3225,8.42,8.24,0.17999999999999972,-0.09999999999999964,8.1,8.19,8.0,0.1899999999999995,-0.05999999999999872,8.2675,8.35,8.14,0.20999999999999908,-0.09999999999999964,7445,10239,2142,8097,367
2018-01-21,8.322,8.51,8.04,0.47000000000000064,0.47000000000000064,8.432,8.55,8.26,0.2900000000000009,0.2900000000000009,8.241999999999999,8.49,8.04,0.45000000000000107,0.45000000000000107,8.370000000000001,8.55,8.22,0.33000000000000007,0.2900000000000009,13979,36158,5569,30589,-5067
2018-01-28,8.074,8.29,7.86,0.4299999999999988,-0.4299999999999988,8.17,8.39,7.9,0.4900000000000002,-0.4900000000000002,7.96,8.14,7.59,0.5500000000000007,-0.5099999999999998,8.122,8.39,7.66,0.7300000000000004,-0.7300000000000004,6893,8715,5146,3569,2908
2018-02-04,7.528,7.65,7.38,0.27000000000000046,-0.20999999999999996,7.652,7.73,7.54,0.1900000000000004,-0.1900000000000004,7.448,7.65,7.24,0.41000000000000014,-0.2699999999999996,7.568,7.66,7.47,0.1900000000000004,0.020000000000000462,5011,9559,0,9559,458
2018-02-11,7.728,7.92,7.61,0.3099999999999996,0.17999999999999972,7.87,8.06,7.77,0.2900000000000009,0.2400000000000002,7.59,7.81,7.49,0.3199999999999994,0.3199999999999994,7.818,7.91,7.77,0.14000000000000057,-0.010000000000000675,7730,15946,2170,13776,-2969
2018-02-18,7.705,7.85,7.58,0.2699999999999996,-0.07000000000000028,7.8175,7.94,7.74,0.20000000000000018,-0.20000000000000018,7.6,7.65,7.57,0.08000000000000007,-0.07000000000000028,7.805,7.92,7.72,0.20000000000000018,-0.17999999999999972,6814,9962,3175,6787,-2958
2018-02-25,7.4,7.63,7.08,0.5499999999999998,-0.5499999999999998,7.5360000000000005,7.69,7.41,0.28000000000000025,-0.28000000000000025,7.276,7.58,7.08,0.5,-0.5,7.44,7.69,7.26,0.4300000000000006,-0.4300000000000006,5433,8204,2781,5423,-884
2018-03-04,7.528,7.75,7.21,0.54,0.54,7.668,7.93,7.48,0.4499999999999993,0.4499999999999993,7.456,7.71,7.17,0.54,0.40000000000000036,7.626,7.86,7.35,0.5100000000000007,0.5100000000000007,4766,6784,2026,4758,-1431
2018-03-11,7.934,8.22,7.56,0.660000000000001,0.660000000000001,8.088000000000001,8.22,7.93,0.2900000000000009,0.2900000000000009,7.76,7.86,7.56,0.3000000000000007,0.3000000000000007,8.058,8.22,7.84,0.3800000000000008,0.3800000000000008,3734,6004,2332,3672,629
2018-03-18,7.95,8.18,7.75,0.4299999999999997,-0.3700000000000001,8.008,8.18,7.83,0.34999999999999964,-0.34999999999999964,7.71,7.78,7.52,0.2600000000000007,-0.2600000000000007,7.896,8.06,7.78,0.28000000000000025,0.040000000000000036,4778,7016,2907,4109,1156
2018-03-25,7.65,7.75,7.47,0.28000000000000025,0.04999999999999982,7.85,7.95,7.75,0.20000000000000018,-0.1200000000000001,7.5775,7.64,7.45,0.1899999999999995,0.009999999999999787,7.76,7.95,7.48,0.46999999999999975,-0.1299999999999999,3310,4942,1984,2958,-1095
2018-04-01,7.598,7.77,7.47,0.2999999999999998,-0.2599999999999998,7.742,7.8,7.65,0.14999999999999947,0.020000000000000462,7.456,7.56,7.37,0.1899999999999995,0.07000000000000028,7.678,7.79,7.58,0.20999999999999996,0.20999999999999996,6926,11562,2087,9475,-3587
2018-04-08,7.774,8.0,7.55,0.4500000000000002,0.41000000000000014,7.982,8.05,7.89,0.16000000000000103,0.16000000000000103,7.68,7.88,7.55,0.33000000000000007,0.33000000000000007,7.976,8.05,7.89,0.16000000000000103,0.16000000000000103,13802,39027,2425,36602,-29538
2018-04-15,8.177999999999999,8.36,8.06,0.29999999999999893,0.049999999999998934,8.314,8.39,8.17,0.22000000000000064,0.22000000000000064,8.084,8.13,7.96,0.17000000000000082,0.14999999999999947,8.308,8.39,8.17,0.22000000000000064,0.22000000000000064,11380,16883,5450,11433,-9016
2018-04-22,8.036,8.29,7.93,0.35999999999999943,-0.29999999999999893,8.174,8.29,8.04,0.25,-0.1399999999999988,7.968,8.01,7.93,0.08000000000000007,-0.040000000000000036,8.076,8.23,7.95,0.28000000000000025,-0.1200000000000001,4950,13063,1807,11256,-10847
2018-04-29,8.048,8.32,7.94,0.3799999999999999,-0.04999999999999982,8.33,8.38,8.29,0.09000000000000163,-0.019999999999999574,7.978,8.04,7.88,0.15999999999999925,-0.04999999999999982,8.318,8.35,8.29,0.0600000000000005,0.0,5210,11074,2995,8079,1740
2018-05-06,8.168,8.36,8.07,0.28999999999999915,-0.049999999999998934,8.388,8.44,8.36,0.08000000000000007,0.07000000000000028,8.096,8.16,8.06,0.09999999999999964,-0.05999999999999872,8.282,8.44,8.07,0.3699999999999992,0.08000000000000007,3401,4888,1627,3261,1562
2018-05-13,8.28,8.4,8.04,0.3600000000000012,0.10999999999999943,8.39,8.44,8.36,0.08000000000000007,0.0,8.128,8.35,8.01,0.33999999999999986,-0.09999999999999964,8.306,8.43,8.01,0.41999999999999993,-0.33999999999999986,4260,8352,1248,7104,-5918
2018-05-20,8.208,8.36,7.98,0.379999999999999,-0.15000000000000036,8.434,8.54,8.36,0.17999999999999972,-0.14999999999999858,8.106,8.22,7.98,0.2400000000000002,-0.05999999999999872,8.33,8.52,8.16,0.35999999999999943,0.23000000000000043,3061,5530,1256,4274,-1890
2018-05-27,8.025,8.38,7.85,0.5300000000000011,0.5300000000000011,8.315,8.54,8.1,0.4399999999999995,0.4399999999999995,7.970000000000001,8.21,7.85,0.3600000000000012,0.3600000000000012,8.19,8.44,8.06,0.379999999999999,0.33999999999999986,6577,17413,703,16710,-2386
2018-06-03,8.338,8.45,8.17,0.27999999999999936,-0.1999999999999993,8.416,8.56,8.19,0.370000000000001,-0.34999999999999964,8.23,8.33,8.01,0.3200000000000003,-0.3200000000000003,8.296,8.53,8.06,0.46999999999999886,-0.46999999999999886,4425,6963,2118,4845,-3942
2018-06-10,7.9799999999999995,8.02,7.92,0.09999999999999964,-0.09999999999999964,8.124,8.25,7.97,0.28000000000000025,-0.2400000000000011,7.892,8.0,7.74,0.2599999999999998,-0.20000000000000018,8.036,8.22,7.88,0.34000000000000075,-0.2400000000000011,5820,9657,2905,6752,-5623
2018-06-17,7.612,7.76,7.49,0.2699999999999996,-0.1899999999999995,7.832,8.08,7.63,0.4500000000000002,-0.3100000000000005,7.58,7.72,7.47,0.25,-0.20999999999999996,7.7139999999999995,8.08,7.47,0.6100000000000003,-0.5700000000000003,4393,6835,1494,5341,-1754
2018-06-24,7.442,7.58,7.32,0.2599999999999998,-0.15000000000000036,7.532,7.64,7.43,0.20999999999999996,-0.10999999999999943,7.358,7.42,7.22,0.20000000000000018,-0.009999999999999787,7.482,7.53,7.43,0.10000000000000053,0.10000000000000053,7249,16755,3440,13315,11071
2018-07-01,7.375,7.42,7.34,0.08000000000000007,0.05999999999999961,7.4925,7.59,7.41,0.17999999999999972,0.16999999999999993,7.3,7.4,7.21,0.1900000000000004,0.1900000000000004,7.3825,7.51,7.21,0.2999999999999998,0.2999999999999998,7055,14953,2537,12416,9381
2018-07-08,7.676,7.82,7.57,0.25,-0.08000000000000007,7.79,7.89,7.65,0.23999999999999932,0.10999999999999943,7.568,7.63,7.51,0.1200000000000001,0.040000000000000036,7.72,7.89,7.51,0.3799999999999999,0.040000000000000036,4086,6567,1911,4656,-2213
2018-07-15,7.656,7.93,7.46,0.46999999999999975,-0.2999999999999998,7.808,7.93,7.67,0.2599999999999998,-0.1899999999999995,7.486,7.58,7.34,0.2400000000000002,-0.08999999999999986,7.562,7.67,7.49,0.17999999999999972,-0.08999999999999986,5880,11473,2937,8536,-8431
2018-07-22,7.534,7.7,7.4,0.2999999999999998,0.2999999999999998,7.8020000000000005,7.9,7.72,0.1800000000000006,0.16999999999999993,7.4799999999999995,7.52,7.4,0.11999999999999922,0.10999999999999943,7.708,7.9,7.45,0.4500000000000002,0.4500000000000002,7075,22543,1270,21273,3301
2018-07-29,7.614,7.9,7.41,0.4900000000000002,-0.3199999999999994,7.814,7.97,7.68,0.29000000000000004,-0.09999999999999964,7.544,7.71,7.38,0.33000000000000007,-0.2699999999999996,7.742,7.82,7.65,0.16999999999999993,0.040000000000000036,3049,4575,2224,2351,291
2018-08-05,7.5520000000000005,7.61,7.44,0.16999999999999993,0.09999999999999964,7.604,7.72,7.53,0.1899999999999995,0.040000000000000036,7.364,7.45,7.28,0.16999999999999993,-0.09999999999999964,7.39,7.46,7.28,0.17999999999999972,-0.10999999999999943,4089,6853,2309,4544,-383
2018-08-12,7.382,7.64,7.13,0.5099999999999998,-0.5099999999999998,7.56,7.68,7.4,0.27999999999999936,-0.23999999999999932,7.28,7.34,7.13,0.20999999999999996,-0.16999999999999993,7.39,7.66,7.16,0.5,-0.2599999999999998,3894,5434,2066,3368,-2454
2018-08-19,7.676,7.82,7.42,0.40000000000000036,0.25,7.708,7.82,7.45,0.3700000000000001,0.2999999999999998,7.4479999999999995,7.53,7.27,0.2600000000000007,0.2600000000000007,7.486,7.6,7.27,0.33000000000000007,0.2600000000000007,3353,5800,2394,3406,-3392
2018-08-26,7.56,7.61,7.49,0.1200000000000001,-0.0699999999999994,7.696,7.85,7.53,0.3199999999999994,-0.3199999999999994,7.486,7.55,7.44,0.10999999999999943,-0.0699999999999994,7.542,7.62,7.45,0.16999999999999993,-0.05999999999999961,3973,6193,2495,3698,-3698
