Date,US Cotton #2_Open_average,US Cotton #2_Open_max,US Cotton #2_Open_min,US Cotton #2_Open_volatility,US Cotton #2_Open_change,US Cotton #2_High_average,US Cotton #2_High_max,US Cotton #2_High_min,US Cotton #2_High_volatility,US Cotton #2_High_change,US Cotton #2_Low_average,US Cotton #2_Low_max,US Cotton #2_Low_min,US Cotton #2_Low_volatility,US Cotton #2_Low_change,US Cotton #2_Close_average,US Cotton #2_Close_max,US Cotton #2_Close_min,US Cotton #2_Close_volatility,US Cotton #2_Close_change,US Cotton #2_Volume_average,US Cotton #2_Volume_max,US Cotton #2_Volume_min,US Cotton #2_Volume_volatility,US Cotton #2_Volume_change
2018-01-14,82.158,83.39,81.2,2.1899999999999977,1.6599999999999966,83.184,83.95,82.06,1.8900000000000006,1.8900000000000006,81.766,83.0,80.63,2.3700000000000045,2.3700000000000045,82.574,83.43,81.28,2.1500000000000057,2.1200000000000045,0,0,0,0,0
2018-01-21,82.08,83.5,80.59,2.9099999999999966,-2.9099999999999966,82.364,83.66,80.62,3.039999999999992,-3.039999999999992,80.782,82.03,78.16,3.8700000000000045,-3.8700000000000045,81.072,82.31,78.44,3.8700000000000045,-3.760000000000005,0,0,0,0,0
2018-01-28,77.696,78.42,77.16,1.2600000000000051,-0.9399999999999977,78.752,79.92,77.89,2.030000000000001,-1.0400000000000063,76.88,77.25,76.46,0.7900000000000063,-0.5200000000000102,77.324,78.31,76.62,1.6899999999999977,-0.5099999999999909,0,0,0,0,0
2018-02-04,76.452,76.88,75.95,0.9299999999999926,-0.10999999999999943,77.182,77.51,76.78,0.730000000000004,0.6899999999999977,75.892,76.11,75.75,0.35999999999999943,0.25,76.492,76.97,76.06,0.9099999999999966,0.060000000000002274,0,0,0,0,0
2018-02-11,75.9225,76.43,75.36,1.0700000000000074,-1.0700000000000074,76.2475,76.52,75.87,0.6499999999999915,-0.6499999999999915,75.33500000000001,75.67,75.11,0.5600000000000023,-0.5300000000000011,75.695,76.17,75.39,0.7800000000000011,-0.5499999999999972,0,0,0,0,0
2018-02-18,79.382,81.33,77.03,4.299999999999997,4.299999999999997,80.8,82.44,79.34,3.0999999999999943,3.0999999999999943,79.098,81.05,77.03,4.019999999999996,4.019999999999996,80.482,82.12,79.07,3.0500000000000114,3.0500000000000114,0,0,0,0,0
2018-02-25,82.208,82.78,81.53,1.25,0.21999999999999886,83.208,85.3,82.22,3.0799999999999983,2.8799999999999955,81.412,82.26,80.69,1.5700000000000074,1.0900000000000034,82.798,84.86,81.72,3.1400000000000006,2.480000000000004,0,0,0,0,0
2018-03-04,83.992,85.09,82.55,2.5400000000000063,-0.5499999999999972,85.232,86.59,83.75,2.8400000000000034,-1.5700000000000074,82.764,84.25,81.78,2.469999999999999,1.1099999999999994,83.63,84.95,82.49,2.460000000000008,0.7199999999999989,0,0,0,0,0
2018-03-11,83.31,83.63,82.92,0.7099999999999937,-0.21999999999999886,83.706,84.17,82.95,1.2199999999999989,-1.2199999999999989,82.174,82.68,81.2,1.480000000000004,-0.8999999999999915,82.81,83.58,81.27,2.3100000000000023,-1.7800000000000011,0,0,0,0,0
2018-03-18,82.184,82.75,81.2,1.5499999999999972,0.7999999999999972,83.06,83.85,82.38,1.4699999999999989,-0.789999999999992,81.646,82.55,80.97,1.5799999999999983,0.5600000000000023,82.284,83.0,81.76,1.2399999999999949,-1.2399999999999949,0,0,0,0,0
