Date,SINA_Open_average,SINA_Open_max,SINA_Open_min,SINA_Open_volatility,SINA_Open_change,SINA_High_average,SINA_High_max,SINA_High_min,SINA_High_volatility,SINA_High_change,SINA_Low_average,SINA_Low_max,SINA_Low_min,SINA_Low_volatility,SINA_Low_change,SINA_Close_average,SINA_Close_max,SINA_Close_min,SINA_Close_volatility,SINA_Close_change,SINA_Volume_average,SINA_Volume_max,SINA_Volume_min,SINA_Volume_volatility,SINA_Volume_change
2018-01-14,117.812,121.88,113.59,8.289999999999992,7.009999999999991,119.982,121.92,116.11,5.810000000000002,5.769999999999996,116.024,119.82,111.32,8.5,7.290000000000006,117.944,120.06,111.97,8.090000000000003,7.1299999999999955,1071376,1454244,683572,770672,-560901
2018-01-21,119.85,120.95,118.47,2.480000000000004,0.1700000000000017,121.06,122.93,119.08,3.8500000000000085,1.009999999999991,117.626,119.9,115.92,3.980000000000004,-1.1099999999999994,119.488,122.19,118.02,4.170000000000002,-0.7999999999999972,787783,949845,622587,327258,241967
2018-01-28,115.51,117.29,111.35,5.940000000000012,-5.180000000000007,117.83800000000001,120.93,114.49,6.440000000000012,-2.740000000000009,113.246,116.75,107.76,8.989999999999995,-6.509999999999991,114.258,118.54,107.77,10.77000000000001,-7.390000000000001,982053,1350803,589124,761679,211342
2018-02-04,105.852,108.1,102.6,5.5,1.1799999999999926,108.66799999999999,110.6,105.5,5.099999999999994,-3.5,103.164,106.5,100.33,6.170000000000002,0.14000000000000057,105.58,108.92,101.16,7.760000000000005,-3.180000000000007,1259687,1501887,1162386,339501,-60878
2018-02-11,114.7875,118.6,110.0,8.599999999999994,8.25,118.38499999999999,121.03,114.99,6.040000000000006,4.030000000000001,113.4475,117.64,109.02,8.620000000000005,5.88000000000001,115.9,118.85,112.25,6.599999999999994,2.700000000000003,1495800,1991773,993035,998738,-998738
2018-02-18,117.508,122.39,114.58,7.810000000000002,7.810000000000002,120.124,124.6,116.77,7.829999999999998,7.829999999999998,115.97,117.67,114.27,3.4000000000000057,3.4000000000000057,117.67999999999999,121.8,115.46,6.340000000000003,2.8500000000000085,1182992,1727764,779068,948696,858093
2018-02-25,116.614,118.6,112.99,5.609999999999999,-1.8999999999999915,118.386,119.87,117.5,2.3700000000000045,-0.9900000000000091,114.66,116.3,111.55,4.75,-0.14000000000000057,116.65,117.62,114.55,3.0700000000000074,0.9699999999999989,895159,1182839,768800,414039,-414039
2018-03-04,121.328,123.16,118.51,4.6499999999999915,3.9599999999999937,123.046,123.77,121.59,2.1799999999999926,1.7399999999999949,119.466,120.74,118.27,2.469999999999999,0.38000000000000966,121.412,122.92,118.87,4.049999999999997,-2.549999999999997,916723,1044526,717595,326931,-34448
2018-03-11,117.952,119.29,115.4,3.8900000000000006,-3.8900000000000006,118.80199999999999,119.69,116.83,2.8599999999999994,-2.7900000000000063,116.146,117.27,114.3,2.969999999999999,-1.8400000000000034,117.52,118.56,116.07,2.490000000000009,-1.6400000000000006,727454,1083707,547487,536220,-536220
2018-03-18,114.038,118.64,109.03,9.61,-7.319999999999993,115.446,119.68,110.43,9.25,-9.25,110.992,116.76,106.15,10.61,-10.409999999999997,112.684,119.22,106.86,12.36,-8.950000000000003,1022279,1486246,637652,848594,177370
