Date,TRCB_Open_average,TRCB_Open_max,TRCB_Open_min,TRCB_Open_volatility,TRCB_Open_change,TRCB_High_average,TRCB_High_max,TRCB_High_min,TRCB_High_volatility,TRCB_High_change,TRCB_Low_average,TRCB_Low_max,TRCB_Low_min,TRCB_Low_volatility,TRCB_Low_change,TRCB_Close_average,TRCB_Close_max,TRCB_Close_min,TRCB_Close_volatility,TRCB_Close_change,TRCB_Volume_average,TRCB_Volume_max,TRCB_Volume_min,TRCB_Volume_volatility,TRCB_Volume_change
2016-01-03,9.278333333333332,9.36,9.14,0.21999999999999886,0.07000000000000028,9.323333333333332,9.4,9.2,0.20000000000000107,0.0600000000000005,9.196666666666667,9.36,9.06,0.29999999999999893,0.08999999999999986,9.22,9.36,9.07,0.28999999999999915,0.08000000000000007,2228,6972,788,6184,174
2016-01-10,9.125,9.24,9.05,0.1899999999999995,-0.07000000000000028,9.275,9.33,9.21,0.11999999999999922,-0.11999999999999922,8.935,9.14,8.59,0.5500000000000007,-0.5500000000000007,9.192499999999999,9.33,9.0,0.33000000000000007,-0.13000000000000078,7589,17825,405,17420,-7975
2016-01-17,8.94,9.34,8.6,0.7400000000000002,-0.41000000000000014,9.014,9.34,8.9,0.4399999999999995,-0.10999999999999943,8.804,9.01,8.6,0.41000000000000014,-0.41000000000000014,8.902,9.01,8.7,0.3100000000000005,-0.10999999999999943,1747,7592,59,7533,-140
2016-01-24,9.192,9.35,8.89,0.4599999999999991,-0.10999999999999943,9.204,9.35,8.92,0.4299999999999997,-0.10999999999999943,9.12,9.35,8.86,0.4900000000000002,-0.10999999999999943,9.142,9.35,8.86,0.4900000000000002,-0.10999999999999943,2137,6698,2,6696,720
2016-01-31,9.08,9.49,8.85,0.6400000000000006,-0.16999999999999993,9.128,9.49,8.85,0.6400000000000006,-0.370000000000001,9.06,9.49,8.85,0.6400000000000006,-0.16999999999999993,9.088,9.49,8.85,0.6400000000000006,-0.16999999999999993,2831,9075,37,9038,-3643
2016-02-07,8.9075,9.23,8.79,0.4400000000000013,0.4299999999999997,8.935,9.23,8.8,0.4299999999999997,0.370000000000001,8.842500000000001,9.23,8.57,0.6600000000000001,0.4299999999999997,8.915,9.23,8.79,0.4400000000000013,0.40000000000000036,4095,8029,77,7952,-3111
2016-02-14,8.796,9.24,8.56,0.6799999999999997,0.07000000000000028,8.84,9.46,8.56,0.9000000000000004,0.07000000000000028,8.726,9.24,8.56,0.6799999999999997,0.07000000000000028,8.790000000000001,9.39,8.56,0.8300000000000001,0.07000000000000028,1161,4972,105,4867,188
2016-02-21,8.742,9.05,8.64,0.41000000000000014,0.02999999999999936,8.84,9.05,8.64,0.41000000000000014,0.3999999999999986,8.686,9.05,8.57,0.4800000000000004,0.09999999999999964,8.738,9.05,8.57,0.4800000000000004,0.09999999999999964,2498,4751,73,4678,2634
2016-02-28,8.678,8.85,8.56,0.28999999999999915,-0.28999999999999915,8.822000000000001,8.92,8.72,0.1999999999999993,-0.10999999999999943,8.526,8.59,8.33,0.2599999999999998,-0.2400000000000002,8.642,8.78,8.58,0.1999999999999993,-0.1899999999999995,5297,9860,862,8998,5410
2016-03-06,8.626,8.8,8.38,0.41999999999999993,0.29999999999999893,8.863999999999999,9.04,8.69,0.34999999999999964,0.05999999999999872,8.576,8.67,8.38,0.28999999999999915,0.28999999999999915,8.644,8.71,8.56,0.15000000000000036,0.11999999999999922,21543,56229,9557,46672,3072
