Date,Deutsche X-trackers MSCI All World ex US High Divi_Open_average,Deutsche X-trackers MSCI All World ex US High Divi_Open_max,Deutsche X-trackers MSCI All World ex US High Divi_Open_min,Deutsche X-trackers MSCI All World ex US High Divi_Open_volatility,Deutsche X-trackers MSCI All World ex US High Divi_Open_change,Deutsche X-trackers MSCI All World ex US High Divi_High_average,Deutsche X-trackers MSCI All World ex US High Divi_High_max,Deutsche X-trackers MSCI All World ex US High Divi_High_min,Deutsche X-trackers MSCI All World ex US High Divi_High_volatility,Deutsche X-trackers MSCI All World ex US High Divi_High_change,Deutsche X-trackers MSCI All World ex US High Divi_Low_average,Deutsche X-trackers MSCI All World ex US High Divi_Low_max,Deutsche X-trackers MSCI All World ex US High Divi_Low_min,Deutsche X-trackers MSCI All World ex US High Divi_Low_volatility,Deutsche X-trackers MSCI All World ex US High Divi_Low_change,Deutsche X-trackers MSCI All World ex US High Divi_Close_average,Deutsche X-trackers MSCI All World ex US High Divi_Close_max,Deutsche X-trackers MSCI All World ex US High Divi_Close_min,Deutsche X-trackers MSCI All World ex US High Divi_Close_volatility,Deutsche X-trackers MSCI All World ex US High Divi_Close_change
2018-05-20,25.86,25.86,25.86,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2018-05-27,25.69,25.69,25.69,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2018-06-03,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-06-10,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-06-17,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-06-24,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-07-01,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-07-08,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-07-15,25.13,25.13,25.13,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-07-22,25.75,25.75,25.75,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-07-29,25.39,25.39,25.39,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2018-08-05,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-08-12,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-08-19,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-08-26,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-09-02,24.61,24.61,24.61,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-09-09,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-09-16,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-09-23,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-09-30,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-10-07,23.9,23.9,23.9,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2018-10-14,23.93,23.93,23.93,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-10-21,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2018-10-28,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-11-04,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-11-11,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2018-11-18,23.76,23.76,23.76,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-11-25,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-12-02,22.68,22.68,22.68,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-12-09,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-12-16,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-12-23,22.39,22.39,22.39,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-12-30,22.78,22.78,22.78,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-01-06,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2019-01-13,23.67,23.67,23.67,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-01-20,23.72,23.72,23.72,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-01-27,24.08,24.08,24.08,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-02-03,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-02-10,24.16,24.16,24.16,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-02-17,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-02-24,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-03-03,24.49,24.49,24.49,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-03-10,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2019-03-17,24.28,24.28,24.28,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-03-24,24.68,24.68,24.68,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2019-03-31,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-04-07,24.97,24.97,24.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-04-14,24.96,24.96,24.96,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-04-21,24.81,24.81,24.81,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-04-28,24.62,24.62,24.62,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-05-05,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-05-12,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-05-19,24.01,24.01,24.01,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-05-26,23.85,23.85,23.85,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-06-02,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-06-09,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2019-06-16,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-06-23,24.95,24.95,24.95,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-06-30,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-07-07,24.67,24.67,24.67,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-07-14,24.65,24.65,24.65,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-07-21,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-07-28,23.27,23.27,23.27,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-08-04,23.44,23.44,23.44,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-08-11,23.46,23.46,23.46,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2019-08-18,23.37,23.37,23.37,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-08-25,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2019-09-01,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2019-09-08,24.68,24.68,24.68,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-09-15,24.36,24.36,24.36,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-09-22,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-09-29,23.9,23.9,23.9,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-10-06,24.4,24.4,24.4,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-10-13,24.92,24.92,24.92,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-10-20,25.24,25.24,25.24,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-10-27,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-11-03,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-11-10,25.29,25.29,25.29,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-11-17,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-11-24,25.05,25.05,25.05,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-12-01,25.23,25.23,25.23,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-12-08,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-12-15,26.07,26.07,26.07,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-12-22,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-12-29,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
