Date,WisdomTree International High Dividend_Open_average,WisdomTree International High Dividend_Open_max,WisdomTree International High Dividend_Open_min,WisdomTree International High Dividend_Open_volatility,WisdomTree International High Dividend_Open_change,WisdomTree International High Dividend_High_average,WisdomTree International High Dividend_High_max,WisdomTree International High Dividend_High_min,WisdomTree International High Dividend_High_volatility,WisdomTree International High Dividend_High_change,WisdomTree International High Dividend_Low_average,WisdomTree International High Dividend_Low_max,WisdomTree International High Dividend_Low_min,WisdomTree International High Dividend_Low_volatility,WisdomTree International High Dividend_Low_change,WisdomTree International High Dividend_Close_average,WisdomTree International High Dividend_Close_max,WisdomTree International High Dividend_Close_min,WisdomTree International High Dividend_Close_volatility,WisdomTree International High Dividend_Close_change
2019-03-24,40.31,40.31,40.31,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-03-31,40.93,40.93,40.93,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-04-07,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-04-14,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-04-21,40.66,40.66,40.66,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-04-28,40.83,40.83,40.83,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2019-05-05,39.83,39.83,39.83,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.65,39.65,39.65,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-05-12,39.75,39.75,39.75,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-05-19,39.69,39.69,39.69,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-05-26,38.89,38.89,38.89,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2019-06-02,40.41,40.41,40.41,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-06-09,40.19,40.19,40.19,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-06-16,40.78,40.78,40.78,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-06-23,40.36,40.36,40.36,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-06-30,40.47,40.47,40.47,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2019-07-07,40.25,40.25,40.25,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-07-14,39.9,39.9,39.9,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-07-21,39.83,39.83,39.83,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-07-28,38.5,38.5,38.5,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-08-04,37.7,37.7,37.7,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-08-11,37.05,37.05,37.05,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-08-18,37.39,37.39,37.39,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-08-25,37.83,37.83,37.83,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-09-01,38.56,38.56,38.56,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-09-08,39.92,39.92,39.92,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2019-09-15,39.86,39.86,39.86,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-09-22,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-09-29,38.06,38.06,38.06,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-10-06,39.39,39.39,39.39,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-10-13,39.94,39.94,39.94,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-10-20,40.43,40.43,40.43,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2019-10-27,40.73,40.73,40.73,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2019-11-03,41.06,41.06,41.06,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2019-11-10,40.71,40.71,40.71,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-11-17,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-11-24,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2019-12-01,40.79,40.79,40.79,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-12-08,41.87,41.87,41.87,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-12-15,42.06,42.06,42.06,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2019-12-22,42.06,42.06,42.06,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-12-29,41.95,41.95,41.95,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.92,41.92,41.92,0.0,0.0
