Date,First Trust ISE-Revere Natural GasEtf_Open_average,First Trust ISE-Revere Natural GasEtf_Open_max,First Trust ISE-Revere Natural GasEtf_Open_min,First Trust ISE-Revere Natural GasEtf_Open_volatility,First Trust ISE-Revere Natural GasEtf_Open_change,First Trust ISE-Revere Natural GasEtf_High_average,First Trust ISE-Revere Natural GasEtf_High_max,First Trust ISE-Revere Natural GasEtf_High_min,First Trust ISE-Revere Natural GasEtf_High_volatility,First Trust ISE-Revere Natural GasEtf_High_change,First Trust ISE-Revere Natural GasEtf_Low_average,First Trust ISE-Revere Natural GasEtf_Low_max,First Trust ISE-Revere Natural GasEtf_Low_min,First Trust ISE-Revere Natural GasEtf_Low_volatility,First Trust ISE-Revere Natural GasEtf_Low_change,First Trust ISE-Revere Natural GasEtf_Close_average,First Trust ISE-Revere Natural GasEtf_Close_max,First Trust ISE-Revere Natural GasEtf_Close_min,First Trust ISE-Revere Natural GasEtf_Close_volatility,First Trust ISE-Revere Natural GasEtf_Close_change
2018-01-14,23.69,23.69,23.69,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-01-21,24.2,24.2,24.2,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2018-01-28,22.65,22.65,22.65,0.0,0.0,22.7,22.7,22.7,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2018-02-04,20.24,20.24,20.24,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2018-02-11,20.75,20.75,20.75,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-02-18,20.41,20.41,20.41,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2018-02-25,20.22,20.22,20.22,0.0,0.0,20.72,20.72,20.72,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2018-03-04,20.75,20.75,20.75,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2018-03-11,20.47,20.47,20.47,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2018-03-18,20.77,20.77,20.77,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-03-25,20.09,20.09,20.09,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-04-01,20.37,20.37,20.37,0.0,0.0,20.52,20.52,20.52,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2018-04-08,21.16,21.16,21.16,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2018-04-15,21.96,21.96,21.96,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2018-04-22,22.17,22.17,22.17,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-04-29,21.44,21.44,21.44,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2018-05-06,22.71,22.71,22.71,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.53,22.53,22.53,0.0,0.0
