Date,iShares MSCI Europe Small-CapEtf_Open_average,iShares MSCI Europe Small-CapEtf_Open_max,iShares MSCI Europe Small-CapEtf_Open_min,iShares MSCI Europe Small-CapEtf_Open_volatility,iShares MSCI Europe Small-CapEtf_Open_change,iShares MSCI Europe Small-CapEtf_High_average,iShares MSCI Europe Small-CapEtf_High_max,iShares MSCI Europe Small-CapEtf_High_min,iShares MSCI Europe Small-CapEtf_High_volatility,iShares MSCI Europe Small-CapEtf_High_change,iShares MSCI Europe Small-CapEtf_Low_average,iShares MSCI Europe Small-CapEtf_Low_max,iShares MSCI Europe Small-CapEtf_Low_min,iShares MSCI Europe Small-CapEtf_Low_volatility,iShares MSCI Europe Small-CapEtf_Low_change,iShares MSCI Europe Small-CapEtf_Close_average,iShares MSCI Europe Small-CapEtf_Close_max,iShares MSCI Europe Small-CapEtf_Close_min,iShares MSCI Europe Small-CapEtf_Close_volatility,iShares MSCI Europe Small-CapEtf_Close_change
2019-02-17,49.86,49.86,49.86,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-02-24,50.94,50.94,50.94,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-03-03,49.39,49.39,49.39,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-03-10,51.25,51.25,51.25,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-03-17,50.87,50.87,50.87,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-03-24,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-03-31,51.95,51.95,51.95,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2019-04-07,52.57,52.57,52.57,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-04-14,52.65,52.65,52.65,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-04-21,52.44,52.44,52.44,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2019-04-28,52.61,52.61,52.61,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-05-05,51.54,51.54,51.54,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-05-12,50.97,50.97,50.97,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-05-19,50.41,50.41,50.41,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-05-26,49.17,49.17,49.17,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-06-02,50.61,50.61,50.61,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-06-09,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2019-06-16,49.62,49.62,49.62,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-06-23,49.98,49.98,49.98,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-06-30,50.21,50.21,50.21,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-07-07,49.98,49.98,49.98,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-07-14,49.63,49.63,49.63,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-07-21,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-07-28,48.39,48.39,48.39,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-08-04,47.72,47.72,47.72,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2019-08-11,46.17,46.17,46.17,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2019-08-18,47.44,47.44,47.44,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2019-08-25,47.8,47.8,47.8,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-09-01,48.64,48.64,48.64,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2019-09-08,49.68,49.68,49.68,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-09-15,49.63,49.63,49.63,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2019-09-22,48.75,48.75,48.75,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2019-09-29,47.83,47.83,47.83,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2019-10-06,49.62,49.62,49.62,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-10-13,50.91,50.91,50.91,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-10-20,51.01,51.01,51.01,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-10-27,51.69,51.69,51.69,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2019-11-03,52.05,52.05,52.05,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-11-10,52.39,52.39,52.39,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-11-17,52.26,52.26,52.26,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-11-24,53.07,53.07,53.07,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2019-12-01,53.74,53.74,53.74,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2019-12-08,55.19,55.19,55.19,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-12-15,54.71,54.71,54.71,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-12-22,55.8,55.8,55.8,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2019-12-29,55.51,55.51,55.51,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.56,55.56,55.56,0.0,0.0
