Date,iShares MSCI Europe Small-CapEtf_Open_average,iShares MSCI Europe Small-CapEtf_Open_max,iShares MSCI Europe Small-CapEtf_Open_min,iShares MSCI Europe Small-CapEtf_Open_volatility,iShares MSCI Europe Small-CapEtf_Open_change,iShares MSCI Europe Small-CapEtf_High_average,iShares MSCI Europe Small-CapEtf_High_max,iShares MSCI Europe Small-CapEtf_High_min,iShares MSCI Europe Small-CapEtf_High_volatility,iShares MSCI Europe Small-CapEtf_High_change,iShares MSCI Europe Small-CapEtf_Low_average,iShares MSCI Europe Small-CapEtf_Low_max,iShares MSCI Europe Small-CapEtf_Low_min,iShares MSCI Europe Small-CapEtf_Low_volatility,iShares MSCI Europe Small-CapEtf_Low_change,iShares MSCI Europe Small-CapEtf_Close_average,iShares MSCI Europe Small-CapEtf_Close_max,iShares MSCI Europe Small-CapEtf_Close_min,iShares MSCI Europe Small-CapEtf_Close_volatility,iShares MSCI Europe Small-CapEtf_Close_change
2018-01-14,60.95,60.95,60.95,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2018-01-21,61.99,61.99,61.99,0.0,0.0,62.27,62.27,62.27,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2018-01-28,60.73,60.73,60.73,0.0,0.0,60.76,60.76,60.76,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2018-02-04,56.78,56.78,56.78,0.0,0.0,57.15,57.15,57.15,0.0,0.0,55.49,55.49,55.49,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2018-02-11,59.56,59.56,59.56,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2018-02-18,59.0,59.0,59.0,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-02-25,57.14,57.14,57.14,0.0,0.0,57.6,57.6,57.6,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2018-03-04,59.3,59.3,59.3,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2018-03-11,58.94,58.94,58.94,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.89,58.89,58.89,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2018-03-18,58.05,58.05,58.05,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2018-03-25,58.02,58.02,58.02,0.0,0.0,58.25,58.25,58.25,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2018-04-01,58.11,58.11,58.11,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2018-04-08,59.6,59.6,59.6,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-04-15,59.92,59.92,59.92,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2018-04-22,59.33,59.33,59.33,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2018-04-29,58.78,58.78,58.78,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.71,58.71,58.71,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2018-05-06,60.03,60.03,60.03,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-05-13,59.52,59.52,59.52,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2018-05-20,59.0,59.0,59.0,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2018-05-27,58.61,58.61,58.61,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2018-06-03,58.92,58.92,58.92,0.0,0.0,59.44,59.44,59.44,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2018-06-10,58.79,58.79,58.79,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2018-06-17,57.2,57.2,57.2,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2018-06-24,56.05,56.05,56.05,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2018-07-01,56.34,56.34,56.34,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-07-08,56.6,56.6,56.6,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2018-07-15,56.54,56.54,56.54,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2018-07-22,57.13,57.13,57.13,0.0,0.0,57.26,57.26,57.26,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2018-07-29,56.39,56.39,56.39,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2018-08-05,55.39,55.39,55.39,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2018-08-12,54.31,54.31,54.31,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-08-19,56.14,56.14,56.14,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-08-26,56.66,56.66,56.66,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2018-09-02,54.82,54.82,54.82,0.0,0.0,55.24,55.24,55.24,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2018-09-09,56.11,56.11,56.11,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2018-09-16,57.01,57.01,57.01,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2018-09-23,55.48,55.48,55.48,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2018-09-30,54.11,54.11,54.11,0.0,0.0,54.11,54.11,54.11,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2018-10-07,51.22,51.22,51.22,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.79,50.79,50.79,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2018-10-14,50.69,50.69,50.69,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2018-10-21,48.5,48.5,48.5,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2018-10-28,51.6,51.6,51.6,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2018-11-04,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2018-11-11,48.79,48.79,48.79,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2018-11-18,47.74,47.74,47.74,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-11-25,48.23,48.23,48.23,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2018-12-02,47.05,47.05,47.05,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2018-12-09,45.87,45.87,45.87,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2018-12-16,44.39,44.39,44.39,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-12-23,44.74,44.74,44.74,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2018-12-30,45.21,45.21,45.21,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2019-01-06,47.92,47.92,47.92,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2019-01-13,48.43,48.43,48.43,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.33,48.33,48.33,0.0,0.0
2019-01-20,48.87,48.87,48.87,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2019-01-27,49.11,49.11,49.11,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2019-02-03,48.21,48.21,48.21,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-02-10,48.94,48.94,48.94,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.09,49.09,49.09,0.0,0.0
