Date,CAMP_Open_average,CAMP_Open_max,CAMP_Open_min,CAMP_Open_volatility,CAMP_Open_change,CAMP_High_average,CAMP_High_max,CAMP_High_min,CAMP_High_volatility,CAMP_High_change,CAMP_Low_average,CAMP_Low_max,CAMP_Low_min,CAMP_Low_volatility,CAMP_Low_change,CAMP_Close_average,CAMP_Close_max,CAMP_Close_min,CAMP_Close_volatility,CAMP_Close_change,CAMP_Volume_average,CAMP_Volume_max,CAMP_Volume_min,CAMP_Volume_volatility,CAMP_Volume_change
2018-01-14,23.094,23.51,22.95,0.5600000000000023,-0.5300000000000011,23.214,23.54,23.06,0.4800000000000004,-0.379999999999999,22.724,22.8,22.6,0.1999999999999993,0.05999999999999872,22.986,23.13,22.85,0.2799999999999976,0.2799999999999976,311680,781640,164360,617280,-617280
2018-01-21,23.978,25.13,23.09,2.039999999999999,1.5700000000000003,24.346,25.45,23.12,2.3299999999999983,1.6600000000000001,23.472,24.24,22.73,1.509999999999998,1.3399999999999999,24.068,25.03,22.76,2.2699999999999996,1.6799999999999997,540303,1430445,181216,1249229,85391
2018-01-28,24.483999999999998,24.61,24.38,0.23000000000000043,0.16000000000000014,24.756,24.85,24.58,0.2700000000000031,-0.019999999999999574,24.148,24.38,23.87,0.509999999999998,-0.509999999999998,24.44,24.76,23.91,0.8500000000000014,-0.5599999999999987,316586,488745,238865,249880,238589
2018-02-04,23.566000000000003,23.89,23.3,0.5899999999999999,-0.05000000000000071,23.906,24.33,23.56,0.7699999999999996,-0.7699999999999996,22.983999999999998,23.5,22.5,1.0,0.0,23.484,23.91,23.05,0.8599999999999994,-0.46999999999999886,320503,712816,137696,575120,-575120
2018-02-11,23.97,25.41,23.17,2.2399999999999984,2.2300000000000004,24.32,25.41,23.48,1.9299999999999997,1.9299999999999997,23.6675,24.55,23.09,1.4600000000000009,1.4600000000000009,24.0875,24.73,23.3,1.4299999999999997,1.4299999999999997,301908,544257,197305,346952,306741
2018-02-18,24.192,24.6,23.68,0.9200000000000017,-0.6400000000000006,24.466,24.85,24.02,0.8300000000000018,-0.4499999999999993,23.828,24.18,23.53,0.6499999999999986,-0.23000000000000043,24.04,24.51,23.54,0.9700000000000024,0.0,287988,411222,135026,276196,-54789
2018-02-25,23.694,24.05,23.17,0.879999999999999,-0.16000000000000014,24.14,24.37,23.59,0.7800000000000011,0.030000000000001137,23.29,23.76,22.85,0.9100000000000001,-0.3000000000000007,23.774,24.23,23.4,0.8300000000000018,0.4200000000000017,217388,340471,125442,215029,-112063
2018-03-04,23.83,24.4,23.24,1.1600000000000001,-0.5599999999999987,24.234,24.81,23.6,1.2099999999999973,-0.4499999999999993,23.682,24.31,22.93,1.379999999999999,-0.6099999999999994,24.0,24.76,23.17,1.5899999999999999,-0.75,355949,658551,188208,470343,93102
2018-03-11,23.95,24.09,23.82,0.2699999999999996,0.14000000000000057,24.19,24.34,23.96,0.379999999999999,-0.17999999999999972,23.7,23.95,23.36,0.5899999999999999,-0.23000000000000043,23.902,24.11,23.63,0.4800000000000004,-0.120000000000001,310274,541371,186922,354449,137982
2018-03-18,23.466,23.74,23.07,0.6699999999999982,-0.6699999999999982,23.652,24.01,23.24,0.7700000000000031,-0.6900000000000013,23.174,23.72,22.61,1.1099999999999994,-0.9700000000000024,23.324,23.77,22.67,1.0999999999999979,-0.6600000000000001,201485,378756,67906,310850,108850
2018-03-25,22.9025,23.15,22.77,0.379999999999999,-0.379999999999999,23.185000000000002,23.41,22.89,0.5199999999999996,-0.5199999999999996,22.5475,22.71,22.33,0.38000000000000256,-0.38000000000000256,22.7225,22.88,22.46,0.41999999999999815,-0.3200000000000003,198563,233600,137581,96019,-31144
2018-04-01,22.44,22.59,22.15,0.4400000000000013,-0.14999999999999858,22.76,22.9,22.6,0.29999999999999716,-0.030000000000001137,22.226,22.45,22.0,0.4499999999999993,0.17999999999999972,22.451999999999998,22.58,22.3,0.2799999999999976,-0.09999999999999787,232501,365843,127147,238696,-231194
2018-04-08,22.854,23.0,22.68,0.3200000000000003,0.3200000000000003,23.058,23.32,22.89,0.4299999999999997,0.26000000000000156,22.634,22.9,22.45,0.4499999999999993,0.4499999999999993,22.924,23.17,22.76,0.41000000000000014,0.3000000000000007,178957,239788,112364,127424,-17641
2018-04-15,23.454,23.63,23.24,0.39000000000000057,0.14000000000000057,23.674,23.81,23.5,0.3099999999999987,-0.0799999999999983,23.268,23.47,23.1,0.36999999999999744,0.019999999999999574,23.442,23.54,23.3,0.23999999999999844,-0.23000000000000043,256293,551219,109335,441884,397062
2018-04-22,22.201999999999998,23.47,19.89,3.5799999999999983,-3.5799999999999983,22.622,23.75,20.5,3.25,-3.25,21.496,22.89,19.67,3.219999999999999,-3.150000000000002,21.678,23.18,19.75,3.4299999999999997,-3.2300000000000004,671943,1789953,224476,1565477,474939
2018-04-29,19.832,20.11,19.63,0.4800000000000004,0.4800000000000004,20.144,20.84,19.75,1.0899999999999999,1.0899999999999999,19.59,20.0,19.31,0.6900000000000013,0.6000000000000014,19.992,20.75,19.72,1.0300000000000011,1.0300000000000011,388899,609565,269042,340523,-100114
2018-05-06,21.022,21.17,20.74,0.43000000000000327,0.3500000000000014,21.278,21.33,21.23,0.09999999999999787,0.019999999999999574,20.864,20.99,20.71,0.2799999999999976,0.09999999999999787,21.038,21.14,20.83,0.3100000000000023,-0.28000000000000114,239185,336347,166882,169465,-169465
2018-05-13,20.988,21.19,20.83,0.360000000000003,0.360000000000003,21.28,21.57,21.09,0.4800000000000004,0.4800000000000004,20.818,20.98,20.66,0.3200000000000003,0.3200000000000003,21.041999999999998,21.16,20.9,0.26000000000000156,0.26000000000000156,274229,473863,126320,347543,27045
2018-05-20,21.1425,21.21,20.99,0.22000000000000242,0.030000000000001137,21.3625,21.5,21.2,0.3000000000000007,0.10999999999999943,20.997500000000002,21.21,20.87,0.33999999999999986,0.19000000000000128,21.2025,21.36,21.03,0.3299999999999983,0.2799999999999976,172117,285559,111916,173643,34015
