Date,BRKS_Open_average,BRKS_Open_max,BRKS_Open_min,BRKS_Open_volatility,BRKS_Open_change,BRKS_High_average,BRKS_High_max,BRKS_High_min,BRKS_High_volatility,BRKS_High_change,BRKS_Low_average,BRKS_Low_max,BRKS_Low_min,BRKS_Low_volatility,BRKS_Low_change,BRKS_Close_average,BRKS_Close_max,BRKS_Close_min,BRKS_Close_volatility,BRKS_Close_change,BRKS_Volume_average,BRKS_Volume_max,BRKS_Volume_min,BRKS_Volume_volatility,BRKS_Volume_change
2018-01-14,27.276,28.9,26.27,2.629999999999999,2.629999999999999,27.876,29.26,26.64,2.620000000000001,2.620000000000001,27.046,28.38,25.87,2.509999999999998,2.509999999999998,27.76,29.24,26.13,3.1099999999999994,3.1099999999999994,898620,1148496,610795,537701,211489
2018-01-21,29.308,29.5,29.18,0.3200000000000003,-0.07000000000000028,29.436,29.7,29.18,0.5199999999999996,-0.370000000000001,28.732,28.99,28.44,0.5499999999999972,-0.25,29.1,29.53,28.85,0.6799999999999997,-0.6000000000000014,980332,1284763,605356,679407,-387158
2018-01-28,28.1,29.36,26.39,2.969999999999999,-2.009999999999998,28.567999999999998,29.41,26.9,2.5100000000000016,-1.9400000000000013,26.368,27.79,23.85,3.9399999999999977,-2.6000000000000014,27.352,28.57,25.0,3.5700000000000003,-3.3599999999999994,1942038,4967291,747960,4219331,841436
2018-02-04,24.304,24.96,23.72,1.240000000000002,-0.1700000000000017,24.878,25.81,24.14,1.6699999999999982,-1.2799999999999976,23.584,24.46,22.87,1.5899999999999999,-0.6499999999999986,24.252,25.25,23.3,1.9499999999999993,-0.8500000000000014,1434875,1896500,1127191,769309,-596433
2018-02-11,25.2325,26.45,24.16,2.289999999999999,2.289999999999999,26.0175,26.8,24.75,2.0500000000000007,2.0500000000000007,24.9525,26.03,24.0,2.030000000000001,2.030000000000001,25.7625,26.59,24.62,1.9699999999999989,1.4899999999999984,950689,1261942,802553,459389,-433587
2018-02-18,26.616,27.35,26.02,1.3300000000000018,1.3300000000000018,27.08,27.61,26.64,0.9699999999999989,0.5500000000000007,26.27,26.98,25.76,1.2199999999999989,1.1799999999999997,26.824,27.55,26.35,1.1999999999999993,0.9200000000000017,577638,772279,384266,388013,-388013
2018-02-25,26.956,27.45,26.2,1.25,-0.3099999999999987,27.474,27.79,27.02,0.7699999999999996,0.00999999999999801,26.4,27.0,25.4,1.6000000000000014,-0.1999999999999993,26.97,27.38,26.52,0.8599999999999994,0.379999999999999,574702,760073,453007,307066,273085
2018-03-04,28.256,29.21,27.48,1.7300000000000004,1.7300000000000004,28.733999999999998,29.63,28.2,1.4299999999999997,1.4299999999999997,28.096,29.0,27.47,1.5300000000000011,1.5300000000000011,28.564,29.42,28.03,1.3900000000000006,1.3900000000000006,843932,987267,669122,318145,-93875
2018-03-11,29.496,29.69,29.34,0.3500000000000014,-0.23000000000000043,29.674,29.93,29.34,0.5899999999999999,-0.5899999999999999,28.972,29.4,28.39,1.009999999999998,-0.6400000000000006,29.338,29.54,29.13,0.41000000000000014,0.08000000000000185,592950,1015679,417497,598182,19837
2018-03-18,29.176,29.75,28.42,1.3299999999999983,-0.7299999999999969,29.768,30.43,29.13,1.3000000000000007,-0.40000000000000213,28.472,29.33,27.5,1.8299999999999983,-1.2800000000000011,29.094,30.15,27.78,2.3699999999999974,-0.3099999999999987,597819,733698,492158,241540,210492
