Date,INWK_Open_average,INWK_Open_max,INWK_Open_min,INWK_Open_volatility,INWK_Open_change,INWK_High_average,INWK_High_max,INWK_High_min,INWK_High_volatility,INWK_High_change,INWK_Low_average,INWK_Low_max,INWK_Low_min,INWK_Low_volatility,INWK_Low_change,INWK_Close_average,INWK_Close_max,INWK_Close_min,INWK_Close_volatility,INWK_Close_change,INWK_Volume_average,INWK_Volume_max,INWK_Volume_min,INWK_Volume_volatility,INWK_Volume_change
2018-01-14,10.108,10.28,10.0,0.27999999999999936,-0.16000000000000014,10.184,10.36,10.12,0.2400000000000002,-0.2400000000000002,9.954,10.01,9.9,0.10999999999999943,-0.040000000000000924,10.058,10.12,9.99,0.129999999999999,0.0600000000000005,203566,257067,118886,138181,-67677
2018-01-21,10.0,10.13,9.82,0.3100000000000005,0.3100000000000005,10.16,10.44,10.01,0.4299999999999997,0.3699999999999992,9.88,10.05,9.56,0.4900000000000002,0.23000000000000043,10.112,10.34,9.99,0.34999999999999964,0.28999999999999915,293774,709988,111928,598060,130698
2018-01-28,9.906,10.24,9.5,0.7400000000000002,-0.7400000000000002,9.968,10.37,9.58,0.7899999999999991,-0.7899999999999991,9.634,9.91,9.06,0.8499999999999996,-0.8499999999999996,9.709999999999999,10.01,9.08,0.9299999999999997,-0.8399999999999999,289118,399554,175164,224390,61799
2018-02-04,9.03,9.1,8.88,0.21999999999999886,0.1899999999999995,9.148,9.26,9.09,0.16999999999999993,-0.16999999999999993,8.784,8.97,8.19,0.7800000000000011,0.7599999999999998,9.04,9.12,8.95,0.16999999999999993,-0.09999999999999964,296991,516440,205809,310631,-264552
2018-02-11,8.8825,8.96,8.73,0.23000000000000043,-0.010000000000001563,9.025,9.15,8.93,0.22000000000000064,0.13000000000000078,8.8225,8.93,8.73,0.1999999999999993,0.1899999999999995,8.8925,8.95,8.81,0.1399999999999988,0.129999999999999,273418,337912,229589,108323,-97526
2018-02-18,8.958,9.02,8.9,0.11999999999999922,0.08000000000000007,9.072,9.14,9.03,0.11000000000000121,0.10000000000000142,8.868,8.92,8.84,0.08000000000000007,0.0600000000000005,8.94,9.0,8.86,0.14000000000000057,0.120000000000001,217617,406827,106117,300710,-49125
2018-02-25,9.236,9.41,9.11,0.3000000000000007,0.08000000000000007,9.474,9.71,9.36,0.3500000000000014,-0.0600000000000005,9.128,9.22,9.0,0.22000000000000064,0.07000000000000028,9.3,9.4,9.18,0.22000000000000064,0.019999999999999574,281380,458954,122575,336379,-336379
2018-03-04,9.544,9.67,9.37,0.3000000000000007,0.23000000000000043,9.648,9.74,9.44,0.3000000000000007,0.27000000000000135,9.452,9.59,9.21,0.379999999999999,0.35999999999999943,9.586,9.66,9.42,0.2400000000000002,0.2400000000000002,151455,186403,105017,81386,81386
2018-03-11,9.112,9.24,8.8,0.4399999999999995,0.4399999999999995,9.268,9.39,9.16,0.23000000000000043,0.1999999999999993,8.952,9.2,8.27,0.9299999999999997,0.9299999999999997,9.186,9.28,9.12,0.16000000000000014,0.09999999999999964,527798,730587,258336,472251,-472251
2018-03-18,9.02,9.22,8.89,0.33000000000000007,-0.33000000000000007,9.084,9.32,8.92,0.40000000000000036,-0.40000000000000036,8.88,9.03,8.74,0.28999999999999915,-0.28999999999999915,8.932,9.08,8.8,0.27999999999999936,-0.2400000000000002,356142,428721,227523,201198,116393
2018-03-25,8.975,9.04,8.89,0.14999999999999858,0.14999999999999858,9.11,9.21,9.05,0.16000000000000014,-0.019999999999999574,8.932500000000001,8.99,8.89,0.09999999999999964,0.03999999999999915,9.0,9.05,8.93,0.120000000000001,0.08000000000000007,436156,667550,279497,388053,-237688
2018-04-01,9.23,9.45,8.96,0.48999999999999844,0.39000000000000057,9.426,9.7,9.09,0.6099999999999994,0.6099999999999994,9.108,9.41,8.79,0.620000000000001,0.620000000000001,9.332,9.49,9.07,0.41999999999999993,0.41999999999999993,282952,403019,228087,174932,144268
2018-04-08,9.526,9.55,9.48,0.07000000000000028,-0.030000000000001137,9.63,9.72,9.56,0.16000000000000014,0.0600000000000005,9.46,9.49,9.43,0.0600000000000005,-0.02999999999999936,9.538,9.7,9.47,0.22999999999999865,0.16000000000000014,316823,415459,236125,179334,96053
2018-04-15,10.01,10.29,9.72,0.5699999999999985,0.5699999999999985,10.2,10.39,10.03,0.3600000000000012,0.3600000000000012,9.799999999999999,10.2,9.5,0.6999999999999993,0.5,10.112,10.25,9.95,0.3000000000000007,0.26000000000000156,362039,692130,223179,468951,-451825
2018-04-22,10.224,10.25,10.19,0.0600000000000005,-0.03999999999999915,10.278,10.3,10.25,0.05000000000000071,-0.02000000000000135,10.142,10.19,10.1,0.08999999999999986,-0.040000000000000924,10.182,10.22,10.1,0.120000000000001,-0.11000000000000121,196616,235149,170036,65113,-8720
2018-04-29,9.864,10.03,9.71,0.3199999999999985,-0.2699999999999996,9.932,10.05,9.81,0.2400000000000002,-0.2400000000000002,9.734,9.83,9.66,0.16999999999999993,-0.11999999999999922,9.798,9.96,9.68,0.28000000000000114,-0.28000000000000114,151026,181155,111472,69683,-11822
2018-05-06,9.14,9.35,8.99,0.35999999999999943,-0.35999999999999943,9.254,9.62,9.04,0.5800000000000001,-0.5800000000000001,8.922,9.01,8.8,0.20999999999999908,-0.16999999999999993,9.022,9.15,8.83,0.3200000000000003,-0.23000000000000043,251528,504786,108786,396000,-287914
2018-05-13,8.796,8.85,8.71,0.1399999999999988,-0.10999999999999943,8.864,8.92,8.82,0.09999999999999964,-0.019999999999999574,8.652,8.77,8.29,0.4800000000000004,-0.4400000000000013,8.768,8.86,8.71,0.14999999999999858,0.009999999999999787,211561,335923,93302,242621,-125281
