Date,IIJIY_Open_average,IIJIY_Open_max,IIJIY_Open_min,IIJIY_Open_volatility,IIJIY_Open_change,IIJIY_High_average,IIJIY_High_max,IIJIY_High_min,IIJIY_High_volatility,IIJIY_High_change,IIJIY_Low_average,IIJIY_Low_max,IIJIY_Low_min,IIJIY_Low_volatility,IIJIY_Low_change,IIJIY_Close_average,IIJIY_Close_max,IIJIY_Close_min,IIJIY_Close_volatility,IIJIY_Close_change,IIJIY_Volume_average,IIJIY_Volume_max,IIJIY_Volume_min,IIJIY_Volume_volatility,IIJIY_Volume_change
2018-01-14,9.597999999999999,9.92,9.29,0.6300000000000008,0.23000000000000043,9.658,9.94,9.45,0.4900000000000002,0.25,9.56,9.88,9.29,0.5900000000000016,0.19000000000000128,9.596,9.88,9.35,0.5300000000000011,0.19000000000000128,2656,9303,0,9303,503
2018-01-21,10.448,11.55,9.25,2.3000000000000007,1.5,10.862,12.5,9.4,3.0999999999999996,1.9000000000000004,10.314,11.14,9.25,1.8900000000000006,1.5,10.582,11.36,9.4,1.959999999999999,1.75,13588,58289,166,58123,1863
2018-01-28,10.976,11.26,10.72,0.5399999999999991,-0.379999999999999,11.082,11.26,10.8,0.4599999999999991,-0.379999999999999,10.852,11.26,10.65,0.6099999999999994,-0.379999999999999,11.012,11.26,10.75,0.5099999999999998,-0.379999999999999,1616,4122,147,3975,-12
2018-02-04,10.402000000000001,10.65,10.24,0.41000000000000014,-0.02999999999999936,10.724,11.24,10.27,0.9700000000000006,-0.33999999999999986,10.097999999999999,10.42,9.45,0.9700000000000006,-0.9700000000000006,10.414,10.88,10.12,0.7600000000000016,-0.41999999999999993,4482,13759,1284,12475,12403
2018-02-11,10.5975,10.87,10.48,0.3899999999999988,-0.05999999999999872,10.615,10.87,10.48,0.3899999999999988,-0.129999999999999,10.407499999999999,10.5,10.26,0.2400000000000002,0.1899999999999995,10.5825,10.78,10.45,0.33000000000000007,-0.15000000000000036,1436,4007,165,3842,-3478
2018-02-18,10.6675,10.91,10.38,0.5299999999999994,-0.3100000000000005,10.715,10.91,10.42,0.4900000000000002,-0.16000000000000014,10.64,10.88,10.38,0.5,-0.28000000000000114,10.6875,10.88,10.42,0.46000000000000085,-0.13000000000000078,606,782,417,365,14
2018-02-25,10.666,11.09,9.83,1.2599999999999998,0.7699999999999996,10.926,11.41,10.43,0.9800000000000004,0.17999999999999972,10.612,10.96,9.83,1.1300000000000008,0.7699999999999996,10.826,11.4,10.43,0.9700000000000006,0.17999999999999972,4176,10932,421,10511,132
2018-03-04,11.104,11.2,10.97,0.22999999999999865,0.17999999999999972,11.116,11.2,10.97,0.22999999999999865,0.17999999999999972,11.03,11.17,10.9,0.2699999999999996,0.0600000000000005,11.046,11.17,10.9,0.2699999999999996,0.1399999999999988,1151,3256,0,3256,2550
2018-03-11,10.804,11.05,10.58,0.47000000000000064,-0.47000000000000064,10.894,11.18,10.74,0.4399999999999995,-0.379999999999999,10.782,11.05,10.48,0.5700000000000003,-0.5700000000000003,10.828,11.16,10.49,0.6699999999999999,-0.6699999999999999,1873,3972,0,3972,904
2018-03-18,10.379999999999999,10.59,10.2,0.39000000000000057,0.16000000000000014,10.496,10.72,10.39,0.33000000000000007,0.2900000000000009,10.334,10.58,10.16,0.41999999999999993,0.15000000000000036,10.408,10.72,10.17,0.5500000000000007,0.2900000000000009,7309,26869,102,26767,1752
