Date,HL_stock_Open_average,HL_stock_Open_max,HL_stock_Open_min,HL_stock_Open_volatility,HL_stock_Open_change,HL_stock_High_average,HL_stock_High_max,HL_stock_High_min,HL_stock_High_volatility,HL_stock_High_change,HL_stock_Low_average,HL_stock_Low_max,HL_stock_Low_min,HL_stock_Low_volatility,HL_stock_Low_change,HL_stock_Close_average,HL_stock_Close_max,HL_stock_Close_min,HL_stock_Close_volatility,HL_stock_Close_change,HL_stock_Volume_average,HL_stock_Volume_max,HL_stock_Volume_min,HL_stock_Volume_volatility,HL_stock_Volume_change
2018-01-14,4.355,4.46,4.2,0.2599999999999998,-0.2599999999999998,4.415,4.47,4.3,0.16999999999999993,-0.16999999999999993,4.245,4.32,4.17,0.15000000000000036,-0.08999999999999986,4.29,4.36,4.18,0.1800000000000006,-0.10000000000000053,3381035,4591705,2272501,2319204,-2319204
2018-01-21,4.292,4.42,4.13,0.29000000000000004,-0.15000000000000036,4.35,4.5,4.24,0.2599999999999998,-0.04999999999999982,4.172,4.34,4.1,0.2400000000000002,-0.09999999999999964,4.226,4.37,4.12,0.25,-0.11000000000000032,4099168,5827356,2300273,3527083,1201241
2018-01-28,3.864,4.13,3.74,0.3899999999999997,-0.3599999999999999,3.914,4.13,3.77,0.3599999999999999,-0.3599999999999999,3.698,3.81,3.58,0.22999999999999998,-0.22999999999999998,3.756,3.84,3.58,0.2599999999999998,-0.25,6399221,8214836,3386367,4828469,-1993850
2018-02-04,3.61,3.67,3.56,0.10999999999999988,0.020000000000000018,3.698,3.78,3.61,0.16999999999999993,-0.16999999999999993,3.53,3.6,3.38,0.2200000000000002,-0.20000000000000018,3.592,3.68,3.49,0.18999999999999995,-0.18999999999999995,6389088,8132659,5446385,2686274,-1080262
2018-02-11,3.796,4.0,3.53,0.4700000000000002,0.3400000000000003,3.964,4.07,3.8,0.27000000000000046,0.20999999999999996,3.742,3.86,3.49,0.36999999999999966,0.36999999999999966,3.906,4.02,3.75,0.2699999999999996,0.22999999999999998,5922967,7663347,3870118,3793229,1127477
2018-02-18,3.8,3.93,3.72,0.20999999999999996,-0.20999999999999996,3.9,3.96,3.83,0.1299999999999999,-0.1299999999999999,3.735,3.76,3.71,0.04999999999999982,-0.03000000000000025,3.76,3.79,3.73,0.06000000000000005,0.040000000000000036,3292835,4345624,2344989,2000635,-1750193
2018-02-25,3.762,3.87,3.63,0.2400000000000002,-0.16000000000000014,3.838,3.89,3.75,0.14000000000000012,-0.010000000000000231,3.686,3.8,3.55,0.25,-0.11999999999999966,3.732,3.85,3.66,0.18999999999999995,-0.1499999999999999,3772592,4321399,2745148,1576251,551834
2018-03-04,3.81,3.94,3.68,0.2599999999999998,0.16999999999999993,3.908,4.03,3.73,0.30000000000000027,0.18000000000000016,3.756,3.82,3.65,0.16999999999999993,0.16999999999999993,3.834,3.96,3.7,0.2599999999999998,0.13999999999999968,3175772,4883291,2164137,2719154,-1172963
2018-03-11,3.93,4.03,3.84,0.1900000000000004,0.03000000000000025,3.984,4.04,3.92,0.1200000000000001,-0.020000000000000018,3.866,3.95,3.79,0.16000000000000014,-0.020000000000000018,3.93,4.04,3.85,0.18999999999999995,-0.08000000000000007,3747791,8150597,2164449,5986148,5337345
2018-03-18,3.47,3.62,3.31,0.31000000000000005,0.10000000000000009,3.584,3.71,3.36,0.3500000000000001,0.06999999999999984,3.3899999999999997,3.57,3.25,0.31999999999999984,0.25,3.472,3.65,3.27,0.3799999999999999,0.31999999999999984,9456681,21340888,4784670,16556218,-15559945
2018-03-25,3.625,3.72,3.57,0.15000000000000036,-0.11000000000000032,3.665,3.72,3.61,0.11000000000000032,-0.040000000000000036,3.56,3.6,3.53,0.07000000000000028,-0.03000000000000025,3.6174999999999997,3.67,3.57,0.10000000000000009,0.040000000000000036,3994596,4631001,3217092,1413909,-471955
2018-04-01,3.62,3.7,3.56,0.14000000000000012,0.0,3.698,3.77,3.64,0.1299999999999999,-0.06000000000000005,3.554,3.59,3.49,0.09999999999999964,-0.009999999999999787,3.624,3.69,3.57,0.1200000000000001,0.0,4244782,5281838,2742079,2539759,919280
2018-04-08,3.654,3.73,3.61,0.1200000000000001,0.1200000000000001,3.706,3.77,3.63,0.14000000000000012,0.14000000000000012,3.602,3.7,3.51,0.1900000000000004,0.1900000000000004,3.672,3.76,3.58,0.17999999999999972,0.17999999999999972,3834301,6215207,2810746,3404461,349347
2018-04-15,3.802,3.89,3.67,0.2200000000000002,0.13000000000000034,3.87,3.98,3.76,0.2200000000000002,0.17000000000000037,3.746,3.86,3.63,0.22999999999999998,0.18000000000000016,3.816,3.92,3.65,0.27,0.27,4244137,6739331,3057842,3681489,-254581
2018-04-22,3.854,3.93,3.81,0.1200000000000001,0.020000000000000018,3.918,3.99,3.87,0.1200000000000001,0.020000000000000018,3.798,3.86,3.76,0.10000000000000009,0.040000000000000036,3.854,3.9,3.78,0.1200000000000001,0.07000000000000028,3142026,3687827,2739536,948291,246942
2018-04-29,3.836,3.9,3.78,0.1200000000000001,0.06000000000000005,3.918,3.96,3.87,0.08999999999999986,0.06999999999999984,3.808,3.85,3.76,0.0900000000000003,0.08000000000000007,3.87,3.93,3.83,0.10000000000000009,0.10000000000000009,3601820,6333634,2059081,4274553,-4274553
2018-05-06,3.958,3.98,3.92,0.06000000000000005,0.050000000000000266,4.026,4.15,3.98,0.17000000000000037,0.02999999999999936,3.894,3.92,3.86,0.06000000000000005,0.010000000000000231,3.954,3.97,3.93,0.040000000000000036,-0.029999999999999805,3447118,5881132,2498845,3382287,-26879
2018-05-13,3.908,3.95,3.86,0.0900000000000003,0.0,3.958,4.01,3.93,0.07999999999999963,0.04999999999999982,3.874,3.9,3.84,0.06000000000000005,0.020000000000000018,3.928,3.96,3.9,0.06000000000000005,0.040000000000000036,3254572,4129195,2544602,1584593,1584593
2018-05-20,3.964,4.0,3.93,0.06999999999999984,-0.020000000000000018,4.012,4.05,3.98,0.06999999999999984,0.009999999999999787,3.91,3.95,3.88,0.07000000000000028,0.020000000000000018,3.96,3.98,3.93,0.04999999999999982,-0.020000000000000018,3426366,3918160,3009301,908859,542396
2018-05-27,3.875,3.92,3.77,0.1499999999999999,-0.14000000000000012,3.92,4.01,3.79,0.21999999999999975,-0.21999999999999975,3.8,3.88,3.69,0.18999999999999995,-0.18999999999999995,3.8125,3.89,3.71,0.18000000000000016,-0.18000000000000016,4352065,6213965,3291000,2922965,-2922965
